BOR;AN;nofinesset;nofinessej;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_B17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2017;870004231;870004074;1;0;0;411;;0;956;;0;870000064;;;0;418;0;0;420;0;55;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;870009297;870017274;0;1;0;21777;;20891;0;;;;;;;;;;;;;;;2;0;0;886;20891;396;;;929;;3;3;13;1;14;;;;;;;3;3;11.78;1;6.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;870014859;870000015;1;0;1;1037;;526;2186;;0;870000064;;;448;0;91;327;0;9;0;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;0;0;219;50;0;0;218;48;0;0;1025;0;1022;0;0;2;0;0;0;0.7;7;6;1;;2;4;2;0;;0;10.02;7.1;1;;2.85
CANCERO;2017;880000021;880007059;1;1;1;18331;;17456;4123;;1;;;;4676;0;708;3905;0;585;0;0;0;2;;0;588;12929;1;0;0;614;0;;;9;;;0;3;;1;;1;1.5;;9.47;;0.5;12;9;;;970;2707;0;0;0;0;0;0;3474;0;0;0;2;;1;;2.5;;14;5;;;;3;2;;;;14.44;5.07;;;
CANCERO;2017;880000047;880780077;1;0;0;695;;566;1255;;1;;;;598;0;52;536;0;82;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;880000054;880007299;1;0;0;1133;;1084;373;;0;540002078;540003019;;1052;0;17;1026;0;107;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;880000062;880780093;1;0;0;1762;;1515;2412;;0;880780051;;;1539;0;4;1494;0;175;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;880788591;880780150;1;0;0;967;;350;4748;;0;880780093;;;72;0;0;72;0;16;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;890000169;890000151;1;0;1;1997;;1775;1568;;1;;;;1740;0;2;1699;0;199;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;32;15;;;169;1693;0;0;0;0;0;0;2033;0;0;0;;;2;;1;;2;;1;;;;;;;;2;;0.9;;
CANCERO;2017;890002389;890000730;1;0;1;2043;;1624;3294;;1;;;;1503;0;2;1460;0;185;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;11;15;;;213;1879;0;0;0;2;0;0;2562;0;0;0;;;2;;1;;7;4;;;1;1;;1;1;1;7.3;4;0.49;0.15;1.58
CANCERO;2017;890008956;890001738;0;1;0;22269;;21330;;;;;;;;;;;;;;;;2;0;0;939;21330;;0;;854;0;;2;8;1;3;0;4;;;;3;1.4;2;8;1;4.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;890975527;890000037;1;0;1;6413;;5030;7337;;1;;;;5903;;793;4960;;655;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;5;;;1226;3292;0;0;0;0;0;0;5293;0;0;0;2;;;;2;;6;6;1;;3;5;3;;;2;10.29;8.71;1;;4.36
CANCERO;2017;890975550;890970569;1;0;1;3540;;2921;3820;;1;;;;3135;0;239;2896;0;317;0;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;0;0;0;716;0;0;0;0;0;0;0;4575;0;0;0;3;;1;;3.59;;10;6;;;12;5;1;1;;2;13.25;7.13;0.4;;8.63
CANCERO;2017;900000035;900003880;1;0;0;267;;160;557;;0;900000035;;;56;0;0;56;0;9;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;900003039;900000365;1;1;0;2943;;1578;14696;;1;;;;1645;0;248;1260;0;255;0;0;0;;;;0;0;105;0;0;92;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;910000199;910000181;0;1;0;32789;;31098;0;;;;;;;;;;;;;;;3;0;;1691;31098;;;;1691;;4;4;17;3;7;;2;;3;;;5;4;19.7;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;910000272;910110014;1;0;0;327;;278;541;;0;910002773;;;269;0;6;259;0;31;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;910000280;910019447;1;0;1;575;;524;706;;1;;;;531;0;7;509;0;42;0;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;560;0;0;0;67;0;0;0;0;0;0;;;1;;0.25;;2;1;;;;1;;;;;1.42;1;;;
CANCERO;2017;910000298;910110055;1;0;1;3840;;3348;5558;;1;;;;3596;0;166;3315;0;420;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;12;;;708;3308;0;0;0;0;0;0;6851;0;0;0;3;;2;;3.49;;15;9;;;1;5;2;1;;;18.8;12.15;0.5;;0.99
CANCERO;2017;910000306;910110063;1;0;0;103;;47;396;;0;910000298;;;26;0;0;25;0;1;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;910001973;910019447;1;0;1;1023;;873;2093;;1;;;;821;0;3;804;0;95;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;920;0;0;0;0;0;0;0;0;0;0;1;;1;;1.03;;2;1;;;;1;;;;;2.91;0.5;;;
CANCERO;2017;910020254;910002773;1;0;1;8565;;7279;11286;;1;;;;7799;0;448;6849;0;918;0;26;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;12;;;714;7809;0;0;3;576;0;0;4371;0;15;0;3;1;3;0;3;1;18;10;;;7;3;0;;;0;21;10;;;7
CANCERO;2017;910150028;750811184;1;0;1;3603;;3140;2659;;1;;;;3583;0;338;3140;0;470;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;12;;;647;3409;0;0;0;0;0;0;3511;0;0;0;4;;;;4;;15;13;;;;3;2;1;1;;21;15.25;0.5;0.26;
CANCERO;2017;910300011;910000348;0;0;0;310;;282;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;910300144;910000447;1;0;1;3855;;3448;3986;;1;;;;3395;0;2;3325;0;345;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;0;3377;0;0;0;0;0;0;0;0;0;0;;;3;;2.5;;3;;;;;;1;;;;3.04;0.46;;;
CANCERO;2017;910300177;910000462;0;0;0;638;;86;3154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;910300219;910003888;0;0;0;525;;232;2201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;910300300;910000538;1;0;1;1168;;1106;1060;;1;;;;1101;0;2;1093;0;110;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;1093;0;0;0;0;0;0;0;0;0;0;1;;1;;1.2;;1;;;;;;;;;;1;;;;
CANCERO;2017;910300326;910000553;1;0;1;3486;;3333;661;;1;;;;3385;0;57;3334;0;405;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;0;3330;0;0;0;2;0;0;0;0;0;0;;;4;;1.5;;3;;;;;;;;;;3;;;;
CANCERO;2017;910300359;910000587;0;0;0;96;;30;445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;910803543;910017615;1;0;1;2543;;2164;3686;;1;;;;1959;0;7;1909;0;169;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;39;10;;;5700;1949;0;0;0;0;0;0;36525;0;0;0;1;;1;;1.7;;2;0;;1;1;1;0;;;1;2.8;0;;0.1;1.8
CANCERO;2017;910805357;910001643;0;0;0;174;;87;312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;910813732;750813321;0;1;0;8823;;8273;0;;;;;;;;;;;;;;;1;;;550;8273;0;0;0;446;0;1;5;11;1;24;94;3;1;2;3;2;1.32;5.76;11.58;3.37;24.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;920000460;750813321;1;1;1;62156;;59029;12129;;1;;;;19797;0;1224;18252;0;2122;0;0;0;4;;2;1996;37066;223;397;82;1879;202;6;6;22;6;15;0;2;;5;;1;6.92;7.5;26.14;7.25;15.52;48;31;25;10;2304;19412;2066;2362;2;0;1;0;11548;5268;6;3;17;20;2;12;17.97;25.41;93;19;;3;48;4;1;5;;10;93;20.42;2.81;2.79;53.51
CANCERO;2017;920000643;920150034;1;0;0;5818;;4992;6124;;1;;;;5408;0;315;4908;0;574;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;920000650;920150059;1;0;1;11765;;8730;21940;;1;;;;9529;0;625;8594;0;1174;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;18;;;1034;41;0;0;0;0;0;0;5855;0;0;0;5;;;;5;;17;7;1;;3;1;;;1;2;17.63;7;1;0.3;4.47
CANCERO;2017;920000684;920150091;0;0;0;660;;16;5301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;920024718;920029642;0;1;0;10635;;10056;0;;;;;;;;;;;;;;;1;0;3;579;10056;1637;0;82;629;82;;3;7;2;7;0;7;;1;;1;3;3;7.8;2;7.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;920028917;920024197;0;1;0;55869;;52187;0;;;;;;;;;;;;;;;5;1;0;3682;52187;0;0;0;2767;0;7;5;32;4;28;0;1;0;0;0;4;7.8;5;32;4;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;920100013;750712184;1;0;0;3805;;2911;8167;;1;;;;2718;0;228;2250;0;375;0;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;920100021;750712184;1;0;1;2610;;2113;4527;;1;;;;2359;0;164;2078;0;316;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;2097;0;0;0;109;0;0;0;0;0;0;1;;;;1;;;;;;;;;;;;;;;;
CANCERO;2017;920100039;750712184;1;1;1;9495;;6838;15866;;1;;;;8427;0;1187;6832;0;1081;0;0;0;0;0;0;0;0;10;0;55;6;47;;;;;;0;;;;;;;;;;;10;14;;;812;4643;0;0;0;0;0;0;1725;0;0;0;2;;;;2;;;;;;;;;;;;;;;;
CANCERO;2017;920100047;750712184;1;0;1;2422;;1889;4502;;1;;;;2188;0;306;1811;0;236;0;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;3;;;314;1124;0;0;0;0;0;0;2004;0;0;0;2;;;;1.6;;5;4;;;;1;1;;;;5.8;4.8;;;
CANCERO;2017;920120011;750821092;1;0;1;4536;;3426;12021;;1;;;;3986;0;542;3150;0;545;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;0;4822;0;0;0;25;0;0;0;0;0;0;;18;;;;18;51;43;1;;12;;;;;;2.5;2;1;;2
CANCERO;2017;920300043;920001526;1;0;1;8324;;7134;9361;;1;;;;7114;0;141;6844;0;728;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;16;23;;;626;6783;0;0;0;0;0;0;5521;0;0;0;3;;;;3;;12;5;1;;2;5;3;;1;2;14.92;6.6;1;0.5;3.66
CANCERO;2017;920300183;920000759;0;0;0;222;;205;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;920300191;920000767;0;0;0;341;;163;1012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;920300365;920815388;0;0;0;224;;179;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;920300415;920000890;1;0;1;2956;;2425;6285;;1;;;;2072;0;43;2201;0;287;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;28;15;;;423;1755;;;2;0;;;5974;;5;;2;1;;0;1.2;1;13;13;1;0;1;9;3;;;;19.94;16.16;1;0.25;1
CANCERO;2017;920300597;920000940;1;0;1;2852;;2398;3011;;1;;;;2325;0;31;2261;0;293;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;2262;0;0;0;0;0;0;0;0;0;0;;;5;2;0.6;0.3;;;;;;2;;2;;;1.63;;0.17;;
CANCERO;2017;920300753;920810736;0;0;0;431;;13;2321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;920300761;920000973;1;1;1;9697;;8692;7007;;1;;;;8472;0;261;8211;0;904;0;0;0;;;2;0;0;54;0;24;47;23;;;;;;0;1;1;;;;0.1;0.1;;;;29;15;;;759;8260;0;0;1;0;0;0;5587;0;3;0;4;1;1;7;;;;;1;;;;;;;;;;1;;
CANCERO;2017;920300787;920000981;1;0;1;5220;;4570;3947;;1;;;;4601;0;26;4437;0;467;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;7;;;142;4853;0;0;0;1;0;0;657;0;0;0;2;;1;3;2.3;0.9;17;8;1;1;;1;2;;;;17.5;9;1;1;
CANCERO;2017;920300936;920006848;0;0;0;422;;44;3882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;920301033;920001062;1;1;1;6710;;6475;818;;1;;;;6636;0;122;6475;0;757;0;0;0;3;1;;1926;39250;364;0;0;1852;0;;4;17;2;;0;8;;;;;4.25;3.5;17;1.3;;9;15;;;335;6488;0;0;0;0;0;0;1097;0;0;0;;;10;3;4.43;0.71;10;1;;;2;;;1;;1;9.25;1;0.23;;2.1
CANCERO;2017;930000286;930021480;1;1;1;13499;;12873;5187;;1;;;;4733;13;245;4339;20;527;6;0;0;2;1;;399;8082;4;0;0;399;0;3;2;9;;;0;1;;;;;3.42;2;9.33;;;18;5;;;927;4953;0;0;0;1;0;0;6789;0;0;0;8;;0;;8;;19;14;1;1;10;;;;;2;19.25;12.09;1;0.7;8.6
CANCERO;2017;930000302;930110036;1;0;0;182;;27;1067;;0;930021480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;930000328;930110051;1;0;0;1948;;1671;2889;;1;;;;1749;0;62;1627;0;173;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;930000336;930110069;1;0;1;3128;;2749;4132;;1;;;;2612;0;18;2555;0;252;0;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;0;2845;0;0;0;0;0;0;0;0;0;0;;1;1;1;0.5;1.13;6;3;1;0;1;0;0;0;1;0;3.25;1.5;0.1;0.66;1
CANCERO;2017;930015458;930003975;0;1;0;16299;;15384;0;;;;;;;;;;;;;;;2;0;;915;15384;;;;912;;1;3;11;2;7;;2;0;2;0;2;2.6;3;10.79;2;5.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;930100037;750712184;1;0;1;12894;;11530;19056;;1;;;;12440;0;410;11490;0;1481;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;34;30;;;983;12747;0;0;2;2;0;0;8817;0;17;0;6;5;4;;6.3;3;60;28;2;;11;2;;;;;61.5;28;2;;11
CANCERO;2017;930100045;750712184;1;0;0;680;;301;2124;;1;;;;272;0;0;293;0;7;0;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;930300025;930000393;1;0;1;2377;;2169;2345;;1;;;;1444;0;2;2136;0;156;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;0;861;0;0;0;0;0;0;0;0;0;0;1;;2;1;2.5;0.2;3;0;0;;;0;0;0;;;1.57;0;0;;
CANCERO;2017;930300066;930000401;0;0;0;404;;149;2279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;930300082;930000419;1;0;1;2258;;2102;1745;;1;;;;1943;0;3;1918;0;146;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;1906;0;0;0;0;0;0;0;0;0;0;3;;;;3;;;;;1;;3;;1;;;2.5;;0.5;1;
CANCERO;2017;930300116;930000427;1;0;1;1911;;1685;1512;;1;;;;1516;0;0;1496;0;117;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;1495;0;0;0;0;0;0;0;0;0;0;2;;;;1.2;;1;;1;1;;;;;;;1;;0.2;0.2;
CANCERO;2017;930300298;930025523;0;0;0;229;;84;832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;930300553;930000633;1;0;1;2182;;1871;3501;;1;;;;1839;0;5;1845;0;204;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;212;;;;0;;;;3810;;0;;1;1;1;;1.5;1;8;8;;;;;;1;1;1;8;8;0.2;0.2;0.2
CANCERO;2017;930300587;930000641;0;0;0;44;;4;294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;930300595;930000658;1;0;1;3459;;3082;3533;;1;;;;3072;0;1;3028;0;215;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;41;10;;;42;2995;0;0;0;0;0;0;735;0;0;0;0;1;2;0;1;1;2;0;0;0;2;1;0;1;1;;2.61;0;0.5;0.2;2
CANCERO;2017;930300645;930000682;0;0;0;67;;40;285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;940000573;940110018;1;1;1;20852;;19762;11130;;1;;;;8108;0;243;7637;0;980;0;0;0;2;0;;569;11461;175;0;0;613;0;4;3;10;0;7;0;1;0;4;0;0;4.7;3.83;13.13;0;6.5;15;14;;;496;7769;0;0;0;0;0;0;4868;0;0;0;2;1;0;1;2;2;15;13;0;0;2;1;0;1;0;2;15.9;13.15;0.5;0;3.11
CANCERO;2017;940000599;940110042;1;0;0;1135;;943;2595;;1;;;;985;0;31;910;0;123;0;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;940000649;940150014;1;0;1;2409;;2037;4257;;1;;;;2200;0;99;2020;0;222;0;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;7;;;264;2335;0;0;0;551;0;0;3007;0;0;0;1;;2;;2.1;;;;1;;1;13;13;;1;1;4.14;3.1;1;0.5;1.5
CANCERO;2017;940000656;940160013;1;0;0;3589;;3172;6307;;1;;;;3586;0;249;3172;0;774;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;940000664;940160013;1;1;1;104476;;93011;74620;;1;;;;43251;0;5296;36055;0;5352;0;281;0;9;;12;3275;51430;1264;461;776;2983;733;22;14;52;9;77;87;12;0;5;1;5;26.26;12.16;49.62;9.2;73.29;218;80;147;14;10272;41166;8253;3925;947;2379;4;4;51897;40657;4626;14;45;36;15;18;43.64;41.56;456;113;7;8;26;50;8;4;1;273;477.53;113.12;8.76;7.45;215.9
CANCERO;2017;940006679;940017338;0;0;0;263;;139;722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;940100027;750712184;1;1;1;32181;;29274;30298;;1;;;;12028;0;573;10777;0;1558;0;0;0;2;0;0;1337;17264;269;0;0;1006;0;0;3;8;3;11;1;6;;5;;1;3.4;3;12;3;12;64;38;;;1443;15871;0;0;1;7;0;0;11084;0;4;0;10;;1;;10.4;;93;51;2;2;10;2;1;;;2;94.6;53.31;2;2;11.72
CANCERO;2017;940100035;750712184;1;0;1;1781;;390;5372;;1;750100125;;;1781;0;1285;390;0;291;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;26;2;0;0;1781;602;;;;;;;5372;;;;1;2;0;0;1;2;14;16;1;;1;2;3;;;;15.6;18.8;1;1;1
CANCERO;2017;940100043;750712184;1;0;1;4976;;3336;15496;;1;;;;3851;0;284;3278;0;541;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;2022;0;0;0;1;0;0;0;0;0;0;2;;3;;3.1;;;;;;;;;;;;;;;;
CANCERO;2017;940100068;750712184;1;0;1;6788;;5137;11893;;1;;;;6406;0;1013;5116;0;697;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;37;21;;;1524;5767;0;0;0;0;0;0;9552;0;0;0;3;;4;;7.1;;32;28;1;1;;6;1;1;;1;33.24;28.5;1.5;1;0.6
CANCERO;2017;940120017;750821092;1;0;1;3236;;2544;5375;;1;;;;2827;0;193;2445;0;372;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;0;3297;0;0;0;1;0;0;0;0;0;0;5;;3;3;2;0.5;8;7;;;2;;1;;;;8;7.8;;;2
CANCERO;2017;940300031;940000706;1;0;1;5822;;5252;3688;;1;;;;5231;0;32;5125;0;422;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;12;16;;;421;5200;0;0;0;0;0;0;2634;0;0;0;7;;;;7;;;;1;1;;;;;;;;;1;1;
CANCERO;2017;940300270;940000771;1;0;1;4397;;4079;2631;;1;;;;3938;0;0;3943;0;240;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;14;0;0;0;3995;0;0;0;0;0;0;0;0;0;0;3;0;1;0;3.4;0;2;;;;1;1;;1;;;2.5;;0.5;;1
CANCERO;2017;940300379;940000805;0;0;0;247;;81;854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;940300445;940000854;1;0;1;1490;;1459;259;;1;;;;1446;0;0;1473;0;137;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;1478;0;0;0;0;0;0;0;0;0;0;3;;;;1.5;;;;;;;;;;;;;;;;
CANCERO;2017;940300494;940000896;0;0;1;203;;69;923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;8;0;0;0;0;0;0;0;0;0;0;;;2;;;;;;;;;;;;;;;;;;
CANCERO;2017;940300569;940000912;0;0;0;153;;53;1092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;940813033;940001894;0;0;0;180;;80;751;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2017;950000307;950110015;1;1;1;17705;;16559;9002;;1;;;;8450;0;359;7764;0;930;0;9;0;2;0;;456;12489;133;0;0;709;0;4;2;7;1;4;0;0;2;1;0;2;3.64;3.37;7.9;1;4.9;15;27;;;656;7636;;;1;;;;4458;;4;;5;0;1;1;4.95;1.45;19;12;;;3;8;2;1;1;4;24.87;13.62;0.73;0.3;4.11
CANCERO;2017;950000323;950013870;1;0;1;3521;;2916;4263;;1;;;;3141;0;218;2859;0;380;0;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;;;315;2925;0;0;0;0;0;0;796;0;0;0;3;;;;2.98;;3;1;0;0;2;5;2;2;1;9;5.93;1.1;0.51;0.2;3.05
CANCERO;2017;950000331;950110049;1;0;1;2253;;1916;3065;;1;;;;2005;0;77;1855;0;200;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;16;14;;;735;2051;0;0;0;0;0;0;4910;0;0;0;1;;3;;1.4;;10;7;;;;4;2;;;1;13.11;8.91;;;0.18
CANCERO;2017;950000364;950110080;1;0;1;11925;;10430;12003;;1;;;;10872;0;532;10129;0;1148;0;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;12;29;;;955;7735;0;0;0;928;0;0;5340;0;0;0;6;1;;1;5.34;2.2;22;8;1;;10;2;2;2;;2;22.58;8.3;2;;11.68
