BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;COMEHPAD
USLD_P;2019;480000074;480780162;N2510;15;3;17.4;0
USLD_P;2019;480000074;480780162;NAUT;13;2;14.05;
USLD_P;2019;490000353;490000411;M1320;;2;0.5;0
USLD_P;2019;490000353;490000411;MEDCH;;2;0.5;0
USLD_P;2019;490000353;490000411;N2210;3;11;8.66;0
USLD_P;2019;490000353;490000411;N2460;;2;0.14;0
USLD_P;2019;490000353;490000411;N2510;8;18;15.81;0
USLD_P;2019;490000353;490000411;NAUT;3;26;8.56;0
USLD_P;2019;490000569;440000313;M1320;1;;0.18;1
USLD_P;2019;490000569;440000313;MEDCH;1;;0.18;1
USLD_P;2019;490000569;440000313;N2210;7;3;7.97;1
USLD_P;2019;490000569;440000313;N2460;;1;0.15;1
USLD_P;2019;490000569;440000313;N2510;8;6;11.89;1
USLD_P;2019;490000569;440000313;NAUT;6;5;8.42;1
USLD_P;2019;490000635;490000676;M1320;1;;0.4;1
USLD_P;2019;490000635;490000676;MEDCH;1;;0.4;1
USLD_P;2019;490000635;490000676;N2210;5;3;7.17;1
USLD_P;2019;490000635;490000676;N2410;;1;0.37;1
USLD_P;2019;490000635;490000676;N2460;;2;0.41;1
USLD_P;2019;490000635;490000676;N2510;6;6;13.7;1
USLD_P;2019;490000635;490000676;NAUT;2;4;5.86;1
USLD_P;2019;490000650;490007689;M1320;1;;0.5;1
USLD_P;2019;490000650;490007689;MEDCH;1;;0.5;1
USLD_P;2019;490000650;490007689;N2210;;12;5.51;1
USLD_P;2019;490000650;490007689;N2410;;;;1
USLD_P;2019;490000650;490007689;N2460;;;;1
USLD_P;2019;490000650;490007689;N2510;2;21;10.76;1
USLD_P;2019;490000650;490007689;N3120;;;;1
USLD_P;2019;490000650;490007689;NAUT;2;12;6.32;1
USLD_P;2019;490008604;490001070;M1320;;2;1.7;1
USLD_P;2019;490008604;490001070;MEDCH;1;2;2;1
USLD_P;2019;490008604;490001070;N2210;18;2;15.64;
USLD_P;2019;490008604;490001070;N2410;1;;0.8;
USLD_P;2019;490008604;490001070;N2460;1;;0.3;
USLD_P;2019;490008604;490001070;N2510;33;16;44.82;
USLD_P;2019;490008604;490001070;NAUT;41;14;36.63;
USLD_P;2019;490531910;490535093;M1320;;2;0.67;
USLD_P;2019;490531910;490535093;MEDCH;;2;0.67;
USLD_P;2019;490531910;490535093;N2210;4;11;9.63;
USLD_P;2019;490531910;490535093;N2460;;1;0.25;
USLD_P;2019;490531910;490535093;N2510;13;19;21.72;
USLD_P;2019;490531910;490535093;NAUT;5;10;7.84;
USLD_P;2019;500000021;500000054;M1320;;3;0.93;1
USLD_P;2019;500000021;500000054;MEDCH;;3;0.93;1
USLD_P;2019;500000021;500000054;N2210;7;7;10.25;1
USLD_P;2019;500000021;500000054;N2410;1;0;1;1
USLD_P;2019;500000021;500000054;N2460;0;1;0.1;1
USLD_P;2019;500000021;500000054;N2510;21;9;26.64;1
USLD_P;2019;500000021;500000054;NAUT;10;2;10.7;1
USLD_P;2019;500000260;500000054;MEDCH;;1;1.14;1
USLD_P;2019;500000260;500000054;N2210;10;3;12.55;1
USLD_P;2019;500000260;500000054;N2410;0;1;0.17;1
USLD_P;2019;500000260;500000054;N2460;1;0;1;1
USLD_P;2019;500000260;500000054;N2510;22;7;30.2;1
USLD_P;2019;500000260;500000054;NAUT;16;4;15.89;1
USLD_P;2019;500000450;500000112;M1320;;1;0.4;1
USLD_P;2019;500000450;500000112;MEDCH;;1;0.4;
USLD_P;2019;500000450;500000112;N2210;7;5;8.47;1
USLD_P;2019;500000450;500000112;N2460;;1;0.27;1
USLD_P;2019;500000450;500000112;N2510;29;5;12.73;1
USLD_P;2019;500000450;500000112;N3120;1;;0.15;1
USLD_P;2019;500000450;500000112;NAUT;15;4;8.51;1
USLD_P;2019;500000591;500000393;MEDCH;2;;2;1
USLD_P;2019;500000591;500000393;N2210;10;2;10.24;1
USLD_P;2019;500000591;500000393;N2460;1;;0.55;1
USLD_P;2019;500000591;500000393;N2510;23;6;28.56;1
USLD_P;2019;500000591;500000393;N3120;;1;0.23;1
USLD_P;2019;500000591;500000393;NAUT;18;7;18.17;1
USLD_P;2019;510000169;510000037;MEDCH;;1;0.5;
USLD_P;2019;510000169;510000037;N2210;5;4;6.76;
USLD_P;2019;510000169;510000037;N2510;13;4;15.07;
USLD_P;2019;510000169;510000037;NAUT;5;6;5.97;
USLD_P;2019;510000235;510000060;M1320;;1;0.3;
USLD_P;2019;510000235;510000060;MEDCH;;3;0.89;1
USLD_P;2019;510000235;510000060;N2210;4;5;7.12;0
USLD_P;2019;510000235;510000060;N2410;;1;0.5;0
USLD_P;2019;510000235;510000060;N2510;8;5;10.74;0
USLD_P;2019;510000235;510000060;NAUT;;4;0.68;1
USLD_P;2019;510000466;510000102;MEDCH;;3;0.68;
USLD_P;2019;510000466;510000102;N2210;7;1;6.54;
USLD_P;2019;510000466;510000102;N2510;16;1;16.43;
USLD_P;2019;510000466;510000102;NAUT;1;4;2.73;
USLD_P;2019;510011679;510000029;MEDCH;4;0;2.1;1
USLD_P;2019;510011679;510000029;N2210;20;4;21.92;
USLD_P;2019;510011679;510000029;N2510;50;10;56.58;
USLD_P;2019;510011679;510000029;N3120;0;0;0.03;
USLD_P;2019;510011679;510000029;NAUT;37;4;31.65;
USLD_P;2019;510024466;510000128;MEDCH;;1;0.2;1
USLD_P;2019;510024466;510000128;N2210;5;1;6.06;0
USLD_P;2019;510024466;510000128;N2510;9;2;10.73;0
USLD_P;2019;510024466;510000128;NAUT;3;3;4.04;0
USLD_P;2019;520000019;520780024;MEDCH;0;1;0.64;0
USLD_P;2019;520000019;520780024;N2210;5;0;4.63;0
USLD_P;2019;520000019;520780024;N2460;0;1;0.66;0
USLD_P;2019;520000019;520780024;N2510;5;8;11.26;0
USLD_P;2019;520000019;520780024;NAUT;6;6;7.1;0
USLD_P;2019;520000076;520780081;M1320;1;;0.6;1
USLD_P;2019;520000076;520780081;MEDCH;1;;0.6;1
USLD_P;2019;520000076;520780081;N2210;9;1;7.9;1
USLD_P;2019;520000076;520780081;N2460;1;;0.4;1
USLD_P;2019;520000076;520780081;N2510;21;1;16.04;1
USLD_P;2019;520000076;520780081;NAUT;8;;6.14;1
USLD_P;2019;520782939;520780032;M1320;;1;0.4;1
USLD_P;2019;520782939;520780032;MEDCH;;2;0.9;1
USLD_P;2019;520782939;520780032;N2210;7;;6.69;0
USLD_P;2019;520782939;520780032;N2410;;1;0.14;1
USLD_P;2019;520782939;520780032;N2510;11;4;14.07;0
USLD_P;2019;520782939;520780032;NAUT;9;6;8.27;1
USLD_P;2019;530000132;530007202;MEDCH;;1;0.16;1
USLD_P;2019;530000132;530007202;N2210;4;5;6.95;1
USLD_P;2019;530000132;530007202;N2410;;2;0.2;0
USLD_P;2019;530000132;530007202;N2460;;1;0.1;1
USLD_P;2019;530000132;530007202;N2510;13;11;16.69;1
USLD_P;2019;530000132;530007202;N3120;;1;0.04;1
USLD_P;2019;530000132;530007202;NAUT;1;11;9.2;1
USLD_P;2019;530000264;530000371;M1320;0;1;0.36;
USLD_P;2019;530000264;530000371;MEDCH;0;1;0.36;
USLD_P;2019;530000264;530000371;N2210;3;9;8.07;
USLD_P;2019;530000264;530000371;N2410;0;1;0.5;
USLD_P;2019;530000264;530000371;N2510;24;6;27.61;
USLD_P;2019;530000264;530000371;NAUT;10;8;14.32;
USLD_P;2019;530031384;530000074;N2210;5;5;9.09;1
USLD_P;2019;530031384;530000074;N2460;0;1;0.2;1
USLD_P;2019;530031384;530000074;N2510;12;11;21.99;0
USLD_P;2019;530031384;530000074;NAUT;11;11;15.14;1
USLD_P;2019;530032788;530000025;M1320;;4;2.5;
USLD_P;2019;530032788;530000025;MEDCH;;5;3;
USLD_P;2019;530032788;530000025;N2210;5;13;10.71;
USLD_P;2019;530032788;530000025;N2460;;2;0.56;
USLD_P;2019;530032788;530000025;N2510;22;10;27.56;
USLD_P;2019;530032788;530000025;NAUT;11;6;16.51;
USLD_P;2019;540000072;540014081;M1320;1;;1;1
USLD_P;2019;540000072;540014081;MEDCH;2;3;2.66;1
USLD_P;2019;540000072;540014081;N2210;4;14;10.7;1
USLD_P;2019;540000072;540014081;N2410;;1;0.35;
USLD_P;2019;540000072;540014081;N2460;1;;1;1
USLD_P;2019;540000072;540014081;N2510;19;13;27.5;1
USLD_P;2019;540000072;540014081;N3120;;1;0.8;1
USLD_P;2019;540000155;540000080;M1320;;1;0.17;1
USLD_P;2019;540000155;540000080;MEDCH;;1;0.5;1
USLD_P;2019;540000155;540000080;N2210;6;1;6.3;0
USLD_P;2019;540000155;540000080;N2410;;;;1
USLD_P;2019;540000155;540000080;N2510;13;;13.83;0
USLD_P;2019;540000155;540000080;NAUT;3;;3.7;1
USLD_P;2019;540000312;540000114;M1320;1;0;0.45;0
USLD_P;2019;540000312;540000114;MEDCH;1;0;0.49;0
USLD_P;2019;540000312;540000114;N2210;5;0;5.6;0
USLD_P;2019;540000312;540000114;N2510;13;0;11.56;0
USLD_P;2019;540000312;540000114;NAUT;8;1;6.8;0
USLD_P;2019;540000395;540000122;M1320;;1;0.8;0
USLD_P;2019;540000395;540000122;MEDCH;;4;1.19;1
USLD_P;2019;540000395;540000122;N2210;;8;8;0
USLD_P;2019;540000395;540000122;N2510;;27;27;0
USLD_P;2019;540000668;540006707;MEDCH;1;;1;0
USLD_P;2019;540000668;540006707;N2210;7;2;8.95;0
USLD_P;2019;540000668;540006707;N2410;;1;0.2;1
USLD_P;2019;540000668;540006707;N2460;;1;0.2;1
USLD_P;2019;540000668;540006707;N2510;20;3;24.91;0
USLD_P;2019;540000668;540006707;N3120;;1;0.3;1
USLD_P;2019;540006459;540023264;M1320;1;;0.02;0
USLD_P;2019;540006459;540023264;MEDCH;1;1;0.52;0
USLD_P;2019;540006459;540023264;N2210;3;1;3.97;0
USLD_P;2019;540006459;540023264;N2510;19;4;21.01;0
USLD_P;2019;540006459;540023264;NAUT;4;6;7.08;0
USLD_P;2019;540006665;540019007;MEDCH;;2;0.78;1
USLD_P;2019;540006665;540019007;N2210;6;0;5.83;
USLD_P;2019;540006665;540019007;N2460;;1;0.5;
USLD_P;2019;540006665;540019007;N2510;10;1;9.85;1
USLD_P;2019;540006665;540019007;N3120;;1;0.2;
USLD_P;2019;540006665;540019007;NAUT;5;;4.61;
USLD_P;2019;540008364;540000049;M1320;;1;0.3;1
USLD_P;2019;540008364;540000049;MEDCH;;3;0.81;1
USLD_P;2019;540008364;540000049;N2210;;17;6.6;1
USLD_P;2019;540008364;540000049;N2410;;1;0.15;1
USLD_P;2019;540008364;540000049;N2510;;21;11.32;1
USLD_P;2019;540008364;540000049;NAUT;;30;10.11;1
USLD_P;2019;540009859;570010181;MEDCH;1;;0.39;0
USLD_P;2019;540009859;570010181;N2210;2;;2;0
USLD_P;2019;540009859;570010181;N2510;7;;7;0
USLD_P;2019;540009859;570010181;NAUT;1;;1;
USLD_P;2019;540013232;540023264;M1320;1;;0.65;0
USLD_P;2019;540013232;540023264;MEDCH;1;1;1.05;0
USLD_P;2019;540013232;540023264;N2210;10;2;10.55;0
USLD_P;2019;540013232;540023264;N2510;29;13;39.13;0
USLD_P;2019;540013232;540023264;NAUT;15;5;16.06;0
USLD_P;2019;550000038;550000046;MEDCH;;1;0.6;0
USLD_P;2019;550000038;550000046;N2210;6;1;6.02;0
USLD_P;2019;550000038;550000046;N2410;;1;0.25;0
USLD_P;2019;550000038;550000046;N2460;;2;0.4;0
USLD_P;2019;550000038;550000046;N2510;10;3;13.11;0
USLD_P;2019;550000038;550000046;NAUT;4;5;4.78;0
USLD_P;2019;550000251;550000095;MEDCH;;3;0.51;
USLD_P;2019;550000251;550000095;N2210;9;;8.33;
USLD_P;2019;550000251;550000095;N2410;;1;0.2;
USLD_P;2019;550000251;550000095;N2460;;1;0.32;
USLD_P;2019;550000251;550000095;N2510;13;2;13.49;
USLD_P;2019;550000251;550000095;N3120;;1;0.1;
USLD_P;2019;550000251;550000095;NAUT;8;10;10.93;
USLD_P;2019;550000434;550003354;M1320;;1;0.3;1
USLD_P;2019;550000434;550003354;MEDCH;;1;0.3;1
USLD_P;2019;550000434;550003354;N2210;6;1;7.62;1
USLD_P;2019;550000434;550003354;N2410;;1;0.28;1
USLD_P;2019;550000434;550003354;N2460;;1;0.13;1
USLD_P;2019;550000434;550003354;N2510;8;3;10.65;1
USLD_P;2019;550000434;550003354;N3120;;1;0.4;1
USLD_P;2019;550000434;550003354;NAUT;1;12;5.41;1
USLD_P;2019;550003370;550006795;MEDCH;2;;0.3;1
USLD_P;2019;550003370;550006795;N2210;7;;6.94;
USLD_P;2019;550003370;550006795;N2460;1;1;0.35;
USLD_P;2019;550003370;550006795;N2510;19;1;20.63;
USLD_P;2019;550003370;550006795;NAUT;14;3;6.29;
USLD_P;2019;560000127;560023210;M1320;0;3;0.76;1
USLD_P;2019;560000127;560023210;MEDCH;0;3;0.76;1
USLD_P;2019;560000127;560023210;N2210;1;22;9.86;1
USLD_P;2019;560000127;560023210;N2410;0;2;1.6;1
USLD_P;2019;560000127;560023210;N2460;0;1;1.15;1
USLD_P;2019;560000127;560023210;N2510;24;16;28.44;1
USLD_P;2019;560000127;560023210;N3120;0;1;0.1;1
USLD_P;2019;560000127;560023210;NAUT;3;35;13.51;1
USLD_P;2019;560000200;560023210;M1320;0;1;0.21;1
USLD_P;2019;560000200;560023210;MEDCH;0;1;0.21;1
USLD_P;2019;560000200;560023210;N2210;0;5;1.63;1
USLD_P;2019;560000200;560023210;N2410;0;1;0.25;1
USLD_P;2019;560000200;560023210;N2460;0;0;0.02;1
USLD_P;2019;560000200;560023210;N2510;1;17;12.57;1
USLD_P;2019;560000200;560023210;N3120;0;1;0.1;1
USLD_P;2019;560000200;560023210;NAUT;0;17;4.64;1
USLD_P;2019;560000275;560005746;M1320;;1;0.8;1
USLD_P;2019;560000275;560005746;MEDCH;;2;0.86;1
USLD_P;2019;560000275;560005746;N2210;6;4;10.22;1
USLD_P;2019;560000275;560005746;N2410;;;;1
USLD_P;2019;560000275;560005746;N2460;;1;0.12;1
USLD_P;2019;560000275;560005746;N2510;19;4;15.85;1
USLD_P;2019;560000275;560005746;N3120;;;;1
USLD_P;2019;560000275;560005746;NAUT;15;;6.66;1
USLD_P;2019;560000291;560000085;M1320;0;1;0.38;1
USLD_P;2019;560000291;560000085;MEDCH;0;1;0.38;1
USLD_P;2019;560000291;560000085;N2210;;9;3.08;1
USLD_P;2019;560000291;560000085;N2410;0;0;0.09;0
USLD_P;2019;560000291;560000085;N2460;0;1;0.1;1
USLD_P;2019;560000291;560000085;N2510;;25;5.87;1
USLD_P;2019;560000291;560000085;NAUT;;20;2.87;1
USLD_P;2019;560003980;560005746;M1320;;1;0.7;1
USLD_P;2019;560003980;560005746;MEDCH;;2;0.8;1
USLD_P;2019;560003980;560005746;N2210;8;2;6.62;1
USLD_P;2019;560003980;560005746;N2410;;1;0.5;1
USLD_P;2019;560003980;560005746;N2460;;1;0.31;1
USLD_P;2019;560003980;560005746;N2510;18;5;15.37;1
USLD_P;2019;560003980;560005746;N3120;;;;1
USLD_P;2019;560003980;560005746;NAUT;29;4;11.8;1
USLD_P;2019;560010092;560002032;MEDCH;;2;1;1
USLD_P;2019;560010092;560002032;N2210;9;3;10.04;1
USLD_P;2019;560010092;560002032;N2510;25;7;28.23;0
USLD_P;2019;560010092;560002032;N3120;;1;0.08;1
USLD_P;2019;560010092;560002032;NAUT;18;3;18.14;
USLD_P;2019;560012122;560002677;M1320;1;;1;0
USLD_P;2019;560012122;560002677;MEDCH;1;1;1.2;0
USLD_P;2019;560012122;560002677;N2210;7;1;8.51;0
USLD_P;2019;560012122;560002677;N2460;1;0;1;0
USLD_P;2019;560012122;560002677;N2510;16;1;17.88;0
USLD_P;2019;560012122;560002677;NAUT;9;7;13.76;0
USLD_P;2019;560014219;560014748;MEDCH;;1;0.64;1
USLD_P;2019;560014219;560014748;N2210;7;1;7.63;1
USLD_P;2019;560014219;560014748;N2460;;;;1
USLD_P;2019;560014219;560014748;N2510;7;6;11.01;0
USLD_P;2019;560014219;560014748;NAUT;3;1;3.11;1
USLD_P;2019;560015422;560005746;M1320;;;0.19;1
USLD_P;2019;560015422;560005746;MEDCH;;1;0.41;1
USLD_P;2019;560015422;560005746;N2210;5;1;5.86;
USLD_P;2019;560015422;560005746;N2510;8;2;9.6;
USLD_P;2019;560015422;560005746;NAUT;10;4;8.87;
USLD_P;2019;560027641;560000077;MEDCH;;1;0.28;0
USLD_P;2019;560027641;560000077;N2210;8;2;8.61;0
USLD_P;2019;560027641;560000077;N2460;;1;0.36;1
USLD_P;2019;560027641;560000077;N2510;18;9;24.63;0
USLD_P;2019;560027641;560000077;NAUT;13;1;11.84;1
USLD_P;2019;570000109;570000034;N2210;6;;5.75;
USLD_P;2019;570000109;570000034;N2510;8;1;8.08;
USLD_P;2019;570000166;570010181;M1320;;1;0.5;0
USLD_P;2019;570000166;570010181;MEDCH;;2;0.75;0
USLD_P;2019;570000166;570010181;N2210;1;3;3.77;0
USLD_P;2019;570000166;570010181;N2510;14;1;13.58;0
USLD_P;2019;570000166;570010181;NAUT;1;4;4.45;0
USLD_P;2019;570000349;570005165;M1320;1;0;0.2;0
USLD_P;2019;570000349;570005165;MEDCH;1;0;0.2;0
USLD_P;2019;570000349;570005165;N2210;2;;1.68;0
USLD_P;2019;570000349;570005165;N2510;9;;8.94;0
USLD_P;2019;570000349;570005165;NAUT;3;;3.38;0
USLD_P;2019;570000448;750050759;MEDCH;;2;0.55;0
USLD_P;2019;570000448;750050759;N2210;4;2;5;0
USLD_P;2019;570000448;750050759;N2410;;2;0.54;0
USLD_P;2019;570000448;750050759;N2460;1;1;1.3;0
USLD_P;2019;570000448;750050759;N2510;12;4;14.5;0
USLD_P;2019;570000448;750050759;NAUT;5;6;7.32;0
USLD_P;2019;570000455;570010181;MEDCH;;4;0.72;1
USLD_P;2019;570000455;570010181;N2210;;8;4.19;1
USLD_P;2019;570000455;570010181;N2410;;1;0.3;1
USLD_P;2019;570000455;570010181;N2460;;1;0.3;1
USLD_P;2019;570000455;570010181;N2510;3;10;10.4;1
USLD_P;2019;570000455;570010181;NAUT;;13;10.51;1
USLD_P;2019;570000562;570011353;M1320;;1;0.4;0
USLD_P;2019;570000562;570011353;MEDCH;;1;0.59;0
USLD_P;2019;570000562;570011353;N2210;;9;6.28;0
USLD_P;2019;570000562;570011353;N2410;;4;0.35;0
USLD_P;2019;570000562;570011353;N2460;;2;0.2;0
USLD_P;2019;570000562;570011353;N2510;;16;13.24;0
USLD_P;2019;570000562;570011353;N3120;;1;0.1;0
USLD_P;2019;570000562;570011353;NAUT;;20;10.68;0
USLD_P;2019;570000661;570000158;MEDCH;1;;1;0
USLD_P;2019;570000661;570000158;N2210;3;6;6.56;0
USLD_P;2019;570000661;570000158;N2510;11;3;13.35;0
USLD_P;2019;570000661;570000158;NAUT;4;2;6.16;0
USLD_P;2019;570000893;570000141;MEDCH;;1;0.1;0
USLD_P;2019;570000893;570000141;N2210;7;4;9.32;1
USLD_P;2019;570000893;570000141;N2410;;1;0.16;1
USLD_P;2019;570000893;570000141;N2460;;1;0.2;1
USLD_P;2019;570000893;570000141;N2510;8;;6.97;1
USLD_P;2019;570000893;570000141;N3120;;1;0.03;
USLD_P;2019;570000893;570000141;NAUT;6;2;5.98;1
USLD_P;2019;570000968;570000430;MEDCH;;1;0.2;
USLD_P;2019;570000968;570000430;N2210;5;2;5.81;
USLD_P;2019;570000968;570000430;N2460;0;1;0.3;
USLD_P;2019;570000968;570000430;N2510;10;3;13.4;
USLD_P;2019;570000968;570000430;NAUT;8;2;8.53;
USLD_P;2019;570003079;570010181;MEDCH;;3;1;
USLD_P;2019;570003079;570010181;N2210;2;1;2.5;
USLD_P;2019;570003079;570010181;N2410;;1;0.5;
USLD_P;2019;570003079;570010181;N2460;;2;0.4;
USLD_P;2019;570003079;570010181;N2510;20;1;19.5;
USLD_P;2019;570003079;570010181;NAUT;17;5;20.05;
USLD_P;2019;570003947;570023630;M1320;;1;0.5;1
USLD_P;2019;570003947;570023630;MEDCH;;1;0.5;1
USLD_P;2019;570003947;570023630;N2210;7;;6.04;0
USLD_P;2019;570003947;570023630;N2460;;1;0.2;0
USLD_P;2019;570003947;570023630;N2510;9;2;8.67;0
USLD_P;2019;570003947;570023630;NAUT;4;;4;
USLD_P;2019;570005215;570005165;MEDCH;1;0;0.8;0
USLD_P;2019;570005215;570005165;N2210;6;2;5.62;0
USLD_P;2019;570005215;570005165;N2410;1;;0.2;0
USLD_P;2019;570005215;570005165;N2460;;1;0.4;0
USLD_P;2019;570005215;570005165;N2510;15;2;13.56;0
USLD_P;2019;570005215;570005165;NAUT;10;1;7.76;0
USLD_P;2019;570012369;570011387;MEDCH;3;;0.62;1
USLD_P;2019;570012369;570011387;N2210;2;2;3.6;0
USLD_P;2019;570012369;570011387;N2510;16;;15.11;0
USLD_P;2019;570012369;570011387;NAUT;54;5;10.16;1
USLD_P;2019;570015776;750050759;M1320;1;0;0.3;1
USLD_P;2019;570015776;750050759;MEDCH;1;1;1;0
USLD_P;2019;570015776;750050759;N2210;6;4;11.66;0
USLD_P;2019;570015776;750050759;N2410;0;1;0.15;1
USLD_P;2019;570015776;750050759;N2460;0;1;0.4;1
USLD_P;2019;570015776;750050759;N2510;14;10;22.76;0
USLD_P;2019;570015776;750050759;NAUT;15;3;17.99;1
USLD_P;2019;580004836;580780039;M1320;1;4;1.57;0
USLD_P;2019;580004836;580780039;MEDCH;1;4;1.57;0
USLD_P;2019;580004836;580780039;N2210;15;5;20.48;
USLD_P;2019;580004836;580780039;N2510;42;4;47.17;
USLD_P;2019;580004836;580780039;N3120;2;;2.51;
USLD_P;2019;580004836;580780039;NAUT;21;8;25.75;
USLD_P;2019;580972628;580780039;M1320;;1;0.2;0
USLD_P;2019;580972628;580780039;MEDCH;;1;0.2;0
USLD_P;2019;580972628;580780039;N2210;1;0;1;
USLD_P;2019;580972628;580780039;N2460;0;1;0.2;
USLD_P;2019;580972628;580780039;N2510;2;18;10.81;
USLD_P;2019;580972628;580780039;NAUT;1;5;0.94;
USLD_P;2019;580972644;580781136;MEDCH;2;;0.4;0
USLD_P;2019;580972644;580781136;N2210;4;;4;0
USLD_P;2019;580972644;580781136;N2410;;1;0.5;0
USLD_P;2019;580972644;580781136;N2510;11;1;11.6;0
USLD_P;2019;580972644;580781136;N3120;1;;0.5;1
USLD_P;2019;580972644;580781136;NAUT;6;;6;0
USLD_P;2019;580972651;580780047;MEDCH;;1;0.5;
USLD_P;2019;580972651;580780047;N2210;2;1;2.3;
USLD_P;2019;580972651;580780047;N2410;;1;0.3;
USLD_P;2019;580972651;580780047;N2510;10;;10;
USLD_P;2019;580972651;580780047;N3120;;1;0.82;
USLD_P;2019;580972651;580780047;NAUT;12;41;30.71;
USLD_P;2019;580972677;580780088;MEDCH;;1;0.2;
USLD_P;2019;580972677;580780088;N2210;6;;6.22;0
USLD_P;2019;580972677;580780088;N2410;1;;1;1
USLD_P;2019;580972677;580780088;N2510;16;1;18.09;0
USLD_P;2019;580972677;580780088;N3120;;2;0.2;
USLD_P;2019;580972677;580780088;NAUT;1;33;37.98;1
USLD_P;2019;580972685;580780096;M1320;;;0.05;1
USLD_P;2019;580972685;580780096;MEDCH;;;0.06;1
USLD_P;2019;580972685;580780096;N2210;23;1;6;1
USLD_P;2019;580972685;580780096;N2410;1;1;0.68;1
USLD_P;2019;580972685;580780096;N2510;46;0;19.8;1
USLD_P;2019;580972685;580780096;N3120;1;;0.6;1
USLD_P;2019;580972685;580780096;NAUT;3;;0.87;1
USLD_P;2019;580972701;580970978;MEDCH;;2;0.4;1
USLD_P;2019;580972701;580970978;N2210;5;;4.97;1
USLD_P;2019;580972701;580970978;N2510;12;1;12.37;1
USLD_P;2019;580972701;580970978;NAUT;11;1;8.93;1
USLD_P;2019;580972719;580780757;MEDCH;0;1;0.7;1
USLD_P;2019;580972719;580780757;N2210;7;0;3.56;
USLD_P;2019;580972719;580780757;N2510;13;0;7.42;
USLD_P;2019;580972719;580780757;NAUT;35;0;8.21;
USLD_P;2019;590000014;590780052;M1320;;1;0.5;
USLD_P;2019;590000014;590780052;MEDCH;;1;0.5;
USLD_P;2019;590000014;590780052;N2210;5;2;4.81;
USLD_P;2019;590000014;590780052;N2410;;2;0.65;
USLD_P;2019;590000014;590780052;N2510;12;1;11.62;
USLD_P;2019;590000014;590780052;N3120;;1;0.9;
USLD_P;2019;590000014;590780052;NAUT;2;;2.46;
USLD_P;2019;590000121;590780227;M1320;;2;1.5;
USLD_P;2019;590000121;590780227;MEDCH;;2;1.5;
USLD_P;2019;590000121;590780227;N2210;9;3;11.37;
USLD_P;2019;590000121;590780227;N2510;20;2;22.28;
USLD_P;2019;590000121;590780227;N3120;;;0.25;
USLD_P;2019;590000121;590780227;NAUT;12;;13.08;
USLD_P;2019;590000428;590781605;M1320;;1;0.73;0
USLD_P;2019;590000428;590781605;MEDCH;;1;0.73;0
USLD_P;2019;590000428;590781605;N2210;7;2;7.5;0
USLD_P;2019;590000428;590781605;N2510;10;2;10.97;0
USLD_P;2019;590000428;590781605;NAUT;6;6;10.94;0
USLD_P;2019;590000451;590781647;M1320;1;;1;0
USLD_P;2019;590000451;590781647;MEDCH;1;;1;0
USLD_P;2019;590000451;590781647;N2210;9;;7.34;0
USLD_P;2019;590000451;590781647;N2410;1;;1;0
USLD_P;2019;590000451;590781647;N2510;19;;18.61;0
USLD_P;2019;590000451;590781647;NAUT;6;;5.67;0
USLD_P;2019;590000469;590781662;M1320;0;;0.6;0
USLD_P;2019;590000469;590781662;MEDCH;0;;0.75;0
USLD_P;2019;590000469;590781662;N2210;4;;4.75;0
USLD_P;2019;590000469;590781662;N2410;0;;0.23;0
USLD_P;2019;590000469;590781662;N2460;1;;1;0
USLD_P;2019;590000469;590781662;N2510;10;;10.57;0
USLD_P;2019;590000469;590781662;NAUT;6;;6.64;0
USLD_P;2019;590000477;590781670;M1320;;1;0.35;1
USLD_P;2019;590000477;590781670;MEDCH;;2;0.37;1
USLD_P;2019;590000477;590781670;N2210;6;3;8.4;1
USLD_P;2019;590000477;590781670;N2410;;1;0.3;1
USLD_P;2019;590000477;590781670;N2510;19;4;22.2;1
USLD_P;2019;590000477;590781670;NAUT;10;6;14.4;1
USLD_P;2019;590000527;590781795;M1320;1;0;0.4;
USLD_P;2019;590000527;590781795;MEDCH;2;0;0.65;
USLD_P;2019;590000527;590781795;N2210;6;0;4.61;
USLD_P;2019;590000527;590781795;N2410;1;1;0.45;
USLD_P;2019;590000527;590781795;N2510;11;0;9.1;
USLD_P;2019;590000527;590781795;NAUT;12;2;10.27;
USLD_P;2019;590000592;590782165;M1320;0;3;0.7;1
USLD_P;2019;590000592;590782165;MEDCH;0;3;0.7;1
USLD_P;2019;590000592;590782165;N2210;9;4;8.68;0
USLD_P;2019;590000592;590782165;N2410;0;3;0.33;1
USLD_P;2019;590000592;590782165;N2510;23;12;27.71;0
USLD_P;2019;590000592;590782165;N3120;0;1;0.1;1
USLD_P;2019;590000592;590782165;NAUT;11;5;10.66;1
USLD_P;2019;590001004;590783239;M1320;;;;1
USLD_P;2019;590001004;590783239;MEDCH;;2;0.95;1
USLD_P;2019;590001004;590783239;N2210;7;1;7.25;1
USLD_P;2019;590001004;590783239;N2410;;;;1
USLD_P;2019;590001004;590783239;N2460;;;;1
USLD_P;2019;590001004;590783239;N2510;27;3;27.9;0
USLD_P;2019;590001004;590783239;N3120;;;;1
USLD_P;2019;590001004;590783239;NAUT;13;;12.24;1
USLD_P;2019;590001582;590785663;MEDCH;;1;0.5;1
