BOR;AN;nofinesset;nofinessej;PSY_A22;PSY_A23;PSY_A24;PSY_A25;PSY_A26;PSY_A27;PSY_A28;PSY_B23;PSY_B24;PSY_B25;PSY_B26;PSY_B27;PSY_B28;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A38;PSY_B38;PSY_A39;PSY_B39;PSY_A40;PSY_B40;PSY_A41;PSY_B41;PSY_A42;PSY_B42;PSY_A43;PSY_A44
PSY2;2016;300781424;300000692;433;;;;;;;;;;;;;17702;;;;;;;3412;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;300782117;300780038;3623;78;;;;342;42;;;;;;;12998;2631;;;;7748;697;;;;;;;;14848;205;;;;119;16;1;14.82;1;26.48;1;11.64;1;37.87;0;;;
PSY2;2016;310000369;310780754;13904;368;29;;3;444;88;247;6;;17;338;73;74399;21188;5889;;24;24333;3540;34919;341;209;;1;359;;219852;3038;329;;;4532;247;0;;0;;0;;0;;1;;;
PSY2;2016;310018650;310781562;85;;;;;;;;;;;;;;;;;;;;;;;;;;;902;;;;;12;;1;0.11;0;;1;2.08;0;0;0;0;;
PSY2;2016;310780119;310000047;673;;;;;;;;;;;;;42547;;;;;;;1724;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;310780143;750056087;1156;;;;;;;;;;;;;43313;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;
PSY2;2016;310780358;310000146;762;;;;;;;;;;;;;36420;;;;;;;1042;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;310780390;310000187;834;;;;;324;;;;;;;;53414;;;;;7492;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;310781000;310788880;1718;;;;;;;;;;;;;45670;;;;;;;6887;;;;;;;;;;;;;;1;;1;7.8;0;;0;;0;;;
PSY2;2016;310781133;310000427;1204;;;;;;;;;;;;;45108;;;;;;;5352;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;310781141;310000435;313;;;;;;;;;;;;;14364;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;310781158;750055709;834;;;;;;;;;;;;;37320;;;;;;;1898;;;;;;;;;;;;;;0;;0;;1;23.26;0;;0;;;
PSY2;2016;310781521;750055618;796;;;;;;;;;;;;;41123;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;310782446;;3433;;;;;;;;;;;;;;;;;;;;9608;;;;;;;52507;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;310783063;310781406;9682;19;2;;2;160;15;21;2;;2;173;19;22967;1105;117;;13;6903;768;12934;3;12;;;17;;64620;3;45;;;103;20;1;6.6;1;4.15;0;;0;;0;;;
PSY2;2016;310783097;750005068;129;;;;;;;;;;;;;;;;;;;;10091;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;310788906;;119;;;;;;;;;;;;;11754;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;310795463;310785068;93;;;;;;;;;;;;;4563;;;;;;;5126;;;;;;;0;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;320000094;320780125;7148;135;1;0;0;237;166;39;1;0;0;132;103;47626;4034;11;0;0;7463;3867;8780;297;35;0;0;744;45;58651;1163;0;0;0;1172;477;1;0.3;1;33.76;1;27.1;0;;0;;;
PSY2;2016;320780109;320000078;636;;;;;;;;;;;;;22795;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;330000431;;182;;;;;;;;;;;;;21995;;;;;;;1232;;;;;;;0;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;330000639;330781287;24047;368;8;12;1;1056;44;5050;210;96;9;5685;308;129614;16088;512;164;2;33145;1274;36392;1665;163;0;0;819;14;195207;4139;194;86;8;3097;229;1;8.03;1;29.81;1;35.27;0;;1;19.77;;
PSY2;2016;330000647;330781295;1712;346;40;3;63;635;77;350;40;3;70;661;78;81687;37852;5094;136;6154;27096;3014;25308;926;39;0;0;1426;7;142504;5141;372;3;2;6886;440;0;;1;49;;111;1;182;0;;;
PSY2;2016;330000779;;504;;;;;;;;;;;;;;;;;;;;15606;;;;;;;3202;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;330780289;330790809;39;;;;;;;;;;;;;;;;;;;;5321;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;330780297;330000175;548;;;;;;;;;;;;;12661;;;;;;;7506;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;330780313;330000191;579;;;;;;;;;;;;;29607;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;330780321;330000209;672;;;;;;;;;;;;;22429;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;330780636;330785072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;2.64;0;;0;;;
PSY2;2016;330780776;330056839;428;;;;;;;;;;;;;27986;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;330781170;330785072;97;;;;;;;;;;;;;13215;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;330781188;330056540;173;;;;;;;;;;;;;6708;;;;;;;6176;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;330781303;750821092;1563;;;;;;;;;;;;;3216;;;;;;;;;;;;;;3205;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;330781691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18724;0;0;0;0;0;;0;;0;;0;;0;;0;;;
PSY2;2016;330782350;330000480;71;0;0;0;0;0;0;;;;;;;;;;;;;;7523;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;330783614;330785072;64;;;;;;;;;;;;;;;;;;;;7272;;;;;;;;;;;;;;0;;0;;1;;;;;;;
PSY2;2016;330783721;330781253;6196;64;2;2;6;137;25;;;;;;;43373;3396;0;15;0;5325;615;;;;;;;;60773;970;15;7;35;1484;340;1;;0;;1;;0;;0;;;
PSY2;2016;330783960;750005068;444;;;;;;;;;;;;;;;;;;;;13596;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;330802752;330781196;81;;;1;;;;;;1;;;;2419;;;15;;;;448;;;;;;;;;;;;;;0;;0;;1;32.59;0;;0;;;
PSY2;2016;340000033;340780055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1.7;1;4;0;;0;;0;;;
PSY2;2016;340010149;340010099;284;;;;;;;;;;;;;23047;;;;;;;4618;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;340016732;340780055;8806;34;2;;42;212;68;34;0;;53;224;70;28294;4227;295;;487;8533;1980;14921;139;142;;;236;180;53372;557;10;;82;1244;448;1;1.7;1;4;0;;0;;0;;;
PSY2;2016;340780121;340000082;560;;;;;;;;;;;;;37748;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;340780485;340780477;8960;170;24;0;64;930;299;207;24;0;91;1273;439;37256;9036;1798;;843;28374;7397;40183;1517;1099;;0;4727;981;79347;2303;1115;;4;5617;1138;1;0.12;0;;1;25.6;1;29.5;0;;;
PSY2;2016;340780758;340000355;1154;;;;;;;;;;;;;55535;;;;;;;6893;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;340780766;750043994;693;;;;;;;;;;;;;38848;;;;;;;;;;;;;;;;;;;;;0;;0;;1;14.1;0;;0;;;
PSY2;2016;340780782;340000371;855;;;;;;;;;;;;;59168;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;340780790;340000389;424;;;;;;;;;;;;;23799;;;;;;;;;;;;;;;;;;;;;0;;1;73.25;0;;0;;0;;;
PSY2;2016;340780931;340000454;311;;;;;;;;;;;;;32500;;;;;;;5715;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;340782036;340780477;2205;;;;;;;;;;;;;3121;;;;;;;6747;;;;;;;8939;;;;;;;1;0.04;0;;1;22.95;0;;0;;;
PSY2;2016;340787266;340011295;937;;;;;;;10;;;;59;10;65;;;;;;;2348;;;;;;;8246;;;;;;;1;;0;;1;;0;;0;;;
PSY2;2016;350000147;350000022;5867;16;2;;;130;65;16;2;;;139;67;23540;1857;366;;;7664;2436;9136;;;;;104;31;56314;183;26;;;597;522;1;;0;;1;16.71;0;;0;;;
PSY2;2016;350000162;350000048;2681;34;;;;83;2;;;;;;;5424;629;;;;1605;;1236;214;;;;383;;22605;934;;;;580;57;1;;0;;0;;0;;0;;;
PSY2;2016;350000337;350000246;26304;255;13;0;42;782;425;345;15;0;50;904;485;193030;14902;1833;0;164;27048;13013;52786;1202;306;0;0;1983;377;348077;160;65;0;2;288;50;;;;;;;;;;;;
PSY2;2016;350000402;;864;;;;;;;;;;;;;28420;;;;;;;3401;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;350002119;350000386;584;;;;;;;;;;;;;30400;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;350002192;220020739;658;;;;;;;;;;;;;28747;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;350002234;750720575;54;0;0;0;0;0;0;;;;;;;2255;;;;;;;1816;;;;;;;;;;;;;;0;;0;;1;7.5;0;;0;;;
PSY2;2016;350002754;440042844;108;;;;;;;;;;;;;;;;;;;;15606;;;;;;;1247;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;350039574;350023495;85;;;;;;;;;;;;;;;;;;;;1210;;;;;;;1413;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;360000137;360000053;516;30;;;6;237;40;30;;;8;245;40;22998;3881;;;0;9236;1343;440;0;;;;89;8;;;;;;;;;;;;;;;;;;;
PSY2;2016;360000145;360000061;354;;;;;;;;;;;;;12829;;;;;;;2451;;;;;;;2710;;;;;;;0;0;0;;0;;0;;0;;;
PSY2;2016;360000210;750052243;303;;;;;;;;;;;;;18526;;;;;;;2831;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;370000127;370000259;563;;;;;;;;;;;;;29305;;;;;;;6676;;;;;;;;;;;;;;0;;1;;0;;0;;0;;;
PSY2;2016;370000143;370000291;496;;;;;;;;;;;;;20351;;;;;;;4746;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;370000499;370000481;1497;;;;;;;;;;;;;;;;;;;;;;;;;;;20001;;;;;;;1;;0;;0;;0;;0;;;
PSY2;2016;370000531;370000606;2624;8;;;1;39;17;;;;;;;27675;117;;;4;2512;650;959;1;;;0;58;0;31184;91;;;0;540;42;1;;0;;1;;0;;0;;;
PSY2;2016;370000580;370000564;1163;25;3;;;64;6;;;;;;;12702;583;163;;;1960;55;2342;133;;;;371;;6840;84;1;;;88;;0;;0;;0;;0;;0;;;
PSY2;2016;370000861;370000481;1192;26;1;;1;138;18;14;1;;1;138;22;12485;1077;85;;0;3920;511;11356;72;;;;645;10;11924;145;;;;1450;51;1;;0;;0;;0;;0;;;
PSY2;2016;370000879;370000564;1923;6;1;;;5;;;;;;;;;;;;;;;2648;159;75;;;222;;29651;7;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;370000903;370000614;1140;2;0;0;0;17;5;2;;;;;;0;0;0;0;0;8;0;3405;0;0;0;0;8;0;8917;32;0;0;0;28;6;1;;1;;0;;0;;0;;;
PSY2;2016;370004467;370000481;1743;18;5;;2;163;42;19;2;;2;202;71;24963;1770;470;;11;6648;2613;12243;129;;;;993;224;34961;38;3;;;189;73;1;;0;;0;;0;;0;;;
PSY2;2016;370005050;370000481;2183;18;1;;2;174;33;22;;;1;166;41;12873;1379;;;4;3732;828;;;;;;;;12687;20;1;;1;190;1;1;;1;;1;;0;;0;;;
PSY2;2016;370013062;;958;;;;;;;;;;;;;49815;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;380000034;380780049;158;;;;;;;;;;;;;2545;;;;;;;2241;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;380000067;380780080;3243;15;1;2;;91;15;;;;;;;9977;657;;37;;4150;1069;990;74;;;;169;4;13469;53;4;;;195;38;0;;0;;0;;0;;0;;;
PSY2;2016;380000133;380780247;18102;285;10;4;11;685;216;287;11;6;14;700;239;65430;13783;1031;184;105;23100;8891;37300;730;;;;1194;144;279920;6412;349;1;10;8660;3194;;;;3.93;;55.2;;;;13.86;;
PSY2;2016;380000174;380781435;2312;13;;;;69;47;13;;;;67;45;13706;1007;;;;2581;2125;5149;;;;;;2;28435;270;;;;437;4;1;0.22;0;;1;3.08;0;;0;;;
PSY2;2016;380780296;920019718;1331;;0;0;0;0;0;0;0;0;0;0;0;39379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;10.86;0;;0;;0;;;
PSY2;2016;380780312;750720575;346;;;;;;;;;;;;;27940;;;;;;;4982;;;;;;;;;;;;;;0;;0;;1;79.19;0;;0;;;
PSY2;2016;380784462;750005068;325;;;;;;;;;;;;;253;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;380794297;;5824;60;7;;;234;88;;;;;;;24454;1810;484;;;5789;2421;9142;252;19;;;23;59;34375;478;33;;;321;142;0;;1;2;0;;0;;0;;;
PSY2;2016;380795773;380795765;;;;;;;;;;;;;;;;;;;;;;;;;;;;4467;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;390000164;390780476;8799;27;3;6;7;378;214;28;3;6;8;403;239;61854;580;1346;89;73;16004;6487;26591;48;344;0;0;645;568;84009;288;0;9;4;1763;351;;;;;;;;;;;;
PSY2;2016;400000105;400780193;4747;10;;1;;51;5;11;;1;;57;5;4412;307;;1;;1439;138;5196;;;;;;;42789;;;;;;;1;1.36;1;7.1;1;14.62;;;;;;
PSY2;2016;400000113;400011177;7996;53;;2;19;292;27;54;;;21;292;27;50816;5147;0;381;261;9453;557;18226;0;0;0;0;215;97;79020;260;39;9;91;1302;127;1;13.18;1;26.7;1;31.55;0;;0;;;
PSY2;2016;400780367;750720575;224;;;;;;;;;;;;;14055;;;;;;;2356;;;;;;;337;;;;;;;0;;0;;1;98.07;0;;0;;;
PSY2;2016;400780375;400013801;405;;;;;;;;;;;;;14853;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;410000020;410000087;3775;35;2;6;334;161;39;;;;;;;10734;2734;1;8;;7569;1884;3189;223;;;;561;94;42620;188;1;37;1955;1547;197;1;0.8;0;0;1;5.68;0;0;0;0;;
PSY2;2016;410000046;410000103;2453;13;;25;;57;16;;;;;;;21073;567;;212;;2209;780;8778;7;;709;;;87;19895;58;;;;2;6;1;1;0;;0;;0;;0;;;
PSY2;2016;410000277;410000467;223;;;;;;;;;;;;;33485;;;;;;;12906;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;410000293;410000491;231;;;;;;;;;;;;;35362;;;;;;;6799;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;410000475;;280;;;;;;;;;;;;;18717;;;;;;;1280;;;;;;;;;;;;;;0;;0;;1;;0;;0;;;
PSY2;2016;410003768;410000095;1075;10;;;;26;4;10;;;;26;5;8622;359;;;;902;143;6136;482;;;;161;210;4624;80;;;;66;31;1;3;0;;0;;0;;0;;;
PSY2;2016;420000010;420780033;5029;12;;;14;118;11;;;;;;;11080;769;;;150;2572;251;8628;98;;;;11;;55334;0;;;;0;;1;0.58;1;2.56;1;4.79;0;;0;;;
PSY2;2016;420000226;420013831;3760;31;17;;;164;3;;;;;;;4606;2359;;;;5018;93;7704;;;;;;;34790;438;73;;;543;6;;;0;;0;;0;;0;;;
PSY2;2016;420781767;420000523;551;;;;;;;;;;;;;23428;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;420783102;420000929;277;;;;;;;;;;;;;15326;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;420788440;420001794;1636;;;;;;;;;;;;;35366;;;;;;;8830;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;420790081;750056335;696;;;;;;;;;;;;;28392;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;430000026;630786754;6597;43;;3;9;200;86;;;;;;;57323;2447;;72;92;12041;4381;29899;305;;;;930;422;60557;536;;6;39;1479;627;1;0.5;1;72.96;1;13.05;0;;0;;;
PSY2;2016;440000180;440000263;7445;48;1;;6;334;78;47;1;;6;394;99;65626;3073;351;;74;13401;2034;10704;222;8;;;1027;89;76352;438;;;;2440;647;0;;1;39.06;1;1.8;0;;0;;;
PSY2;2016;440000800;440001246;555;;;;;;;;;;;;;20584;;;;;;;4645;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;440001972;440003309;7928;25;7;3;5;296;43;235;271;8;13;3493;418;28518;1042;686;9;66;7207;1057;15141;38;51;;;1146;68;72055;176;198;2;4;2720;317;0;;1;9.45;1;13.58;0;;0;;;
PSY2;2016;440003390;440001998;829;;;;;;;;;;;;;23502;;;;;;;6780;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;440007482;;95;;;;;;;;;;;;;24600;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;440007607;440000057;6173;36;0;2;1;225;76;76;0;3;0;364;105;27052;1656;0;107;0;5425;1365;6548;152;0;0;0;201;52;51237;439;0;0;12;929;281;1;2.6;;;;;;;;;;
PSY2;2016;440018729;;2364;;;;;;;;;;;;;5220;;;;;;;2324;;;;;;;30603;;;;;;;0;;0;;1;;0;;0;;;
PSY2;2016;440021392;440000289;17501;127;0;0;0;477;128;;;;;;;66280;6154;0;;0;9779;2614;31298;447;0;0;0;681;289;116731;1501;0;0;0;1935;455;1;6.5;1;14.21;1;25.35;0;;1;29.35;;
PSY2;2016;450000062;450000104;2224;40;;;;64;22;41;;;;68;23;12390;1275;;;;2375;428;2386;273;;;;267;204;15637;646;;;;460;186;1;;0;;0;;0;;0;;;
PSY2;2016;450000252;450000559;597;;;;;;;;;;;;;33922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2016;450000930;450002423;15228;171;4;;84;394;166;177;4;;81;434;173;38550;10496;198;;4360;19955;8012;22607;1107;136;;615;784;292;123108;4073;187;;537;5834;2276;0;;0;;1;32.43;0;;1;18.15;;
PSY2;2016;450011507;;49;;;;;;;;;;;;;2372;;;;;;;4279;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;450018924;450015409;276;;;;;;;;;;;;;25231;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;460785090;;7631;31;3;1;;133;162;31;3;3;;140;170;33874;2681;382;8;;5845;4064;11832;20;106;2;;341;83;83243;501;15;;;930;833;1;0.6;1;88.84;1;31.86;0;;0;;;
PSY2;2016;470000423;470016171;67;;;;;;;;;;;;;717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2016;470000563;470000381;10309;179;4;1;35;203;193;129;9;3;47;174;191;74625;10738;371;27;255;7160;4560;27179;1003;92;;;485;317;119288;2984;7;;;795;300;1;1.97;1;46.7;1;52.57;0;;0;;;
PSY2;2016;470009143;;446;;;;;;;;;;;;;;;;;;;;;;;;;;;7255;;;;;;;0;;0;;1;0.88;0;;0;;;
PSY2;2016;480000058;480780147;3712;23;0;0;0;46;42;24;0;0;0;48;46;29011;1775;0;0;0;2477;2542;8425;0;0;0;0;75;115;53680;475;0;0;0;633;721;1;0.85;1;39.41;1;15.93;0;;0;;;
PSY2;2016;490000106;490000163;13569;104;6;3;19;386;234;99;5;8;21;416;251;87350;6052;526;139;446;9255;5413;19338;459;17;4;0;181;41;154035;1114;209;5;1;819;420;1;0;1;0.4;1;16.72;0;;0;;;
PSY2;2016;490000247;490000130;261;;;;;;;;;;;;;10952;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;490000635;490000676;5738;23;1;;;188;4;54;1;;;372;4;20794;1028;;;;4412;;11495;488;;;;1267;;68768;54;1;;;150;24;1;0.56;1;9.91;1;3;0;;0;;;
PSY2;2016;490001765;490528452;3406;44;;;;78;;;;;;;;4260;1238;;;;1151;;3465;265;;;;68;;23320;1163;;;;686;;1;;1;;1;3.77;0;;0;;;
PSY2;2016;490002979;490535705;184;;;;;;;;;;;;;21553;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;500000575;500000245;6867;45;;1;;109;84;45;;1;;109;84;28487;2194;;;;2422;3346;29861;849;;;;1270;1169;61427;176;;5;;790;886;1;;1;20.27;1;2.62;0;;0;;;
PSY2;2016;500010384;;11813;37;0;0;5;115;53;37;0;0;5;115;53;48627;2970;0;0;15;4812;1950;10214;638;0;0;0;501;77;125756;1083;0;0;45;1975;343;1;0.75;0;;0;;0;;0;;;
PSY2;2016;500015185;;7969;42;0;2;1;95;25;;0;;;;;27291;796;0;20;19;2270;703;22848;503;0;0;0;443;176;65023;41;0;3;0;0;0;1;0.82;0;;1;27.86;0;;0;;;
PSY2;2016;510000219;510000052;14569;175;15;;14;421;80;194;19;;15;469;88;85927;20167;2694;;362;19292;3413;20045;547;50;;1;1234;24;236958;2997;37;;1;4077;242;1;1;1;9.88;1;11.65;1;89.84;1;9.67;;
PSY2;2016;510000284;510000615;431;;;;;;;;;;;;;15016;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;510000813;510000854;52;;;;;1;;;;;;;;9651;;;;;281;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;510002447;510000029;6734;18;;;;23;59;21;;;;34;65;13574;938;;;;1855;3077;1500;0;;;;0;0;52291;504;;;;125;72;0;;1;;1;;0;;0;;;
PSY2;2016;520000076;520780081;6385;24;2;1;4;114;72;24;2;1;4;87;74;41508;1726;730;12;15;3854;1903;14857;304;;;;470;44;80619;279;;1;;781;192;1;3.9;1;5.85;1;15.53;0;;0;;;
PSY2;2016;530000017;530000025;228;8;;;;56;15;;;;;;;5698;1269;;;;1201;466;;;;;;;;;;;;;;;;;0;;1;;0;;0;;;
PSY2;2016;530000124;530000249;488;;;;;;;;;;;;;19769;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;530000173;530000074;554;19;0;0;0;59;27;0;0;0;0;0;0;32065;1272;0;0;0;1366;755;5047;167;0;0;0;205;98;24504;410;0;0;0;158;57;1;5.53;0;;0;;0;;0;;;
PSY2;2016;530000264;530000371;4199;32;1;;3;88;16;40;1;;3;101;14;21553;2990;366;;10;5349;466;4968;345;;;;318;;26876;228;;;1027;384;120;1;0.63;0;;0;;0;;0;;;
PSY2;2016;540001070;540000767;191;16;;;;34;4;;;;;;;7298;653;;;;1758;84;;;;;;;;;;;;;;;1;1;0;;0;;0;;0;;;
PSY2;2016;540001096;570010181;197;15;;;;50;7;;;;;;;4389;314;;;;1284;56;;;;;;;;13092;251;;;;365;18;1;0.5;;;;;;;;;;
PSY2;2016;540006830;540000767;3210;1;;;;;;;;;;;;;;;;;;;2171;1;;;;;;36034;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;540014073;540000056;28072;118;8;0;118;428;232;120;3;0;129;489;261;93103;7025;810;0;3706;16803;7191;19906;134;1;0;0;492;74;272287;2459;1188;0;4;3178;980;1;4;1;44.65;1;98.55;0;0;0;0;;
PSY2;2016;550000186;550006795;736;;;;;;;;;;;;;2060;;;;;;;5004;;;;;;;9020;;;;;;;1;;0;;1;;0;;0;;;
PSY2;2016;550000251;550000095;4590;17;1;;12;104;25;17;1;;13;106;28;34732;1518;0;;173;5492;1083;15359;395;218;;0;1728;114;39723;171;0;;0;903;227;1;0.2;1;0.8;1;2;0;;0;;;
PSY2;2016;550003362;550006795;2375;23;;;421;118;9;;;;;;;9914;2264;;;;5761;226;2361;116;;;;714;;17423;308;;;3290;1452;234;1;;0;;0;;0;;0;;;
PSY2;2016;560000242;560022246;240;;;;;;;;;;;;;39230;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;560000382;560002032;17624;82;6;2;6;506;155;73;9;2;8;522;167;80132;5850;1469;25;53;23826;5181;48451;800;407;;;1659;919;168795;1267;595;;21;3113;5977;1;1.3;1;1.2;1;1.1;0;;0;;;
PSY2;2016;560000697;560002677;9881;52;4;3;19;290;18;53;5;3;23;320;19;55709;2324;812;18;129;13295;224;23812;1020;;;;1353;14;90833;532;13;2;7;2127;25;1;1.5;1;11.81;1;11.97;0;;0;;;
PSY2;2016;560002081;560000416;545;;;;;;;;;;;;;29453;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;560002123;750043994;682;;;;;;;;;;;;;27637;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;560002685;750043713;570;;;;;;;;;;;;;14914;;;;;;;1622;;;;;;;958;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;560004277;750721029;30;;;;;;;;;;;;;4176;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;560006991;220017974;4627;2;;;;7;3;2;;;;7;3;6055;;;;;;;6852;23;;;;84;92;41893;16;;;;79;54;1;0.5;0;;1;3.16;0;;0;;;
PSY2;2016;570000281;570005165;238;;;;;95;10;;;;;174;15;9581;;;;;5719;410;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;570000349;570005165;372;;;;1;42;8;;;;1;44;8;1289;;;;1;130;21;;;;;;;;;;;;;;;1;1.62;0;;0;;0;;0;;;
PSY2;2016;570000596;750821092;216;;;;;;;;;;;;;5903;;;;;;;740;;;;;;;3807;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;570000885;570000133;8839;27;;;;136;129;;;;;;;42280;2779;;;;6848;2564;16924;36;;;;34;1;76466;213;;;;581;120;;0.2;;3.8;;;;;;14.9;;
PSY2;2016;570000893;570000141;8996;281;26;;31;145;242;287;27;;32;160;272;81633;;;;2396;4095;4307;15404;;;;;131;121;72004;489;73;;141;951;436;1;0.5;0;;0;;1;230.96;0;;;
PSY2;2016;570001016;570000513;1814;88;4;4;10;399;158;112;2;3;7;993;145;80750;3192;1064;149;421;19304;4990;4339;;;;;;;113557;507;;4;13;3080;334;1;3.9;1;10.33;1;32.5;0;;0;;;
PSY2;2016;570001099;570023630;354;;;;;;;;;;;;;9698;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;570002287;570001230;612;;;;;;;;;;;;;23939;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2016;570010181;;197;15;;;;50;7;;;;;;;4389;314;;;;1284;56;;;;;;;;13092;251;;;;365;18;0;;0;;0;;0;;0;;;
PSY2;2016;570015750;570005165;4595;;;;;6;1;;;;;6;1;;;;;;;;1366;;;;;;;51984;;;;;9;3;0;;0;;0;;0;;0;;;
PSY2;2016;570023309;670014604;52;;;;;;;;;;;;;4627;;;;;;;765;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
