BOR;AN;nofinesset;nofinessej;PSY_A22;PSY_A23;PSY_A24;PSY_A25;PSY_A26;PSY_A27;PSY_A28;PSY_B23;PSY_B24;PSY_B25;PSY_B26;PSY_B27;PSY_B28;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A38;PSY_B38;PSY_A39;PSY_B39;PSY_A40;PSY_B40;PSY_A41;PSY_B41;PSY_A42;PSY_B42;PSY_A43;PSY_A44
PSY2;2014;220000210;;1497;39;;;;267;;56;;;;313;;47545;1565;;;;5315;;16013;78;;;;124;;89999;202;;;;474;;1;0.95;1;24.14;1;77.27;0;;0;;;
PSY2;2014;220000236;220017974;2112;108;12;;11;141;58;110;12;;11;151;64;35209;13085;1307;;1174;7433;2113;9;;;;;;;4396;11;;;;54;8;0;;1;29.44;0;;1;96.46;0;;;
PSY2;2014;220000319;220000681;514;;;;;;;;;;;;;22403;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;220000327;220000699;864;;;;;;;;;;;;;31903;;;;;;;5664;;;;;;;;;;;;;;0;;0;;0;;;;0;;;
PSY2;2014;220012751;220017974;3187;4;;;;11;3;4;;;;11;3;;;;;;;;8581;527;;;;656;;33804;75;;;;42;17;0;;0;;0;;0;;0;;;
PSY2;2014;230000853;230780074;713;42;;;;61;91;49;;;;66;102;25719;2260;;;;2782;3148;19748;201;;;;644;584;51873;372;;;;732;709;;;1;3.11;;;;;;;;
PSY2;2014;230780181;230000879;670;;;;;;;;;;;;;15913;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;240000463;240000083;9656;121;3;1;21;282;135;126;4;1;24;302;138;47382;5349;133;17;236;12592;3524;17910;970;8;;;971;82;107649;1500;55;;;1385;378;1;1;0;;;2;0;;0;;;
PSY2;2014;240000646;240000265;381;;;;;;;;;;;;;99841;;;;;;;1267;;;;;;;;;;;;;;0;;1;1;0;;0;;0;;;
PSY2;2014;240000687;240000448;206;16;;;;43;10;;;;;;;7887;963;;;;2312;310;2380;179;;;;26;38;8620;272;;;;318;20;0;;0;;0;;0;;0;;;
PSY2;2014;240003392;240000117;569;24;;;;79;32;36;;;;106;44;24001;;;;;4241;;4170;;;;;;;47961;;;;;;;;2;;;;2.04;;25.17;;;;
PSY2;2014;250000023;250000015;619;;;;;;;;;;;;;16621;;;;;;;;;;;;;;2588;;;;;;;0;;0;;1;2;0;;0;;;
PSY2;2014;250000619;250000452;1156;10;2;0;0;71;4;10;2;0;0;74;4;9917;962;0;0;0;2429;0;3051;0;0;0;0;799;0;16390;269;11;0;0;1251;8;1;0.2;0;;0;;0;;0;;;
PSY2;2014;250000718;250000460;9479;62;5;4;6;226;66;63;5;4;6;252;71;65777;2720;610;66;100;8166;2460;9693;55;0;0;0;154;6;84361;1120;119;1;0;1144;161;1;;1;;1;;0;;0;;;
PSY2;2014;250005196;250001013;15;;;;;;;;;;;;;;;;;;;;3369;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;250006954;250000015;2123;;;;;;;;;;;;;;;;;;;;;;;;;;;8959;;;;;;;1;2.35;0;;1;2.05;0;;0;;;
PSY2;2014;250014008;700004096;3179;45;0;1;2;183;73;46;0;1;2;203;82;16137;2519;0;14;378;5726;2177;4691;;;;;;;25443;242;;;;;52;1;0.75;0;;1;49.06;1;39.84;0;;;
PSY2;2014;260000203;260016910;397;25;4;;3;123;34;;;;;;;18944;2650;982;;15;3929;558;3928;;134;;;1019;127;;;;;;;;;;;;;;;;;;;
PSY2;2014;260000302;260000161;387;;;;;;;;;;;;;13951;;;;;;;;;;;;;;2687;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;260000823;260003264;902;46;6;;9;361;256;46;8;;11;452;421;43601;3442;1683;;97;15709;8069;9885;169;47;;;490;40;81391;478;99;;;2404;1331;1;1.87;1;5.97;1;14.21;0;;0;;;
PSY2;2014;260003280;260016910;310;6;;;;90;4;;;;;;;4892;497;;;;2825;162;5851;28;;;;518;;;;;;;;;;;;;;;;;;;;
PSY2;2014;260006655;260000047;1081;;;;;;;;;;;;;;;;;;;;3198;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;270000573;270000219;2068;27;3;24;47;82;210;28;3;25;61;323;292;78735;4542;761;1331;509;11768;6186;17713;74;0;0;0;17;0;184850;193;0;0;0;6;3;1;0.6;1;4.92;1;4.45;0;;0;;;
PSY2;2014;270025984;310021175;738;;;;;;;;;;;;;30980;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;280000050;280000142;1050;38;1;;28;210;84;32;1;0;32;223;84;39179;3421;104;;90;7749;1728;18942;192;219;;;1017;107;40053;391;73;;8;2518;500;;;;;;;;;;;;
PSY2;2014;280000084;280000183;977;7;;;;53;1;7;;;;57;1;12279;1014;;;;2983;47;;;;;;58;;;58;;;;99;;1;0.4;0;;1;15.14;0;;0;;;
PSY2;2014;280000696;280000134;804;;;;;;;;;;;;;1395;;;;;;;5278;;;;;;;7165;;;;;;;1;3;0;;0;;0;;0;;;
PSY2;2014;290000033;290021542;6964;34;1;;;262;43;25;5;;;264;67;64906;2140;361;;;5526;818;34806;14;;;;4;;75024;279;;;;974;7;0;;1;22.01;0;;0;;0;;;
PSY2;2014;290000173;290000041;1676;2;;;;42;6;2;;;;45;6;13720;363;;;;842;210;4602;;;;;;68;23064;;;;;;;1;;0;;0;;0;;0;;;
PSY2;2014;290000363;750043994;537;;;;;;;;;;;;;23734;;;;;;;3003;;;;;;;;;;;;;;0;;1;21;0;;0;;0;;;
PSY2;2014;290000728;750821092;966;;;;;;;;;;;;;6187;;;;;;;;;;;;;;;;;;;;;1;;0;;0;;0;;0;;;
PSY2;2014;290000736;290000991;662;;;;;;;;;;;;;21363;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;290000744;290001007;1211;;;;;;;;;;;;;42140;;;;;;;6961;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;290000785;220020739;316;;;;;;;;;;;;;6506;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;290000918;290000298;9619;59;3;0;0;251;95;60;3;0;0;273;104;61238;3106;42;;;6022;1861;32142;496;;;;578;51;102462;1021;113;;;1624;360;1;1.42;1;41.12;1;41.7;0;;0;;;
PSY2;2014;290000934;290000306;147;;;;;2;2;;;;;2;2;6725;;;;;22;37;789;;;;;;;;;;;;;;;;1;33.41;0;;0;;0;;;
PSY2;2014;290003995;290000306;2344;13;1;;;37;12;16;1;;;39;12;13156;139;64;;;902;150;4529;0;0;;;51;42;21350;511;0;;;34;65;1;0;0;;0;;0;;0;;;
PSY2;2014;290004324;290000017;2066;;;;;;;;;;;;;;;;;;;;;;;;;;;6216;;;;;;;1;2.3;0;;0;;0;;0;;;
PSY2;2014;290004340;290000017;10214;52;7;18;3;351;;37;10;;24;412;;54709;3948;1280;120;1;9647;;25091;;;;;;;95903;135;2;;17;391;;1;;1;;1;;0;;0;;;
PSY2;2014;2A0000287;2A0000386;4885;19;2;3;7;149;123;19;2;3;7;157;126;43048;547;181;137;37;4652;2647;;;;;;;;;;;;;;;1;3;1;25.78;1;1;1;37.71;0;;;
PSY2;2014;2B0000012;2B0000020;501;;;;;;;;;;52;;;11470;;;;;;;;;;;;;;16418;;;;;;;1;;0;;1;3.5;0;;0;;;
PSY2;2014;2B0003016;2B0003990;196;;;;;;;;;;;;;15033;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;2B0003917;2B0003891;227;;;;;;;;;;;;;;;;;;;;13021;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;2B0004113;2B0000467;474;71;2;5;42;118;;80;5;5;56;145;;22654;3966;462;680;1790;6898;;;;;;;;;;;;;;;;0;;0;;1;;0;;0;;;
PSY2;2014;300000023;300780046;430;6;2;0;0;96;4;14;2;0;0;108;4;18815;1089;0;0;0;1933;4;9814;31;119;0;0;123;0;20466;54;6;0;0;319;0;1;0.7;0;;0;;0;;0;;;
PSY2;2014;300000080;300780103;7757;71;5;1;52;305;57;132;9;;60;433;87;35983;3620;805;;1754;1182;1788;21862;487;;;;895;330;74131;473;2;6;187;2144;232;0;;1;33.5;0;;1;28.04;0;;;
PSY2;2014;300000296;;258;;;;;;;;;;;;;;;;;;;;987;;;;;;;4521;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;300002128;300000247;74;1;;;;1;;;;;;;;15133;167;;;;142;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;300003308;300780038;4068;18;;;;42;6;;;;;;;1182;;;;;;;8803;488;;;;508;100;42984;348;;;;498;60;1;19.18;1;1;1;1.5;1;2;0;;;
PSY2;2014;300780210;300000148;1256;;;;;;;;;;;;;39718;;;;;;;5155;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;300780244;300000171;625;;;;;;;;;;;;;25473;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;300780251;300000189;1005;;;;;;;;;;;;;69422;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;300780269;300000197;1075;;;;;;;;;;;;;33505;;;;;;;4813;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;300780384;750721334;28;;;;;;;;;;;;;1924;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;300780764;300000429;151;;;;;;;;;;;;;5767;;;;;;;3200;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;300781424;300000692;367;;;;;;;;;;;;;18610;;;;;;;118;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;300782117;300780038;3448;60;;;;304;32;;;;;;;8379;2895;;;;7104;592;;;;;;;;11633;69;;;;155;19;1;13.02;1;26.26;1;32.23;1;37.35;0;;;
PSY2;2014;300786787;300000387;239;;;;;;;;;;;;;;;;;;;;;;;;;;;1757;;;;;;;;;;;;;;;;;;
PSY2;2014;310000369;310780754;13622;340;19;3;5;419;114;259;3;3;7;324;113;81678;16085;3247;145;16;24608;5157;33307;282;204;;1;472;28;214321;2900;332;2;1;3602;496;0;;0;;0;;0;;1;;;
PSY2;2014;310018650;310781562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;2.03;0;;0;;;
PSY2;2014;310780119;310000047;628;;;;;;;;;;;;;43767;;;;;;;1344;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;310780143;310000062;1000;;;;;;;;;;;;;42638;;;;;;;718;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2014;310780358;310000146;779;;;;;;;;;;;;;36582;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;310780390;310000187;870;;;;;;;;;;;;;52785;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;310781000;310788880;1152;;;;;;;;;;;;;47536;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;310781133;310000427;1224;;;;;;;;;;;;;45021;;;;;;;3888;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;310781141;310000435;527;;;;;;;;;;;;;18326;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;;;;
PSY2;2014;310781158;310000443;911;;;;;;;;;;;;;38483;;;;;;;1762;;;;;;;;;;;;;;0;;0;;1;23.26;0;;0;;;
PSY2;2014;310781521;310000500;1008;;;;;;;;;;;;;45761;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;310782446;;3270;;;;;;;;;;;;;;;;;;;;9610;;;;;;;49800;;;;;;;0;;0;;1;16.39;0;;0;;;
PSY2;2014;310783048;310781406;710;;;;;;;;;;;;;;;;;;;;7198;;;;;;;5173;;;;;;;0;;1;2.3;0;;0;;0;;;
PSY2;2014;310783063;310781406;8298;17;;;1;111;11;18;;;1;133;12;25501;904;;;5;4766;409;18479;;;;;85;13;52224;;;;;23;;1;3.8;0;;0;;0;;0;;;
PSY2;2014;310783097;750005068;153;;;;;;;;;;;;;;;;;;;;11079;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;310787304;310781406;514;;;;;;;;;;;;;2481;;;;;;;;;;;;;;3849;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;310788906;;87;;;;;;;;;;;;;9221;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;310795463;310785068;104;;;;;;;;;;;;;5570;;;;;;;3893;;;;;;;0;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;320000094;320780125;5287;85;1;0;0;112;72;88;1;0;0;124;75;51544;6703;124;0;0;4889;2892;12313;351;0;0;0;296;65;52963;1706;0;0;0;1137;385;1;0.3;1;36.5;1;23.3;0;;0;;;
PSY2;2014;320780109;320000078;565;;;;;;;;;;;;;20884;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;330000431;;139;;;;;;;;;;;;;20621;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;330000639;330781287;26448;494;17;15;3;1187;60;5075;105;55;3;3911;193;129734;13618;1041;385;39;31230;1981;35589;1750;3;2;0;1138;1;194364;4629;92;42;0;2727;129;0;;1;27.59;1;40.57;0;;1;18.9;;
PSY2;2014;330000647;330781295;1687;304;43;2;17;596;60;308;43;2;18;622;62;96893;30241;7882;147;3364;25723;1027;24521;1082;90;;28;865;0;143416;6037;206;;8;7669;347;1;;1;;1;;1;;0;;;
PSY2;2014;330000779;;511;;;;;;;;;;;;;;;;;;;;16870;;;;;;;3284;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;330780289;330790809;33;;;;;;;;;;;;;5645;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;330780297;330000175;531;;;;;;;;;;;;;12662;;;;;;;3956;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;330780313;330000191;607;;;;;;;;;;;;;29298;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;330780321;330000209;585;;;;;;;;;;;;;22231;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;330780636;330785072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;2.39;0;;0;;;
PSY2;2014;330780776;330056839;417;;;;;;;;;;;;;27633;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;330781170;330785072;96;;;;;;;;;;;;;13409;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;330781188;330056540;172;;;;;;;;;;;;;6710;;;;;;;6357;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2014;330781303;750821092;360;;;;;;;;;;;;;3175;;;;;;;0;;;;;;;1583;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;330781691;;1252;;;;;;;;;;;;;;;;;;;;;;;;;;;16547;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;330782350;330000480;87;;;;;;;;;;;;;;;;;;;;7185;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;330783614;330785072;57;;;;;;;;;;;;;;;;;;;;7783;;;;;;;;;;;;;;0;;0;;;;0;;0;;;
PSY2;2014;330783721;330781253;6217;53;2;3;9;93;8;;;;;;;30799;2781;;14;;2292;194;14657;26;;;;74;;63901;373;2;11;18;561;41;1;;0;;1;;0;;0;;;
PSY2;2014;330783960;750005068;355;;;;;;;;;;;;;;;;;;;;13559;;;;;;;1081;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;330785064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;330802752;330781196;92;;;;;;;;;;;;;2273;;;;;;;378;;;;;;;;;;;;;;1;;0;;1;;0;;0;;;
PSY2;2014;340000033;340780055;470;1;;1;;22;6;;;;;;;602;2;;2;;8;2;;;;;;;;6061;17;;;;213;15;;;1;1.1;0;;0;;0;;;
PSY2;2014;340010149;340010099;156;;;;;;;;;;;;;19054;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;340011386;340787399;106;;;;;;;;;;;;;2920;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;340016732;340780055;;;1;;47;268;55;;2;;57;292;57;32880;2255;0;0;203;6261;782;18214;197;;;;66;10;58706;329;;1;126;667;60;1;;1;4.9;1;3.8;0;;0;;;
PSY2;2014;340780121;340000082;698;;;;;;;;;;;;;34929;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;340780485;340780477;11682;38;23;82;18;641;219;4;2;64;23;602;251;16098;261;537;1379;201;4162;1488;15618;246;1433;533;0;2004;94;62407;788;775;0;2;4532;537;1;0.12;0;;1;24.8;1;29.1;0;;;
PSY2;2014;340780758;340000355;1343;;;;;;;;;;;;;68657;;;;;;;6316;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2014;340780766;340000363;685;;;;;;;;;;;;;37940;;;;;;;;;;;;;;;;;;;;;0;;0;;1;15.93;0;;0;;;
PSY2;2014;340780782;340000371;898;;;;;;;;;;;;;57921;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;340780790;340000389;480;;;;;;;;;;;;;23310;;;;;;;;;;;;;;;;;;;;;0;;1;69.58;0;;0;;0;;;
PSY2;2014;340780931;340000454;218;;;;;;;;;;;;;32359;;;;;;;5345;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;340782036;340780477;812;;;;;;;;;;;;;1369;;;;;;;2165;;;;;;;13;;;;;;;1;0.04;0;;1;28.5;0;;0;;;
PSY2;2014;340787266;340011295;314;15;1;;;63;15;16;1;;;69;17;;;;;;;;;;;;;;;;;;;;;;1;1.25;1;;1;;0;;0;;;
PSY2;2014;350000147;350000022;5642;14;1;0;4;187;77;14;1;0;4;192;78;23598;324;264;0;14;8537;2476;8799;26;0;0;0;80;192;58888;219;6;0;1;721;254;1;;0;;1;17.88;0;;0;;;
PSY2;2014;350000162;350000048;2105;28;;;;94;10;;;;;;;5086;655;;;;2480;0;1730;253;;;;201;5;19333;112;;;;400;12;;;;;;;;;;;;
PSY2;2014;350000337;350000246;4946;202;15;0;75;734;307;236;16;0;108;806;339;200157;11023;2228;0;509;25378;9491;60178;284;337;0;14;553;51;336666;63;74;0;9;228;203;1;;1;;1;;0;;1;;;
PSY2;2014;350000402;;757;;;;;;;;;;;;;26810;;;;;;;;;;;;;;;;;;;;;0;;0;;;;0;;0;;;
PSY2;2014;350002119;350000386;480;;;;;;;;;;;;;30745;;;;;;;5255;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;350002192;220020739;655;;;;;;;;;;;;;27279;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;350002234;750720575;56;;;;;;;;;;;;;2286;;;;;;;;;;;;;;1934;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;350002754;440042844;118;;;;;;;;;;;;;;;;;;;;14106;;;;;;;1041;;;;;;;;;;;;;;;;;;
PSY2;2014;350039574;350023495;83;;;;;;;;;;;;;;;;;;;;1181;;;;;;;2356;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;360000137;360000053;622;14;;;9;131;16;35;;;12;244;24;20470;4693;;;;10195;718;262;19;;;;252;0;15282;1029;;;27;4966;63;1;1;0;;0;;0;;1;;;
PSY2;2014;360000145;360000061;307;;;;;;;;;;;;;10992;;;;;;;2703;;;;;;;1320;;;;;;;1;0;0;;0;;0;;0;;;
PSY2;2014;360000210;750052243;365;;;;;;;;;;;;;19365;;;;;;;2958;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;370000127;370000259;678;;;;;;;;;;;;;27957;;;;;;;6639;;;;;;;;;;;;;;0;;1;15.7;0;;0;;0;;;
PSY2;2014;370000143;370000291;382;;;;;;;;;;;;;19358;;;;;;;4419;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;370000499;370000481;1607;;;;;;;;;;;;;;;;;;;;;;;;;;;20865;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;370000531;370000606;2201;8;0;0;3;46;6;;0;0;;;;18775;287;0;0;14;1897;74;246;19;0;0;0;0;0;20426;114;0;0;0;892;2;1;;0;;1;;0;;0;;;
PSY2;2014;370000580;370000564;1228;11;;;1;64;7;;;;;;;12422;453;;;363;2926;112;2505;220;;;;393;;6853;44;;;;84;;1;;0;;0;;0;;0;;;
PSY2;2014;370000861;370000481;1087;22;;;;131;19;15;;;;160;28;11449;1013;;;;4774;529;9855;213;;;;602;11;11541;77;;;;888;92;1;;1;;0;;0;;0;;;
PSY2;2014;370000879;370000564;2112;2;;;;2;;;;;;;;;;;;;;;2390;6;;;;44;;27980;2;;;;;;1;;0;;0;;0;;0;;;
PSY2;2014;370000903;370000614;1284;12;1;;;20;4;;;;;;;;;;;;;;3207;223;;;;161;;7948;86;8;;;131;7;1;;1;;0;;0;;0;;;
PSY2;2014;370004467;370000481;2044;27;2;;;178;44;33;2;;;206;50;26866;1863;730;;;7749;1281;11591;77;;;;310;75;36337;92;5;;;231;5;1;;0;;0;;0;;0;;;
PSY2;2014;370005050;370000481;2090;16;1;1;3;152;42;21;1;1;3;216;44;11913;779;;;13;4700;602;;;;;;;;10926;123;4;1;;513;3;1;;0;;1;;0;;0;;;
PSY2;2014;370013062;;1045;;;;;;;;;;;;;49618;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;380000034;380780049;72;;;;;;;;;;;;;2737;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;380000067;380780080;3357;15;5;;1;110;14;;;;;;;8357;1098;;;;4375;613;775;75;;;;266;;15596;88;17;;4;380;306;0;;0;;0;;0;;0;;;
PSY2;2014;380000133;380780247;18556;221;8;0;8;620;170;124;3;0;10;441;140;70363;11164;965;0;157;27307;8075;33500;557;1;0;10;1639;171;231222;5345;203;0;33;8167;2852;1;3.69;1;4.08;1;52.44;0;;1;10.13;;
PSY2;2014;380000174;380781435;240;23;1;;;57;22;22;1;;;52;27;13516;1273;114;;;1981;649;;;;;;;;29291;165;;;;196;5;1;0.48;0;;1;2.54;0;;0;;;
PSY2;2014;380780296;920019718;1037;0;0;0;0;0;0;0;0;0;0;0;0;34425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;
PSY2;2014;380780312;750720575;364;;;;;;;;;;;;;29036;;;;;;;5190;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2014;380784462;750005068;377;;;;;;;;;;;;;251;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;380784736;380780049;2202;;;;;;;;;;;;;;;;;;;;3923;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;380794297;;4197;41;5;;;218;62;;;;;;;23269;2052;293;;;5737;1350;8774;15;;;;11;;30574;169;23;;;281;18;0;;1;;0;;0;;0;;;
PSY2;2014;380795773;380795765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;390000164;390780476;8584;26;4;2;1;273;160;29;4;2;1;295;164;66688;1721;1319;26;4;14854;5256;25028;70;201;0;0;899;407;78173;138;0;12;1;1776;456;1;1;1;;1;;0;;0;;;
PSY2;2014;400000105;400780193;4631;2;;;;22;5;2;;;;25;7;6991;37;;;;978;157;4685;;;;;;;45159;;;;;;;1;5.5;1;7.77;1;27.19;0;;0;;;
PSY2;2014;400000113;400011177;7755;31;;;42;228;34;35;;;62;267;36;57761;2886;;;418;7535;867;24886;12;;;;155;26;67245;13;;;;799;40;1;16.35;1;0.6;1;16.68;0;;0;;;
PSY2;2014;400780367;750720575;191;;;;;;;;;;;;;11937;;;;;;;2290;;;;;;;299;;;;;;;0;;0;;1;;0;;0;;;
PSY2;2014;400780375;400013801;374;;;;;;;;;;;;;14613;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;410000020;410000087;3540;33;;5;252;133;32;33;;;;133;;12672;1545;;18;;5337;1104;1501;76;;;;251;17;44063;328;;15;1755;1668;187;1;0.8;0;;1;5.7;0;;0;;;
PSY2;2014;410000046;410000103;2319;72;0;13;0;114;16;17;0;0;0;65;5;21920;1712;0;212;0;1700;437;8872;670;0;212;0;374;201;19533;139;0;0;0;595;5;1;1;0;;0;;0;;0;;;
PSY2;2014;410000277;410000467;411;;;;;;;;;;;;;38696;;;;;;;12875;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;410000285;410000475;165;;;;;;;;;;;;;19489;;;;;;;4157;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;410000293;410000491;217;;;;;;;;;;;;;34905;;;;;;;6960;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;410003768;410000095;1031;7;;;;25;7;6;;;;78;10;10297;376;;;;532;196;6701;508;;;;88;102;5810;27;;;;112;88;1;;0;;0;;0;;0;;;
PSY2;2014;420000010;420780033;5258;19;;;;130;;;;;;;;12344;464;;;;2623;;9378;67;;;;43;;46002;0;;;;0;;1;0.47;1;1.39;1;4.56;0;;0;;;
PSY2;2014;420012320;420013831;3601;37;24;;;165;4;25;;;;1863;;6477;1157;;;;4817;85;6278;;;;;42;;31991;401;130;;;420;;1;;0;;1;;0;;0;;;
PSY2;2014;420781767;420000523;576;;;;;;;;;;;;;23868;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;420783102;420000929;328;;;;;;;;;;;;;14858;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;420785354;420784878;870;;;;;;;52;2;5;9;359;66;;;;;;;;;;;;;;;;;;;;;;1;;0;;1;;0;;0;;;
PSY2;2014;420788440;420001794;1129;;;;;;;;;;;;;34549;;;;;;;6801;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;420790081;750056335;822;;;;;;;;;;;;;27839;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;430000026;630786754;6520;39;1;5;9;223;109;;;;;;;59227;2797;59;64;60;12119;5407;26333;487;;;;517;;55435;442;;27;56;899;427;1;0.5;1;72.2;1;16.55;0;;0;;;
PSY2;2014;440000180;440000263;7248;45;0;0;1;272;52;45;0;0;1;291;58;52691;3034;0;0;7;15222;1464;11600;238;0;0;0;918;136;64611;640;0;0;0;2200;271;0;;1;45.1;1;1.65;0;;0;;;
PSY2;2014;440000800;440001246;553;;;;;;;;;;;;;19723;;;;;;;3014;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;440001972;440003309;1426;25;3;2;1;199;32;30;7;3;1;464;62;21476;1125;99;24;82;5943;681;15158;6;66;0;0;1234;32;66944;89;155;16;1;2759;126;0;;1;8.74;0;;0;;0;;;
