BOR;AN;nofinesset;nofinessej;STRUCTURE;CONS_PSY_INT;ACT_INF_INT;CONS_MED_INT;CONS_MED_INT_HORSPSY;CONS_MED_INT_PSY;CONS_IDE_INT;CONS_TOT_INT;CAS_RSP_INT;FILACT_INT;dt_NOUV_INT;CONS_PSY_EXT;ACT_INF_EXT;CONS_MED_EXT;CONS_MED_EXT_HORSPSY;CONS_MED_EXT_PSY;CONS_IDE_EXT;CONS_TOT_EXT;CAS_RSP_EXT;FILACT_EXT;dt_NOUV_EXT;CONS_PSY18;ACT_INF18;CONS_MED18;CONS_MED18_HORSPSY;CONS_MED18_PSY;CONS_IDE18;CONS_TOT18;CAS_RSP18;FILACT18;dt_NOUV18;SEJ;HOSP;CAS_RCP;EFFPL_PM;EFFPL_PMDOU;EFFPL_IDE;EFFPL_IDEDOU;EFFPL_PSY;EFFPL_PNMAUT;EFFPA_PM;EFFPA_PMDOU;EFFPA_IDE;EFFPA_IDEDOU;EFFPA_PSY;EFFPA_PNMAUT;EFFPA1_PM;EFFPA1_PMDOU;EFFPA1_IDE;EFFPA1_IDEDOU;EFFPA1_PSY;EFFPA1_PNMAUT;EFFPA2_PM;EFFPA2_PMDOU;EFFPA2_IDE;EFFPA2_IDEDOU;EFFPA2_PSY;EFFPA2_PNMAUT;EFFPA3_PM;EFFPA3_PMDOU;EFFPA3_IDE;EFFPA3_IDEDOU;EFFPA3_PSY;EFFPA3_PNMAUT;ETP_PM;ETP_PMDOU;ETP_IDE;ETP_IDEDOU;ETP_PSY;ETP_PNMAUT
DOULEUR;2018;290000033;290021542;Consultation;0;0;2;2;;;;;2;2;29;20;126;126;;;;;113;84;0;0;2;2;;;;;2;2;0;0;2;0;0;1;1;;1;1;1;0;0;;0;;;;;;;;;;;;;;;;;;;0.5;0.5;0.2;0.2;0;0.5
DOULEUR;2018;290000728;750821092;Consultation;;1;31;29;2;;;;25;15;;68;675;639;36;;;138;305;196;;;2;2;;;;;1;1;0;0;0;;;;;;;2;1;1;;;1;;;;;;;;;;;;;;;;;;;0.66;0.5;0.1;;;0.2
DOULEUR;2018;290004324;290000017;Centre;6;183;0;;;;;;103;;516;769;0;;;;;;1666;768;108;61;0;;;;;;218;111;441;158;;6;3;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;2.1;1.4;;;;2.5
DOULEUR;2018;2A0000022;2A0000014;Consultation;3;4;409;409;;;;;;;612;419;1806;1806;;;;;741;366;;;0;;;;;;;;409;123;48;;;;;;;6;4;1;1;1;2;;;;;;;;;;;;;;;;;;;0.95;0.6;0.1;0.1;0.5;1
DOULEUR;2018;300000023;300780046;Consultation;;;0;;;;;;;;;;164;164;;;;;109;;;;0;0;;;;;0;;0;0;;0;0;24;;;22;2;0;5;;;2;;;;;;;;;;;;;;;;;;;0.2;0;4;;;5.16
DOULEUR;2018;300780152;300017985;Consultation;247;765;670;670;;;;;233;140;941;2195;2117;2117;;;;95;750;308;;;0;;;;;;;;0;0;37;;;1;1;1;1;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;1.3;1.3;1.48;1.48;1.2;1
DOULEUR;2018;300782117;300780038;Centre;37;;547;547;;;;;360;287;1351;;8287;8287;;;;;3199;1960;54;;175;175;;;;;48;38;5280;1466;;3;3;6;;2;8;2;0;;;;1;;;;;;;;;;;;;;;;;;;3.58;2.78;5.67;;1.83;7.5
DOULEUR;2018;310000310;310780671;Consultation;;;0;;;;;;;;445;1509;2223;2223;;;;;685;258;;;0;;;;;;;;0;0;10;;;1;1;;;4;;;;2;;;;;;;;;;;;;;;;;;;;1.4;;1;1;0.7;0.9
DOULEUR;2018;310016977;310781406;Centre;401;465;306;240;66;;;;240;;456;199;1051;615;436;;;200;471;;857;664;1357;855;502;;;;711;;0;0;200;;;1;1;;;4;4;1;1;2;1;;;;;;;;;;;;;;;;;;;1.2;1.2;1.4;1.4;0.83;0.7
DOULEUR;2018;310026927;310026794;Centre;50;73;0;0;;;;13;0;0;;250;227;227;;;;25;211;84;;;0;;;;;;;;72;62;38;2;2;1;1;;;;;2;2;;1;;;;;;;;;;;;;;;;;;;2;2;1.87;1.87;;0.69
DOULEUR;2018;310780259;310000096;Centre;150;302;376;376;0;;;0;227;202;652;910;2608;2472;136;;;4;1254;599;;;25;25;;;;;;9;0;0;4;2;2;1;1;;;2;1;;;1;2;;;;;;;;;;;;;;;;;;;1.75;1.5;0.5;0.5;0.5;0.9
DOULEUR;2018;310780283;310000112;Consultation;85;409;1415;1414;1;;;2;80;70;328;426;1811;1784;27;;;68;811;446;;;0;;;;;;;;0;0;25;1;;1;1;;;;1;;;1;2;;;;;;;;;;;;;;;;;;;1;0.25;1;1;0.5;1.5
DOULEUR;2018;310780309;310026794;Centre;449;261;0;;;;;78;;;;1443;1287;1287;;;;42;809;357;;;0;;;;;;;;589;277;121;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;
DOULEUR;2018;310781067;310788898;Consultation;0;21;121;121;0;;;50;92;87;;678;1099;1099;0;;;0;317;199;0;0;0;0;0;;;0;0;0;0;0;0;2;2;3;1;0;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;;;0.7;0.7;1.85;0.8;0;0
DOULEUR;2018;310782347;310789136;Consultation;200;153;445;437;8;;;;124;39;198;595;828;795;33;;;564;476;305;;;0;;;;;;;;0;0;463;1;1;3;3;;1;3;3;;;2;3;;;;;;;;;;;;;;;;;;;1.12;1.12;1.5;1.5;0.5;1.13
DOULEUR;2018;310783048;310781406;Centre;;10;50;50;;;;;;;1014;1155;4065;3290;775;;;420;1913;1355;;;0;;;;;;;;0;0;465;1;1;1;1;;;2;2;;;1;3;;;;;;;;;;;;;;;;;;;2.7;2.3;1;1;0.7;1.7
DOULEUR;2018;320000086;320780117;Consultation;94;30;167;167;0;;;63;115;58;233;157;532;532;0;;;495;139;110;26;;0;;;;;;2;2;0;0;137;1;1;2;2;;1;;;;;1;;;;;;;;;;;;;;;;;;;;1;1;2;2;0.5;1
DOULEUR;2018;330000340;330780552;Centre;;;0;;;;;;;;346;632;1315;1315;;;;250;629;496;1;2;3;3;;;;;;;0;0;6;;3;11;;;11;;1;1;;3;2;;;;;;;;;;;;;;;;;;;;3.77;9.72;;1.84;10.13
DOULEUR;2018;330000555;330781204;Consultation;3;18;8;8;;;;;19;;619;354;1501;1501;;;;;459;;;;1;1;;;;;1;;0;0;;1;1;;;;;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;1;1;0.4;0.4;0.8;0.55
DOULEUR;2018;330000597;330027509;Consultation;;;2;2;;;;;;;821;230;1190;1190;0;;;62;520;258;8;4;12;12;;;;;4;2;0;0;;0;;1;;1;1;1;;;;;1;;;;;;;;;;;;;;;;;;;0.5;;1;;0.8;1.5
DOULEUR;2018;330000605;330781253;Consultation;0;8;24;24;;;;;21;17;368;234;657;657;;;;;374;196;2;1;4;4;;;;;;2;0;0;;1;1;;;;;1;;1;;1;1;;;;;;;;;;;;;;;;;;;1.6;1;0.48;;0.52;0.54
DOULEUR;2018;330000662;330781329;Centre;;;0;;;;;;;;121;349;1361;1361;0;;;36;660;105;;;0;;;;;;;;3303;1307;139;2;;;;;1;;;1;1;1;;;;;;;;;;;;;;;;;;;;2;;0.5;0.5;0.2;0.55
DOULEUR;2018;330780529;330796392;Consultation;;;0;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DOULEUR;2018;330781360;330781196;Centre;7;41;175;144;31;;;0;14;10;999;866;4151;3633;518;;;373;2346;1204;409;300;412;412;0;;;225;222;123;35;34;239;1;1;1;1;1;;7;4;2;2;2;4;;;;;;;;;;;;;;;;;;;4.3;3;2;2;1.6;2
DOULEUR;2018;340000033;340780055;Centre;;;0;;;;;;;;448;2639;1424;1424;;;;10;1069;;1;5;1;1;;;;;3;;0;0;;;;1;;;2;4;;;;1;;;;;;;;;;;;;;;;;;;;1.05;;1;;0.75;1.5
DOULEUR;2018;340000207;340780493;Consultation;150;231;186;148;38;;;130;112;35;210;834;718;637;81;;;150;398;283;0;0;0;0;0;;;0;0;0;0;0;0;4;;3;;;4;1;;1;;;1;;;;;;;;;;;;;;;;;;;0.9;;1.29;;;4.31
DOULEUR;2018;340000223;340011295;Consultation;1;58;121;121;0;;;1;99;90;411;434;1620;1540;80;;;125;527;291;0;1;2;2;0;;;1;2;2;0;0;;1;1;0;0;0;0;3;1;1;1;1;1;;;;;;;;;;;;;;;;;;;1.2;1.1;0.5;0.5;0.5;0.5
DOULEUR;2018;340780675;340000298;Centre;25;204;308;308;0;;;0;;;890;672;2144;2144;0;;;288;896;651;31;5;12;12;0;;;10;4;4;35;32;288;1;1;;;;;2;1;1;1;2;1;;;;;;;;;;;;;;;;;;;1.6;1.4;0.6;0.6;1.2;0.7
DOULEUR;2018;340781608;340015171;Consultation;;;12;12;0;;;;10;8;;;0;;;;;;;;;;0;;;;;;;;0;0;;;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;0.1;0.1;0.05;0.05;;
DOULEUR;2018;340782036;340780477;Centre;;3;61;32;29;;;;55;55;280;1597;3710;3328;382;;;;2122;1121;;0;0;0;0;;;;0;0;1333;719;;8;8;5;;3;2;1;1;;;;2;;;;;;;;;;;;;;;;;;;4.2;4.2;5.6;;0.8;2.6
DOULEUR;2018;350000139;350001137;Centre;8;;1;1;;;;;;;653;1112;2997;2522;475;;;;1222;;;;0;;;;;;;;498;336;;;;;;;1;6;6;2;;1;2;;;;;;;;;;;;;;;;;;;1.69;1.69;1.53;;0.75;3.03
DOULEUR;2018;350000147;350000022;Consultation;0;0;63;63;;;;;63;63;678;1124;1646;1646;;;;;745;557;6;6;9;9;;;;;6;6;443;212;373;2;2;1;;;1;;;4;1;1;1;;;;;;;;;;;;;;;;;;;1.1;1.1;2;0.75;0.5;1.2
DOULEUR;2018;350000741;350005179;Centre;;;0;;;;;;;;504;978;2931;2931;;;;140;1069;896;279;348;1118;1118;;;;20;481;286;186;79;79;4;1;1;0;1;1;4;0;2;2;1;0;;;;;;;;;;;;;;;;;;;2.47;0.75;1.7;1.4;0.5;1.2
DOULEUR;2018;350002812;350023503;Consultation;396;578;32;32;;;;2;20;2;191;154;393;393;;;;3;257;113;;;0;;;;;;;;0;0;282;0;;;0;;;3;1;2;2;3;6;;;;;;;;;;;;;;;;;;;0.95;0.65;1.2;1.2;0.3;1.36
DOULEUR;2018;360000137;360000053;Consultation;30;25;34;34;0;;;0;26;26;325;928;1108;1108;0;;;58;575;270;355;953;1142;1142;0;;;58;601;296;0;0;426;1;1;1;;;;0;0;;;1;1;;;;;;;;;;;;;;;;;;;1;1;1;;0.5;0.8
DOULEUR;2018;370000531;370000606;Consultation;;;0;;;;;;;;298;1418;1016;1016;0;;;32;442;158;;;0;;;;;;;;0;0;0;2;3;0;1;1;1;0;2;0;0;0;0;;;;;;;;;;;;;;;;;;;0.5;0.54;0;0.5;0.33;0.5
DOULEUR;2018;370000861;370000481;Centre;4;;191;190;1;;;;;;356;473;2535;2322;213;;;500;1433;823;0;10;0;;;;;;90;90;0;0;600;1;;1;0;0;1;4;;1;0;1;0;;;;;;;;;;;;;;;;;;;1.93;;1.25;0;0.6;1.06
DOULEUR;2018;380000018;380780023;Consultation;580;0;101;0;101;;;;;0;424;379;579;512;67;;;;308;103;0;0;0;0;0;;;0;0;0;161;160;17;1;1;;1;;;;;;;2;1;;;;;;;;;;;;;;;;;;;0.5;1;;1;1.1;0.5
DOULEUR;2018;380000034;380780049;Consultation;214;;121;121;;;;;;;341;;1576;1576;;;;;;;0;;0;0;;;;;;;0;0;;1;1;1;0;1;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;0.9;0.5;0.5;0;0.5;0
DOULEUR;2018;380000067;380780080;Centre;;;629;629;;;;;199;199;352;566;5318;5255;63;;;100;1795;747;;;195;195;;;;;61;;105;34;110;1;;1;;;2;5;;1;;2;;;;;;;;;;;;;;;;;;;;3.29;;1.8;;0.37;2
DOULEUR;2018;380000174;380781435;Consultation;17;8;116;116;;;;;;;448;1152;1930;1930;;;;;527;245;;;2;2;;;;;;;0;0;30;;;;;;;3;2;1;1;1;3;;;;;;;;;;;;;;;;;;;0.84;0.7;0.8;0.8;0.5;1.04
DOULEUR;2018;380000406;380784751;Consultation;16;8;212;212;;;;;;;540;1818;1609;1609;;;;84;1005;575;;;72;72;;;;;48;;0;0;158;;;1;1;1;1;3;2;;;;;;;;;;;;;;;;;;;;;;;1;0.6;1;1;0.75;0.7
DOULEUR;2018;380012658;380012609;Centre;0;0;302;302;;;;;;;862;1512;4143;3641;502;;;375;1495;476;0;0;4;4;0;;;0;4;0;220;156;76;3;3;1;1;0;2;2;1;;;2;0;;;;;;;;;;;;;;;;;;;4.1;3.7;1;1;1;1.5
DOULEUR;2018;390000040;390780146;Consultation;0;37;27;27;0;;;0;0;0;684;1417;3994;3994;0;;;0;713;354;;;4;4;0;;;0;4;0;0;0;0;1;;;;;1;;;1;2;1;1;;;;;;;;;;;;;;;;;;;1;;0.1;1.04;0.5;1.54
DOULEUR;2018;390000065;390780161;Consultation;;;0;0;;;;;0;;;;142;142;;;;;76;;;;0;;;;;;;;0;0;0;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;0.2;;;;0.01;
DOULEUR;2018;400000105;400780193;Consultation;;182;32;32;;;;;19;15;316;2200;1186;1186;;;;41;719;338;;;0;;;;;;;;0;0;41;1;;1;1;0;0;1;;1;1;2;1;;;;;;;;;;;;;;;;;;;0.69;;1.62;1.62;0.7;0.5
DOULEUR;2018;400000139;400011177;Consultation;8;87;205;205;0;;;0;76;;504;267;1583;1583;0;;;25;765;;0;2;0;0;0;;;0;0;;0;0;1755;0;0;0;0;0;0;3;2;1;0;1;1;;;;;;;;;;;;;;;;;;;1.5;1;0.4;0;0.28;0.5
DOULEUR;2018;410000020;410000087;Consultation;1;1;278;278;;;;;204;;1681;1690;4343;4343;;;;850;2101;763;;;0;;;;;;;;0;0;80;2;2;1;1;1;1;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;2.6;2.6;1.5;1.5;1.5;1.85
DOULEUR;2018;410000046;410000103;Consultation;5;2;11;11;0;;;;10;1;559;605;1070;1070;0;;;;423;166;12;4;8;8;0;;;;6;4;0;0;;;;;;;;1;;2;;;2;;;;;;;;;;;;;;;;;;;0.6;0.6;0.53;;;0.99
DOULEUR;2018;420000010;420780033;Consultation;1;;5;5;;;;;5;5;841;867;2307;2292;15;;;240;938;240;7;14;31;31;;;;11;11;9;0;0;1;4;;2;1;;1;4;1;;;2;;;;;;;;;;;;;;;;;;;;1.71;0.14;1;0.5;1;0.75
DOULEUR;2018;420000226;420013831;Consultation;0;0;15;15;0;;;0;;;322;1921;2201;2201;0;;;30;629;;8;;0;;;;;;7;;0;0;30;;;3;2;1;1;5;1;;;;;;;;;;;;;;;;;;;;;;;0.53;0.1;1.32;0.32;0.46;0.44
DOULEUR;2018;420785354;420784878;Centre;0;32;263;224;39;;;20;138;138;1134;2189;8311;7665;646;;;352;3223;1406;100;24;352;347;5;;;92;124;;755;272;160;4;2;1;0;1;4;4;1;2;0;2;4;;;;;;;;;;;;;;;;;;;4.21;1.86;2.79;0;0.9;3.6
DOULEUR;2018;430000117;430000018;Consultation;31;33;176;176;;;;2;94;94;494;451;1001;1001;;;;46;531;178;2;2;3;3;;;;1;4;2;0;0;50;0;0;0;0;0;1;2;1;1;1;1;0;;;;;;;;;;;;;;;;;;;0.8;0.6;0.6;0.6;0.5;1.03
DOULEUR;2018;430000299;430000059;Consultation;;;0;;;;;;;;23;22;80;80;;;;;23;18;;;0;;;;;;;;0;0;;;;;;;;1;;1;;1;;;;;;;;;;;;;;;;;;;;0.01;;0.01;;0.01;
DOULEUR;2018;430000307;430000067;Consultation;;;0;;;;;;5;;90;18;0;;;;;5;68;;;;0;;;;;;;;0;0;;;;;;;;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;0.04;0.04;0.04;0.04;0.1;0.04
DOULEUR;2018;440000016;440000057;Consultation;15;128;20;20;;;;;19;12;470;356;2255;2218;37;;;;1324;554;0;5;20;20;0;;;;9;5;0;0;90;1;1;1;1;;1;5;5;;;1;3;;;;;;;;;;;;;;;;;;;1.7;1.7;1;1;0.5;1.8
DOULEUR;2018;440000271;440000289;Centre;;;0;;;;;;;;100;0;2123;2123;0;;;0;1334;1097;5;0;154;154;0;;;0;101;81;0;0;64;6;;0;0;0;0;3;;0;0;0;0;;;;;;;;;;;;;;;;;;;1.57;;0;0;0;0
DOULEUR;2018;440000412;440000941;Centre;;;0;;;;;;169;71;1130;926;11208;11190;18;;;24;5780;2100;;;0;;;;;;;;1156;841;218;0;;2;2;;;8;5;4;3;4;9;;;;;;;;;;;;;;;;;;;5;4.4;5.5;5;2.3;3
DOULEUR;2018;440000453;440000289;;;;0;;;;;;;;0;0;321;305;16;;;0;117;50;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0
DOULEUR;2018;440001113;490017258;Centre;;;0;;;;;;;;;;1193;1193;;;;;521;293;;;0;;;;;;;;0;0;;3;1;;;;1;3;1;3;;3;11;;;;;;;;;;;;;;;;;;;1.1;0.4;1;;0.3;1.2
DOULEUR;2018;440017598;440000289;Centre;;368;0;;;;;;348;315;779;544;3623;3362;261;;;0;1980;1024;3;7;11;10;1;;;0;6;6;773;493;47;8;;1;;0;1;2;;1;;1;3;;;;;;;;;;;;;;;;;;;2.05;;1.5;;0.5;2.62
DOULEUR;2018;440041580;440041572;Centre;;;30;30;;;;;;;426;470;5123;5094;29;;;160;3169;1833;;;25;25;;;;;;17;1111;730;396;2;2;;1;;;2;2;37;;2;9;;;;;;;;;;;;;;;;;;;;;3;1;0.2;4
DOULEUR;2018;450002613;450000088;Centre;;;0;;;;;130;584;;;;0;;;;;;;;;;0;;;;;;;;0;0;130;2;;4;;0;2;3;;1;;1;2;;;;;;;;;;;;;;;;;;;3.32;;4.03;;0.25;3.3
DOULEUR;2018;460000110;460780216;Consultation;;518;1011;1011;;;;565;555;477;370;835;1671;1671;;;;81;680;370;;;0;;;;;;;;0;0;18;0;;1;;0;0;2;;0;;1;1;;;;;;;;;;;;;;;;;;;1;;1;;0.5;0.5
DOULEUR;2018;470000423;470016171;Consultation;;144;46;46;;;;;46;35;104;1712;1449;1449;;;;;728;433;;;0;;;;;;;;0;0;35;1;;1;;0;0;0;;0;;1;1;;;;;;;;;;;;;;;;;;;1;;1;;0.1;0.5
DOULEUR;2018;490000049;490000031;Centre;35;65;185;185;0;;;;;;1019;730;1974;1793;181;;;;1014;452;284;441;478;478;0;;;;119;78;0;0;180;0;;1;;0;1;8;;3;;3;3;;;;;;;;;;;;;;;;;;;1.8;;2.5;;1.1;1.7
DOULEUR;2018;490000155;490017258;Centre;;;0;;;;;;;;;;2611;2611;;;;;873;459;;;0;;;;;;;;0;0;178;;;;;;;6;5;5;2;1;2;;;;;;;;;;;;;;;;;;;2.4;2.35;1.2;0.6;0.1;0.7
DOULEUR;2018;490000635;490000676;Consultation;;;1;1;;;;;1;;303;356;927;835;92;;;14;435;125;;1;1;1;;;;;1;;0;0;23;1;1;;;;;3;3;1;;1;1;;;;;;;;;;;;;;;;;;;0.55;0.55;0.33;;0.4;0.4
DOULEUR;2018;500000021;500000054;Consultation;2;61;41;35;6;;;0;16;14;380;690;965;885;80;;;67;421;245;;;0;;;;;;;;0;0;124;;;;;;2;3;3;2;2;1;1;;;;;;;;;;;;;;;;;;;0.53;0.53;1.5;1;0.5;1.43
DOULEUR;2018;500000187;500000013;Consultation;;;41;41;;;;;;;387;1436;1732;1541;191;;;;761;283;;;0;;;;;;;;0;0;4;1;1;1;1;;1;2;1;;;1;;;;;;;;;;;;;;;;;;;;1.51;1.05;1;1;0.5;0.9
DOULEUR;2018;500000260;500000054;Consultation;1;40;25;22;3;;;0;11;9;250;458;643;590;53;;;44;280;164;;;0;;;;;;;;0;0;124;;;;;;2;3;3;2;2;1;1;;;;;;;;;;;;;;;;;;;0.53;0.53;1.5;1;0.5;1.43
DOULEUR;2018;500000450;500000112;Consultation;;146;159;159;;;;;;;626;529;3553;3553;;;;155;1028;339;12;9;26;26;;;;;7;;0;0;155;2;;3;2;1;2;;;;;1;;;;;;;;;;;;;;;;;;;;2;;2.28;2;1.2;1.1
DOULEUR;2018;510002447;510000029;Centre;61;;0;;;;;;;;567;652;3420;3420;;;;118;1484;471;;;38;38;;;;;;13;0;0;118;4;;1;1;1;1;0;;;;;1;;;;;;;;;;;;;;;;;;;2.7;;0.8;0.8;0.5;1.2
DOULEUR;2018;520000068;520780073;Consultation;0;0;0;0;0;;;0;9;9;507;629;1184;1184;0;;;74;518;262;0;0;4;4;0;;;0;4;4;0;0;18;;;;;;;2;2;1;1;1;1;;;;;;;;;;;;;;;;;;;1.1;0.9;0.5;0.5;0.75;0.5
DOULEUR;2018;530000017;530000025;Consultation;;;0;;;;;;;;572;2376;1568;1568;;;;352;1128;655;;;11;11;;;;2;7;2;435;203;352;0;;1;;0;0;2;;6;;1;2;;;;;;;;;;;;;;;;;;;0.98;;2.4;;0.4;0.85
DOULEUR;2018;540001138;540023264;Consultation;8;262;14;14;0;;;;;31;1025;607;2262;2099;163;;;188;1211;592;0;0;0;0;0;;;0;0;0;0;0;57;;;;;1;1;2;;1;;;2;;;;;;;;;;;;;;;;;;;1.55;;0.8;;1;2.1
DOULEUR;2018;540001286;540003019;Consultation;118;1815;2888;2837;51;;;;644;180;112;680;1526;1463;63;;;192;608;234;;;0;;;;;;;;0;0;6;;;1;;;;6;3;2;1;1;2;;;;;;;;;;;;;;;;;;;1.7;1.2;1.5;1;0.2;0.9
DOULEUR;2018;540002698;540023264;Centre;;;0;;;;;;;;462;;484;449;35;;;175;162;101;462;;484;449;35;;;175;162;101;0;0;54;;;;;;;3;;;;2;1;;;;;;;;;;;;;;;;;;;0.5;;;;0.87;0.3
DOULEUR;2018;550000012;550006795;Consultation;2;226;186;186;;;;2;90;77;737;89;1288;1288;;;;4;772;291;;;0;;;;;;;;0;0;17;2;;2;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;2;;1.28;;0.8;0.55
DOULEUR;2018;560000127;560023210;Consultation;14;30;154;154;0;;;0;39;26;998;869;3151;3151;0;;;135;1260;412;5;0;9;9;0;;;0;4;0;0;0;119;3;3;1;1;1;0;0;0;2;2;1;7;;;;;;;;;;;;;;;;;;;1.55;1.55;1.12;1.12;1.15;1.94
DOULEUR;2018;560000143;560014748;Consultation;21;36;124;124;;;;;;;731;531;1501;1501;;;;;847;534;;;0;;;;;;;;236;115;;;;;;;;3;3;1;1;1;;;;;;;;;;;;;;;;;;;;1.6;1.43;0.7;0.8;0.6;
DOULEUR;2018;560002933;560026965;Consultation;;;0;;;;;;;;446;137;2148;2148;;;;;1049;557;;;0;;;;;;;;0;0;;1;1;2;2;;;11;5;2;1;1;2;;;;;;;;;;;;;;;;;;;1.1;1.05;2.25;2.2;0.5;1.2
DOULEUR;2018;570000216;570010181;Consultation;;;0;;;;;;;;;;505;505;;;;;417;;;;0;;;;;;;;165;130;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.32;1.32;0.33;0.33;0.07;0.33
DOULEUR;2018;570000281;570005165;Consultation;;;3;3;;;;;3;;598;;836;836;;;;;497;159;;;0;;;;;;;;0;0;;6;;0;0;2;0;;;0;0;0;0;;;;;;;;;;;;;;;;;;;0.94;;0;0;0.91;0
DOULEUR;2018;570000901;570000158;Consultation;;;0;;;;;;;;811;531;1099;836;263;;;262;423;223;;;0;;;;;;;;0;0;262;;;;;;1;3;2;1;1;1;;;;;;;;;;;;;;;;;;;;0.35;0.3;0.8;0.8;0.5;1
DOULEUR;2018;570001099;570023630;Centre;;;0;;;;;;;;;;3389;3389;;;;;1648;846;;;0;;;;;;;;2110;1118;;2;2;8;;;6;;;1;;;1;;;;;;;;;;;;;;;;;;;2;2;8.22;;;6.7
DOULEUR;2018;570026682;570005165;Consultation;;;3;3;;;;;35;27;604;198;2078;2078;;;;240;912;345;;;0;;;;;;;;0;0;;7;2;0;0;0;1;0;0;1;0;1;0;;;;;;;;;;;;;;;;;;;3.33;2;0.5;0;0.75;0.8
DOULEUR;2018;590000188;590780334;Centre;78;;559;346;213;;;;193;51;215;;1294;889;405;;;;471;370;5;;1;1;0;;;;5;1;0;0;40;0;;0;0;0;;7;3;1;;2;2;;;;;;;;;;;;;;;;;;;1.46;1.03;0.3;0;0.1;0.8
DOULEUR;2018;590000337;590781415;Consultation;109;626;169;169;;;;;169;116;181;315;227;227;;;;36;80;52;;;0;;;;;;;;0;0;132;2;2;1;1;0;;1;1;0;0;1;;;;;;;;;;;;;;;;;;;;0.35;0.35;1;1;0.5;
DOULEUR;2018;590000428;590781605;Consultation;;;0;;;;;;;;253;1356;945;945;;;;200;465;289;;;0;;;;;;;;0;0;;;;2;1;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;0.67;0.16;0.5;0.5
DOULEUR;2018;590000436;590781621;Consultation;;;0;;;;;;;;270;878;1149;1149;0;;;168;510;385;;;20;20;;;;;;;0;0;;2;;2;0;1;3;;;1;;;;;;;;;;;;;;;;;;;;;;0.5;;0.9;0;0.3;0.9
DOULEUR;2018;590000618;590782215;Centre;2;9;0;;;;;;;;487;1047;2270;2270;;;;40;1432;386;29;37;71;71;;;;;49;;781;575;33;9;1;1;1;1;7;;;5;3;1;;;;;;;;;;;;;;;;;;;;2.83;0.02;4.95;3.4;1.13;4.63
DOULEUR;2018;590001004;590783239;Consultation;;;0;;;;;;;;189;408;1839;1839;0;;;118;1132;593;;;0;;;;;;;;0;0;17;1;1;1;1;;;1;;1;1;1;1;;;;;;;;;;;;;;;;;;;1.1;1;1.2;1.2;0.5;0.1
DOULEUR;2018;590006607;590780193;Centre;10;5;20;15;5;;;;15;15;330;46;534;492;42;;;106;356;199;340;51;554;507;47;;;106;371;214;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0.5;0.5;0.5;0.5
DOULEUR;2018;590796975;590780193;Centre;;;0;;;;;;;;873;251;3677;3677;;;;80;2548;1300;;;30;30;;;;;26;;0;0;8;1;1;0;;0;1;11;2;3;;3;1;;;;;;;;;;;;;;;;;;;3.1;1.9;0.3;;2.2;1.8
DOULEUR;2018;590801106;590782421;Consultation;39;;0;;;;;;;;788;0;1220;1220;0;;;350;620;418;75;;0;;;;;;;;0;0;350;0;0;0;0;0;0;4;1;1;1;2;0;;;;;;;;;;;;;;;;;;;1.33;0.5;0.1;0.1;1;0
DOULEUR;2018;590811279;590780193;Centre;;;0;;;;;;;;951;1818;5410;5410;0;;;405;2708;1120;;;33;33;;;;;16;;0;0;154;1;1;1;1;;1;7;6;;;2;;;;;;;;;;;;;;;;;;;;2;1.9;1;1;1;1
DOULEUR;2018;600000053;600101984;Consultation;;;53;53;;;;;33;31;380;352;610;610;;;;11;267;149;;;0;;;;;;;;0;0;11;;;;;;;3;3;1;1;1;1;;;;;;;;;;;;;;;;;;;0.7;0.7;0.5;0.5;0.42;0.2
DOULEUR;2018;600000194;600100713;Consultation;7;48;150;150;0;;;0;;;795;1595;1708;1708;0;;;211;664;664;0;2;0;0;0;;;0;;;142;90;211;0;0;2;0;0;1;3;0;0;0;2;1;;;;;;;;;;;;;;;;;;;1.25;0;2;0;0.88;1.24
DOULEUR;2018;600000467;600101984;Consultation;;;50;50;;;;;32;30;364;338;584;584;;;;10;255;142;;;0;;;;;;;;0;0;10;;;;;;;3;3;2;1;1;1;;;;;;;;;;;;;;;;;;;0.42;0.42;1;0.5;0.42;0.5
