BOR;AN;nofinesset;nofinessej;STRUCTURE;CONS_PSY_INT;ACT_INF_INT;CONS_MED_INT;CONS_MED_INT_HORSPSY;CONS_MED_INT_PSY;CONS_IDE_INT;CONS_TOT_INT;CAS_RSP_INT;FILACT_INT;dt_NOUV_INT;CONS_PSY_EXT;ACT_INF_EXT;CONS_MED_EXT;CONS_MED_EXT_HORSPSY;CONS_MED_EXT_PSY;CONS_IDE_EXT;CONS_TOT_EXT;CAS_RSP_EXT;FILACT_EXT;dt_NOUV_EXT;CONS_PSY18;ACT_INF18;CONS_MED18;CONS_MED18_HORSPSY;CONS_MED18_PSY;CONS_IDE18;CONS_TOT18;CAS_RSP18;FILACT18;dt_NOUV18;SEJ;HOSP;CAS_RCP;EFFPL_PM;EFFPL_PMDOU;EFFPL_IDE;EFFPL_IDEDOU;EFFPL_PSY;EFFPL_PNMAUT;EFFPA_PM;EFFPA_PMDOU;EFFPA_IDE;EFFPA_IDEDOU;EFFPA_PSY;EFFPA_PNMAUT;EFFPA1_PM;EFFPA1_PMDOU;EFFPA1_IDE;EFFPA1_IDEDOU;EFFPA1_PSY;EFFPA1_PNMAUT;EFFPA2_PM;EFFPA2_PMDOU;EFFPA2_IDE;EFFPA2_IDEDOU;EFFPA2_PSY;EFFPA2_PNMAUT;EFFPA3_PM;EFFPA3_PMDOU;EFFPA3_IDE;EFFPA3_IDEDOU;EFFPA3_PSY;EFFPA3_PNMAUT;ETP_PM;ETP_PMDOU;ETP_IDE;ETP_IDEDOU;ETP_PSY;ETP_PNMAUT
DOULEUR;2018;810000505;810000331;Consultation;86;155;61;61;;;;;180;;483;520;1015;1015;;;;297;541;291;6;3;3;3;;;;10;10;10;0;0;;;;;;;;1;1;3;1;1;1;;;;;;;;;;;;;;;;;;;0.6;0.6;0.6;0.5;0.5;0.5
DOULEUR;2018;820000032;820000016;Centre;8;9;12;12;0;;;0;24;22;640;432;2230;2147;83;;;15;979;363;0;8;38;38;0;;;0;19;14;0;0;46;;;;;;;3;1;2;;3;1;;;;;;;;;;;;;;;;;;;1.36;0.95;0.61;0.18;0.65;0.65
DOULEUR;2018;830000311;830100566;Consultation;28;261;42;42;;;;;;;558;2071;2331;2331;;;;408;653;253;;;0;;;;;;;;676;211;;1;1;1;1;;1;;;2;1;1;1;;;;;;;;;;;;;;;;;;;1;1;1.55;1.5;0.5;1.1
DOULEUR;2018;830000345;830100616;Consultation;2;;0;;;;;2;;;166;648;1070;1070;;;;;801;;;;0;;;;;;;;0;0;;;;0;;0;0;2;;1;;2;13;;;;;;;;;;;;;;;;;;;0.7;;0.5;;1;1.62
DOULEUR;2018;830100608;830100616;Consultation;;;0;;;;;;;;;;63;63;;;;;58;;;;0;;;;;;;;0;0;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;;;
DOULEUR;2018;830202743;830100616;Consultation;;;0;;;;;;;;;;427;427;;;;;238;;;;0;;;;;;;;0;0;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;0.3;;;;;
DOULEUR;2018;840000285;840000608;Consultation;;;0;;;;;;;;360;3898;7552;7102;450;;;367;1499;638;;;0;;;;;;;;0;0;367;9;1;0;0;0;1;0;0;2;1;1;0;;;;;;;;;;;;;;;;;;;4.8;1;1;0.5;0.5;1
DOULEUR;2018;840000350;840000657;Consultation;3;401;547;545;2;;;;161;27;16;500;1653;1639;14;;;;359;55;;;0;;;;;;;;0;0;36;;;1;1;;;3;2;;;1;1;;;;;;;;;;;;;;;;;;;1.38;0.9;1;1;0.2;0.4
DOULEUR;2018;840001861;840006597;Centre;;24;1790;1790;;;;;203;58;;321;4517;4517;;;;200;947;488;;3;43;43;;;;1;8;5;1142;171;20;2;0;4;0;1;0;2;0;2;0;1;0;;;;;;;;;;;;;;;;;;;1.94;0;4.28;0;1;0
DOULEUR;2018;850000142;850000019;Centre;;;0;;;;;;;;1368;2424;1752;1539;213;;;;2193;1186;;;0;;;;;;;;1242;469;152;1;;1;;;2;7;;9;;1;4;;;;;;;;;;;;;;;;;;;2.2;;5.4;;0.6;3.74
DOULEUR;2018;850000209;850000019;Centre;;;0;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;92;56;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;0.06;;;
DOULEUR;2018;850000225;850000019;Centre;;;0;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;232;95;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;;;
DOULEUR;2018;850000647;850025867;Consultation;;;0;;;;;;;;224;143;213;213;;;;111;156;111;;;0;;;;;;;;0;0;;1;1;;;;;;;2;1;1;1;;;;;;;;;;;;;;;;;;;0.12;0.12;0.2;0.1;0.1;0.1
DOULEUR;2018;860000223;860014208;Centre;2;8;272;259;13;;;70;185;167;449;632;8859;8096;763;;;350;3310;1347;2;10;104;104;;;;10;82;8;3449;564;120;2;;3;;;5;7;1;4;;1;1;;;;;;;;;;;;;;;;;;;3.07;0.5;4.35;;0.5;2.82
DOULEUR;2018;870000064;870000015;Centre;;148;0;;;;;132;;5;615;950;2672;2428;244;;;;1253;745;;;121;121;;;;;82;32;0;0;108;2;2;1;1;1;2;4;1;1;1;0;0;;;;;;;;;;;;;;;;;;;3;2.6;1.1;1.1;1;2
DOULEUR;2018;880006663;880007059;Consultation;1;87;95;95;;;;;;11;862;1095;1620;1620;;;;262;831;273;;;0;;;;;;;;0;0;0;2;;;;;;2;;2;2;2;3;;;;;;;;;;;;;;;;;;;0.93;;1;1;1;0.64
DOULEUR;2018;890975527;890000037;Consultation;;;20;20;;;;;;;225;;1446;1446;;;;55;572;15;1;;0;;;;;;;;0;0;;;;;;;;1;1;;;1;;;;;;;;;;;;;;;;;;;;0.5;0.5;;;0.03;
DOULEUR;2018;890975550;890970569;Consultation;;33;36;36;;;;1;36;;;165;1605;1605;;;;8;910;432;;;0;;;;;;;;0;0;9;3;1;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;0.79;0.2;0.38;;;0.8
DOULEUR;2018;900003039;900000365;Consultation;;240;114;114;;;;;103;75;625;3372;3456;3456;;;;426;1189;593;2;42;49;49;;;;;32;23;1249;240;281;1;1;3;;1;;3;1;1;;1;;;;;;;;;;;;;;;;;;;;2.14;1.67;3.4;;0.99;
DOULEUR;2018;910020254;910002773;Consultation;;105;71;71;;;;;71;65;;225;726;726;;;;;323;112;;;3;3;;;;;1;1;0;0;;0;0;;1;0;0;2;2;;0;0;0;;;;;;;;;;;;;;;;;;;0.55;0.55;;1;0;0
DOULEUR;2018;920000460;750813321;Consultation;;;0;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;0;0;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;0.6;;1;;;
DOULEUR;2018;920000650;920150059;Consultation;876;708;1103;1103;;;;31;;;;;3425;3425;;;;;1903;998;0;;0;;;;;;;;0;0;;4;;1;;2;1;1;;4;;;2;;;;;;;;;;;;;;;;;;;2.41;;4.15;;1.2;1.77
DOULEUR;2018;920100013;750712184;Centre;;;0;;;;;;;;331;1298;4827;4714;113;;;150;1807;1180;;;436;436;;;;;;;361;217;165;0;0;1;1;;2;11;11;1;1;1;1;;;;;;;;;;;;;;;;;;;4.92;4.92;1.61;1.61;1;2.43
DOULEUR;2018;920100054;750712184;Consultation;;200;53;53;0;;;;;;210;414;792;792;0;;;20;451;317;;;0;;;;;;;;439;207;20;0;0;0;0;0;0;3;3;1;1;1;0;;;;;;;;;;;;;;;;;;;0.6;0.6;0.5;0.5;0.3;0
DOULEUR;2018;920300787;920000981;Consultation;;;0;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DOULEUR;2018;920300936;920006848;Consultation;;;0;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;0;0;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;0.5;;;;;
DOULEUR;2018;930000336;930110069;Consultation;105;682;206;206;;;;;1000;;775;171;3870;3731;139;;;75;309;464;50;3;4;;4;;;;;;0;0;190;;;;;;;6;2;1;1;1;2;;;;;;;;;;;;;;;;;;;1.95;1.1;0.9;0.9;1.2;1.3
DOULEUR;2018;930100037;750712184;Consultation;0;166;541;541;;;;;;;272;142;961;961;;;;100;514;302;0;;0;0;;;;;;;0;0;12;1;1;1;1;;1;;;;;1;;;;;;;;;;;;;;;;;;;;1;1;1;1;0.5;1
DOULEUR;2018;940000649;940150014;Consultation;;341;682;682;;;;;208;191;661;140;2761;2733;28;;;120;836;234;;;0;;;;;;;;0;0;120;1;0;;;;;1;1;1;;1;3;;;;;;;;;;;;;;;;;;;1.3;0.3;0.5;;0.8;1.2
DOULEUR;2018;940000664;940160013;Centre;477;424;3032;2904;128;;;150;258;484;954;1272;1936;1763;173;;;200;1100;399;144;165;184;126;58;;;20;50;40;0;0;1080;2;2;2;3;;3;6;3;0;;2;1;;;;;;;;;;;;;;;;;;;3.9;2.9;1.99;3;1.5;1.57
DOULEUR;2018;940100027;750712184;Centre;;187;509;509;;;;160;;;122;;2308;2308;;;;1309;1815;1122;;;0;;;;;;;;0;0;60;2;;1;;;;6;;1;;1;2;;;;;;;;;;;;;;;;;;;5.3;;1.2;;0.15;1
DOULEUR;2018;940100043;750712184;Consultation;396;2311;2315;2315;;;;;;;517;1473;2525;2455;70;;;;965;295;913;;115;115;;;;;;;181;50;70;2;2;3;3;1;1;3;;;;1;;;;;;;;;;;;;;;;;;;;2.6;2;3;3;1.5;1
DOULEUR;2018;940100068;750712184;Consultation;;;1271;957;314;;;;;;;;0;;;;;;;;;;1271;957;314;;;;;;0;0;;1;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;1;;;
DOULEUR;2018;950000307;950110015;Consultation;;171;117;117;;;;;;;334;70;2420;2420;;;;160;1114;423;;;8;8;;;;;;;0;0;160;1;1;0;0;0;0;3;0;1;1;1;3;;;;;;;;;;;;;;;;;;;1.4;1;0.6;0.6;0.6;1.4
DOULEUR;2018;950000323;950013870;Consultation;;;0;;;;;;;;468;192;1416;1416;;;;;506;281;;;0;;;;;;;;105;62;280;1;;2;2;;;5;2;0;0;2;6;;;;;;;;;;;;;;;;;;;2.92;2;2;2;0.8;0.81
DOULEUR;2018;950000331;950110049;Consultation;;;0;;;;;;;;418;611;1355;1355;;;;;605;272;;;0;;;;;;;;0;0;62;;;1;1;;;3;2;;;1;1;;;;;;;;;;;;;;;;;;;0.8;0.6;1;1;0.4;0.3
DOULEUR;2018;950000364;950110080;Consultation;;;0;;;;;;;;230;208;1008;929;79;;;145;401;246;;;157;157;;;;;84;15;0;0;;;;1;1;0;0;1;5;;0;0;0;;;;;;;;;;;;;;;;;;;0.5;0.55;0.5;0.5;0;0.47
DOULEUR;2018;970100020;970100152;Consultation;;;0;;;;;;;;;;140;140;;;;;70;44;;;0;;;;;;;;0;0;;;;;;;;1;;1;1;;;;;;;;;;;;;;;;;;;;;0.2;;0.2;0.2;;
DOULEUR;2018;970100442;970100228;Consultation;14;327;0;;;;;;49;44;73;97;0;;;;;;446;157;;4;0;;;;;;4;3;0;0;;2;2;4;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1.5;0.5;
DOULEUR;2018;970211215;970211207;Centre;;14;13;13;;;;;;;136;535;2459;2459;;;;;632;361;;;0;;;;;;;;0;0;;3;;1;;1;3;1;;;;;;;;;;;;;;;;;;;;;;;;3.74;;1;;1;2.5
DOULEUR;2018;970400024;970408589;Consultation;1;;93;93;;;;;;;206;;1370;1370;;;;;;;;;0;;;;;;;;0;0;;1;;1;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;1.31;;1.5;;0.5;1
DOULEUR;2018;970400065;970421038;Consultation;;;0;;;;;;;;410;;1671;1671;0;;;135;444;166;;;0;;;;;;;;0;0;153;;0;0;0;0;1;4;3;0;;1;1;;;;;;;;;;;;;;;;;;;1;0.8;0;;0.5;1.6
DOULEUR;2018;970400081;970408589;Centre;;1;2;2;;;;;;;347;1108;2737;2737;;;;;846;;23;12;98;98;;;;;59;;0;0;;;;1;1;;4;4;2;;;1;;;;;;;;;;;;;;;;;;;;2;1.6;1;1;0.5;1.5
DOULEUR;2018;970462107;970400305;Centre;;;0;;;;;;;;;;1118;1107;11;;;;502;276;;;0;;;;;;;;0;0;;0;0;1;1;;1;2;1;1;;1;3;;;;;;;;;;;;;;;;;;;1;1;1;1;0.5;2.3
DOULEUR;2016;010000024;010780054;Consultation;32;;53;53;;;;;;;442;553;673;673;0;;;10;286;108;;;0;;;;;;;;0;0;10;3;;;;;1;;;3;;1;;;;;;;;;;;;;;;;;;;;0.7;;1.1;;0.75;1
DOULEUR;2016;020000162;020000063;Consultation;0;53;53;53;0;;;0;53;53;752;987;1061;1011;50;;;19;677;285;1;1;1;1;0;;;0;6;4;239;106;3;1;1;0;;0;0;1;1;1;;1;2;;;;;;;;;;;;;;;;;;;1.15;1.15;0.5;;0.79;0.97
DOULEUR;2016;020000394;020000253;Consultation;;;0;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;286;128;;0;0;2;0;;;1;0;3;0;;;;;;;;;;;;;;;;;;;;;0.5;0;3.11;0;;
DOULEUR;2016;020000519;020000261;Consultation;;475;1678;1678;;;;475;;;535;452;4292;4292;;;;;1312;374;;;10;10;;;;;10;;0;0;;4;4;1;1;;2;7;5;2;;1;3;;;;;;;;;;;;;;;;;;;4.75;4.75;2.4;1;0.9;3.1
DOULEUR;2016;020001061;020004404;Consultation;;;0;;;;;;;;108;137;525;525;;;;712;307;;;;0;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.82;;0.2;0.2;0.35;0.2
DOULEUR;2016;020001087;020004495;Consultation;;;21;21;;;;;;;31;;745;732;13;;;;241;115;;;3;3;;;;;;;0;0;0;;;;;;;4;;1;;;1;;;;;;;;;;;;;;;;;;;0.4;;0.2;;;0.2
DOULEUR;2016;030000061;030780092;Centre;6;293;65;65;0;;;49;49;49;461;352;1648;1648;0;;;258;573;360;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;0.8;0.8;1.33;1.33;0.5;0.82
DOULEUR;2016;030000079;030780100;Consultation;;0;4;4;;;;;4;;;990;659;659;;;;;449;;;0;2;2;;;;;2;;28;22;0;;;;;;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0.8;0.8;;0.5
DOULEUR;2016;050000348;050002948;Consultation;0;286;0;0;0;;;0;0;0;192;938;635;635;0;;;0;383;181;0;0;0;0;0;;;0;0;0;0;0;5;0;0;1;0;0;0;2;0;1;0;0;2;;;;;;;;;;;;;;;;;;;0.59;0;1.3;0;0;0.51
DOULEUR;2016;060000510;060780954;Consultation;24;;0;;;;;;;;529;;1050;1050;;;;22;485;;;;0;;;;;;;;279;80;22;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.84;3;;;;
DOULEUR;2016;060000528;060780962;Consultation;1649;928;1425;1268;157;;;70;850;700;924;216;1330;1049;281;;;;;;0;0;0;0;0;;;0;0;0;0;0;410;;;3;3;2;3;3;2;;;;1;;;;;;;;;;;;;;;;;;;0.45;0.35;0.3;0.3;0.3;1.58
DOULEUR;2016;060780947;060800174;;;;0;;;;;;;;;;1093;1093;;;;;;;;;1093;1093;;;;;;;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;;;;;
DOULEUR;2016;060788957;060785011;;0;81;1227;1227;0;;;0;652;652;1301;2330;10454;10356;98;;;570;4405;1848;0;229;1471;1471;0;;;120;514;373;2131;526;122;6;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;7.62;;;;;
DOULEUR;2016;080000425;080000615;;0;0;0;0;0;;;0;0;0;130;459;557;557;0;;;0;257;153;0;0;0;0;0;;;0;0;0;10;5;0;2;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;0.4;0.3;;;;0.1
DOULEUR;2016;090000175;090781774;;;16;27;27;;;;;30;;235;444;745;745;;;;;461;202;;;0;;;;;;;;0;0;0;;;;;;;2;1;1;;1;1;;;;;;;;;;;;;;;;;;;0.5;0.3;0.6;;0.2;0.5
DOULEUR;2016;100000090;100000017;Centre;;15;1687;1687;;;;30;887;;;1282;0;;;;;45;;;;2;0;;;;;5;;;0;0;45;;;1;1;1;1;3;;0;0;0;1;;;;;;;;;;;;;;;;;;;1.23;;1;1;1;1.2
DOULEUR;2016;110000023;110780061;Consultation;10;14;126;126;0;;;;106;104;572;405;1253;1253;0;;;;512;371;0;0;18;18;0;;;;7;6;0;0;;;;;;;;2;2;1;1;1;1;;;;;;;;;;;;;;;;;;;0.6;0.6;0.5;0.5;0.5;0.5
DOULEUR;2016;110000056;110780137;Consultation;;35;21;21;;;;;;;205;1453;1013;1013;;;;350;350;219;;;0;;;;;;;;0;0;10;;;;;;;1;;4;;;;;;;;;;;;;;;;;;;;;;0.6;;2.2;;;
DOULEUR;2016;120000039;120780044;Consultation;;40;40;40;;;;;;;473;984;730;730;;;;;392;223;;3;3;3;;;;;;;0;0;90;1;1;0;0;0;0;1;1;3;0;1;2;;;;;;;;;;;;;;;;;;;1.9;1.9;0.8;0;0.25;0.44
DOULEUR;2016;120004569;120004528;Consultation;;;0;;;;;;;;109;590;578;443;135;;;71;233;49;;;0;;;;;;;;0;0;71;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;0.2;;0.5;;0.2;
DOULEUR;2016;120004668;120004619;Consultation;;;0;;;;;;;;297;1012;877;742;135;;;71;368;76;;;0;;;;;;;;0;0;71;;;1;1;;;4;1;;;1;1;;;;;;;;;;;;;;;;;;;0.5;0.1;1;1;0.1;0.5
DOULEUR;2016;130000409;130041916;Consultation;1036;1419;1805;1805;0;;;130;464;3;1086;402;3065;2332;733;;;119;916;361;;;0;;;;;;;;538;180;215;1;0;2;;;2;5;1;;;2;1;;;;;;;;;;;;;;;;;;;2.53;0.2;1.82;;1;2.5
DOULEUR;2016;130001225;130782634;Consultation;100;66;296;296;;;;;116;93;403;296;962;962;;;;;438;225;;;0;;;;;;;;0;0;116;;;;;;;3;3;2;2;;;;;;;;;;;;;;;;;;;;;0.5;0.5;1;1;;
DOULEUR;2016;130001647;130784127;Consultation;536;52;862;862;0;;;0;364;161;134;0;824;824;0;;;0;465;263;;0;0;0;;;;0;;;0;0;34;;;;;;4;2;;4;;4;;;;;;;;;;;;;;;;;;;;1.1;;0.8;;0.5;2.2
DOULEUR;2016;130043664;130002157;Consultation;49;125;127;127;;;;;54;44;6;0;401;401;;;;;199;21;;;0;;;;;;;;0;0;;;;;;;;2;2;3;1;1;;;;;;;;;;;;;;;;;;;;0.2;0.2;0.3;0.1;0.1;
DOULEUR;2016;130783293;130786049;Centre;656;1365;8122;8084;38;;;42;4570;2438;;;0;;;;;;;;;;0;;;;;;;;628;186;;3;3;2;2;1;0;5;5;1;0;0;4;;;;;;;;;;;;;;;;;;;4.75;4.75;2.15;2;1;2.86
DOULEUR;2016;130784051;130037823;Consultation;;;0;;;;;;;;;;146;146;;;;;67;64;;;0;;;;;;;;0;0;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;
DOULEUR;2016;130785652;130014228;Consultation;;;0;;;;;;;;318;;1876;1876;;;;;851;465;;;0;;;;;;;;205;151;;2;;4;;;2;;;2;;;;;;;;;;;;;;;;;;;;;;2;;5.46;;;1.85
DOULEUR;2016;140000027;140000035;Consultation;35;340;542;542;0;;;76;253;92;289;652;1174;1149;25;;;162;580;230;6;16;20;20;0;;;10;11;10;0;0;0;1;1;0;0;0;1;;0;2;2;1;0;;;;;;;;;;;;;;;;;;;0.5;0.5;1.84;1.84;0.4;0.5
DOULEUR;2016;140000233;140000118;Consultation;;;0;;;;;;;;39;226;373;373;;;;;132;93;;;0;;;;;;;;0;0;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;;0.53;;;
DOULEUR;2016;140000555;140000639;Consultation;;324;296;292;4;;;26;181;26;64;412;1191;1178;13;;;219;482;223;;;0;;;;;;;;0;0;;0;;1;1;;0;4;4;1;1;2;0;;;;;;;;;;;;;;;;;;;1.3;1.3;1.2;1.2;0.2;
DOULEUR;2016;140004383;140000100;Centre;2;79;203;184;19;;;0;136;136;606;934;4406;3630;776;;;269;1391;1347;0;30;654;249;405;;;110;279;202;0;0;103;1;1;1;1;;3;6;6;;;2;1;;;;;;;;;;;;;;;;;;;3.48;3.48;1;1;1;1.53
DOULEUR;2016;140016759;140003146;Consultation;;;0;;;;;;;;56;331;827;827;0;;;10;284;284;;;0;;;;;;;;0;0;10;;;;;;;3;2;1;1;1;;;;;;;;;;;;;;;;;;;;1.15;1;0.5;0.5;0.5;
DOULEUR;2016;140024886;140000092;Centre;9;246;178;178;0;;;;105;33;732;1032;2557;2557;;;;321;827;236;;24;18;18;;;;;10;;288;175;199;2;2;1;1;;1;5;1;1;0;2;2;;;;;;;;;;;;;;;;;;;2.95;2.3;1.5;1;0.74;1.74
DOULEUR;2016;150000040;150780096;Consultation;36;;15;14;1;;;;26;;476;;639;639;;;;;479;;;;0;;;;;;;;0;0;3;1;1;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;0.6;0.6;;;0.51;0.6
DOULEUR;2016;160000253;160000451;Consultation;0;0;0;0;0;;;;0;;245;273;699;699;0;;;;432;181;0;0;0;0;0;;;0;0;0;0;0;37;;;2;1;;1;1;;1;;2;;;;;;;;;;;;;;;;;;;;0.3;;0.9;0.5;0.35;0.5
DOULEUR;2016;160013207;160001632;Centre;;;0;;;;;;136;39;;;0;;;;;;;;;;0;;;;;;;;0;0;;;;1;1;;;2;1;;;;;;;;;;;;;;;;;;;;;;;0.89;0.57;1;1;;
DOULEUR;2016;170000087;170024194;Consultation;;376;142;142;;;;;111;;861;107;1538;1538;;;;;600;350;;;0;;;;;;;;0;0;;1;1;1;1;0;1;2;2;;;1;;;;;;;;;;;;;;;;;;;;2;2;0.25;0.25;0.95;0.5
DOULEUR;2016;170000103;170780175;Consultation;;;0;;;;;;;;152;220;289;289;;;;;404;64;;;0;;;;;;;;0;0;;2;;16;;1;1;0;;3;;0;0;;;;;;;;;;;;;;;;;;;0.75;;0.54;;0.5;0.04
DOULEUR;2016;180000010;180000028;Consultation;75;33;79;79;;;;;;;982;843;1929;1929;;;;316;1001;316;;5;0;;;;;5;;5;0;0;4;1;1;1;1;;0;1;0;0;0;2;1;;;;;;;;;;;;;;;;;;;1.11;1;1;1;1.1;0.5
DOULEUR;2016;190000018;190000042;Consultation;10;13;52;52;0;;;0;27;5;331;973;724;724;0;;;10;343;56;4;650;55;55;0;;;0;32;5;0;0;0;2;2;2;;;3;;;;;1;;;;;;;;;;;;;;;;;;;;0.44;0.44;0.8;;0.43;0.5
DOULEUR;2016;210987558;210780581;Consultation;;;0;;;;;;;;;1873;3643;3643;;;;;1529;;;;0;;;;;;;;0;0;24;7;4;1;1;1;4;6;;1;1;;1;;;;;;;;;;;;;;;;;;;2.7;1.9;1;1;0.5;2.2
DOULEUR;2016;210987731;210780417;Centre;;;0;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;310;239;;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.8;5;;;;
DOULEUR;2016;220000012;220000020;Consultation;0;348;249;248;1;;;;182;110;181;580;1101;1026;75;;;;626;328;0;2;8;8;0;;;;7;6;0;0;163;2;1;;;;;2;;2;2;1;;;;;;;;;;;;;;;;;;;;0.68;0.4;1.5;1.5;0.3;
DOULEUR;2016;220012884;220000103;Consultation;;;0;;;;;;;;268;355;1154;1154;;;;;733;235;;;0;;;;;;;;0;0;;;;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5;0.3;0.21
DOULEUR;2016;230000820;230780041;Consultation;;;0;;;;;;;;290;599;706;706;;;;50;388;173;;;0;;;;;;;;0;0;9;1;1;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;0.4;0.4;1.5;;0.4;0.3
DOULEUR;2016;240000372;240000059;Consultation;;;0;;;;;;;;;;163;163;;;;;72;;;;0;0;;;;;0;;0;0;0;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;0.1;;0.2;;;
DOULEUR;2016;240000489;240000117;Consultation;;89;124;124;0;;;20;;;609;995;782;782;0;;;25;382;192;;;0;;;;;4;;;0;0;0;;;2;0;1;1;4;;0;0;0;0;;;;;;;;;;;;;;;;;;;1.08;;2;0;0.5;0.3
DOULEUR;2016;240000687;240000448;Centre;;;9;9;;;;;;;64;9;84;84;;;;;45;;;;0;;;;;;;;0;0;;;;;;;;1;;1;;;1;;;;;;;;;;;;;;;;;;;0.1;;0.36;;;0.11
DOULEUR;2016;250000114;900000365;Centre;;365;886;886;;;;64;239;193;968;3568;4997;4997;;;;580;1191;580;;9;34;34;;;;;;;72;48;150;1;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;2.18;;;;;
DOULEUR;2016;250000700;250000452;Consultation;;;128;128;;;;;;;594;598;2260;2260;;;;50;634;239;;;0;;;;;;;;0;0;3;1;1;;;;;;;2;1;1;1;;;;;;;;;;;;;;;;;;;1;1;0.97;1;0.5;0.5
DOULEUR;2016;250006954;250000015;Centre;3;2;194;191;3;;;13;153;143;893;410;3232;2968;264;;;128;1554;862;2;9;281;281;0;;;3;123;83;1541;549;84;;;;;;;4;4;2;2;2;2;;;;;;;;;;;;;;;;;;;1.9;1.9;1;1;0.98;0.7
DOULEUR;2016;260000013;260000021;Centre;113;118;58;58;0;;;35;52;50;1017;1492;2012;2012;0;;;105;856;428;1130;1610;2070;2070;0;;;140;908;478;0;0;14;;;1;1;;;5;3;2;2;2;2;;;;;;;;;;;;;;;;;;;1.4;3;1.5;1.5;1.1;1
DOULEUR;2016;270000359;270023724;Consultation;;;1508;1508;;;;;328;266;251;80;1163;1163;;;;;603;271;2;;22;22;;;;;6;5;0;0;;;;;;;;2;1;1;1;2;1;;;;;;;;;;;;;;;;;;;1;0.5;0.9;0.9;0.75;0.5
DOULEUR;2016;280000084;280000183;;21;94;33;33;;;;;83;6;713;578;1134;1134;;;;;593;250;;1;7;7;;;;;5;5;0;0;297;;;1;;;;6;4;1;1;2;1;;;;;;;;;;;;;;;;;;;1.36;0.8;1.51;0.5;1;0.2
DOULEUR;2016;280504267;280000134;Consultation;46;44;9;9;;;;;53;41;809;639;1473;1473;;;;;881;437;3;1;13;13;;;;;10;4;0;0;;;;1;;;;5;5;;;;;;;;;;;;;;;;;;;;;;;1.2;1.2;0.84;;;
DOULEUR;2016;290000025;290020700;Consultation;12;143;181;41;140;;;;42;34;349;433;2005;2005;;;;92;865;559;2;1;13;13;;;;;8;7;0;0;83;0;0;2;0;0;1;8;3;3;0;1;2;;;;;;;;;;;;;;;;;;;1.1;0.5;4.38;0;0.3;2.53
DOULEUR;2016;290000033;290021542;Consultation;0;7;9;9;;;;;9;8;218;158;753;753;;;;;361;182;2;6;9;9;;;;;5;2;0;0;;;;1;1;1;1;1;1;0;0;0;0;;;;;;;;;;;;;;;;;;;0.5;0.5;0.2;0.2;0.2;0.5
DOULEUR;2016;290000728;750821092;Consultation;;1;35;35;;;;;19;13;0;50;626;555;71;;;144;239;174;;;11;7;4;;;;;;0;0;4;;;;;;;4;1;1;;;1;;;;;;;;;;;;;;;;;;;0.43;0.1;0.1;;;0.1
DOULEUR;2016;290004324;290000017;Centre;1;218;0;;;;;;109;;633;808;0;;;;;;1459;784;201;74;0;;;;;;165;93;571;170;;9;4;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;2.6;1.2;;;;3.2
