BOR;AN;nofinesset;nofinessej;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2016;130804297;130786049;122AX;;;;1;;;;;0;;
DIALYSE;2016;130804297;130786049;122BE;;;;1;;;;;;;
DIALYSE;2016;130804297;130786049;TOT;0;;;;;;361;0;;7;3
DIALYSE;2016;130804297;130786049;VACAN;;;;4;;;;;;;
DIALYSE;2016;130806029;130006794;112AX;;;;1;1;170;;;;;
DIALYSE;2016;130806029;130006794;1130X;;;;19;32;4425;;;;;
DIALYSE;2016;130806029;130006794;1140X;;;;13;9;1419;;;;;
DIALYSE;2016;130806029;130006794;TOT;0;;;;;;;2;;18;0
DIALYSE;2016;130806078;130016058;1130X;;;;24;69;6474;;;;;
DIALYSE;2016;130806078;130016058;1140X;;;;0;0;4673;;;;;
DIALYSE;2016;130806078;130016058;TOT;0;;;;;;0;0;;22;0
DIALYSE;2016;130806318;130006794;1210;;;;;1;;;;46;;
DIALYSE;2016;130806318;130006794;121CA;;;;4;1;;;;46;;
DIALYSE;2016;130806318;130006794;TOT;0;;;;;;;;;0;0
DIALYSE;2016;130806417;130006810;1140X;;;;8;12;1813;;;;;
DIALYSE;2016;130809809;130007156;112AX;;;;1;0;38;;;;;
DIALYSE;2016;130809809;130007156;112BA;;;;24;113;16938;;;;;
DIALYSE;2016;130809809;130007156;1130X;;;;12;28;4271;;;;;
DIALYSE;2016;130809809;130007156;1150A;;;;1;;;;;;;
DIALYSE;2016;130809809;130007156;TOT;0;;;;;;0;2;;;
DIALYSE;2016;130810104;130001415;1150A;;;;1;1;181;;;;;
DIALYSE;2016;130811680;130029218;1140X;;;;6;4;619;;;;;
DIALYSE;2016;130811797;130006562;1140X;;;;6;17;2372;;;;;
DIALYSE;2016;140000027;140000035;112AX;;;;1;0;24;;;;;
DIALYSE;2016;140000027;140000035;112BA;;;;15;56;7117;;;;;
DIALYSE;2016;140000027;140000035;1130X;;;;8;8;1053;;;;;
DIALYSE;2016;140000027;140000035;1140X;;;;;24;;;;;;
DIALYSE;2016;140000027;140000035;1210;;;;;20;;;;;;
DIALYSE;2016;140000027;140000035;121AA;;;;;4;;;;;;
DIALYSE;2016;140000027;140000035;121CA;;;;;16;;;;;;
DIALYSE;2016;140000027;140000035;122AX;;;;1;0;;;;57;;
DIALYSE;2016;140000027;140000035;122BA;;;;1;1;;;;33;;
DIALYSE;2016;140000027;140000035;TOT;0;;;;;;696;1;;17;2
DIALYSE;2016;140000209;140000100;112AX;;;;2;7;754;;;;;
DIALYSE;2016;140000209;140000100;112BA;;;;24;96;13408;;;;;
DIALYSE;2016;140000209;140000100;1130X;;;;8;17;3548;;;;;
DIALYSE;2016;140000209;140000100;122BA;;;;3;29;;;;209;;
DIALYSE;2016;140000209;140000100;TOT;0;;;;;;2522;3;;59;24
DIALYSE;2016;140002254;140000852;1130X;;;;10;10;1728;;;;;
DIALYSE;2016;140002254;140000852;1140X;;;;10;47;7191;;;;;
DIALYSE;2016;140002254;140000852;1150A;;;;17;17;4762;;;;;
DIALYSE;2016;140002254;140000852;1210;;;;;52;;;;2472;;
DIALYSE;2016;140002254;140000852;121AA;;;;;28;;;;1446;;
DIALYSE;2016;140002254;140000852;121CA;;;;24;24;;;;1026;;
DIALYSE;2016;140002254;140000852;TOT;0;;;;;;;;;;
DIALYSE;2016;140017237;140003278;112BA;;;;28;97;14587;;;;;
DIALYSE;2016;140017237;140003278;1130X;;;;4;6;473;;;;;
DIALYSE;2016;140017237;140003278;TOT;0;;;;;;2;;;;
DIALYSE;2016;140027434;140000852;1140X;;;;10;13;2862;;;;;
DIALYSE;2016;140027434;140000852;1210;;;;;21;;;;1112;;
DIALYSE;2016;140027434;140000852;121AA;;;;;5;;;;278;;
DIALYSE;2016;140027434;140000852;121CA;;;;16;16;;;;834;;
DIALYSE;2016;140027434;140000852;TOT;0;;;;;;;;;;
DIALYSE;2016;140028895;140000852;1140X;;;;10;14;1789;;;;;
DIALYSE;2016;150000040;150780096;TOT;0;;;;;;4;;;;
DIALYSE;2016;150001758;630000990;112AX;;;;;;119;;;;;
DIALYSE;2016;150001758;630000990;1130X;;;;4;19;2639;;;;;
DIALYSE;2016;150001758;630000990;1140X;;;;6;5;1552;;;;;
DIALYSE;2016;150001758;630000990;TOT;1;5;111;;;;;;;;
DIALYSE;2016;150780732;150000271;112AX;;;;2;;0;;;;;
DIALYSE;2016;150780732;150000271;112BA;;;;18;70;10475;;;;;
DIALYSE;2016;150780732;150000271;1140X;;;;17;17;2916;;;;;
DIALYSE;2016;150780732;150000271;TOT;0;;;;;;0;;;;
DIALYSE;2016;160000253;160000451;112AX;;;;2;2;173;;;;;
DIALYSE;2016;160000253;160000451;112BA;;;;21;81;12204;;;;;
DIALYSE;2016;160000253;160000451;1150A;;;;;;14;;;;;
DIALYSE;2016;160000253;160000451;122AX;;;;1;1;;;;23;;
DIALYSE;2016;160000253;160000451;122BA;;;;1;1;;;;127;;
DIALYSE;2016;160000253;160000451;TOT;1;2;88;;;;615;1;;43;8
DIALYSE;2016;160006110;860000348;112AX;;;;1;0;8;;;;;
DIALYSE;2016;160006110;860000348;1130X;;;;11;42;6311;;;;;
DIALYSE;2016;160006110;860000348;1140X;;;;6;18;3164;;;;;
DIALYSE;2016;160006110;860000348;1150A;;;;1;1;269;;;;;
DIALYSE;2016;160006110;860000348;1210;;;;;11;;;;460;;
DIALYSE;2016;160006110;860000348;121AA;;;;;6;;;;260;;
DIALYSE;2016;160006110;860000348;121CA;;;;6;5;;;;200;;
DIALYSE;2016;160006110;860000348;TOT;0;;;;;;;;;50;8
DIALYSE;2016;160012159;860000348;112AX;;;;1;0;28;;;;;
DIALYSE;2016;160012159;860000348;1130X;;;;8;20;1994;;;;;
DIALYSE;2016;160012159;860000348;1140X;;;;6;6;1345;;;;;
DIALYSE;2016;160012159;860000348;TOT;0;;;;;;;;;16;
DIALYSE;2016;170000087;170024194;112AX;;;;2;2;150;;;;;
DIALYSE;2016;170000087;170024194;112BA;;;;24;86;14708;;;;;
DIALYSE;2016;170000087;170024194;1150A;;;;1;;;;;;;
DIALYSE;2016;170000087;170024194;122AX;;;;1;20;;;;20;;
DIALYSE;2016;170000087;170024194;122BA;;;;;6;;;;;;
DIALYSE;2016;170000087;170024194;TOT;0;;;;;;1287;;;;
DIALYSE;2016;170000103;170780175;112AX;;;;2;;101;;;;;
DIALYSE;2016;170000103;170780175;112BA;;;;14;;10952;;;;;
DIALYSE;2016;170000103;170780175;112BE;;;;;;7;;;;;
DIALYSE;2016;170000103;170780175;1210;;;;;12;;;;661;;
DIALYSE;2016;170000103;170780175;121AA;;;;;7;;;;;;
DIALYSE;2016;170000103;170780175;121CA;;;;1;5;;;;;;
DIALYSE;2016;170000103;170780175;122AX;;;;1;1;;;;32;;
DIALYSE;2016;170000103;170780175;122BA;;;;1;1;;;;;;
DIALYSE;2016;170000103;170780175;TOT;0;;;;;;93;1;;77;12
DIALYSE;2016;170785059;170000988;1130X;;;;8;23;3816;;;;;
DIALYSE;2016;170785059;170000988;1140X;;;;6;23;3206;;;;;
DIALYSE;2016;170785059;170000988;1150A;;;;1;1;359;;;;;
DIALYSE;2016;170785059;170000988;1210;;;;;30;;;;1385;;
DIALYSE;2016;170785059;170000988;121AA;;;;;22;;;;1008;;
DIALYSE;2016;170785059;170000988;121CA;;;;8;8;;;;377;;
DIALYSE;2016;170785059;170000988;TOT;0;;;;;;;;;15;
DIALYSE;2016;170785059;170000988;VACAN;;;;;1;618;;;;;
DIALYSE;2016;170792212;170000988;1130X;;;;8;36;5426;;;;;
DIALYSE;2016;170792212;170000988;1140X;;;;6;18;2705;;;;;
DIALYSE;2016;170792212;170000988;TOT;0;;;;;;;;;14;2
DIALYSE;2016;170792212;170000988;VACAN;;;;;;85;;;;;
DIALYSE;2016;170794929;170000988;1130X;;;;8;15;2156;;;;;
DIALYSE;2016;170794929;170000988;1140X;;;;6;11;1548;;;;;
DIALYSE;2016;170794929;170000988;TOT;0;;;;;;;;;7;
DIALYSE;2016;170794929;170000988;VACAN;;;;;;663;;;;;
DIALYSE;2016;170795165;170000988;1140X;;;;6;9;1332;;;;;
DIALYSE;2016;170795165;170000988;TOT;0;;;;;;;;;5;
DIALYSE;2016;170795165;170000988;VACAN;;;;;;83;;;;;
DIALYSE;2016;170802656;170000988;1130X;;;;4;4;600;;;;;
DIALYSE;2016;170802656;170000988;1140X;;;;6;17;2599;;;;;
DIALYSE;2016;170802656;170000988;TOT;0;;;;;;;;;6;
DIALYSE;2016;170802656;170000988;VACAN;;;;;;86;;;;;
DIALYSE;2016;170804090;170000988;1140X;;;;6;8;1499;;;;;
DIALYSE;2016;170804090;170000988;TOT;0;;;;;;;;;4;
DIALYSE;2016;170804090;170000988;VACAN;;;;;;236;;;;;
DIALYSE;2016;180000010;180000028;112BA;;;;20;44;12647;;;;;
DIALYSE;2016;180000010;180000028;AUTRE;;;;;48;6597;;;;;
DIALYSE;2016;180000010;180000028;TOT;0;;;;;;975;;;43;
DIALYSE;2016;180005662;370001067;1140X;;;;10;21;3563;;;;;
DIALYSE;2016;180005662;370001067;TOT;0;;;;;;;;;1;
DIALYSE;2016;180005811;370001067;1140X;;;;5;13;2130;;;;;
DIALYSE;2016;180005811;370001067;TOT;0;;;;;;;;;1;
DIALYSE;2016;180005829;370001067;112AX;;;;1;0;84;;;;;
DIALYSE;2016;180005829;370001067;1130X;;;;17;30;5064;;;;;
DIALYSE;2016;180005829;370001067;1140X;;;;17;10;1491;;;;;
DIALYSE;2016;180005829;370001067;TOT;0;;;;;;;1;;11;
DIALYSE;2016;180006397;370001067;1140X;;;;5;15;2186;;;;;
DIALYSE;2016;180006397;370001067;TOT;0;;;;;;;;;2;
DIALYSE;2016;180008476;330057597;1140X;;;;6;8;1037;;;;;
DIALYSE;2016;190000018;190000042;112BA;;;;16;64;9154;;;;;
DIALYSE;2016;190000018;190000042;112BE;;;;;0;130;;;;;
DIALYSE;2016;190000018;190000042;1210;;;;;24;;;;1271;;
DIALYSE;2016;190000018;190000042;121AA;;;;;3;;;;150;;
DIALYSE;2016;190000018;190000042;121CA;;;;31;21;;;;1121;;
DIALYSE;2016;190000018;190000042;122AX;;;;;0;;;;6;;
DIALYSE;2016;190000018;190000042;122BA;;;;1;6;;;;556;;
DIALYSE;2016;190000018;190000042;TOT;0;;;;;;1091;;;32;10
DIALYSE;2016;190010512;870000700;1130X;;;;12;11;255;;;;;
DIALYSE;2016;190010512;870000700;1140X;;;;0;2;1890;;;;;
DIALYSE;2016;190010553;870000700;112AX;;;;1;1;124;;;;;
DIALYSE;2016;190010553;870000700;1130X;;;;12;68;10753;;;;;
DIALYSE;2016;190010553;870000700;1140X;;;;12;23;3453;;;;;
DIALYSE;2016;190010553;870000700;TOT;0;;;;;;0;0;;8;0
DIALYSE;2016;210001483;210012290;1140X;;;;3;3;472;;;;;
DIALYSE;2016;210001889;210012290;112AX;;;;4;6;920;;;;;
DIALYSE;2016;210001889;210012290;112BA;;;;12;44;6277;;;;;
DIALYSE;2016;210001889;210012290;TOT;0;;;;;;;;;41;
DIALYSE;2016;210001939;210012290;1130X;;;;12;18;2666;;;;;
DIALYSE;2016;210001939;210012290;1140X;;;;6;6;1496;;;;;
DIALYSE;2016;210001939;210012290;TOT;0;;;;;;;;;8;
DIALYSE;2016;210011847;210011839;TOT;0;;;;;;1;;;;
DIALYSE;2016;210780789;210003208;112AX;;;;2;;0;;;;;
DIALYSE;2016;210780789;210003208;1130X;;;;20;101;14644;;;;;
DIALYSE;2016;210780789;210003208;1140X;;;;10;9;2242;;;;;
DIALYSE;2016;210780789;210003208;1210;;;;;19;;;;1005;;
DIALYSE;2016;210780789;210003208;121AA;;;;;15;;;;816;;
DIALYSE;2016;210780789;210003208;121CA;;;;12;4;;;;189;;
DIALYSE;2016;210780789;210003208;122AX;;;;1;0;;;;30;;
DIALYSE;2016;210780789;210003208;TOT;0;;;;;;8;2;;36;8
DIALYSE;2016;210986360;210012290;1150A;;;;2;2;321;;;;;
DIALYSE;2016;210986360;210012290;1210;;;;;24;;;;1246;;
DIALYSE;2016;210986360;210012290;121AA;;;;;20;;;;990;;
DIALYSE;2016;210986360;210012290;121CA;;;;4;4;;;;256;;
DIALYSE;2016;210986360;210012290;TOT;0;;;;;;;;;;12
DIALYSE;2016;210987558;210780581;112BA;;;;24;91;15248;;;;;
DIALYSE;2016;210987558;210780581;1130X;;;;4;28;1294;;;;;
DIALYSE;2016;210987558;210780581;TOT;0;;;;;;1955;;;;
DIALYSE;2016;220000012;220000020;112BA;;;;25;120;14654;;;;;
DIALYSE;2016;220000012;220000020;121AA;;;;;;;;;7;;
DIALYSE;2016;220000012;220000020;121CA;;;;;;;;;2;;
DIALYSE;2016;220000012;220000020;122AX;;;;;5;;;;229;;
DIALYSE;2016;220000012;220000020;122BA;;;;;;;;;94;;
DIALYSE;2016;220000012;220000020;AUTRE;;;;;;113;;;;;
DIALYSE;2016;220000012;220000020;TOT;1;3;103;;;;1504;2;;58;4
DIALYSE;2016;220000012;220000020;VACAN;;;;;1;893;;;;;
DIALYSE;2016;220013106;350000626;1140X;;;;6;9;1047;;;;;
DIALYSE;2016;220013106;350000626;TOT;0;;;;;;;;;;3
DIALYSE;2016;220013130;350000626;1140X;;;;9;4;585;;;;;
DIALYSE;2016;220013155;350000626;1140X;;;;6;4;350;;;;;
DIALYSE;2016;220016778;350000626;112AX;;;;3;1;61;;;;;
DIALYSE;2016;220019558;350000626;112AX;;;;0;1;143;;;;;
DIALYSE;2016;220019558;350000626;1130X;;;;28;31;4388;;;;;
DIALYSE;2016;220019558;350000626;1140X;;;;0;12;1924;;;;;
DIALYSE;2016;220019558;350000626;TOT;0;;;;;;0;;;18;
DIALYSE;2016;220019848;350000626;112AX;;;;0;1;5;;;;;
DIALYSE;2016;220019848;350000626;1130X;;;;11;5;704;;;;;
DIALYSE;2016;220019848;350000626;TOT;0;;;;;;0;0;;1;
DIALYSE;2016;220020101;220000020;1130X;;;;8;10;1155;;;;;
DIALYSE;2016;220020119;220000020;1130X;;;;8;15;2117;;;;;
DIALYSE;2016;220020507;350000626;112AX;;;;0;1;202;;;;;
DIALYSE;2016;220020507;350000626;112BA;;;;18;24;3598;;;;;
DIALYSE;2016;220020507;350000626;1140X;;;;0;3;917;;;;;
DIALYSE;2016;220020507;350000626;TOT;0;;;;;;0;;;11;
DIALYSE;2016;220021976;350000626;1130X;;;;16;8;1046;;;;;
DIALYSE;2016;220021976;350000626;1140X;;;;16;2;631;;;;;
DIALYSE;2016;220021976;350000626;TOT;0;;;;;;0;;;4;
DIALYSE;2016;220022149;220000020;1130X;;;;8;10;1389;;;;;
DIALYSE;2016;230003576;870000700;1130X;;;;12;33;5314;;;;;
DIALYSE;2016;240002691;330000266;1140X;;;;14;14;2507;;;;;
DIALYSE;2016;240002725;330000266;1140X;;;;15;5;1052;;;;;
DIALYSE;2016;240003293;240013417;1140X;;;;9;12;1722;;;;;
DIALYSE;2016;240003301;240013417;1140X;;;;7;16;2225;;;;;
DIALYSE;2016;240006734;240000596;112BA;;;;42;153;22902;;;;;
DIALYSE;2016;240006734;240000596;112BE;;;;1;0;26;;;;;
DIALYSE;2016;240006734;240000596;TOT;0;;;;;;0;;;;
DIALYSE;2016;240013219;240013417;1130X;;;;9;39;5531;;;;;
DIALYSE;2016;240013219;240013417;1140X;;;;7;12;1720;;;;;
DIALYSE;2016;240013466;240013417;1140X;;;;13;20;3048;;;;;
DIALYSE;2016;250000114;900000365;112BA;;;;23;93;12189;;;;;
DIALYSE;2016;250000114;900000365;1130X;;;;8;4;1132;;;;;
DIALYSE;2016;250000114;900000365;1210;;;;;27;;;;1171;;
DIALYSE;2016;250000114;900000365;121AA;;;;;18;;;;798;;
DIALYSE;2016;250000114;900000365;121CA;;;;25;9;;;;373;;
DIALYSE;2016;250000114;900000365;122AX;;;;0;1;;;;163;;
DIALYSE;2016;250000114;900000365;122BA;;;;2;0;;;;491;;
DIALYSE;2016;250000114;900000365;TOT;0;;;;;;1298;1;;46;10
DIALYSE;2016;250006954;250000015;112BA;;;;25;94;11982;;;;;
DIALYSE;2016;250006954;250000015;122AX;;;;3;3;;;;0;;
DIALYSE;2016;250006954;250000015;122BA;;;;6;7;;;;317;;
DIALYSE;2016;250006954;250000015;TOT;0;;;;;;1956;;;23;22
DIALYSE;2016;250013448;210012290;1130X;;;;11;21;3219;;;;;
DIALYSE;2016;250013448;210012290;TOT;1;1;11;;;;;;;8;
DIALYSE;2016;250015526;210012290;112AX;;;;4;3;648;;;;;
DIALYSE;2016;250015526;210012290;1130X;;;;12;58;8308;;;;;
DIALYSE;2016;250015526;210012290;1140X;;;;4;4;591;;;;;
DIALYSE;2016;250015526;210012290;1150A;;;;7;7;1687;;;;;
DIALYSE;2016;250015526;210012290;1210;;;;;50;;;;2689;;
DIALYSE;2016;250015526;210012290;121AA;;;;;26;;;;1434;;
DIALYSE;2016;250015526;210012290;121CA;;;;24;24;;;;1255;;
DIALYSE;2016;250015526;210012290;122AX;;;;1;2;;;;123;;
DIALYSE;2016;250015526;210012290;TOT;0;;;;;;;;;45;27
DIALYSE;2016;250015534;210012290;1130X;;;;8;29;4265;;;;;
DIALYSE;2016;250015534;210012290;1150A;;;;2;;142;;;;;
DIALYSE;2016;250015534;210012290;1210;;;;;26;;;;1207;;
DIALYSE;2016;250015534;210012290;121AA;;;;;18;;;;818;;
DIALYSE;2016;250015534;210012290;121CA;;;;8;8;;;;389;;
DIALYSE;2016;250015534;210012290;TOT;0;;;;;;;;;32;16
DIALYSE;2016;260000120;260016910;112BA;;;;15;55;8113;;;;;
DIALYSE;2016;260000120;260016910;122AX;;;;1;7;;;;51;;
DIALYSE;2016;260000120;260016910;122BA;;;;1;22;;;;234;;
DIALYSE;2016;260000120;260016910;TOT;0;;;;;;508;;;23;
DIALYSE;2016;260001631;380793802;112AX;;;;2;4;480;;;;;
DIALYSE;2016;260001631;380793802;112BA;;;;18;30;5028;;;;;
DIALYSE;2016;260001631;380793802;1130X;;;;12;43;6379;;;;;
DIALYSE;2016;260001631;380793802;1150A;;;;1;1;210;;;;;
DIALYSE;2016;260001631;380793802;1210;;;;;15;;;;796;;
DIALYSE;2016;260001631;380793802;121AA;;;;;11;;;;647;;
DIALYSE;2016;260001631;380793802;121CA;;;;4;4;;;;149;;
DIALYSE;2016;260001631;380793802;122AX;;;;1;1;;;;233;;
DIALYSE;2016;260001631;380793802;122BA;;;;1;0;;;;12;;
DIALYSE;2016;260001631;380793802;AUTRE;;;;;26;3373;;;;;
DIALYSE;2016;260001631;380793802;TOT;0;;;;;;12;1;;8;3
DIALYSE;2016;260003140;380793802;1140X;;;;6;3;689;;;;;
DIALYSE;2016;260003215;380793802;112AX;;;;;0;2;;;;;
DIALYSE;2016;260003215;380793802;112BA;;;;19;42;7240;;;;;
DIALYSE;2016;260003215;380793802;1130X;;;;8;32;4710;;;;;
DIALYSE;2016;260003215;380793802;1210;;;;;14;;;;354;;
DIALYSE;2016;260003215;380793802;121AA;;;;;4;;;;93;;
DIALYSE;2016;260003215;380793802;121CA;;;;10;10;;;;261;;
DIALYSE;2016;260003215;380793802;122BA;;;;1;0;;;;7;;
DIALYSE;2016;260003215;380793802;AUTRE;;;;;27;2905;;;;;
DIALYSE;2016;260003215;380793802;TOT;0;;;;;;7;1;;;
DIALYSE;2016;260006820;380793802;112AX;;;;3;5;747;;;;;
DIALYSE;2016;260006820;380793802;1130X;;;;9;37;5354;;;;;
DIALYSE;2016;260006820;380793802;1140X;;;;11;15;2288;;;;;
DIALYSE;2016;260006820;380793802;1150A;;;;1;0;9;;;;;
DIALYSE;2016;260006820;380793802;1210;;;;;16;;;;798;;
DIALYSE;2016;260006820;380793802;121AA;;;;;10;;;;490;;
DIALYSE;2016;260006820;380793802;121CA;;;;6;6;;;;308;;
DIALYSE;2016;260006820;380793802;122BA;;;;1;0;;;;24;;
DIALYSE;2016;260006820;380793802;TOT;0;;;;;;24;;;16;
DIALYSE;2016;260006838;380793802;1140X;;;;8;4;1010;;;;;
DIALYSE;2016;260010418;690796552;1140X;;;;8;26;2327;;;;;
DIALYSE;2016;260012760;690796552;1140X;;;;6;8;1143;;;;;
DIALYSE;2016;260016993;380793802;1140X;;;;5;5;649;;;;;
DIALYSE;2016;270000359;270023724;112AX;;;;2;3;286;;;;;
DIALYSE;2016;270000359;270023724;112BA;;;;20;84;11183;;;;;
DIALYSE;2016;270000359;270023724;1130X;;;;11;41;5783;;;;;
DIALYSE;2016;270000359;270023724;1150A;;;;1;;;;;;;
DIALYSE;2016;270000359;270023724;122AX;;;;0;0;;;;32;;
DIALYSE;2016;270000359;270023724;122BA;;;;2;5;;;;0;;
DIALYSE;2016;270000359;270023724;TOT;0;;;;;;1702;2;;66;21
DIALYSE;2016;270000458;270023724;112AX;;;;1;0;0;;;;;
DIALYSE;2016;270000458;270023724;112BA;;;;8;20;2636;;;;;
DIALYSE;2016;270000458;270023724;TOT;0;;;;;;136;1;;;
DIALYSE;2016;270017338;140000852;1140X;;;;8;11;2233;;;;;
DIALYSE;2016;270017379;140000852;1140X;;;;6;14;1799;;;;;
DIALYSE;2016;270017429;140000852;1140X;;;;10;30;4573;;;;;
DIALYSE;2016;270017478;140000852;1140X;;;;10;31;4747;;;;;
DIALYSE;2016;270017478;140000852;1150A;;;;3;3;780;;;;;
DIALYSE;2016;270017478;140000852;1210;;;;;26;;;;1173;;
DIALYSE;2016;270017478;140000852;121AA;;;;;19;;;;844;;
DIALYSE;2016;270017478;140000852;121CA;;;;7;7;;;;329;;
DIALYSE;2016;270017478;140000852;TOT;0;;;;;;;;;;
DIALYSE;2016;280006594;280000852;1130X;;;;8;16;1541;;;;;
DIALYSE;2016;280006594;280000852;1140X;;;;6;11;2698;;;;;
DIALYSE;2016;280006594;280000852;TOT;0;;;;;;0;0;;16;
DIALYSE;2016;280502741;280000852;112AX;;;;2;1;433;;;;;
DIALYSE;2016;280502741;280000852;1130X;;;;12;25;2619;;;;;
DIALYSE;2016;280502741;280000852;1140X;;;;12;23;4227;;;;;
DIALYSE;2016;280502741;280000852;1150A;;;;2;;401;;;;;
DIALYSE;2016;280502741;280000852;TOT;1;2;32;;;;;;;;
DIALYSE;2016;280503848;280000852;1140X;;;;6;23;3123;;;;;
DIALYSE;2016;280503848;280000852;TOT;1;2;16;;;;;;;;
DIALYSE;2016;280504267;280000134;112BA;;;;20;149;11212;;;;;
DIALYSE;2016;280504267;280000134;112BE;;;;1;1;68;;;;;
DIALYSE;2016;280504267;280000134;1210;;;;;0;;;;16;;
DIALYSE;2016;280504267;280000134;121AA;;;;;5;;;;16;;
DIALYSE;2016;280504267;280000134;121CA;;;;1;1;;;;16;;
DIALYSE;2016;280504267;280000134;122BA;;;;1;1;;;;27;;
DIALYSE;2016;280504267;280000134;TOT;0;;;;;;1136;2;;69;4
DIALYSE;2016;280504309;280000852;1130X;;;;8;15;1248;;;;;
DIALYSE;2016;280504309;280000852;1140X;;;;6;6;1537;;;;;
DIALYSE;2016;280504689;750043994;112AX;;;;2;;0;;;;;
DIALYSE;2016;280504689;750043994;112BA;;;;17;67;11244;;;;;
DIALYSE;2016;280504689;750043994;1130X;;;;8;12;1897;;;;;
DIALYSE;2016;280504689;750043994;TOT;0;;;;;;0;1;;;
DIALYSE;2016;290000025;290020700;112BA;;;;16;66;8692;;;;;
DIALYSE;2016;290000025;290020700;122BA;;;;1;0;;;;123;;
DIALYSE;2016;290000025;290020700;TOT;0;;;;;;878;2;;28;8
DIALYSE;2016;290000850;330031089;112BA;;;;16;52;7441;;;;;
DIALYSE;2016;290000850;330031089;1130X;;;;8;4;616;;;;;
DIALYSE;2016;290000850;330031089;TOT;0;;;;;;0;0;;19;0
DIALYSE;2016;290000975;290000546;112BA;;;;8;28;4347;;;;;
DIALYSE;2016;290000975;290000546;TOT;0;;;;;;30;;;;
DIALYSE;2016;290004324;290000017;112BA;;;;12;49;6970;;;;;
DIALYSE;2016;290004324;290000017;TOT;0;;;;;;1602;0;;;
DIALYSE;2016;290005131;350000626;112AX;;;;0;2;514;;;;;
DIALYSE;2016;290005131;350000626;112BA;;;;20;20;5186;;;;;
DIALYSE;2016;290005131;350000626;1130X;;;;0;8;1505;;;;;
DIALYSE;2016;290005131;350000626;TOT;0;;;;;;0;0;;7;
DIALYSE;2016;290005172;350000626;1140X;;;;24;24;3710;;;;;
DIALYSE;2016;290005172;350000626;TOT;0;;;;;;;;;2;
DIALYSE;2016;290005230;350000626;1130X;;;;0;8;1153;;;;;
DIALYSE;2016;290005230;350000626;1140X;;;;11;9;1309;;;;;
DIALYSE;2016;290005230;350000626;TOT;0;;;;;;0;;;7;
DIALYSE;2016;290018555;350000626;1130X;;;;20;6;395;;;;;
DIALYSE;2016;290018555;350000626;1140X;;;;0;15;838;;;;;
DIALYSE;2016;290018555;350000626;TOT;0;;;;;;0;;;8;
DIALYSE;2016;290018563;350000626;112AX;;;;0;3;1223;;;;;
DIALYSE;2016;290018563;350000626;1130X;;;;0;8;3572;;;;;
DIALYSE;2016;290018563;350000626;1140X;;;;48;13;2044;;;;;
DIALYSE;2016;290018563;350000626;TOT;0;;;;;;0;;;4;
DIALYSE;2016;290021070;350000626;1140X;;;;8;12;1884;;;;;
DIALYSE;2016;290021070;350000626;TOT;0;;;;;;;;;5;
DIALYSE;2016;290023779;350000626;112AX;;;;0;1;55;;;;;
DIALYSE;2016;290023779;350000626;112BA;;;;0;13;2267;;;;;
DIALYSE;2016;290023779;350000626;1130X;;;;24;4;1088;;;;;
DIALYSE;2016;290023779;350000626;1140X;;;;0;2;18;;;;;
DIALYSE;2016;290023779;350000626;TOT;0;;;;;;0;;;;4
DIALYSE;2016;290023787;350000626;1140X;;;;6;2;458;;;;;
DIALYSE;2016;290023787;350000626;TOT;0;;;;;;;;;3;
DIALYSE;2016;290025337;350000626;1140X;;;;6;3;607;;;;;
DIALYSE;2016;290025337;350000626;TOT;0;;;;;;;;;;1
DIALYSE;2016;290028539;350000626;1140X;;;;6;5;645;;;;;
DIALYSE;2016;290029669;350000626;112AX;;;;0;3;301;;;;;
DIALYSE;2016;290029669;350000626;112BA;;;;21;35;6139;;;;;
DIALYSE;2016;290029669;350000626;TOT;0;;;;;;0;;;;10
DIALYSE;2016;290030808;350000626;1130X;;;;19;7;1223;;;;;
DIALYSE;2016;290030808;350000626;1140X;;;;0;8;1625;;;;;
DIALYSE;2016;290032028;350000626;112AX;;;;0;7;1484;;;;;
DIALYSE;2016;290032028;350000626;1130X;;;;44;47;7155;;;;;
DIALYSE;2016;290032028;350000626;1140X;;;;0;13;1760;;;;;
DIALYSE;2016;290032028;350000626;TOT;0;;;;;;0;;;28;
DIALYSE;2016;290032655;350000626;1130X;;;;8;6;1025;;;;;
DIALYSE;2016;290032655;350000626;1140X;;;;0;;267;;;;;
DIALYSE;2016;290032655;350000626;TOT;0;;;;;;0;;;1;
DIALYSE;2016;2A0000022;2A0000014;112BA;;;;9;37;5251;;;;;
DIALYSE;2016;2A0000022;2A0000014;1130X;;;;4;16;2284;;;;;
DIALYSE;2016;2A0000022;2A0000014;122AX;;;;1;0;;;;21;;
DIALYSE;2016;2A0000022;2A0000014;122BA;;;;1;0;;;;17;;
DIALYSE;2016;2A0000022;2A0000014;TOT;0;;;;;;406;;;26;1
DIALYSE;2016;2A0000154;2A0000204;112BA;;;;12;26;2518;;;;;
DIALYSE;2016;2A0000154;2A0000204;1130X;;;;12;0;1934;;;;;
DIALYSE;2016;2A0000154;2A0000204;TOT;0;;;;;;79;;;27;
DIALYSE;2016;2A0003174;2A0003166;1140X;;;;12;26;4745;;;;;
