BOR;AN;nofinesset;nofinessej;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2020;780300406;780018032;GEN;168;231;1;IAO;13511;2452;1303;716;;;;;;;;;125;;;;4;;386;74;349;1;1
URGENCES2;2020;780300414;780000675;GEN;168;336;1;IAO;17592;2173;2990;2675;995;26;0;0;0;0;0;0;0;0;0;;4;1460;425;185;257;1;1
URGENCES2;2020;780300422;780002259;GEN;378;756;1;IAOMAO;44902;3205;5195;2476;418;137;;;;;;;401;121;84;;8;2928;1174;409;860;1;0
URGENCES2;2020;780300455;780000717;GEN;168;470;1;IAO;19365;639;4337;3983;;;;;;;;;;;;;4;1460;409;195;226;1;1
URGENCES2;2020;780800256;780110078;GEN;1056;2162;1;IAO;51744;7477;4102;7681;2272;98;686;25;51;;;;4887;2420;30;;13;4758;11894;4025;9581;1;1
URGENCES2;2020;780800256;780110078;PED;308;520;1;IAO;17741;;;;;;;;;;;;;;;1799;4;1464;1461;746;816;;
URGENCES2;2020;790000087;790000012;GEN;571;1081;1;IAO;58652;6757;11573;11952;3286;1275;657;135;50;;;;726;425;44;;12;4392;6414;2636;4161;1;1
URGENCES2;2020;790009948;790001242;GEN;168;302;1;IAO;12387;1568;1935;;;;;;;;;;;;;;4;;769;524;246;1;1
URGENCES2;2020;790019848;790006654;GEN;238;504;1;IAOMAO;25946;4508;4541;6713;2870;231;86;6;2;0;0;0;6;2;0;;12;4392;3911;951;3759;1;1
URGENCES2;2020;800000143;800000028;GEN;168;672;1;IAO;33385;5158;7361;10270;3378;869;490;;;;;;381;;;;6;2190;1218;429;827;1;1
URGENCES2;2020;800000226;800000069;GEN;;;0;;12033;1559;2471;1725;727;6;3;1;;;;;649;;;;4;1464;592;162;452;1;1
URGENCES2;2020;800000390;800000085;GEN;168;336;0;;12618;1562;2280;1248;706;0;5;3;0;0;0;0;28;20;0;;3;1095;1246;482;857;0;0
URGENCES2;2020;800000432;800000093;GEN;336;605;1;IAO;13839;1987;1961;2698;1039;23;222;143;0;30;17;0;584;224;2;;2;730;1427;535;925;0;1
URGENCES2;2020;800006124;800000044;GEN;851;1530;1;IAO;65268;7795;2055;19149;4707;185;;;;;;;;;;;18;5652;7342;3659;3784;;
URGENCES2;2020;800006124;800000044;PED;195;730;1;IAO;18951;;;;;;;;;;;;;;;4123;8;2928;1615;490;1144;;
URGENCES2;2020;800015729;800015679;GEN;228;574;1;IAO;21573;2758;2068;1217;469;0;;;;;;;3935;1050;84;;6;2190;2512;1926;644;1;1
URGENCES2;2020;810000224;810000471;GEN;35;35;1;IAO;17791;2340;3950;3288;541;1106;;;;;;;;;;;5;1825;966;625;341;1;1
URGENCES2;2020;810000505;810000331;GEN;316;554;1;IAO;27507;4386;6643;5608;2278;732;0;;;;;;534;161;50;;8;2928;1344;927;417;1;0
URGENCES2;2020;810000521;810000380;GEN;456;978;1;IAOMAO;33460;5111;6686;7868;2962;799;8;5;0;0;;0;731;93;57;;6;2196;2994;1411;1634;0;1
URGENCES2;2020;810000562;810000455;GEN;168;168;1;IAO;15722;1712;3440;2023;809;41;76;7;1;0;0;0;489;87;54;;4;1464;1315;521;846;0;1
URGENCES2;2020;810101444;810000992;GEN;182;276;1;IAO;13068;2222;1437;;;;;;;;;;;;;;5;1830;1504;1211;296;1;1
URGENCES2;2020;820000032;820000016;GEN;406;840;1;IAO;33852;4637;7143;9590;2824;1058;99;6;13;;;;;;;;13;4758;4754;1520;4096;1;1
URGENCES2;2020;820000057;820000131;GEN;238;596;1;IAO;17211;2260;2042;4151;1191;80;;;;;;;121;33;22;;6;2196;1626;407;1392;1;1
URGENCES2;2020;820000883;820004950;GEN;168;403;1;IAO;13357;2159;2569;1099;661;30;94;73;0;11;7;0;765;162;90;;4;1464;1271;477;857;1;1
URGENCES2;2020;830000279;830100517;GEN;444;504;1;IAO;29940;;;;;;;;;;;;;;;;10;3660;3417;1544;1956;1;1
URGENCES2;2020;830000287;830100525;GEN;376;700;1;IAO;33774;3452;6624;8482;2159;871;347;1;1;;;;499;96;49;;2;730;2708;830;2713;1;1
URGENCES2;2020;830000295;830100533;GEN;523;504;1;IAO;31750;;;9005;;;;;;;;;;;;;10;2140;5291;3216;2104;1;1
URGENCES2;2020;830000311;830100566;GEN;564;756;1;IAO;39701;5962;8281;9443;3300;614;367;8;2;0;0;0;846;67;88;;12;;966;508;460;1;1
URGENCES2;2020;830000337;830100590;GEN;235;336;;;21063;2184;3111;2104;692;11;;;;;;;1433;282;87;;4;1460;270;261;9;1;1
URGENCES2;2020;830000345;830100616;GEN;891;1848;1;IAOMAO;67591;7383;19647;11000;3232;1774;362;6;94;;;;643;225;10;;15;5489;9291;4853;4613;0;1
URGENCES2;2020;830100574;750821092;GEN;688;870;1;IAO;30204;6416;862;3255;1612;37;262;1;0;5;4;0;1483;716;14;;11;4015;5530;2136;3516;1;1
URGENCES2;2020;830100608;830100616;GEN;238;680;1;IAO;20230;3508;2125;2025;1090;2;251;8;0;;;;716;236;24;;3;;2927;1684;1273;1;1
URGENCES2;2020;830200523;830210084;GEN;168;224;1;IAO;12842;902;2336;967;170;19;0;0;0;0;0;0;177;21;24;;3;1095;765;524;257;1;1
URGENCES2;2020;840000343;840000012;GEN;;;1;IAO;14361;1381;2657;2480;382;6;1;1;;;;;155;10;5;;3;1098;1815;1177;664;1;1
URGENCES2;2020;840000392;840000046;GEN;429;548;1;IAOMAO;25130;3194;3775;4520;1611;92;0;;;;;;1150;209;123;;6;2196;3245;2008;1244;1;1
URGENCES2;2020;840000418;840004659;GEN;168;336;1;IAO;23598;2732;3362;5438;1507;136;10;4;0;0;0;0;167;13;49;;5;1830;2907;1495;1438;1;0
URGENCES2;2020;840000483;840000087;GEN;396;588;1;IAO;25642;3379;3675;4281;1632;49;2;2;;;;;1158;265;116;;10;3660;2438;724;1949;1;1
URGENCES2;2020;840000491;130041916;GEN;336;245;1;IAO;13146;1842;2023;2998;1080;75;7;0;0;1;1;0;57;16;10;;4;1464;2757;1361;1630;;
URGENCES2;2020;840000525;840000111;GEN;70;420;0;;8666;1474;1405;1271;346;1;4;2;0;;;;458;;;;6;2196;1270;521;958;1;0
URGENCES2;2020;840000533;840000129;GEN;168;168;;;9569;1791;1137;1225;;;2;;;0;;;0;;;;4;1464;917;424;550;;
URGENCES2;2020;840001861;840006597;GEN;946;1836;1;IAO;92336;6930;26902;20171;3835;4582;;;;;;;19;2;;;6;2196;268;257;12;1;0
URGENCES2;2020;850000118;850013244;GEN;168;336;1;IAO;15515;602;2590;1744;345;63;;;;;;;;;;;6;2190;1585;1080;540;1;0
URGENCES2;2020;850000142;850000019;GEN;493;1355;1;IAO;39956;4998;5152;12329;2989;270;16;6;;;;;763;54;23;;13;4758;2483;1377;1217;1;1
URGENCES2;2020;850000142;850000019;PED;168;270;1;IAO;9854;;;;;;;;;;;;;;;2697;;;359;290;70;;
URGENCES2;2020;850000175;850009010;GEN;506;816;1;IAO;27033;4993;3285;3118;2511;56;303;18;1;0;0;0;0;0;0;;3;1098;813;421;410;1;1
URGENCES2;2020;850000209;850000019;GEN;168;280;1;IAO;11333;1931;1745;3060;1154;14;39;25;0;;;;164;21;4;;;;1572;853;741;;
URGENCES2;2020;850000225;850000019;GEN;168;270;1;IAO;10859;1529;2155;2043;818;14;4;4;0;;;;113;13;7;;2;730;698;537;161;1;1
URGENCES2;2020;850000241;850000084;GEN;504;789;1;IAOMAO;27802;4888;4515;7021;2748;337;;;;;;;1363;;;;10;3660;3292;644;2972;;
URGENCES2;2020;850009630;850000035;GEN;160;300;1;MAO;21776;;;4917;;;;;;;;;;;;;4;1464;1338;1326;41;;
URGENCES2;2020;860000025;860013382;GEN;238;683;1;IAO;20778;3530;3109;2520;889;56;288;226;0;0;0;0;1078;546;31;;6;2147;3198;1185;2055;1;0
URGENCES2;2020;860000058;860014208;GEN;168;372;0;;7987;1583;1214;1791;840;23;;;;;;;;;;;2;688;328;129;205;1;0
URGENCES2;2020;860000223;860014208;GEN;586;1394;1;IAOMAO;41720;8853;1714;15731;4659;304;;;;;;;;;;;2;191;9331;5194;4334;1;1
URGENCES2;2020;860000223;860014208;PED;224;477;1;IAO;13775;;;;;;;;;;;;;;;2773;4;1524;1807;1008;804;;
URGENCES2;2020;860010321;860010313;GEN;168;350;1;IAO;14303;1359;2232;2132;489;87;;;;;;;;;;;4;1464;569;186;410;0;1
URGENCES2;2020;870000064;870000015;GEN;506;1109;1;IAOMAO;39626;7186;749;14754;3383;93;163;134;0;0;0;0;1568;457;4;;11;4026;5803;1272;5781;1;1
URGENCES2;2020;870000098;870000023;GEN;168;284;1;IAO;12307;1961;2817;2879;1045;73;9;8;0;;;;;;;;3;1098;1636;677;1060;1;
URGENCES2;2020;870000270;870000031;GEN;168;168;0;;8268;1565;1241;1660;;;;;;;;;396;;;;2;732;411;65;377;1;1
URGENCES2;2020;870000288;870017415;GEN;252;860;1;IAO;24140;2933;1551;6703;1743;70;;;;;;;;;;;6;2190;1737;1236;551;;
URGENCES2;2020;870014859;870000015;PED;210;489;1;IAOMAO;18680;;;;;;;;;;;;;;;2760;6;2196;1209;473;759;;
URGENCES2;2020;880000021;880007059;GEN;458;840;1;IAO;29927;4259;7807;5109;1793;733;;;;;;;1472;;;;6;2190;4918;1235;4143;1;
URGENCES2;2020;880000047;880780077;GEN;336;588;1;IAO;26329;4199;4482;6264;2265;555;;;;;;;776;140;45;;6;2196;2129;708;1577;1;
URGENCES2;2020;880000054;880007299;GEN;336;416;0;;15080;2337;2632;5000;1669;392;;;;;;;192;25;20;;4;1464;1391;463;1063;1;1
URGENCES2;2020;880000062;880780093;GEN;406;574;1;IAO;21990;2879;4552;5082;1658;689;;;;;;;;;;;4;;1369;401;1088;1;1
URGENCES2;2020;880000070;880007299;GEN;168;262;0;;7750;891;1295;1354;471;39;;;;;;;48;7;6;;2;732;481;225;261;1;1
URGENCES2;2020;890975527;890000037;GEN;850;812;1;IAO;35492;;;8022;;;1;;;;;;567;;;;11;4015;2616;618;2615;;
URGENCES2;2020;890975527;890000037;PED;168;373;1;IAO;8902;;;;;;;;;;;;;;;1147;3;1095;450;335;131;;
URGENCES2;2020;890975535;890000409;GEN;168;235;0;;12005;1305;2121;1698;616;3;;;;;;;371;57;32;;2;732;481;292;218;1;0
URGENCES2;2020;890975543;890000417;GEN;170;350;;;16915;2838;3110;2615;1108;10;0;0;0;0;0;0;0;0;0;;3;1098;873;541;337;1;0
URGENCES2;2020;890975550;890970569;GEN;406;900;1;IAO;31432;3822;10250;7094;2173;68;;;;;;;258;40;;;6;2196;2386;800;1768;1;1
URGENCES2;2020;890975550;890970569;PED;200;252;1;IAO;8117;;;;;;;;;;;;;;;857;;;0;0;0;;
URGENCES2;2020;890975568;890000433;GEN;105;252;1;IAO;9249;1232;1449;1103;621;2;;;;;;;352;;;;2;732;320;136;232;1;1
URGENCES2;2020;900003039;900000365;GEN;952;1148;1;IAOMAO;88743;11177;16379;23488;6186;1739;;;;;;;;;;;10;3660;4816;1935;3288;1;1
URGENCES2;2020;910000272;910110014;GEN;476;630;1;IAO;29558;2208;2874;4749;1272;125;1;;;;;;;;;;3;804;2159;1613;546;1;1
URGENCES2;2020;910000272;910110014;PED;;;1;IAO;4327;;;;;;;;;;;;;;;736;;;0;0;0;;
URGENCES2;2020;910000280;910019447;GEN;275;424;0;;18964;1220;7168;2349;613;628;;;;;;;;;;;4;1460;1145;278;982;1;1
URGENCES2;2020;910000298;910110055;GEN;402;924;1;IAO;34522;3430;30;6514;1803;1;;;;;;;;;;;11;3244;3412;604;3296;1;1
URGENCES2;2020;910000298;910110055;PED;208;504;1;IAO;18850;;;;;;;;;;;;;;;1785;4;1464;780;237;579;;
URGENCES2;2020;910000306;910110055;GEN;340;588;1;IAO;26278;2607;861;4241;1102;56;;;;;;;;;;;8;2894;1781;382;1605;1;1
URGENCES2;2020;910000306;910110055;PED;216;280;1;IAO;9677;;;;;;;;;;;;;;;588;2;634;124;98;26;;
URGENCES2;2020;910001973;910019447;GEN;231;420;;;22058;2110;3176;3183;1007;68;;;;;;;;;;;5;1825;1676;386;1437;1;1
URGENCES2;2020;910018423;910110055;GEN;228;924;1;IAO;18525;1507;2663;1765;671;15;;;;;;;;;;;6;1156;1096;293;884;1;1
URGENCES2;2020;910020254;910002773;GEN;956;2269;1;IAO;79124;5122;5863;18656;3135;194;;;;;;;;;;;24;8784;7564;1028;9951;0;1
URGENCES2;2020;910020254;910002773;PED;335;925;1;IAO;17762;;;;;;;;;;;;;;;2405;4;1464;1071;387;817;;
URGENCES2;2020;910300144;910000447;GEN;168;315;1;IAO;17862;407;;;;;;;;;;;;;;;5;1825;464;205;267;1;1
URGENCES2;2020;910300219;910003888;GEN;326;504;1;IAO;19617;1661;1792;1956;33;15;;;;;;;;;;;6;2190;1696;256;1694;1;0
URGENCES2;2020;910300300;910000538;GEN;168;252;1;IAO;16514;2595;1512;1846;;;0;;;0;;;0;;;;3;1095;991;659;337;1;0
URGENCES2;2020;910803543;910017615;GEN;228;564;1;IAO;27614;2003;5092;;;;;;;;;;;;;;5;1825;934;554;401;1;0
URGENCES2;2020;920000577;920110020;GEN;330;609;1;IAO;26033;1119;798;3580;486;18;206;0;7;0;0;0;0;0;0;;4;1189;1196;172;1209;1;1
URGENCES2;2020;920000585;920026374;GEN;350;250;;;28607;2448;3583;3939;1372;37;2;1;0;0;0;0;539;66;368;;5;1815;2057;410;1854;1;1
URGENCES2;2020;920000585;920026374;PED;168;204;;;10039;;;;;;;;;;;;;;;1212;1;365;282;201;82;;
URGENCES2;2020;920000619;920009909;GEN;265;344;1;IAO;16846;945;1385;2648;943;29;;;;;;;159;;;;4;1464;1247;204;1320;1;1
URGENCES2;2020;920000643;920032505;GEN;383;588;1;IAO;34940;2912;4330;3881;1196;32;;;;;;;367;138;0;;7;2562;2303;208;2678;;
URGENCES2;2020;920000643;920032505;PED;218;168;1;IAO;7756;;;;;;;;;;;;;;;261;;;0;0;0;;
URGENCES2;2020;920000650;920150059;GEN;520;1436;1;IAO;43602;4755;955;8942;2659;70;43;1;;0;0;0;;;;;5;;1542;254;1543;1;1
URGENCES2;2020;920100013;750712184;GEN;538;1024;1;IAO;31982;4919;1032;7499;3003;79;;;;;;;;;;;18;6588;5693;1868;3945;1;1
URGENCES2;2020;920100013;750712184;PED;264;1436;1;IAO;14481;;;;;;;;;;;;;;;1389;4;1464;1391;914;491;;
URGENCES2;2020;920100021;750712184;GEN;516;1176;1;IAO;28973;3826;1245;9208;2778;239;;;;;;;;;;;11;4026;5568;1987;3879;1;1
URGENCES2;2020;920100021;750712184;PED;382;2176;1;IAO;19895;;;;;;;;;;;;;;;2326;6;2196;1674;1113;569;;
URGENCES2;2020;920100039;750712184;GEN;408;840;1;IAO;31245;2534;956;4881;1211;41;0;0;0;0;0;0;859;115;20;;10;3650;3656;652;4130;1;1
URGENCES2;2020;920100047;750712184;GEN;406;1120;1;IAO;30562;2256;1603;1610;1118;100;0;1;;1;;;459;84;25;;10;3660;3230;367;3090;1;1
URGENCES2;2020;920100047;750712184;PED;654;672;1;IAO;38259;;;;;;;;;;;;;;;;9;;1496;550;976;;
URGENCES2;2020;920120011;750821092;GEN;336;252;1;IAO;16114;2222;242;3536;1078;19;83;1;;;;;613;331;3;;5;1830;1536;309;1311;1;1
URGENCES2;2020;920300043;920001526;GEN;444;924;1;IAOMAO;59008;3170;6779;;;;;;;;;;;;;;11;4026;2200;87;2744;1;0
URGENCES2;2020;920300597;920000940;GEN;168;175;1;IAO;14428;1611;2088;783;271;26;3;1;0;0;0;0;82;23;3;;3;1098;736;702;36;1;1
URGENCES2;2020;930000286;930021480;GEN;518;1008;1;IAO;36400;3992;3727;6203;2135;71;3;2;0;0;0;0;613;44;26;;5;1825;372;105;344;1;0
URGENCES2;2020;930000286;930021480;PED;39;163;1;IAO;6846;;;;;;;;;;;;;;;884;;;0;0;0;;
URGENCES2;2020;930000302;930110036;GEN;450;840;1;IAO;40841;3382;4579;4941;1556;4512;0;0;0;0;0;0;264;39;18;;9;3104;2154;181;2346;0;1
URGENCES2;2020;930000302;930110036;PED;168;168;1;IAO;12454;;;;;;;;;;;;;;;1375;3;1026;88;11;115;;
URGENCES2;2020;930000328;930110051;GEN;44;36;1;IAO;50392;2472;1573;4858;1084;77;4;4;;;;;;;;;8;2928;1685;685;1182;;
URGENCES2;2020;930000328;930110051;PED;44;36;1;IAO;21577;;;;;;;;;;;;;;;2279;7;2562;1356;603;840;;
URGENCES2;2020;930000336;930110069;GEN;1552;2164;1;IAO;57735;3156;18164;13113;1741;1730;400;7;7;0;;;0;;;;11;4015;2954;377;4051;0;
URGENCES2;2020;930000336;930110069;PED;336;202;;;18164;;;;;;;;;;;;;;;1768;;;0;0;0;;
URGENCES2;2020;930100037;750712184;GEN;564;2016;1;IAO;36783;3714;1103;8050;2042;;;;;;;;1361;;;;12;4094;4159;510;4774;;
URGENCES2;2020;930100045;750712184;GEN;398;756;1;IAO;33199;1473;3711;;53;;;;;;;;;;;;10;2896;2358;523;2550;;
URGENCES2;2020;930100045;750712184;PED;405;721;1;IAO;22327;;;;;;;;;;;;;;;1657;8;1904;984;181;970;;
URGENCES2;2020;930300025;930000393;GEN;252;420;1;IAO;27542;1579;1195;1570;;;;;;;;;;;;;6;2196;2402;1426;1036;1;1
URGENCES2;2020;930300066;930000401;GEN;252;420;1;IAO;25924;1472;2353;1755;452;30;;;;;;;;;;;4;1464;6;2;10;1;1
URGENCES2;2020;930300082;930000419;GEN;275;280;1;IAO;26424;2101;6906;4505;675;137;;;;;;;;;;;0;;1;1;0;1;1
URGENCES2;2020;930300116;930000427;GEN;280;420;1;IAO;25869;1098;2374;1550;309;20;;;;;;;303;33;25;;3;1095;26;20;6;1;1
URGENCES2;2020;930300553;930000633;GEN;252;494;1;IAO;39112;1250;6652;;;;;;;;;;15;3;2;;7;2555;5072;4554;580;1;1
URGENCES2;2020;930300595;930000658;GEN;252;310;1;IAO;31593;1253;5810;2285;260;136;;;;;;;;;;;4;1460;98;15;88;;
URGENCES2;2020;940000573;940110018;GEN;534;1512;1;IAO;56055;;;11800;;;;;;;;;;;;;12;4380;4444;817;4413;0;1
URGENCES2;2020;940000573;940110018;PED;489;512;1;IAO;28147;;;;;;;;;;;;;;;3903;4;1460;747;231;531;;
URGENCES2;2020;940000599;940110042;GEN;820;1092;1;IAO;59275;4770;1895;12120;2455;13;;;;;;;;;;;11;;3999;984;3523;;
URGENCES2;2020;940000599;940110042;PED;168;346;1;IAO;18698;;;;;;;;;;;;;;;1713;7;2562;783;291;535;;
URGENCES2;2020;940000649;940150014;GEN;658;1092;1;IAO;40997;4906;1504;11081;3220;157;;;;;;;;;;;12;4380;10658;3531;8617;1;1
URGENCES2;2020;940000649;940150014;PED;329;588;1;IAO;23755;;;;;;;;;;;;;;;2254;6;2190;1409;1029;384;;
URGENCES2;2020;940100027;750712184;GEN;701;1370;1;IAO;57042;6226;992;12415;3496;79;30;0;;;;;920;81;11;;16;5856;11302;3338;9001;1;1
URGENCES2;2020;940100043;750712184;GEN;1056;1344;1;IAO;53363;5352;1379;10974;2989;91;21;;;;;;846;44;26;;21;7686;7528;788;10855;1;1
URGENCES2;2020;940100043;750712184;PED;530;1476;1;IAO;24100;;;;;;;;;;;;;;;2623;10;3660;2306;564;1843;;
URGENCES2;2020;940120017;750821092;GEN;320;728;1;IAO;24286;2850;362;4996;1529;32;8;;;;;;192;;;;8;2928;2692;757;2011;1;1
URGENCES2;2020;940300031;940000706;GEN;266;733;1;IAO;15788;402;132;3019;;;;;;;;;;;;;7;2555;504;157;378;1;1
URGENCES2;2020;940300270;940000771;GEN;264;386;1;IAO;19356;1825;3085;;;;;;;;;;;;;;4;1464;360;43;350;1;1
URGENCES2;2020;940300445;940000854;GEN;168;455;1;IAO;16823;721;2707;1791;;;6;;;;;;;;;;3;1095;298;210;97;1;1
URGENCES2;2020;940300569;940000912;GEN;231;588;0;;19754;570;1130;;;;;;;;;;;;;;4;1460;336;227;125;1;1
URGENCES2;2020;950000307;950110015;GEN;1176;2184;1;IAO;67843;5210;;14570;2778;;157;7;;;;;493;54;;;14;5110;4431;1852;3532;;1
URGENCES2;2020;950000307;950110015;PED;230;186;1;IAO;21001;;;;;;;;;;;;;;;1387;2;730;405;279;127;;
URGENCES2;2020;950000315;950001370;GEN;408;840;1;IAO;27826;2182;7675;4301;1374;419;924;1;0;;;;;;;;6;2196;2202;442;2058;1;1
URGENCES2;2020;950000323;950013870;GEN;836;1512;1;IAOMAO;49327;6196;5075;5043;1678;59;344;60;7;45;34;0;1104;321;49;;17;6205;3580;867;4157;1;1
URGENCES2;2020;950000323;950013870;PED;168;504;1;IAO;14854;;;;;;;;;;;;;;;1895;2;730;712;474;242;;
URGENCES2;2020;950000331;950110049;GEN;300;840;1;IAO;51914;3446;5675;6207;1572;34;605;4;0;0;0;0;767;95;12;;10;3660;2261;196;2355;1;0
URGENCES2;2020;950000331;950110049;PED;156;672;1;IAO;20353;;;;;;;;;;;;;;;2765;6;2196;1107;623;493;;
URGENCES2;2020;950000349;950015289;GEN;208;168;0;;9523;548;2613;754;320;5;;;;;;;;;;;2;732;312;168;166;0;0
URGENCES2;2020;950000364;950110080;GEN;783;1176;1;IAO;48380;4691;5870;9025;2229;217;14;2;0;;;;;;;;17;6222;2385;523;2656;0;1
URGENCES2;2020;950000364;950110080;PED;164;686;1;IAO;17914;;;;;;;;;;;;;;;2751;5;1830;532;392;141;;
URGENCES2;2020;950300244;950000539;GEN;228;472;1;IAO;31636;1232;7187;1801;;;;;;;;;;;;;4;1464;369;156;218;1;0
URGENCES2;2020;950300277;950000547;GEN;222;349;1;IAO;20082;;;1273;;;14;;;;;;124;;;;8;2920;675;461;298;1;0
URGENCES2;2020;950807982;950001636;GEN;288;504;1;IAO;24773;2046;4137;1503;380;46;;;;;;;161;41;9;;4;1460;795;662;134;1;1
URGENCES2;2020;970100392;970100178;GEN;420;616;1;IAOMAO;21881;1457;4538;2179;;;;;;;;;;;;;8;2460;1426;94;1775;1;1
URGENCES2;2020;970100400;970100186;GEN;48;39;1;IAO;13891;341;4102;2897;256;498;177;;;;;;;;;;2;730;660;137;726;1;1
URGENCES2;2020;970100426;970100202;GEN;336;504;1;IAO;6232;616;3019;778;;;;;;;;;217;;;;4;1464;755;461;633;1;1
URGENCES2;2020;970100442;970100228;GEN;;;1;IAOMAO;44403;3189;1474;11291;;;;;;;;;;;;;10;3660;3646;535;4294;1;1
URGENCES2;2020;970100442;970100228;PED;;;1;IAOMAO;13874;;;;;;;;;;;;;;;2427;6;2196;1502;381;1380;;
URGENCES2;2020;970107249;970100731;GEN;182;312;1;IAO;24473;1964;1865;2632;;;;;;;;;312;;;;7;2555;2137;1574;610;1;1
URGENCES2;2020;970211215;970211207;GEN;924;1502;1;IAOMAO;47794;;;15543;;;;;;;;;;;;;19;;3287;915;2734;0;1
URGENCES2;2020;970211223;970211207;GEN;480;658;0;IAO;14850;2429;788;;;;;;;;;;;;;;5;1830;2259;1327;951;0;1
URGENCES2;2020;970211256;970211207;PED;273;336;1;IAO;23007;;;;;;;;;;;;;;;3195;3;1098;1208;781;441;;
URGENCES2;2020;970300026;970302022;GEN;644;1344;1;IAOMAO;40751;1036;12201;6483;457;1305;520;0;57;;;;54;;;;12;4380;1197;45;2562;0;1
URGENCES2;2020;970300083;970302121;GEN;476;756;1;IAO;35373;224;10031;10562;133;1578;;;;;;;;;;;6;2190;885;29;2127;;
URGENCES2;2020;970305637;970305629;GEN;420;420;1;IAO;16172;151;4048;2494;131;570;;;;;;;179;9;36;;5;1825;961;229;974;1;1
URGENCES2;2020;970400024;970408589;GEN;446;975;1;IAOMAO;30241;2723;2046;5743;1136;98;1;1;;;;;;;;;13;4758;5251;1599;3869;;
URGENCES2;2020;970400024;970408589;PED;189;336;1;IAO;7520;;;;;;;;;;;;;;;2082;6;2196;1297;327;1068;;
URGENCES2;2020;970400057;970408589;GEN;485;1176;1;IAO;42278;5100;2346;;;;;;;;;;;;;;19;6954;7273;2387;5663;1;
URGENCES2;2020;970400057;970408589;PED;;;1;IAO;10094;;;;;;;;;;;;;;;2691;4;1464;580;204;393;;
URGENCES2;2020;970400065;970421038;GEN;450;903;1;IAO;30449;2820;9;10602;1869;1;;;;;;;1267;28;;;7;2562;4220;871;3568;1;1
URGENCES2;2020;970400065;970421038;PED;54;336;1;IAO;8926;;;;;;;;;;;;;;;2583;4;1460;1884;1247;659;;
URGENCES2;2020;970400073;970403606;GEN;168;33;1;IAO;26596;1791;5487;7478;1119;679;1;1;0;;;;683;30;121;;8;2193;4520;1831;2788;0;1
URGENCES2;2020;980500011;980500003;GEN;744;1321;1;IAOMAO;46355;430;19301;8559;245;3374;;;;;;;;;;;16;5840;4474;727;6831;0;1
URGENCES2;2019;010000024;010780054;GEN;346;742;1;IAO;42694;5435;12589;7854;2427;1366;0;0;;5;1;;191;26;4;;10;3650;3303;575;2951;1;1
URGENCES2;2019;010000032;010780062;GEN;163;151;0;;16844;2011;4276;3456;1220;591;2;1;0;0;0;0;172;26;9;;4;1460;444;293;153;0;1
URGENCES2;2019;010005239;010008407;GEN;252;494;1;IAO;21947;1846;5350;4666;1050;918;0;0;0;0;0;0;204;16;23;;5;1825;1821;385;1723;0;
URGENCES2;2019;010780195;010000156;GEN;190;105;1;IAO;23027;1179;2163;3994;;;;;;;;;;;;;4;1460;1920;1408;518;1;0
URGENCES2;2019;010780203;010010718;GEN;336;588;1;IAO;30499;2865;7379;4306;1489;148;;;;;;;;;;;8;2920;3052;1106;2150;1;1
URGENCES2;2019;020000162;020000063;GEN;504;1050;1;IAO;36488;5700;61;6569;2065;6;517;8;7;0;0;0;883;334;0;;10;3650;4967;1191;5116;1;0
URGENCES2;2019;020000162;020000063;PED;149;336;0;;18576;;;;;;;;;;;;;;;2461;0;0;0;0;0;;
URGENCES2;2019;020000394;020000253;GEN;48;36;1;IAO;27544;3683;4045;5314;1781;28;1;0;;;;;991;280;16;;4;1460;1681;543;1283;1;0
URGENCES2;2019;020000394;020000253;PED;48;36;1;IAO;9140;;;;;;;;;;;;;;;747;;;0;0;0;;
URGENCES2;2019;020000519;020000261;GEN;510;854;1;IAO;35733;4836;6147;7166;2538;142;11;77;;;;;256;12;21;;4;1460;2474;1250;1728;1;1
URGENCES2;2019;020000519;020000261;PED;510;854;1;MAO;11175;;;;;;;;;;;;;;;1158;;;0;0;0;;
URGENCES2;2019;020000535;020000287;GEN;168;420;1;IAO;18634;;;;;;;;;;;;;;;;6;;1212;203;1135;1;1
URGENCES2;2019;020001061;020004404;GEN;266;416;1;IAO;34843;3350;11435;6284;1979;863;;;;;;;969;286;41;;4;1460;3026;2094;950;1;0
URGENCES2;2019;020001087;020004495;GEN;336;406;1;IAO;14281;1449;1550;857;;;;;;;;;;;;;4;1460;1885;1165;741;;
URGENCES2;2019;020010047;020001632;GEN;168;168;1;IAO;12543;;;1289;;;;;;;;;;;;;6;2190;216;149;68;1;0
URGENCES2;2019;030000061;030780092;GEN;336;504;1;IAO;39148;4251;11624;9429;2732;1165;170;7;7;18;6;0;0;0;0;;8;2915;2159;1006;1292;1;1
URGENCES2;2019;030000079;030780100;GEN;252;420;1;IAO;48914;5780;17067;12733;4026;1810;202;11;0;0;0;0;73;11;9;;6;2190;4882;2195;2821;1;1
