BOR;AN;nofinesset;nofinessej;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2019;030000087;030780118;GEN;336;676;1;IAO;32930;5446;6170;9949;3524;891;177;10;3;2;1;0;0;;;;10;3650;4599;1360;3912;1;0
URGENCES2;2019;030781116;030000426;GEN;168;223;0;;8273;1475;735;2378;785;23;;;;;;;;49;;;0;0;0;0;0;1;1
URGENCES2;2019;040000093;040780215;GEN;490;791;1;IAO;35144;4122;8875;4873;1771;675;9;8;;;;;1240;249;71;;8;2920;3681;1181;2661;1;0
URGENCES2;2019;040000135;050002948;GEN;336;434;0;;14551;1729;3013;1983;727;90;14;13;0;0;0;0;608;212;11;;4;1460;1187;359;849;0;0
URGENCES2;2019;040000911;040788879;GEN;240;460;1;IAO;20877;3274;;1720;;;2594;;;0;;;173;;;;6;1730;1932;661;1497;1;0
URGENCES2;2019;050000231;050000116;GEN;210;252;1;IAO;21138;;;;;;;;;;;;;;;;2;730;1318;971;352;1;1
URGENCES2;2019;050000256;050000124;GEN;168;168;1;IAO;8724;880;2134;943;410;20;6;4;0;;;;411;51;63;;2;;414;211;212;;
URGENCES2;2019;050000348;050002948;GEN;588;525;1;MAO;30126;4278;5506;9768;2740;999;6;6;0;0;0;0;3225;1222;80;;9;3285;4700;1959;2835;1;1
URGENCES2;2019;060000478;060780897;GEN;559;122;1;IAO;48420;4423;18024;8279;2663;1061;294;3;0;;;;552;79;84;;8;2188;2371;1320;1083;1;
URGENCES2;2019;060000510;060780954;GEN;694;728;1;IAO;50725;;;8123;;;521;;;;;;436;;;;12;4380;3986;1094;4478;;
URGENCES2;2019;060000544;060780988;GEN;618;947;1;IAO;54126;7380;13475;9587;3779;963;532;;;;;;169;;;;4;1460;3911;2558;1397;1;1
URGENCES2;2019;060002102;060791761;GEN;238;278;0;;20126;2641;2178;3351;;;19;;;;;;709;;;;2;730;3266;1953;1387;1;1
URGENCES2;2019;060780491;060790797;GEN;180;245;1;IAO;21469;2495;922;2379;669;10;;;;;;;113;29;3;;4;0;0;0;0;1;0
URGENCES2;2019;060780517;060000239;GEN;276;348;1;IAO;35562;2688;5375;3150;914;42;;;;;;;272;44;46;;5;1825;742;697;45;1;1
URGENCES2;2019;060780715;060000361;GEN;280;322;1;IAO;26460;3616;2077;3439;1070;33;;;;;;;675;327;6;;4;1460;206;201;5;;
URGENCES2;2019;060780723;060004959;GEN;168;168;1;IAO;15244;2103;198;1354;;;;;;;;;;;;;8;2920;1337;463;1488;1;1
URGENCES2;2019;060780947;060800174;PED;347;924;1;IAO;61697;;;;;;;;;;;;;;;7384;17;4574;4175;1653;2590;;
URGENCES2;2019;060785003;060785011;GEN;1108;2520;1;IAO;97920;14315;2511;20592;6865;77;229;65;1;0;0;0;2690;836;24;;19;6935;8885;5892;3055;;
URGENCES2;2019;070000013;070002878;GEN;39;35;1;IAO;13000;1673;2330;1582;698;25;1;0;0;;;;;;;;5;1639;1610;610;1398;0;1
URGENCES2;2019;070000179;070780358;GEN;476;336;1;IAO;34667;3488;10523;8916;2458;1252;;;;;;;;;;;14;5110;6363;2047;5269;1;1
URGENCES2;2019;070000609;070005566;GEN;420;490;1;IAO;27998;3996;5590;6040;;;;;;;;;;;;;6;2190;3566;1125;2785;0;0
URGENCES2;2019;070780424;070000245;GEN;168;331;1;IAO;17391;1640;1618;1574;377;25;;;;;;;;;;;2;730;410;46;370;1;1
URGENCES2;2019;080000110;080000037;GEN;156;432;1;IAO;17184;2142;3904;3393;;;0;;;0;;;874;;;;3;1095;3526;1910;1729;;
URGENCES2;2019;080000219;080001969;GEN;336;336;0;;15402;2357;3676;691;271;37;56;42;0;15;6;0;177;15;22;;6;2190;3034;1704;1452;1;1
URGENCES2;2019;080000276;080001969;GEN;168;168;0;;6351;848;1261;876;307;10;14;13;;6;3;;154;15;29;;2;730;1410;1046;401;1;1
URGENCES2;2019;080000425;080000615;GEN;348;1370;1;IAO;57209;6212;16315;12461;3610;1697;724;25;1;;;;848;246;28;;14;5110;7499;4415;3320;1;1
URGENCES2;2019;090000175;090781774;GEN;476;724;1;IAO;35753;4524;7532;9015;2497;756;;;;;;;82;6;12;;8;2920;4937;2461;2595;0;1
URGENCES2;2019;090000183;090781816;GEN;336;336;0;;11322;1720;1970;2391;;;;;;;;;;;;;3;1095;1277;668;622;1;1
URGENCES2;2019;090001629;090781774;GEN;168;168;1;IAO;6596;918;1466;488;281;11;0;0;0;0;0;0;56;18;7;;0;;0;0;0;1;1
URGENCES2;2019;100000090;100000017;GEN;644;1256;1;IAO;64525;6845;18324;12674;3785;1973;;;;;;;1098;123;140;;19;6935;6176;1820;6015;1;1
URGENCES2;2019;100000199;100006279;GEN;168;384;1;IAO;19049;3181;4247;2704;;;;;;;;;495;;;;4;1460;758;344;446;1;1
URGENCES2;2019;110000023;110780061;GEN;317;756;1;IAO;38846;5618;9250;7730;2584;1040;0;0;0;0;0;0;381;45;76;;9;3285;3445;1205;2468;1;1
URGENCES2;2019;110000049;110780087;GEN;168;238;1;IAO;11553;820;3290;;;;1;;;0;;;434;;;;2;730;1055;638;428;0;0
URGENCES2;2019;110000056;110780137;GEN;215;499;1;IAO;46298;5078;13282;9249;2291;1310;223;4;8;;;;661;203;34;;9;3285;6599;3494;3576;1;0
URGENCES2;2019;110780228;110000114;GEN;168;378;1;IAO;21383;1995;3566;5917;1180;339;23;11;;;;;443;186;5;;6;2190;1134;777;365;0;1
URGENCES2;2019;110780483;110000155;GEN;168;315;1;IAO;19420;1363;4140;2350;510;66;;;;;;;;;;;4;1460;712;551;162;0;1
URGENCES2;2019;120000039;120780044;GEN;336;332;1;IAO;32287;4997;7374;7485;2884;853;42;13;28;0;0;0;2050;936;76;;4;1460;2058;426;1731;1;1
URGENCES2;2019;120000054;120780069;GEN;186;186;1;MAO;14340;2251;2377;3013;1103;54;;;;;;;;;;;2;730;505;260;248;1;0
URGENCES2;2019;120000070;120780085;GEN;195;336;1;IAO;12150;1862;2292;1104;834;19;14;12;0;;;;434;;;;2;730;714;285;437;;
URGENCES2;2019;120004569;120004528;GEN;168;252;1;IAO;17166;2286;3642;3032;921;53;76;;;0;;;520;;;;3;1095;1085;368;735;1;1
URGENCES2;2019;120004668;120004619;GEN;168;172;1;IAO;9648;1402;2136;1874;763;106;;;;;;;201;52;28;;2;730;836;461;390;1;1
URGENCES2;2019;130000409;130041916;GEN;938;1632;1;IAO;69274;8087;20228;17615;5140;2477;783;47;7;0;0;0;402;145;15;;9;5763;13022;6180;8950;1;1
URGENCES2;2019;130000565;130781446;GEN;260;420;1;IAO;40786;3680;15302;7117;2329;1329;123;105;0;17;3;0;1316;539;82;;8;2920;3421;1636;1926;1;1
URGENCES2;2019;130001225;130782634;GEN;504;568;1;IAO;41540;4364;10364;9862;2954;1496;;;;;;;;;;;6;2190;3534;763;3054;1;1
URGENCES2;2019;130002215;130785512;GEN;252;402;1;IAO;26544;3337;4170;2809;1356;33;;;;2;;;557;;;;4;;1020;367;672;1;1
URGENCES2;2019;130002827;130789274;GEN;238;588;1;IAO;34433;4601;5620;5753;2189;76;1173;312;27;;;;1027;369;33;;4;1460;2502;1104;1476;1;1
URGENCES2;2019;130002835;130789316;GEN;480;742;1;IAO;48626;4658;12759;1435;16;1246;4;0;0;;;;1216;377;67;;10;;8154;4321;4220;1;
URGENCES2;2019;130043664;130002157;GEN;504;850;1;IAO;39447;2936;823;5001;985;32;;;;;;;892;269;13;;6;2190;2286;1074;1275;1;1
URGENCES2;2019;130780521;130786049;GEN;789;2049;1;IAO;104687;;36750;17859;;2725;;;;;;;;;;;15;5475;9429;5069;5671;1;1
URGENCES2;2019;130781479;130000599;GEN;252;336;1;IAO;16276;1470;2094;3530;20;1200;;;;;;;;;;;2;;9;3;6;1;1
URGENCES2;2019;130782071;130002454;GEN;168;287;1;IAO;14425;1007;3180;691;312;29;1;1;0;1;0;0;110;37;21;;6;2190;290;217;76;1;1
URGENCES2;2019;130782147;130000979;GEN;336;595;1;IAO;33756;4110;4366;6389;2173;84;;;;;;;32;3;3;;6;2190;1905;1100;818;1;1
URGENCES2;2019;130783293;130786049;GEN;962;2352;1;IAO;85031;;;19472;;;;;;;;;;;;;19;6935;15899;6901;12725;1;1
URGENCES2;2019;130784713;130038847;GEN;252;504;1;IAO;14048;1645;768;2476;718;33;;;;;;;;;;;4;1410;31;14;17;1;1
URGENCES2;2019;130785652;130014228;GEN;840;981;1;IAO;63740;6428;28129;17607;4210;1723;;;;;;;;;;;13;4745;7550;3880;3974;1;1
URGENCES2;2019;130786361;130002447;GEN;252;480;1;IAO;19915;2338;2362;4225;1212;99;;;;;;;125;25;5;;3;;363;125;242;1;0
URGENCES2;2019;130786742;750821092;GEN;364;510;1;IAO;25776;4154;1054;3895;1711;39;33;0;0;;;;479;258;1;;10;3650;3890;1562;2502;1;1
URGENCES2;2019;140000027;140000035;GEN;456;742;1;IAO;47141;3954;16123;9095;2693;1976;3;2;0;;;;;;;;9;3285;4658;2670;2190;1;0
URGENCES2;2019;140000209;140000100;GEN;581;1800;1;IAO;69622;9001;1588;16192;5056;116;327;5;11;0;0;0;1717;288;20;;13;4745;13208;5163;9542;1;1
URGENCES2;2019;140000209;140000100;PED;268;577;1;IAO;25309;;;;;;;;;;;;;;;3879;3;1095;1916;1084;834;;
URGENCES2;2019;140000233;140000118;GEN;168;246;1;IAO;18698;2232;6387;4928;1419;1203;;;;;;;;;;;2;730;1514;713;847;1;0
URGENCES2;2019;140000373;140000159;GEN;168;252;1;IAO;10808;2169;1423;3315;1510;16;35;2;2;1;0;0;487;69;107;;2;730;1749;484;1358;1;1
URGENCES2;2019;140002452;140025800;GEN;230;263;1;IAO;15414;1320;2630;837;585;2;1;0;0;0;0;0;239;39;23;;0;;786;556;234;1;0
URGENCES2;2019;140016759;140003146;GEN;196;319;1;IAO;23018;1961;4244;2374;;;;;;;;;119;;;;6;1125;1063;736;357;0;0
URGENCES2;2019;140017237;140003278;GEN;203;361;1;IAO;26035;2549;5110;3553;644;52;;;;;;;209;;;;7;2555;383;77;312;1;0
URGENCES2;2019;140024886;140000092;GEN;188;420;1;IAO;22740;3125;5571;4776;1758;613;365;202;0;0;0;0;413;101;10;;4;1460;2536;1221;1471;1;0
URGENCES2;2019;140026410;140026279;GEN;336;392;1;IAO;17444;1407;2187;4559;;;;;;;;;923;;;;5;1825;3017;1771;1342;0;0
URGENCES2;2019;150000032;150780088;GEN;168;168;0;;14185;2004;2829;2842;1116;74;118;14;5;;;;292;51;86;;0;0;0;0;0;0;1
URGENCES2;2019;150000040;150780096;GEN;272;543;1;IAO;28351;3627;7342;8275;2448;1465;0;0;0;0;0;0;256;48;25;;6;2190;1747;321;1609;1;1
URGENCES2;2019;150000164;150780468;GEN;48;35;1;IAO;9281;1339;2079;;;;;;;;;;;;;;6;2190;1354;316;1059;0;0
URGENCES2;2019;160000253;160000451;GEN;601;1456;1;IAO;63163;7050;20008;13343;3310;1708;70;;;;;;886;152;35;;14;5110;6401;3362;3188;1;1
URGENCES2;2019;160000303;160006037;GEN;168;252;1;IAO;9555;1208;1724;2447;;;;;;;;;;;;;2;730;345;276;75;1;1
URGENCES2;2019;160000311;160000485;GEN;168;207;1;IAO;12288;1779;2585;1507;786;15;16;9;0;;;;506;98;60;;2;730;779;778;1;1;0
URGENCES2;2019;160000337;160000493;GEN;168;210;0;;10603;1980;1999;2236;1965;39;18;15;0;;;;108;;;;2;730;690;563;143;1;0
URGENCES2;2019;160015368;160014411;GEN;77;140;1;IAO;19275;2492;3079;5577;1651;141;;;;;;;1123;188;115;;7;2555;4830;2750;2148;1;1
URGENCES2;2019;170000038;170780050;GEN;168;168;1;IAO;14105;2603;2106;3090;1578;55;26;1;0;;;;234;35;44;;4;1460;1491;413;1158;1;0
URGENCES2;2019;170000087;170024194;GEN;525;1021;1;IAO;47621;8850;7304;14549;4889;527;1944;811;36;1;;;145;19;10;;15;4881;4990;1062;4310;1;0
URGENCES2;2019;170000095;170780167;GEN;168;231;1;IAO;11416;2036;1647;1487;874;6;17;13;0;0;0;0;523;113;46;;3;1095;1286;328;1108;1;1
URGENCES2;2019;170000103;170780175;GEN;336;588;1;IAO;36347;4436;4245;7481;2114;117;221;2;0;;;;221;31;37;;8;2920;2486;337;3084;1;1
URGENCES2;2019;170000103;170780175;PED;168;252;1;IAO;10533;;;;;;;;;;;;;;;2278;2;730;806;470;343;;
URGENCES2;2019;170000152;170780225;GEN;406;1008;1;IAO;40142;4857;10951;10563;3231;1451;;;;;;;498;;;;9;3285;3780;634;3363;0;1
URGENCES2;2019;170022065;170022057;GEN;336;434;1;IAO;19632;4270;2162;;;;;;;;;;4947;2099;28;;;;0;0;0;1;0
URGENCES2;2019;170022818;170022057;GEN;84;98;1;IAO;7253;699;1440;;;;;;;;;;403;115;28;;;;0;0;0;1;0
URGENCES2;2019;170022826;170022057;GEN;84;174;;;11632;892;1698;;;;;;;;;;1921;439;93;;;;0;0;0;;
URGENCES2;2019;180000010;180000028;GEN;535;1106;1;IAO;47943;9600;10002;12110;2751;1368;;;;;;;;;;;13;4745;5434;870;6107;1;1
URGENCES2;2019;180000200;180000051;GEN;312;354;1;IAO;22574;2739;5371;1994;1567;427;0;0;0;0;0;0;265;;;;4;1460;2691;870;2011;0;1
URGENCES2;2019;180000283;180000069;GEN;168;284;1;IAO;14814;2382;2865;2277;870;1;7;4;;;;;987;169;102;;5;1825;2192;1054;1255;1;1
URGENCES2;2019;190000018;190000042;GEN;288;742;1;IAO;40436;6103;8375;11004;4185;970;;;;;;;;;;;9;3285;2889;263;2768;1;1
URGENCES2;2019;190000026;190000059;GEN;203;516;1;IAO;20761;3498;3973;5004;2140;398;399;28;;11;0;1;343;66;34;;6;2190;1847;426;1582;1;1
URGENCES2;2019;190000091;190000075;GEN;168;168;0;;13404;1252;2534;3250;843;113;2;;;0;;;;96;53;;1;365;603;272;334;1;1
URGENCES2;2019;210012670;210011367;GEN;238;655;1;IAO;29046;3127;7811;2199;452;537;;;;;;;675;123;9;;6;;6813;5719;1177;1;1
URGENCES2;2019;210987558;210780581;GEN;574;1260;1;IAO;49634;8361;48;15779;5537;14;;;;;;;565;79;;;9;3285;3891;2261;1651;1;1
URGENCES2;2019;210987558;210780581;PED;133;582;1;MAO;22121;;;;;;;;;;;;;;;3126;4;1460;3095;2154;989;;
URGENCES2;2019;210987657;210012175;GEN;218;756;1;IAO;23080;3320;5630;5810;1946;721;0;0;0;;;;487;;;;6;2190;2544;1059;1554;;
URGENCES2;2019;210987665;210012142;GEN;336;420;0;;11679;;;2380;;;1;;;;;;254;;;;3;1095;1530;1306;236;0;0
URGENCES2;2019;210987699;210780706;GEN;406;609;1;IAO;21848;2749;5401;3719;1169;378;350;18;10;;;;673;334;44;;6;1632;1970;945;1060;1;0
URGENCES2;2019;220000012;220000020;GEN;697;1323;1;IAO;73802;8438;21689;20024;5267;3437;0;0;0;0;0;0;564;162;17;;17;6205;6246;3096;3727;1;1
URGENCES2;2019;220000095;220000046;GEN;406;568;1;IAO;30420;4523;7553;7724;2921;564;;;;;;;;;;;8;2920;4747;2161;2758;0;1
URGENCES2;2019;220000343;220000079;GEN;336;742;1;IAO;22896;2557;1432;6005;;;;;;;;;;;;;6;2190;1783;636;1201;1;1
URGENCES2;2019;220000368;220000103;GEN;228;571;1;IAO;23925;3676;4647;6032;1988;570;;;;;;;186;50;17;;6;2190;2808;1363;1529;1;1
URGENCES2;2019;220000541;220000152;GEN;336;252;0;;15102;2456;2971;2935;1292;4;4;3;;;;;871;165;132;;4;1460;807;610;197;1;1
URGENCES2;2019;230000820;230780041;GEN;140;420;1;IAO;21096;3856;3988;5393;2596;578;8;5;;;;;;;;;6;2190;2528;1102;1476;1;0
URGENCES2;2019;230004657;230780058;GEN;168;168;1;IAO;6509;1661;1078;;;;;;;;;;;;;;2;730;721;154;676;1;0
URGENCES2;2019;240000190;240000596;GEN;168;274;1;IAO;13351;;;2223;;;;;;;;;667;;;;4;1460;1595;1409;187;1;1
URGENCES2;2019;240000372;240000059;GEN;322;455;1;IAO;30039;4092;6934;4300;1766;555;0;0;0;0;0;0;587;88;48;;8;2920;3951;1473;3314;0;0
URGENCES2;2019;240000489;240000117;GEN;420;840;1;IAO;46791;6882;12966;11086;;1479;87;;;4;;;;;;;16;5840;4520;1580;3512;1;1
URGENCES2;2019;240000687;240000448;GEN;168;420;;;14917;2330;3156;2975;1285;41;106;8;6;;;;570;119;72;;6;2190;1296;290;1198;;
URGENCES2;2019;250000700;250000452;GEN;259;486;1;IAO;28960;2814;7615;6548;1686;1188;77;1;0;;;;;;;;6;2190;1939;716;1376;1;1
URGENCES2;2019;250006954;250000015;GEN;1092;2019;1;IAO;68596;8357;2628;;;;;;;;;;;;;;3;;6125;3828;2817;1;1
URGENCES2;2019;250006954;250000015;PED;383;482;1;IAO;19613;;;;;;;;;;;;;;;3595;4;1460;1334;457;1039;;
URGENCES2;2019;260000013;260000021;GEN;668;1464;1;IAO;73535;6363;20065;16337;3293;2601;;;;;;;;;;;14;5110;5973;1471;5906;1;1
URGENCES2;2019;260000120;260016910;GEN;238;756;1;IAO;30707;4412;6836;6875;2404;1131;;;;;;;;;;;8;2920;1782;80;2610;1;1
URGENCES2;2019;260000138;260000047;GEN;638;840;1;IAO;46216;4717;10960;7373;2077;1369;10;7;0;7;0;0;780;102;35;;10;3650;5586;1714;4504;0;1
URGENCES2;2019;260000146;260000054;GEN;168;174;;;11531;1060;2616;2099;366;1;;;;;;;207;40;33;;2;730;460;155;322;;
URGENCES2;2019;260000203;260016910;GEN;84;336;0;;6803;466;1871;445;181;13;;;;;;;;;;;0;0;0;0;0;0;0
URGENCES2;2019;260000286;260000104;GEN;168;168;0;;6655;410;1511;869;;;;;;;;;;;;;2;730;575;175;440;1;0
URGENCES2;2019;270000045;270000060;GEN;168;330;1;IAO;18926;2391;3376;2931;1178;35;1;;;;;;;;;;4;1460;1710;414;1498;1;1
URGENCES2;2019;270000326;270000680;GEN;168;424;1;IAO;20618;996;3884;;;;;;;;;;;;;;4;1460;9;1;14;1;1
URGENCES2;2019;270000359;270023724;GEN;777;919;1;IAO;65689;4760;25348;9052;2341;1817;0;0;0;;;;;;;;9;3090;2018;229;2531;0;1
URGENCES2;2019;270000367;270000086;GEN;168;168;1;IAO;16272;1940;3285;;;;;;;0;;;0;;;;2;730;881;103;917;1;1
URGENCES2;2019;270000391;760024042;GEN;168;308;1;IAO;15569;669;4496;533;226;10;4;4;;0;;;143;12;18;;1;365;146;128;18;1;1
URGENCES2;2019;270000425;270000102;GEN;168;168;;;17161;;;;;;;;;;;;;;;;3;;1586;752;887;;
URGENCES2;2019;270000441;270000110;GEN;168;168;0;;15853;1488;4048;888;;;57;;;6;;;301;;;;4;1460;746;107;756;0;0
URGENCES2;2019;270000458;270023724;GEN;238;420;1;IAO;23958;2618;2713;3313;1135;46;6;5;0;;;;;;;;6;2190;1326;367;1111;1;1
URGENCES2;2019;280000084;280000183;GEN;692;1071;1;IAO;69021;5210;24586;10277;2942;1494;190;12;9;;;;;;;;11;4015;3295;598;3133;0;0
URGENCES2;2019;280000662;280500075;GEN;296;464;;;15759;;;3894;;;;;;;;;;;;;4;1460;2254;934;1418;;
URGENCES2;2019;280502998;280000589;GEN;168;168;1;IAO;15767;2496;3115;3003;1380;59;;;;;;;;;;;3;1095;1923;942;1061;0;0
URGENCES2;2019;280504267;280000134;GEN;792;1016;1;IAO;61277;6776;18137;15436;4337;2053;22;19;0;;;;538;93;7;;16;5840;8240;2687;6645;1;1
URGENCES2;2019;280505777;280001199;GEN;195;252;1;IAO;29582;2399;7345;2117;;;;;;;;;;;;;8;2920;791;102;734;1;1
URGENCES2;2019;290000025;290020700;GEN;588;1467;1;IAO;56060;6021;15327;13757;3457;2804;;;;;;;1075;118;15;;24;8760;4235;1417;3016;1;1
URGENCES2;2019;290000033;290021542;GEN;277;750;1;IAO;33143;4852;7088;8462;2967;990;1388;55;57;;;;329;59;29;;5;2858;1632;189;1642;1;1
URGENCES2;2019;290000058;290000017;PED;325;747;1;IAO;26938;;;;;;;;;;;;;;;5445;8;2920;2861;944;1935;;
URGENCES2;2019;290000066;290020700;GEN;71;147;1;IAO;7533;1050;1559;821;408;42;;;;;;;26;12;1;;;;0;0;0;1;1
URGENCES2;2019;290000173;290000041;GEN;198;427;1;IAO;17951;2316;3194;2812;1518;133;327;13;6;;;;187;32;14;;4;1460;1590;406;1298;0;1
URGENCES2;2019;290000181;290000074;GEN;168;488;1;IAO;14020;2678;1964;2793;1445;0;1;1;0;;;;569;186;53;;2;730;1387;704;748;1;1
URGENCES2;2019;290000256;290000017;GEN;336;341;1;IAO;13769;3243;1707;4158;2075;54;0;0;0;0;0;0;112;0;0;;4;1460;1556;283;1385;1;1
URGENCES2;2019;290000728;750821092;GEN;445;700;1;IAO;19442;2086;1360;3467;1221;81;33;1;;;;;485;241;4;;5;1679;1886;454;1552;1;1
URGENCES2;2019;290000785;220020739;GEN;168;252;1;IAO;14622;;;;;;;;;;;;;;;;2;730;1494;1140;355;;
URGENCES2;2019;290000934;560005746;GEN;210;490;1;IAO;21623;3269;4255;4797;2110;28;39;6;1;;;;;;;;6;2190;1673;404;1584;0;1
URGENCES2;2019;290004324;290000017;GEN;646;883;1;IAO;50645;10708;;17480;6869;;2258;;;;;;480;;;;16;5840;4651;371;5960;1;1
URGENCES2;2019;290019777;290022508;GEN;297;579;1;IAO;37834;2532;8588;3220;;;;;;;;;433;;;;6;2190;1029;651;382;1;0
URGENCES2;2019;2A0000022;2A0000014;GEN;444;2016;1;IAO;36912;4481;5993;7634;2175;903;121;88;0;;;;1444;664;17;;8;447;577;138;617;1;1
URGENCES2;2019;2A0000154;2A0000204;GEN;186;186;1;IAO;15959;967;3754;1954;413;147;;;;;;;168;26;59;;4;;512;290;222;1;1
URGENCES2;2019;2B0000012;2B0000020;GEN;450;924;1;IAO;33603;3774;7582;8099;;;245;;;;;;298;;;;6;2190;4416;2176;2661;1;1
URGENCES2;2019;2B0005359;2B0005342;GEN;168;280;1;IAO;16031;1104;3902;2123;529;78;;;;;;;;;;;3;1095;1911;1007;937;1;1
URGENCES2;2019;300000023;300780046;GEN;336;574;1;IAO;42018;6208;9570;9869;3279;1135;458;7;5;0;0;0;395;85;50;;8;2920;4197;943;3484;1;1
URGENCES2;2019;300000031;300780053;GEN;188;238;1;IAO;30144;3565;7873;6271;1821;778;0;0;0;0;0;0;262;39;31;;6;2190;1958;711;1461;1;1
URGENCES2;2019;300780137;920028396;GEN;168;235;1;IAO;12825;1140;2146;1646;480;59;;;;;;;;;;;2;730;474;349;125;1;1
URGENCES2;2019;300782117;300780038;GEN;674;1560;1;IAO;88526;9461;6684;19275;;;220;;;;;;343;;;;10;3650;6690;1058;6730;1;1
URGENCES2;2019;300782117;300780038;PED;192;0;1;IAO;21600;;;;;;;;;;;;;;;3163;1;;501;387;114;;
URGENCES2;2019;300788502;300017985;GEN;312;256;1;IAO;22144;1076;5788;2439;296;180;;;;;;;;;;;5;1825;8;6;2;1;1
URGENCES2;2019;310000310;310780671;GEN;336;420;1;IAO;22556;4667;4669;5917;2426;220;1;1;;;;;;;;;8;2920;2349;823;1602;1;1
URGENCES2;2019;310016977;310781406;PED;592;1205;1;IAO;53522;;;;;;;;;;;;;;;6912;14;4867;;;;;
URGENCES2;2019;310026927;310026794;GEN;168;556;1;IAO;23981;3598;2813;3637;;;;;;;;;;;;;6;2190;936;495;467;1;0
URGENCES2;2019;310780283;310000112;GEN;264;744;1;IAO;31686;;;;;;;;;;;;;;;;10;3650;2083;132;2920;1;0
URGENCES2;2019;310780382;310000179;GEN;168;168;0;;12369;1084;776;1849;462;31;;;;;;;;;;;2;730;5;0;8;1;1
URGENCES2;2019;310781000;310788880;GEN;288;628;1;IAO;24262;3089;1753;7352;1716;74;35;3;0;0;0;0;11;;;;6;2190;2561;1157;1452;1;1
URGENCES2;2019;310781067;310788898;GEN;271;455;1;IAO;15165;;;1510;;;;;;;;;900;;;;5;1825;1410;541;952;;
URGENCES2;2019;310781505;310000492;GEN;238;452;1;IAO;33740;2505;6484;2632;626;71;;;;;;;;;;;6;2190;992;460;532;1;1
URGENCES2;2019;310783048;310781406;GEN;1203;3757;1;MAO;78104;8419;3869;11233;3321;223;;;;;;;2361;391;49;;34;10694;5371;1080;7118;1;1
URGENCES2;2019;310783055;310781406;GEN;636;1785;1;MAO;40755;6222;1121;7840;2308;80;;;;;;;840;340;1;;14;5110;3986;2083;2269;1;1
URGENCES2;2019;320000086;320780117;GEN;238;672;1;IAO;22348;4507;4162;7720;2901;726;7;4;0;0;0;0;0;0;0;;2;730;1509;748;920;0;0
URGENCES2;2019;320000102;320780133;GEN;168;168;0;;9428;1789;1795;;;;;;;;;;;;;;2;730;957;716;241;1;1
URGENCES2;2019;330000555;330781204;GEN;408;680;1;IAO;35932;5062;7788;8700;2845;815;4;1;;;;;;;;;6;2190;4787;2004;3119;;1
URGENCES2;2019;330000571;330781220;GEN;168;252;1;IAO;16936;2569;3275;5135;1680;236;0;0;0;0;0;0;501;0;0;;3;1095;2476;1695;810;1;1
URGENCES2;2019;330000589;330027509;GEN;168;252;1;IAO;21910;3831;3302;6518;2200;222;108;82;;5;1;;455;119;48;;5;1825;3280;1669;1779;;
URGENCES2;2019;330000605;330781253;GEN;596;1148;1;IAO;45589;6301;13196;15884;4495;2174;305;29;27;0;0;0;0;0;0;;8;2920;8665;3113;6469;1;1
URGENCES2;2019;330058355;330781253;GEN;296;336;1;IAO;11329;1309;2757;1770;511;84;4;0;0;0;0;0;0;0;0;;2;730;1451;955;560;0;0
URGENCES2;2019;330780263;330000134;GEN;168;582;1;IAO;28232;1622;4318;1972;806;96;;;;;;;739;170;42;;7;2555;7146;4401;2990;1;1
URGENCES2;2019;330780479;330000274;GEN;312;588;1;IAO;34101;4249;4582;3722;;;;;;;;;;;;;5;1825;9043;6025;3334;1;1
URGENCES2;2019;330780495;330796392;GEN;168;168;1;IAO;18470;2243;3954;5186;1337;305;3;3;0;;;;795;109;102;;4;1460;4674;3219;1479;1;1
URGENCES2;2019;330780529;330796392;GEN;420;383;1;IAO;27454;3495;2172;7772;2340;128;0;0;0;0;0;0;72;13;4;;12;4380;5772;2789;3375;1;0
URGENCES2;2019;330780537;330000324;GEN;168;168;1;IAO;19136;2974;3497;3527;1328;73;;;;;;;576;68;83;;4;1460;3507;2440;1067;;
URGENCES2;2019;330781303;750821092;GEN;379;672;1;MAO;25879;2402;843;2770;862;35;18;6;0;0;0;0;2489;491;6;;4;1460;2695;724;2074;1;1
URGENCES2;2019;330781352;330781196;GEN;268;942;1;IAO;23390;3410;1206;9277;2805;246;;;;;;;3;;;;8;2920;3800;2054;1799;1;1
URGENCES2;2019;330781360;330781196;GEN;775;2015;1;IAO;57721;6300;3776;25146;5068;1082;1;;;;;;110;16;9;;9;3285;9062;5702;3362;1;1
URGENCES2;2019;330781360;330781196;PED;429;672;1;IAO;45201;;;;;;;;;;;;;;;10268;8;2920;2936;2330;606;;
URGENCES2;2019;330783648;330781196;GEN;175;535;0;;5820;1039;64;4009;912;18;;;;;;;11;2;1;;4;1400;3015;1709;1663;0;1
URGENCES2;2019;340000033;340780055;GEN;615;1405;1;MAO;69306;7592;24554;16496;3620;2943;694;25;30;;;;;;;;6;2190;6062;3431;2751;1;1
