BOR;AN;nofinesset;nofinessej;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2020;910020254;910002773;REAADU;22;8052;967;1002;80;8682;8;41;59;2;1;2.3;2;0;2;53;11;63.64;50;2;50.28;0;0;0;2;0;2.01
REA;2020;910020254;910002773;SITOT;32;11712;3050;;;10080;;;;;;;;;;;;;;;;;;;;;
REA;2020;910020254;910002773;SIUNV;12;4392;1402;;;3922;;;;3;;2.75;;;;;;;;;;;;;;;
REA;2020;910020254;910002773;SURVADU;8;2928;581;;;1783;;;;2;2;3;0;0;0;3;0;3;1;0;1;0;0;0;0;0;0
REA;2020;910020254;910002773;SURVENF;4;1464;738;;;855;;;;1;;0.6;;;;;;;;;;;;;;;
REA;2020;910020254;910002773;USIC;12;4392;1505;;;3925;;;;1;2;3;1;0;1;13;0;13.64;11;0;11;0;0;0;0;0;0
REA;2020;910150028;750811184;AUTSI;0;968;85;;;873;;;;0;0;1.61;0;;0.33;;;5.24;;;3.85;;;0.47;;;0.12
REA;2020;910150028;750811184;REAADU;8;1952;170;173;8;1667;62;33;15;2;2;3.22;1;;0.67;15;4;10.47;10;1;7.71;;1;0.33;;1;0.25
REA;2020;910150028;750811184;SITOT;0;968;85;;;873;;;;;;;;;;;;;;;;;;;;;
REA;2020;910150028;750811184;SURVADU;12;4380;155;;;3488;;;;1;1;1.8;1;;0.54;9;0;10.85;7;1;10.42;;2;1.1;;1;0.4
REA;2020;910300011;130050610;SURVADU;4;1336;19;;;218;;;;3;;1.5;1;2;1.8;6;4;8;1;0;1;;;;;;
REA;2020;910300144;910000447;REAADU;;;3;3;3;0;0;38;0;;;;;;;;;;;;;;;;;;
REA;2020;910300144;910000447;SURVADU;8;2672;620;;;2710;;;;;6;1;;;;2;4;5.76;7;;7.97;;;;;;
REA;2020;910300177;910000462;REAADU;4;1132;26;26;0;219;38;37;10;;7;3;;1;0.5;6;0;6;5;0;5;0;0;0;0;0;0
REA;2020;910300177;910000462;SURVADU;10;2190;295;;;1290;;;;;7;4;;1;0.5;4;0;4;3;0;3;0;0;0;0;0;0
REA;2020;910300219;910003888;REAADU;28;10220;1248;1337;21;9784;22;35;231;6;4;10;2;;2;64;;79.05;32;;42.88;;;;;;
REA;2020;910300219;910003888;SITOT;16;5840;1307;;;4533;;;;;;;;;;;;;;;;;;;;;
REA;2020;910300219;910003888;SURVADU;30;10950;1737;;;10324;;;;6;4;10;;;;4;;4.17;4;;4.91;;;;;;
REA;2020;910300219;910003888;USIC;16;5840;1307;;;4533;;;;2;;2;;;;13;;14.54;10;;11.71;;;;;;
REA;2020;910300300;910000538;REAADU;10;3650;332;335;8;3322;18;35;68;0;3;2.5;1;;1;16;;16;10;;10;;3;1.5;3;;2
REA;2020;910300300;910000538;SURVADU;12;4380;156;;;1158;;;;0;3;2.5;;;;;;;;;;;;;;;
REA;2020;910803543;910017615;REAADU;15;5475;532;540;5;4903;7;35;110;4;;4;1;6;1.1;18;13;28.2;12;8;18;;;;;;
REA;2020;910803543;910017615;SITOT;12;4380;690;;;2973;;;;;;;;;;;;;;;;;;;;;
REA;2020;910803543;910017615;SURVADU;16;5840;960;;;4398;;;;8;;8;1;5;1.25;6;6;10.7;3;6;7.4;;;;;;
REA;2020;910803543;910017615;USIC;12;4380;690;;;2973;;;;6;;6;1;;1;10;3;11.2;8;2;9.6;;;;;;
REA;2020;910805357;910001643;SURVADU;6;274;12;;;65;;;;;8;0.5;;;;4;;0.5;4;;0.5;;1;0.1;;;
REA;2020;920000460;750813321;AUTSI;8;2928;79;;;1639;;;;5;2;1.77;;;;;;;;;;;;;;;
REA;2020;920000460;750813321;SITOT;8;2928;79;;;1639;;;;;;;;;;;;;;;;;;;;;
REA;2020;920000577;920110020;SITOT;6;2196;419;;;1688;;;;;;;;;;;;;;;;;;;;;
REA;2020;920000577;920110020;SURVADU;6;2230;369;;;1513;;;;;8;4.76;;2;0.5;6;;6;6;;5.83;;;;2;1;2.5
REA;2020;920000577;920110020;USIC;6;2196;419;;;1688;;;;;11;2.78;;;;;;;;;;;;;;;
REA;2020;920000585;920026374;SURVADU;6;2138;421;;;1843;;;;1;;3.35;;;;4;24;7.47;5;18;5.9;;;;;1;0.99
REA;2020;920000635;920150026;SURVADU;4;1460;131;;;1183;;;;2;;0.7;1;;0.12;;;;20;;1.87;;;;7;;0.65
REA;2020;920000643;920032505;REAADU;8;2200;225;231;5;1647;12;32;46;1;;1;;;;8;;7.8;7;;7;;;;2;;2
REA;2020;920000643;920032505;SURVADU;0;728;101;;;565;;;;1;;1;;;;4;;3.8;3;;3;;;;1;;1
REA;2020;920000650;920150059;AUTSI;12;4329;422;;;2435;;;;2;0;2;0;0;0;13;1;16.84;18;0;20.23;0;0;0;0;0;0.14
REA;2020;920000650;920150059;REAADU;14;5088;780;812;45;7136;16;41;60;11;0;10.1;2;0;2.08;47;3;45.01;27;0;26.08;0;0;0;6;1;5.33
REA;2020;920000650;920150059;SITOT;28;9872;1857;;;7143;;;;;;;;;;;;;;;;;;;;;
REA;2020;920000650;920150059;SIUNV;8;2891;843;;;2455;;;;1;0;0.5;0;0;0.3;5;0;6.1;3;0;4.55;0;0;0;0;0;0
REA;2020;920000650;920150059;SURVADU;39;9872;2342;;;14414;;;;0;0;0;0;0;0.01;24;5;27.07;0;0;0.61;0;0;0;0;0;0
REA;2020;920000650;920150059;USIC;8;2652;592;;;2253;;;;0;3;2.27;1;0;0.1;10;0;9.63;1;0;1.45;0;0;0;0;0;0.8
REA;2020;920000684;750150120;REAADU;23;8395;641;723;73;5868;31;30;29;9;;9;4;;3.83;56;3;50.58;26;1;27.98;;;;3;;3.58
REA;2020;920000684;750150120;REAENF;16;5840;894;948;73;3381;20;;;4;1;4.5;11;1;11.4;24;1;23.9;24;;21.92;;;;3;;3.16
REA;2020;920000684;750150120;SITOT;12;4380;1036;;;3104;;;;;;;;;;;;;;;;;;;;;
REA;2020;920000684;750150120;SURVADU;51;18615;2523;;;11635;;;;5;3;9.03;2;;1.36;15;1;15.95;17;;16.19;;;;2;;2
REA;2020;920000684;750150120;SURVENF;16;5840;830;;;3542;;;;2;;2.3;3;;2.74;5;2;6.14;15;2;14.32;;;;1;1;1.54
REA;2020;920000684;750150120;USIC;12;4380;1036;;;3104;;;;5;3;9.03;3;;2.16;20;;18.83;19;;17.25;;;;2;;1.36
REA;2020;920100013;750712184;REAADU;12;4392;765;808;84;4619;17;47;121;3;4;4.59;1;;1.6;36;2;41.35;29;;29.68;;;0.5;2;;1.93
REA;2020;920100013;750712184;SITOT;10;3660;929;;;3075;;;;;;;;;;;;;;;;;;;;;
REA;2020;920100013;750712184;SURVADU;14;5124;850;;;3418;;;;1;1;1;1;;0.4;7;2;4.11;5;;2.03;;;0.5;1;;0.93
REA;2020;920100013;750712184;USIC;10;3660;929;;;3075;;;;;3;0.8;1;;1;5;1;4.86;2;;1.97;;;0.25;;;
REA;2020;920100021;750712184;REAADU;15;5490;440;470;33;4087;7;36;67;6;;6;1;;1;40;3;40.16;23;;23.34;;;;2;;2
REA;2020;920100021;750712184;SURVADU;8;2920;367;;;1850;;;;2;;2;1;;1;;;;;;;;;;3;;3
REA;2020;920100039;750712184;AUTSI;8;2998;384;;;3579;;;;9;0;2.7;10;2;12.3;;;;9;1;9.74;;;;2;;2
REA;2020;920100039;750712184;REAADU;35;10996;1287;1398;89;11217;17;33;89;8;;8;2;0;2;76;8;82;41;8;46;;;;4;1;5
REA;2020;920100039;750712184;REAENF;6;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
REA;2020;920100039;750712184;SITOT;8;7024;384;;;3579;;;;;;;;;;;;;;;;;;;;;
REA;2020;920100039;750712184;SIUNV;0;4026;0;;;0;;;;;4;2.6;10;2;12.3;;;;9;1;9.74;;;;2;;2
REA;2020;920100039;750712184;SURVADU;6;2088;821;;;1603;;;;0;;;;;;20;4;23;19;3;21;;;;1;;1
REA;2020;920100039;750712184;SURVENF;;;0;;;0;;;;0;;;3;;3;2;;2;1;;1;;;;;;
REA;2020;920100047;750712184;REAADU;12;4337;546;560;42;4048;31;36;34;2;5;4.5;28;1;1;;;;18;1;18;;;;1;;1
REA;2020;920100047;750712184;SURVADU;5;1465;334;;;1019;;;;1;;;;;;;;;;;;;;;;;
REA;2020;920100047;750712184;SURVENF;4;;94;;;280;;;;4;;;;;;;;;;;;;;;;;
REA;2020;920100054;750712184;AUTSI;8;2928;227;;;357;;;;1;1;0.56;1;;1;1;1;1;5;4;7.8;3;;1;1;1;0.32
REA;2020;920100054;750712184;REAADU;15;5490;556;579;48;5016;19;47;56;4;7;6.51;2;;2;42;8;48.56;28;1;29.12;3;;1;5;4;7.67
REA;2020;920100054;750712184;REAENF;10;3660;264;270;28;1924;33;;;3;4;4.97;1;;0.53;16;1;16.62;15;3;16.88;1;;1;1;1;1.6
REA;2020;920100054;750712184;SITOT;8;2928;227;;;357;;;;;;;;;;;;;;;;;;;;;
REA;2020;920100054;750712184;SURVADU;12;4392;538;;;7967;;;;;6;1.81;;;;1;3;2.7;4;1;4.8;3;;1;1;1;1
REA;2020;920100054;750712184;SURVENF;10;3526;329;;;3509;;;;;2;1.3;1;;0.25;8;4;11.25;10;2;11.15;;;;;;
REA;2020;920120011;750821092;AUTSI;12;4392;184;;;4454;;;;1;;1;;;;;;;;;;;;;;;
REA;2020;920120011;750821092;REAADU;14;5124;564;615;43;3547;16;41;104;17;5;13;48;;36;43;;31.45;18;;13.5;;;;7;1;6
REA;2020;920120011;750821092;SITOT;20;7320;800;;;6519;;;;;;;;;;;;;;;;;;;;;
REA;2020;920120011;750821092;USIC;8;2928;616;;;2065;;;;1;;1;;;;9;;9;6;;6;;;;;;
REA;2020;920300043;920001526;REAADU;16;5856;457;466;9;5760;5;35;100;;4;4;;1;0.25;28;1;28.68;18;1;18.65;;;;4;1;4.53
REA;2020;920300043;920001526;SITOT;8;2928;523;;;2696;;;;;;;;;;;;;;;;;;;;;
REA;2020;920300043;920001526;SURVADU;51;18666;2024;;;16143;;;;;;;;;;23;5;26.7;18;1;18.6;;;;4;2;5.6
REA;2020;920300043;920001526;USIC;8;2928;523;;;2696;;;;;2;2;;1;0.25;8;3;10.67;4;1;4.14;;;;2;1;2.53
REA;2020;920300191;920000767;SURVADU;2;339;53;;;138;;;;1;;0.5;;;;1;;0.5;1;;0.5;;;;;;
REA;2020;920300415;920000890;SURVADU;8;2920;161;;;708;;;;7;;7;2;;2;4;;3.75;1;1;1.65;;;;;;
REA;2020;920300597;920000940;REAADU;6;1500;12;12;0;93;75;31;0;;6;3;;;;;;;;;;;;;;;
REA;2020;920300597;920000940;SURVADU;14;5124;830;;;6226;;;;9;2;5.5;;;;13;2;9.8;12;2;8.9;;;;;;
REA;2020;920300753;920810736;REAADU;16;5856;1239;1270;19;6763;29;26;177;6;;;1;;1;27;;35.3;13;;15.38;;;;;;
REA;2020;920300753;920810736;SITOT;8;2928;885;;;2105;;;;;;;;;;;;;;;;;;;;;
REA;2020;920300753;920810736;SURVADU;25;9150;2212;;;9921;;;;2;;;;1;0.5;8;;10.63;6;;6.43;;;;;;
REA;2020;920300753;920810736;USIC;8;2928;885;;;2105;;;;3;;;;1;0.5;2;2;8.2;4;;4.72;;;;;;
REA;2020;920300761;920000973;SURVADU;10;3650;329;;;2111;;;;3;;;;;;13;14;16.88;12;8;14.39;;;;2;1;2.68
REA;2020;920300787;920000981;REAADU;8;2920;226;244;15;2275;2;70;81;1;3;;;1;0.5;17;3;19.37;3;1;3.8;;;;;;
REA;2020;920300787;920000981;SITOT;7;2555;380;;;1122;;;;;;;;;;;;;;;;;;;;;
REA;2020;920300787;920000981;SURVADU;4;1460;252;;;690;;;;1;3;;;1;0.5;5;1;5.5;;;;;;;;;
REA;2020;920300787;920000981;USIC;7;2555;380;;;1122;;;;2;4;;;;;6;;6;;;;;;;1;;1
REA;2020;920300936;920006848;REAADU;10;3650;758;772;10;4734;21;28;115;;5;;1;;1;10;;10.18;8;;9.3;;;;1;;0.33
REA;2020;920300936;920006848;SURVADU;12;3204;828;;;4918;;;;;2;;1;;1;4;;4.47;4;;4.48;;;;;;
REA;2020;930000286;930021480;REAADU;12;4380;419;441;36;3033;4;38;50;4;2;4.08;1;;0.55;35;;23.04;23;;18.34;;;;3;;3
REA;2020;930000286;930021480;SITOT;12;4380;1279;;;3327;;;;;;;;;;;;;;;;;;;;;
REA;2020;930000286;930021480;SURVADU;6;2190;306;;;1436;;;;3;1;0.63;1;;0.55;23;;9.8;14;;9.49;;;;1;1;1.38
REA;2020;930000286;930021480;USIC;12;4380;1279;;;3327;;;;0;4;1.3;1;;1;2;33;14.97;;22;9.1;;;;1;11;3.81
REA;2020;930000302;930110036;REAADU;15;5049;660;677;60;3939;13;33;72;6;4;5.68;2;0;2;26;3;26.83;24;;22.27;;;;3;0;3
REA;2020;930000302;930110036;SITOT;8;2904;956;;;2389;;;;;;;;;;;;;;;;;;;;;
REA;2020;930000302;930110036;SURVADU;3;782;162;;;651;;;;2;2;1.05;;;;4;0;4.75;1;;1.6;;;;;;
REA;2020;930000302;930110036;USIC;8;2904;956;;;2389;;;;2;;1.95;2;;2;;;;2;1;2.44;;;;;;
REA;2020;930000328;930110051;REAADU;12;4392;710;856;148;5693;6;37;62;10;2;10.33;1;;1;38;1;37.52;35;1;33.96;;;;15;2;13.47
REA;2020;930000328;930110051;SITOT;8;2928;620;;;2360;;;;;;;;;;;;;;;;;;;;;
REA;2020;930000328;930110051;SIUNV;8;2928;620;;;2360;;;;5;1;5.16;1;;1;19;1;18.76;18;1;16.98;;;;7;1;6.73
REA;2020;930000328;930110051;SURVADU;6;2196;2;;;7;;;;5;1;5.16;;;;19;;18.76;17;;16.98;;;;8;1;6.73
REA;2020;930000328;930110051;SURVENF;4;1464;178;;;405;;;;1;;1;4;;2.65;1;;1.02;;;;;;;2;;2
REA;2020;930000336;930110069;REAADU;12;4392;432;458;35;4305;9;43;49;5;13;8.74;;;;;;22.51;;;4.12;;;19.01;;;2.63
REA;2020;930000336;930110069;SITOT;16;5759;1583;;;5712;;;;;;;;;;;;;;;;;;;;;
REA;2020;930000336;930110069;SIUNV;8;2854;858;;;2644;;;;3;;3;;;;;;7.93;;;;;;11.77;;;2.71
REA;2020;930000336;930110069;SURVADU;8;1365;216;;;889;;;;1;2;1.97;;;9.43;;;1.73;;;6.47;;;;;;0.37
REA;2020;930000336;930110069;SURVENF;4;1460;543;;;1342;;;;3;1;3.56;;;5;;;;;;3.81;;;;;;1.31
REA;2020;930000336;930110069;USIC;8;2905;725;;;3068;;;;0;1;0.2;;;;;;10.42;;;0.48;;;10.39;;;1.45
REA;2020;930100037;750712184;AUTSI;8;2787;227;;;4622;;;;1;4;0.75;1;;0.8;21;;20.5;8;;8;;;;4;;3
REA;2020;930100037;750712184;REAADU;16;7069;1216;1298;69;7858;15;31;143;8;8;10.28;1;1;1.5;55;;48.38;26;;25.5;0;;0;2;;2
REA;2020;930100037;750712184;SITOT;16;4603;372;;;5129;;;;;;;;;;;;;;;;;;;;;
REA;2020;930100037;750712184;SURVADU;16;4603;581;;;2650;;;;11;13;4.4;1;1;1.5;16;;15.5;17;;17.4;;;;1;1;0.71
REA;2020;930100037;750712184;USIC;8;1816;145;;;507;;;;4;7;1.98;;1;0.5;10;;10;2;;2;;;;2;;0.5
REA;2020;930100045;750712184;REAADU;8;2260;172;172;14;884;15;42;18;1;1;1.5;1;;0.8;9;;9;9;;8;;;;;;
REA;2020;930100045;750712184;SURVADU;8;2260;363;;;1157;;;;1;;1;;1;0.25;14;;12.5;9;;8;;1;0.2;;;
REA;2020;930100045;750712184;SURVENF;4;1280;407;;;1160;;;;;5;1.5;1;;0.3;8;1;8.1;3;1;3.8;;;;3;1;3.4
REA;2020;930300025;930000393;REAADU;9;3285;428;450;22;3822;11;40;82;;3;1.2;;1;0.5;12;59;18.46;7;20;9.1;;;;;;
REA;2020;930300025;930000393;SITOT;12;4084;718;;;3175;;;;;;;;;;;;;;;;;;;;;
REA;2020;930300025;930000393;SURVADU;7;2296;513;;;3127;;;;;3;1;;;;;;;;;;;;;;;
REA;2020;930300025;930000393;USIC;12;4084;718;;;3175;;;;;3;1.1;;1;0.5;8;12;9.13;8;7;8.51;;;;;;
REA;2020;930300066;930000401;SITOT;11;4015;655;;;3468;;;;;;;;;;;;;;;;;;;;;
REA;2020;930300066;930000401;SURVADU;8;2920;442;;;3301;;;;5;;3;;;;5;;4.8;5;;4.8;;;;;;
REA;2020;930300066;930000401;USIC;11;4015;655;;;3468;;;;;7;5;;;;6;;6.4;6;;6;;;;;1;0.5
REA;2020;930300082;930000419;SITOT;8;2920;452;;;2593;;;;;;;;;;;;;;;;;;;;;
REA;2020;930300082;930000419;SURVADU;8;2920;322;;;2549;;;;14;;14;;;;5;;5.96;;5;1.2;;;;5;;5
REA;2020;930300082;930000419;USIC;8;2920;452;;;2593;;;;14;;14;;;;4;;2.85;;2;1.86;;;;5;;5
REA;2020;930300116;930000427;REAADU;0;90;4;4;0;66;0;22;0;;;;2;;2;2;;2;4;;4;;;;;;
REA;2020;930300116;930000427;SURVADU;6;2190;595;;;3896;;;;6;3;2;;;;4;;4;4;;4;;;;;;
REA;2020;930300264;930000492;SURVADU;0;;20;;;186;;;;2;;2;;;;;;;;;;;;;;;
REA;2020;930300298;930025523;SURVADU;4;1460;113;;;181;;;;4;;4;;1;0.3;1;;1;1;;1;;1;0.1;;2;0.2
REA;2020;930300553;930000633;REAADU;10;3560;71;72;3;541;10;38;9;;;;;;;;;;;;;;;;;;
REA;2020;930300553;930000633;SURVADU;10;3650;626;;;3393;;;;;;;0;2;0.22;6;0;3.99;4;2;4.74;;;;;;
REA;2020;930300587;930000641;SURVADU;4;1464;118;;;998;;;;1;4;0.5;;;;3;;0.3;2;;0.3;;2;0.2;1;;0.2
REA;2020;930300595;930000658;REAADU;10;3284;405;412;10;3687;33;37;94;2;5;3;1;0;1;17;8;22.7;9;6;12.7;0;3;1.2;2;0;2
REA;2020;930300595;930000658;SURVADU;5;1825;314;;;1798;;;;1;;1;;;;;;;;;;;;;;;
REA;2020;930300645;930000682;REAADU;14;5058;1038;1080;49;7070;19;27;111;6;32;9.6;1;;1;24;3;22.25;10;1;10.09;;;;5;;4.44
REA;2020;930300645;930000682;SITOT;15;5474;1444;;;5460;;;;;;;;;;;;;;;;;;;;;
REA;2020;930300645;930000682;SURVADU;34;12410;1556;;;13443;;;;3;;3;1;;1;26;4;22.78;24;3;20.53;;;;10;;8.7
REA;2020;930300645;930000682;USIC;15;5474;1444;;;5460;;;;3;25;9.6;4;;3.95;17;;16.17;5;;3.79;;;;3;;3.08
REA;2020;940000573;940110018;REAADU;8;2920;561;579;26;3145;10;31;62;5;1;5.4;1;0;1;20;0;20.28;13;0;12.85;0;0;0;3;0;2.83
REA;2020;940000573;940110018;SURVADU;6;2190;317;;;1551;;;;1;1;1.4;0;0;0;5;0;5.07;3;0;3.21;0;0;0;0;1;0.7
REA;2020;940000573;940110018;SURVENF;4;1460;384;;;1801;;;;1;1;1.4;0;1;0.87;4;0;4.12;3;0;3.2;0;0;0;0;5;1.36
REA;2020;940000599;940110042;REAADU;12;4392;512;527;17;4838;1;43;70;8;2;8.58;1;0;1;32;0;32.75;25;0;26.66;0;0;0;7;0;6.16
REA;2020;940000599;940110042;SITOT;10;3660;772;;;2425;;;;;;;;;;;;;;;;;;;;;
REA;2020;940000599;940110042;SURVADU;6;2196;225;;;618;;;;2;0;2;0;0;0;8;0;8;6;0;6;0;0;0;2;0;2
REA;2020;940000599;940110042;SURVENF;4;1464;397;;;1131;;;;2;1;1.7;1;0;1;5;0;5;2;;2.9;0;0;0;1;0;1
REA;2020;940000599;940110042;USIC;10;3660;772;;;2425;;;;0;1;0.61;0;0;0;8;0;8.91;5;0;5.33;0;0;0;0;2;1.91
REA;2020;940000649;940150014;REAADU;8;2920;582;599;17;4313;3;36;114;6;4;7.69;2;;1.64;15;1;15.75;13;;12.84;;;;1;;0.93
REA;2020;940000649;940150014;SITOT;8;2920;533;;;1982;;;;;;;;;;;;;;;;;;;;;
REA;2020;940000649;940150014;SURVADU;4;1460;143;;;972;;;;2;1;1.56;;;;7;1;8.03;6;;6.32;;;;;;0.1
REA;2020;940000649;940150014;SURVENF;8;2920;625;;;1786;;;;0;3;1.41;3;;3.22;7;1;5.65;5;1;5.48;;;;1;;0.42
REA;2020;940000649;940150014;USIC;8;2920;533;;;1982;;;;3;1;2.66;2;;1.07;8;1;8.06;6;1;6.15;;;;1;;0.6
REA;2020;940000664;940160013;AUTSI;41;14875;846;;;13350;;;;2;;2;2;;2;25;;27;12;;13;3;;2;;;
REA;2020;940000664;940160013;REAADU;10;3660;443;483;57;2682;24;36;25;1;2;2.28;2;0;2.35;7;4;4.92;4;1;5.16;2;3;2.42;1;0;1
REA;2020;940000664;940160013;SITOT;41;14875;846;;;13350;;;;;;;;;;;;;;;;;;;;;
REA;2020;940000664;940160013;SURVADU;14;4319;1153;;;2573;;;;;;;1;;1;6;;6;4;;3;1;;1;;;0.5
REA;2020;940006679;940017338;SURVADU;4;1460;225;;;1067;;;;;10;;;1;0.1;;9;1;;8;0.87;;;;;;
REA;2020;940100027;750712184;AUTSI;37;2928;781;;;10826;;;;;;;3;1;2.2;48;;47.5;26;;25.5;;;;4;;3.86
REA;2020;940100027;750712184;REAADU;60;18525;3146;3578;452;18596;6;31;291;30;20;40.95;6;;6;131;6;135.3;87;5;83.3;;;;10;;10
REA;2020;940100027;750712184;SITOT;64;12380;3185;;;17663;;;;;;;;;;;;;;;;;;;;;
REA;2020;940100027;750712184;SIUNV;7;2562;765;;;2456;;;;;;;1;;1;12;;12;5;;5;;;;;4;1.6
REA;2020;940100027;750712184;SURVADU;27;6942;747;;;3311;;;;2;;2;0;;;20;;20;16;;16;;;;1;;1
REA;2020;940100027;750712184;USIC;20;6890;1639;;;4381;;;;;;;1;;1;25;;25;23;;23;;;;2;;2
REA;2020;940100043;750712184;AUTSI;16;6152;892;;;7174;;;;2;;2;1;;1;8;11;17.41;10;3;12.53;10;3;12.53;;;
REA;2020;940100043;750712184;REAADU;35;13382;1808;1902;139;14183;6;33;170;14;3;15;6;;6;121;7;122;55;7;57.1;;;;;;
REA;2020;940100043;750712184;REAENF;8;2928;302;334;37;1970;21;;;3;3;4.5;16;3;17;16;7;21.52;9;4;11.7;;;;;;
REA;2020;940100043;750712184;SITOT;36;13464;2586;;;13068;;;;;;;;;;;;;;;;;;;;;
REA;2020;940100043;750712184;SIUNV;12;4392;1141;;;3708;;;;5;;5;;;;14;;13.2;12;;11.5;1;;1;2;1;2.3
REA;2020;940100043;750712184;SURVADU;20;7320;1455;;;8035;;;;7;;5;1;;1;29;2;29.39;26;2;26.62;;;;3;;2.5
REA;2020;940100043;750712184;SURVENF;12;4392;511;;;2263;;;;3;3;4.5;14;2;15;13;6;17.52;6;3;8.6;;;;1;2;2
REA;2020;940100043;750712184;USIC;8;2920;553;;;2186;;;;2;;0.25;6;;0.2;;;;3;;0.1;;;;;;
REA;2020;940100068;750712184;REAADU;15;4454;535;618;22;4259;28;31;25;5;;5;;;;34;2;31.5;19;2;20;1;;0.25;3;;1.5
REA;2020;940100068;750712184;SURVADU;10;3660;520;;;3344;;;;;2;;;;;15;;14;9;;8;1;;0.25;3;;1.5
REA;2020;940120017;750821092;REAADU;9;3294;548;574;27;3694;16;43;103;15;7;16.38;1;;0.8;21;;21.26;16;2;17.35;;;;1;1;2.86
REA;2020;940120017;750821092;SITOT;6;1098;244;;;922;;;;;;;;;;;;;;;;;;;;;
REA;2020;940120017;750821092;SURVADU;4;1464;48;;;135;;;;2;;2;1;;0.2;5;;5;4;;4;;;;1;;0.35
REA;2020;940120017;750821092;USIC;6;1098;244;;;922;;;;2;;2;1;;0.1;4;;3.2;3;;2.32;;;;;;
REA;2020;940300031;940000706;REAADU;0;;38;38;2;283;29;32;6;;;;;;;;;;;;;;;;;;
REA;2020;940300031;940000706;SITOT;8;2920;612;;;2555;;;;;;;;;;;;;;;;;;;;;
REA;2020;940300031;940000706;SURVADU;8;2920;1780;;;10010;;;;;11;;;1;0.5;6;;6;4;;4;;;;;;
REA;2020;940300031;940000706;USIC;8;2920;612;;;2555;;;;;5;;;1;0.5;6;;6;3;2;4;;;;;;
REA;2020;940300270;940000771;REAADU;2;547;10;10;0;64;10;25;3;8;;8;;;;4;;4;2;;2;;;;;;
REA;2020;940300270;940000771;SURVADU;16;5856;948;;;5625;;;;12;;12;0;2;1;8;;8;3;;3;4;;4;;;
REA;2020;940300445;940000854;SURVADU;4;1460;89;;;582;;;;1;;1;;;;;;;;;;;;;;;
REA;2020;940300494;940000896;SURVADU;4;1640;411;;;2846;;;;4;3;2.4;;;;4;;5.15;2;1;2.55;;3;1.5;;;
REA;2020;940300569;940000912;REAADU;1;365;5;5;1;15;60;18;0;2;;2;;;;;;;;;;;;;;;
REA;2020;940300569;940000912;SURVADU;10;3650;164;;;1235;;;;2;;2;;2;1;;5;4;;4;2;;;;;;
REA;2020;940813033;940001894;SURVADU;4;1460;88;;;358;;;;;;;;;;2;;2;;;;;;;;;
REA;2020;950000307;950110015;AUTSI;6;2190;108;;;2225;;;;6;0;1.5;0;0;0;8;1;7.94;4;1;3.8;0;0;0;3;0;2.33
REA;2020;950000307;950110015;REAADU;12;4380;570;627;37;4681;8;37;60;6;0;5.6;1;1;0.68;26;2;22.68;14;4;16.6;1;1;0.6;1;1;2.27
REA;2020;950000307;950110015;SITOT;14;5110;830;;;4676;;;;;;;;;;;;;;;;;;;;;
REA;2020;950000307;950110015;SURVADU;6;2190;149;;;475;;;;2;0;1.2;0;0;0.72;7;0;5.8;8;0;5.02;0;1;0.25;0;1;0.45
REA;2020;950000307;950110015;SURVENF;4;1460;380;;;965;;;;2;0;1.5;0;0;0;7;0;5.64;0;0;0;0;0;0;0;0;0
REA;2020;950000307;950110015;USIC;8;2920;722;;;2451;;;;3;0;2;0;0;0.13;13;2;13.76;7;0;6.79;0;0;0;4;0;3.96
REA;2020;950000315;950001370;SURVADU;12;4392;69;;;3747;;;;1;2;2.1;;;;10;3;12.81;10;4;12.49;;;0.06;4;4;5.97
REA;2020;950000323;950013870;AUTSI;;;53;;;241;;;;;;;;;;;;;;;;;;;;;
REA;2020;950000323;950013870;REAADU;10;3650;435;448;26;4497;7;41;75;3;4;5.37;;1;0.8;29;4;29.58;22;1;22.91;;;;5;7;6.31
REA;2020;950000323;950013870;SITOT;8;2920;745;;;2399;;;;;;;;;;;;;;;;;;;;;
REA;2020;950000323;950013870;SURVADU;8;2920;393;;;2449;;;;;3;0.66;;;;;;;;;;;;;;;
REA;2020;950000323;950013870;USIC;8;2920;692;;;2158;;;;;10;3.66;1;;1;10;2;11.65;2;2;3;;;;1;3;1.65
REA;2020;950000331;950110049;REAADU;10;3660;531;539;37;3842;1;43;59;2;4;4.63;0;1;0.71;15;14;24.05;14;5;16.9;;;;;;
REA;2020;950000331;950110049;SITOT;14;5124;1350;;;3834;;;;;;;;;;;;;;;;;;;;;
REA;2020;950000331;950110049;SIUNV;6;2196;557;;;1681;;;;0;14;2.16;;;;2;3;3.01;2;4;3.48;;;;0;1;0.21
REA;2020;950000331;950110049;SURVADU;4;1464;179;;;554;;;;0;1;0.17;0;1;0.29;6;5;9.62;5;3;6.76;;;;;;
