BOR;AN;nofinesset;nofinessej;LIT;JOU;ENT;DECES;URG_EJ;URG_EXT;MCO_EJ;MCO_EXT;GER_EJ;GER_EXT;SSR_EJ;SSR_EXT;PSY_EJ;PSY_EXT;HAD_EJ;HAD_EXT;DOMIC1;PEGER;EMGER;GERPSY;EMPAL;ALZ;EHPAD;VILHOS;RETR
USLD;2016;870001567;870014503;45;15953;49;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;870003514;870000015;80;29114;67;;0;0;9;3;2;0;32;5;0;2;0;0;11;0;0;6;0;0;6;8;0
USLD;2016;870005931;870000023;60;20917;50;;;;6;;;;31;;;;;;13;;;;;;3;;
USLD;2016;870008042;870000015;168;60902;160;;6;0;21;4;8;0;61;23;0;3;0;0;30;0;0;0;0;0;11;14;0
USLD;2016;880000039;880780069;25;7833;19;;;;3;;;;11;4;;;;;1;;;;10;;;;
USLD;2016;880000070;880007299;30;10363;22;;0;0;5;0;1;0;14;1;0;1;0;0;0;3;0;0;25;0;3;0;0
USLD;2016;880000104;880780259;30;9599;25;;;;3;1;;;9;6;;;;;6;;;;9;;10;;
USLD;2016;880000336;880007059;30;10305;20;;;;3;;;;12;;;;;;;;;;;;15;;
USLD;2016;880786637;880780093;24;8268;25;;;;9;;;;15;;;;;;1;44;0;3;0;0;4;;
USLD;2016;880786645;880780077;30;10576;56;;1;;8;;10;;8;;;;;;29;;;;;;;;
USLD;2016;890971583;890000417;64;22681;50;;;;15;8;6;;3;1;;;;;17;;;;;;3;1;
USLD;2016;890975527;890000037;29;8248;20;;;;2;;1;;13;2;;;;;2;;;;;;;;3
USLD;2016;900000647;900004698;123;46959;67;;;;;;;;;4;;28;;;5;;;;;;18;;
USLD;2016;910000272;910110014;48;16472;65;;;;2;1;;;12;5;;;;;1;;;;2;;5;;
USLD;2016;910000280;910019447;30;10265;46;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;910000306;910110063;14;9478;8;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;910001973;910019447;40;13248;48;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;910100015;750712184;171;58012;77;;;;;;3;;42;;;;;;6;;;34;18;;18;;
USLD;2016;910100023;750712184;187;71127;68;;;;;;;;44;;;;;;24;;;9;90;;24;;
USLD;2016;910150069;910000033;60;21236;46;;;;12;;;;21;;;;;;13;47;;43;24;;10;;
USLD;2016;920000577;920110020;40;14429;47;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;920000593;920026374;88;30966;55;;1;;4;;7;;23;;0;;0;;8;;;;;;1;;
USLD;2016;920000619;920009909;85;28848;28;;;;29;34;0;1;17;9;0;1;;;16;;;;;;;;2
USLD;2016;920001369;920710654;75;25275;41;;;;;;;;3;23;;;;;15;;;;;;1;1;
USLD;2016;920024205;920808037;110;37651;82;;;;;31;;;32;0;;;;;18;;;56;;47;2;;
USLD;2016;920100047;750712184;40;13806;22;;;;;;;;10;;;;;;2;;275;;;;;;
USLD;2016;920100062;750712184;119;40905;58;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;930000294;930021480;41;15023;24;;;;2;;;;22;;;;;;;;;;;;1;0;0
USLD;2016;930100011;750712184;179;63455;89;;;;;;;;86;1;;;;;2;;;;;;19;;
USLD;2016;930150057;750808529;35;12568;14;;;9;;6;;5;8;9;;;;;12;0;0;0;0;0;1;;
USLD;2016;930706239;930110051;100;36600;53;;;;9;;2;;41;;;;;;;;;;;;;;
USLD;2016;930815501;750034308;114;38161;25;;;;;2;;;;4;9;9;;;1;;;;;;1;6;1
USLD;2016;940000615;940140023;42;14833;6;;;;;;;1;;;2;3;;;;;;;;;;;3
USLD;2016;940100027;750712184;40;13283;7;;;;;;;;5;1;;;;;1;;;;;;3;;
USLD;2016;940100035;750712184;152;53709;60;;;;;2;4;1;53;;;;;;;;;6;8;;;;
USLD;2016;940100050;750712184;387;131130;208;;;;;;;;207;1;;;;;0;;;;295;;96;;
USLD;2016;940100068;750712184;189;67810;83;;;;;;;;79;;;;;;;;;;49;;16;;
USLD;2016;940812506;940110042;46;16145;17;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;950000307;950110015;96;29014;8;;;;2;;1;;4;1;;;;;;;;;8;;1;2;
USLD;2016;950000331;950110049;120;43903;46;;0;0;6;0;4;0;23;8;0;0;0;0;5;0;0;0;6;0;1;2;0
USLD;2016;950000406;950150037;40;14055;21;;;;;;;4;10;;3;;;;4;;;;2;;;;
USLD;2016;950000695;950001370;43;14298;23;;;;0;1;;;9;3;0;0;0;0;10;0;0;1;5;0;1;2;
USLD;2016;950016139;950015289;60;21490;32;;0;0;4;0;2;0;15;4;0;0;;;1;;;;7;;2;;
USLD;2016;950100016;750712184;0;12454;3;;;;;;;;;;;;;;;;;;0;;34;0;0
USLD;2016;970100418;970100194;30;10691;3;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;970100459;970100244;15;5448;4;;;;;;;;2;;;;;;2;;;;;;;;
USLD;2016;970112033;970100210;120;39698;26;;;;;;;;;;;;0;;;;;;;12;6;;
USLD;2016;970211215;970211207;90;32940;74;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;970211223;970211207;28;10248;4;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;970211231;970211207;24;8784;3;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;970300026;970302022;30;10397;12;;;;;;;;;;;;;;;;;;;;;;
USLD;2016;970400156;970403606;55;17623;19;;;;1;;;;9;7;;;;;2;;;;;;;;
USLD;2016;970463139;970408589;40;13083;14;;;;;;;;6;;;;;;8;;;;;;;;
USLD;2015;010000065;010780096;30;10639;27;;0;0;0;0;0;0;22;1;0;1;0;0;3;0;0;0;0;0;7;0;0
USLD;2015;010000081;010780112;30;10741;29;;;;;1;;1;21;2;;;;;4;;1;1;18;;3;;
USLD;2015;010000115;010009132;30;10344;70;;;;;38;5;;11;12;;;;;;;;;;;1;;
USLD;2015;010009314;010780054;94;33218;60;;;;10;5;;;31;1;;1;1;;10;;;;87;;8;;
USLD;2015;010009702;010780054;26;3303;20;;;;;;3;;7;;;;;;8;;;;6;;6;;
USLD;2015;010786259;010008407;18;6477;9;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;010789717;010008407;17;6112;12;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;020000089;020000022;30;10420;30;;;;;;;;14;4;;;;;12;0;0;10;5;0;2;0;
USLD;2015;020000162;020000063;60;21027;47;;0;0;0;0;3;0;16;1;0;0;0;0;27;0;0;0;0;0;11;0;0
USLD;2015;020000535;020000287;44;15279;29;;;;1;;;;27;;;;;;1;;;;;;;1;
USLD;2015;020004677;020000261;50;17345;36;;1;0;2;0;1;0;19;0;0;1;0;0;25;;;;;;3;0;3
USLD;2015;020005476;020000253;41;13819;22;;;;;;;;22;;;;;;;0;0;0;2;0;1;0;0
USLD;2015;020009684;020002085;30;10733;11;;;;;1;;;;4;;;;;6;;;;2;;;;
USLD;2015;030000061;030780092;80;29293;30;;;;8;;6;;3;5;;;;;8;0;0;0;2;0;0;0;1
USLD;2015;030000079;030780100;60;21721;63;;0;0;5;1;1;;5;;;;;;50;;;;10;;34;;
USLD;2015;030000087;030780118;115;41281;42;;;;2;1;;;35;3;;;;;1;931;663;0;;0;;;4
USLD;2015;030000160;030780282;40;14284;6;;;;;1;;;;;4;;;;1;;;;2;;;;
USLD;2015;040000093;040780215;30;10570;13;;0;0;0;0;0;0;0;6;0;0;0;0;7;;;;;;;;
USLD;2015;040780405;040000168;41;13721;7;;0;0;0;1;0;0;3;0;0;1;0;0;2;0;3;0;1;0;0;0;0
USLD;2015;050000132;050007145;25;9050;7;;;;;;;;;;2;;;;4;0;0;0;0;0;1;;
USLD;2015;050000231;050000116;30;9835;22;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;050000256;050000124;30;9376;18;;;;;;8;;9;1;;;;;;;2;;;0;4;;
USLD;2015;050000348;050002948;50;17928;37;;1;;;5;20;;1;3;;;;;7;0;0;0;3;0;0;0;0
USLD;2015;060000510;060780954;20;7112;28;;;;;;;;;;;;;;28;;;;;;;;
USLD;2015;060000551;060781010;41;14156;33;;;;;17;;;;5;;;;;10;;;;;;;;
USLD;2015;060019213;060005188;34;12083;36;;;;;12;;3;;3;;;;;18;;1;55;3;;2;10;1
USLD;2015;060788957;060785011;61;20164;22;;;;2;;13;;;;;;;;7;94;;;;;1;;
USLD;2015;060790177;060785011;40;14249;11;;;;;;;;9;;1;;;;1;;;;;;;;
USLD;2015;060790631;060791761;30;10809;17;;0;0;4;1;0;0;3;2;0;0;0;0;7;;;;;;0;0;0
USLD;2015;060790680;060780897;30;10305;21;;0;0;0;1;1;0;9;1;0;0;0;0;9;0;0;0;0;0;1;0;0
USLD;2015;060791811;060010808;75;26810;59;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;060794021;060780988;54;18996;20;;;;;;3;;12;;;;;;5;90;;;1;;2;;
USLD;2015;070000047;070780127;75;25705;43;;0;0;1;3;0;0;25;3;0;1;0;0;10;0;0;0;5;0;6;10;0
USLD;2015;070784517;070002878;60;21622;40;;;;8;;;5;24;;;;;;3;;;;;;5;5;
USLD;2015;080000110;080000037;43;15027;45;;0;0;7;0;5;0;21;0;0;0;0;0;12;6;0;;0;0;8;4;0
USLD;2015;080000219;080001969;2;721;1;;;;;;;;1;;;;;;;;;;;;;;
USLD;2015;080000276;080001969;20;5158;16;;0;;5;;0;;10;;0;;0;;1;0;0;0;0;0;0;0;0
USLD;2015;080005960;080000615;65;21790;37;;;;1;;;;2;;;;;;34;;;20;;;0;0;0
USLD;2015;100000116;100000041;30;10453;27;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;100000140;100000058;30;10702;20;;0;0;0;0;0;5;10;0;0;0;0;0;5;0;0;;0;0;;0;0
USLD;2015;100000801;100006279;40;13312;17;;;;4;4;;;5;;;;;;4;;;;;;1;;1
USLD;2015;100006493;100000017;70;24701;48;;;;10;;4;;34;1;;;;2;;;;;11;;7;3;
USLD;2015;110000049;110780087;30;12594;31;;;;3;;;;7;;;;21;;;;;;;;;;
USLD;2015;110000247;110780772;30;10833;57;;;3;21;3;;;;;;1;;;29;1;;;6;;4;;
USLD;2015;110006137;110780061;30;10881;16;;;;;;;;;5;;1;;;10;;;;1;;7;;
USLD;2015;110781283;110780137;90;31582;40;;;;15;;;;15;;;2;1;13;;;;;8;;1;;3
USLD;2015;110786746;110786324;30;10777;7;;;;;;;;4;;;;;;3;;;;;;;;
USLD;2015;120000070;120780085;30;11404;32;;;;;;;;;;;1;;;31;;;;;;8;;
USLD;2015;120000088;120780093;30;10485;23;;;0;1;1;;;13;2;;;;;6;;;8;;;3;2;
USLD;2015;120000096;120780101;0;794;0;;;;;;;;;;;;;;;;;;;;13;;
USLD;2015;120000153;120780291;40;14496;26;;;1;;;;1;13;1;;1;;;9;;;;;;6;1;
USLD;2015;120004668;120004619;40;12470;60;;;;2;2;4;0;22;2;;;;;7;;;;;;7;;
USLD;2015;120782263;120780069;80;25046;168;;;;73;13;51;;4;1;;3;;;94;;57;;;;38;;
USLD;2015;120783097;120004528;50;17575;28;;0;;3;;1;;20;;0;;0;;4;0;0;0;0;0;2;0;0
USLD;2015;120786959;120780044;30;9503;54;;;;23;;;6;20;2;;;;;3;;;;;;11;;
USLD;2015;130000516;130781339;56;19798;43;;;;5;3;;;12;8;;;;;11;;;;;;3;1;
USLD;2015;130000565;130781446;31;11186;15;;;;1;;;;8;;;;;;6;45;0;0;8;0;1;1;0
USLD;2015;130001225;130782634;33;11916;15;;;;1;;;;7;;;;;;;;;;;;2;;
USLD;2015;130001258;130028228;30;10813;14;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;130037674;130789316;30;9802;15;;0;0;0;0;1;0;5;0;0;1;0;0;8;;;;;;;;
USLD;2015;130043664;130002157;30;5983;15;;;;1;3;;1;;6;;;;;4;;;;2;;6;;7
USLD;2015;130782097;130000938;19;7968;12;;;;;;;;;12;;;;;;;;;;;3;;
USLD;2015;130783830;130001514;30;9826;36;;0;0;0;19;0;0;;11;0;0;0;0;6;0;0;0;0;0;2;13;6
USLD;2015;130798358;130041916;70;24622;35;;;;4;4;;;24;7;;1;;;10;;;;;;;;3
USLD;2015;130809015;130001928;150;52782;80;;0;0;0;0;8;4;34;6;0;0;0;0;;0;0;0;0;0;2;0;0
USLD;2015;140000027;140000035;40;13329;32;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;140000241;140026279;30;10671;9;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;140000373;140000159;30;10073;27;;0;0;7;1;3;;7;1;;;;;6;;;;;;;1;
USLD;2015;140012196;140000100;100;35341;72;;;;17;;8;;4;1;;;;;42;;1;3;12;;2;;
USLD;2015;140013830;140000118;60;21904;28;;;;6;;2;;14;;;;;;6;124;;;;;6;;
USLD;2015;140017401;140000092;50;17969;30;;;;8;;;;6;;;;;;16;0;0;0;9;0;3;0;0
USLD;2015;150000032;150780088;35;12493;19;;0;0;4;1;0;0;0;5;0;1;0;0;8;0;0;0;0;0;2;;
USLD;2015;150000040;150780096;48;16873;33;;;;2;;2;;19;1;3;;;;13;;;6;5;;;;5
USLD;2015;150000164;150780468;30;9377;14;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;150000180;150780500;30;10642;23;;;;7;2;10;1;;;;;;;6;0;0;0;0;0;2;0;0
USLD;2015;150002921;150780468;12;3838;40;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;160000188;160000121;53;18386;59;;;;8;17;;;11;;;;;;23;;;;;;3;;
USLD;2015;160000253;160000451;30;10738;31;;0;0;6;1;18;0;1;1;0;0;0;0;4;0;0;0;6;0;3;2;0
USLD;2015;160000261;160014411;37;13505;26;;1;;7;;;;16;;;;;;;;;;;;;;
USLD;2015;160000303;160006037;80;28538;34;;;;2;;;;7;1;;;;;22;;;;;;1;;
USLD;2015;160000311;160000485;30;10331;25;;;;5;2;;;11;;;;;;7;;1;;16;;5;;
USLD;2015;160000360;160000519;65;22474;44;;;4;7;;;1;5;;;;1;;16;;;3;;;;4;
USLD;2015;170000152;170780225;50;17649;21;;;;14;;;;1;;;;;;6;;;;;;;;
USLD;2015;170784110;170024194;92;32761;77;;;;6;;1;;29;;;;;;41;;;;;;;;
USLD;2015;170792220;170780175;45;15868;28;;0;;21;0;9;;9;0;0;0;2;0;42;;;;;;;;
USLD;2015;170802789;170780191;50;18094;18;;;;;;;;8;;;;;;10;;;;;;1;;
USLD;2015;180000176;180001158;40;14182;8;;;;;;;;;1;;;;;5;0;0;4;2;0;1;;
USLD;2015;180000200;180000051;46;16486;26;;;;;;;;18;;;;;;;;;;;;;;2
USLD;2015;180000333;180000093;30;10584;23;;;;;;15;;;;;;;;;;;;;;8;;
USLD;2015;180003287;180000028;60;21544;43;;;;4;;;;35;;;;;;3;0;1076;0;520;60;195;285;0
USLD;2015;180003386;180000069;41;14076;39;;;;11;1;;;25;;;;;;2;;;;;;;2;3
USLD;2015;180007825;180001158;60;21447;12;;;;;2;;;;3;;;;;5;1;0;1;1;0;;;
USLD;2015;190000018;190000042;33;11994;16;;;;1;;;;5;;;;;;10;;;5;;;3;;
USLD;2015;190000034;190000067;30;10090;29;;;;12;;;;16;6;;2;;10;;;;;;;9;;
USLD;2015;190000091;190000075;30;10784;23;;0;;0;;0;;7;;0;;16;;;;;;;;0;;
USLD;2015;190002493;190000059;53;19596;35;;;;16;5;;;14;;;;;;2;;;;;;1;;
USLD;2015;190005140;190002485;30;11121;15;;0;0;0;4;0;2;0;2;0;0;0;0;7;15;0;4;1;0;4;0;0
USLD;2015;190005165;190002519;60;21279;30;;;1;;8;;17;;2;;0;;0;2;0;1;0;2;0;0;0;0
USLD;2015;210983466;210012142;30;9988;15;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;210983565;210012142;30;10028;30;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;210986329;750043713;30;10186;12;;;0;;1;;3;;3;;0;;0;5;0;0;0;0;0;0;0;0
USLD;2015;210987574;210012175;30;10466;11;;;;5;1;;;;2;;;;;3;;;;;;2;;
USLD;2015;210987616;210012175;30;11073;15;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;210987939;210780607;42;15123;16;;;;;1;;2;;1;5;;;;7;;;;;;;;
USLD;2015;220000095;220000046;60;21171;41;;;;;;;;27;2;;4;;;8;;;;;;4;;
USLD;2015;220000343;220000079;30;10817;24;;;;2;;;;9;1;;;;;12;;;;;;7;;
USLD;2015;220000368;220000103;30;10715;33;;;;10;;;;17;;;;;;7;;;;7;;;;2
USLD;2015;220000566;220021968;30;10594;37;;;4;20;;;;3;4;;;;;6;;;;1;;6;;
USLD;2015;220001259;220005045;60;21388;55;;;;;13;5;;12;1;;;;;24;;;;;;3;;1
USLD;2015;220006423;220000152;30;10140;28;;;;;;;;;;;;;;28;0;0;0;13;0;8;1;
USLD;2015;220014138;220017974;30;10692;21;;;;;7;;;4;1;4;;;;6;;;;;;;;
USLD;2015;230000259;230780041;50;17338;24;;;;6;;;;10;;;;;;6;;29;;7;;4;;
USLD;2015;230000838;230780058;30;9883;38;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;230000846;230780066;30;10037;49;;1;0;7;11;0;0;21;0;0;1;0;;8;;;;;;8;0;0
USLD;2015;230000952;230780512;30;10580;14;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;230000960;230780520;30;10142;27;;;;;12;;;14;;;;;;1;;;;;;1;;
USLD;2015;240000372;240000059;50;16812;26;;;;11;;2;;;3;;;;;10;;;;31;;;;
USLD;2015;240000471;240000109;30;11097;14;;;;;2;;;11;;;;;;1;;;;;;;;
USLD;2015;240000489;240000117;60;22104;49;;0;0;5;3;2;3;18;7;0;0;0;1;10;0;0;0;1;0;15;0;1
USLD;2015;240000539;240000166;60;20851;25;;;3;;4;;;13;;5;;;;;;;;;;;1;1
USLD;2015;240000687;240000448;40;14374;29;;;;;;5;;20;;3;;;;1;;;;;;6;3;
USLD;2015;250000627;250000221;30;10876;17;;;;3;1;;;10;1;;;;2;;;;;;;;;
USLD;2015;250000635;250000239;20;6948;21;;;;4;5;;;10;;;;;;2;0;0;10;5;0;1;;
USLD;2015;250000882;250002839;30;10436;25;;;;;11;;;;4;;;;;10;;;3;2;;2;;
USLD;2015;250001237;250007598;60;21392;40;;;0;;4;;4;;23;;1;;0;8;0;0;0;0;0;0;0;0
USLD;2015;250001252;250007788;91;32333;38;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;250004009;900000365;30;10643;16;;;;1;;;;12;;;;;;3;;;;;;;;
USLD;2015;250007234;250000452;30;10855;10;;;;1;;;;;3;;;;;6;0;0;0;8;0;1;;
USLD;2015;260000013;260000021;74;26413;87;;;;;27;14;;27;4;;;;;11;;;;12;;7;5;
USLD;2015;260000138;260000047;40;14180;29;;;;4;2;5;;19;1;;;;;10;;0;;3;;5;;
USLD;2015;260000195;260006770;58;19266;27;;;;;;;;2;4;;;;;21;;;;;;;;
USLD;2015;260000823;260003264;33;11693;6;;;;;;;;;;6;;;;;;;;;;;;
USLD;2015;270000367;270000086;55;19845;37;;;;;;;;14;6;;;;;17;;;2;;;1;;
USLD;2015;270000425;270000102;37;13056;12;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;270000441;270000110;50;17081;27;;;;;;;;8;;;;;;;;;;;;;;
USLD;2015;270000516;270000177;30;11170;21;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;270026107;270023724;14;4956;19;;;;;;;;;;;;;;19;0;0;0;0;0;2;;
USLD;2015;280000050;280000142;50;17232;8;;0;0;0;0;0;0;0;2;3;0;0;0;2;0;0;0;0;0;0;0;0
USLD;2015;280000084;280000183;92;32126;35;;;1;;1;;;22;;;;;;11;66;;;5;;;;
USLD;2015;280000100;280000225;40;14147;21;;;;;;;;;;;;;;;0;0;0;0;0;;;
USLD;2015;280000662;280500075;40;13921;50;;0;;14;;0;;30;;0;;0;;;;;;;;1;;
USLD;2015;290000033;290021542;10;3557;18;;;;1;;;;2;1;;;;;13;29;0;;1;0;6;;
USLD;2015;290000066;290020700;34;11414;17;;;;1;;;;2;3;;;;;11;;;;;;;;
USLD;2015;290000553;290021542;90;32716;31;;3;;;;14;;8;1;;;;;4;125;0;57;8;0;7;2;
USLD;2015;290000785;220020739;34;12170;13;;;;3;;;;7;;;;;;3;0;0;0;0;0;0;0;0
USLD;2015;290008853;290000074;30;10643;21;;;;;;;1;9;;;;;;5;;;;;;;;
USLD;2015;290014687;290000306;30;10481;31;;;;;;;;6;2;;;;;19;0;0;5;0;;8;;
USLD;2015;290017946;290000017;152;54446;48;;;;3;;;;24;6;;;;;8;;;16;;12;2;;
USLD;2015;290020841;290000298;35;8873;6;;;;;;;;;;;;;;6;;;25;;;1;;
USLD;2015;290024462;290000298;35;16155;10;;;;;;;;;;9;;;;1;;;54;;;1;;
USLD;2015;290025113;290020700;30;10841;20;;1;;3;;;;4;3;;;;;9;;;;;;1;;
USLD;2015;290025147;290020700;30;11710;11;;;;1;;;;1;1;;;;;8;;;;;;1;;
USLD;2015;2A0000022;2A0000014;70;23491;93;;;;;;0;;0;;;;;;0;;0;;0;;;;
USLD;2015;2A0000212;2A0000170;30;9850;15;;;;2;3;0;;1;;0;;0;;9;0;0;7;8;;1;1;
USLD;2015;2A0002614;2A0002606;30;9419;18;;;;1;;;;11;1;;;;;5;1;;;;;2;;
USLD;2015;2A0023271;2A0000014;70;23491;93;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;2B0004089;2B0000020;28;9862;13;;;;;;12;;;;1;;;;;;;8;2;;0;0;0
USLD;2015;2B0005359;2B0005342;20;7137;12;;0;0;7;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0;1;0
USLD;2015;300000031;300780053;30;10606;21;;0;0;5;2;2;0;0;0;0;0;0;0;12;0;0;0;2;0;1;0;0
USLD;2015;300000064;300780087;30;11944;33;;;;5;10;;;10;3;;;;;5;;;;;;1;;
USLD;2015;300000072;300780095;30;10950;13;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;300012481;300780046;27;9766;23;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;300012499;300780046;63;22250;31;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;300782125;300780038;190;65216;155;;1;;47;;24;;62;;1;;;;20;;;;;;;;
USLD;2015;310000310;310780671;60;21556;36;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;310000336;310780713;61;20986;56;;;;;;;;21;;;;;38;;;;;;;;;
USLD;2015;310013628;310786256;53;18496;25;;0;0;0;1;0;2;5;16;0;1;0;0;;;;;;;;;
USLD;2015;310021571;310021563;44;15650;45;;;;;;;;26;9;;;;;10;;;;1;;5;;
USLD;2015;310022298;310781406;96;36375;26;;;;2;;4;;12;5;;;;;3;;;;;;18;;
USLD;2015;310786702;750043713;63;21378;31;;;;;;;1;22;;;;;;8;;;;;;1;;
USLD;2015;310794094;310780754;47;16589;22;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;320000086;320780117;70;25007;61;;0;0;8;1;4;0;25;5;0;1;0;0;17;0;0;0;19;0;4;0;0
USLD;2015;320000102;320780133;35;11837;12;;1;;5;;;;4;;;;;2;;;;;;;;;
USLD;2015;320000128;320780158;30;10410;17;;;1;;1;;0;6;7;;0;;;2;;;;;;;;
USLD;2015;320000144;320780174;30;10570;24;;;;3;;;;14;1;;;;;6;1;0;6;0;0;7;;
USLD;2015;320000177;320780208;30;10172;16;;;;;;;;14;2;;;;;;;;;22;;;1;
USLD;2015;330000571;330781220;20;7921;12;;;;8;;;;3;;;;1;;;;;;;;;;
USLD;2015;330000613;330781261;60;21601;34;;;;4;2;;;10;9;;;;;;;;;;;6;;
USLD;2015;330005182;330792862;50;17642;32;;;;;;;16;;2;;3;;11;11;0;0;2;0;0;1;0;3
USLD;2015;330781337;330781196;120;38428;44;;7;;3;;7;;11;;;;;;16;0;0;0;0;0;3;0;0
USLD;2015;330791641;330056540;80;28703;38;;;;;;;22;;5;;;;;11;0;0;0;5;0;3;0;0
USLD;2015;340000033;340780055;143;50424;116;;;;52;13;;;10;2;23;;0;;34;;;;;;5;;
USLD;2015;340000215;340780519;30;10303;7;;;;4;5;;;2;2;;;;;27;;;;;;4;;
USLD;2015;340000231;340780535;49;17662;29;;;;6;4;;;3;3;;;;;13;0;0;0;0;0;7;;
USLD;2015;340008275;340780477;76;27740;38;;;;2;2;2;;13;6;;;;;13;;;;;;;;
USLD;2015;340780436;340011295;35;12363;29;;;;;;8;5;5;3;;;;;8;;;;20;;3;2;
USLD;2015;340780444;340009893;30;10554;26;;;;5;;;;9;2;;;;;10;;;;;;;;
USLD;2015;340782481;340780477;70;25550;37;;;;1;;1;;16;2;;;;;17;;;;;;2;;
USLD;2015;340789379;340001825;80;30918;63;;;0;;0;;3;;2;;;;;25;;;;;;4;0;
USLD;2015;340796051;340011295;55;18932;34;;0;;4;2;4;;23;;0;;0;;1;;;;16;;5;1;
USLD;2015;350000154;350000030;49;17097;29;;;;3;;;;11;;;;;;15;;;;5;;1;18;0
USLD;2015;350000162;350000048;30;10590;28;;0;0;2;1;2;0;8;1;0;0;0;1;;0;8;1;8;0;2;0;0
USLD;2015;350000337;350000246;80;28760;66;;;1;8;25;;;;1;;21;;;10;;;;;;;;
USLD;2015;350000436;350002317;30;10279;41;;;;3;24;;;4;1;;;;;4;;;;;;2;;
USLD;2015;350005021;440042844;60;21221;56;;;;;;19;3;10;1;;;;;9;;;;;;2;;
USLD;2015;350006771;350005179;120;42290;113;;;;84;11;;;;1;;1;;;14;;;;;;8;;2
USLD;2015;350013629;350000022;83;29736;94;;;;7;10;;;31;;2;;;;44;;;;;;;;
USLD;2015;350016135;350000055;53;16838;43;;;;9;6;;;25;0;;;;;4;;;;;;3;2;
USLD;2015;350032280;350000246;80;28760;66;;;1;8;25;;;;1;;21;;;10;;;;;;;;
USLD;2015;360000160;360000079;30;10218;53;;;;;;;;;;;;;;;;;;;;;;
USLD;2015;360000202;360000103;31;10253;52;;;19;;;7;;18;;;;;;5;;;;;;4;25;
USLD;2015;360004618;360000046;30;10797;16;;;;;;9;;1;1;;;;;5;;;;;;3;;
USLD;2015;360006688;360000392;64;22008;102;;;;;;;;;;;;;;;;;;;;10;;
USLD;2015;370000531;370000606;125;43903;82;;1;0;2;5;3;0;51;2;0;;0;0;17;;;;;;;;
USLD;2015;370102659;370013054;80;28745;19;;;;;;;;;;;17;;;2;;;;2;;3;1;
USLD;2015;380000026;380780031;30;10773;17;;0;0;2;0;1;0;5;0;0;0;0;0;9;0;0;0;0;0;2;0;0
USLD;2015;380000067;380780080;40;14386;43;;0;0;1;1;0;0;24;3;0;;0;;2;0;0;0;2;0;5;4;0
USLD;2015;380000075;380780098;45;16510;18;;;;;5;;;2;3;;;;;8;;;;;;;;
USLD;2015;380000109;380780213;76;27179;65;;;;11;;;;23;;;;;;;;;;;;;;
USLD;2015;380000356;380782698;70;25619;46;;;;;;;6;22;1;;;;;17;;;;;;1;;
USLD;2015;380782722;380780080;125;44730;114;;0;0;31;5;13;;15;;;;1;;9;;;;;;5;;
USLD;2015;380785840;380780049;38;13841;17;;0;0;5;3;8;1;9;5;0;1;0;0;6;;;4;2;;3;0;0
USLD;2015;380798520;380780049;47;17073;30;;0;0;7;1;3;0;0;14;0;0;0;23;24;;;5;4;;3;0;0
USLD;2015;380802512;380793265;45;16330;23;;;;;;;;;;;;;;;;;;;;1;;
USLD;2015;380802728;380784751;30;1921;14;;;;;;;2;;;;;;;6;0;1;0;3;0;20;;
USLD;2015;390000040;390780146;51;17668;43;;0;0;4;0;5;0;22;2;0;0;0;0;10;0;0;22;11;0;4;0;0
