BOR;AN;nofinesset;nofinessej;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;ACTCLI_PM;ACTCLI_SAG;ACTTEC_PM;ACTTEC_DEN;ACTTEC_SAG;ACTTEC_PNM;PCON;PACT
MCO;2016;800000192;800000044;184;66192;7002;45;63378;0;;0;0;0;0;;0;0;0;184;66192;7002;45;63378;13;2021;;;3074;;0;;0;;;13;2021;;;3074;0;1;1;0;0;0;0;1;0;150;;;;59855;0;29503;;;11278;;
MCO;2016;800000200;800000051;18;5478;702;48;5390;;;0;0;0;;;0;0;0;18;5478;702;48;5390;1;100;;;23;;0;;0;;;1;100;;;23;1;0;1;1;0;0;0;0;0;;;;;2300;519;7668;986;590;;;
MCO;2016;800000226;800000069;48;17520;2714;276;15706;0;;0;0;0;0;0;0;0;0;48;17520;2714;276;15706;10;582;;;685;;0;1;28;;;11;610;;;685;1;1;1;1;1;0;1;1;1;88;88;;66;22732;3193;49401;;349;3973;;
MCO;2016;800000275;800000077;29;10614;695;6;7368;;;0;0;0;;;0;0;0;29;10614;695;6;7368;5;505;;;29;;0;;0;;;5;505;;;29;1;1;1;1;0;0;1;1;1;30;;;60;7157;109;4037;;3;;;
MCO;2016;800000390;800000085;35;12775;2064;234;12625;0;0;0;0;0;0;0;0;0;0;35;12775;2064;234;12625;;0;;;100;;0;;0;;;;0;;;100;1;1;1;1;0;1;1;0;1;90;;45;270;8299;2630;23355;24;3815;4325;;
MCO;2016;800000432;800000093;34;12410;1927;213;11049;15;5475;1490;94;6050;15;5475;920;153;2949;64;23360;4337;460;20048;5;1100;0;0;430;5;823;1;58;0;0;11;1981;0;0;430;1;0;1;1;1;1;1;1;1;40;30;15;210;23405;5124;19979;;2837;3284;;
MCO;2016;800000440;800000085;10;3650;165;2;2096;0;0;0;0;0;0;0;0;0;0;10;3650;165;2;2096;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;1037;178;843;231;10;0;;
MCO;2016;800000507;800000135;24;8784;369;1;6577;;;0;0;0;;;0;0;0;24;8784;369;1;6577;;0;;;0;;0;;0;;;;0;;;0;1;0;0;1;0;0;0;0;0;;;;;647;;605;;;;;
MCO;2016;800000614;800000044;10;3660;201;12;3334;0;0;0;0;0;0;;0;0;0;10;3660;201;12;3334;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;35;;;;;;;
MCO;2016;800002503;800001141;6;2190;382;50;2020;73;26718;2957;129;10123;;;0;0;0;79;28908;3339;179;12143;;0;;;19781;29;5554;;0;;;29;5554;;;19781;;;;;;;;;;;;;;;;;;;;;
MCO;2016;800006124;800000044;518;185313;28150;2680;158779;313;114558;19644;1292;93108;66;24156;4516;209;19557;897;324027;52310;4181;271444;30;6861;;;57137;38;5644;7;2330;;;75;14835;;;57137;1;0;0;1;1;1;1;0;1;33;60;60;120;294402;5446;255141;2309;4870;69322;;
MCO;2016;800009466;800002982;20;7300;554;9;5208;167;60955;6128;0;22421;0;0;0;0;0;187;68255;6682;9;27629;;0;;;721;17;8690;0;0;;;17;8690;;;721;;;;;;;;;;;;;;;;;;;;;
MCO;2016;800009920;800003071;44;16060;2759;10;14904;137;50005;5033;0;17140;53;19345;4108;1;17811;234;85410;11900;11;49855;8;130;0;0;282;56;11587;7;73;0;0;71;11790;0;0;282;;;;;;;;;;;;;;;;;;;;;
MCO;2016;800013179;800013138;38;13870;2923;343;10796;;;0;0;0;;;0;0;0;38;13870;2923;343;10796;4;3601;;;9657;;0;;0;;;4;3601;;;9657;;;;;;;;;;;;;;;;;;;;;
MCO;2016;800015729;800015679;57;20805;5041;920;13065;;;0;0;0;;;0;0;0;57;20805;5041;920;13065;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;800017253;800000044;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;0;10;1942;;0;;;10;1942;;;0;;;;;;;;;1;;;;7;;;;;;;;
MCO;2016;800018491;800018483;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;0;29;3381;;0;;;29;3381;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;810000224;810000471;141;51465;9332;559;47373;47;17155;2787;0;9828;18;6570;1082;276;3517;206;75190;13201;835;60718;9;5095;2;212;29415;10;2675;1;119;;;20;7889;2;212;29415;;;;;;;;;;;;;;;;;;;;;
MCO;2016;810000448;810099945;21;7686;546;2;5933;;;0;0;0;;;0;0;0;21;7686;546;2;5933;;0;;;8;;0;;0;;;;0;;;8;0;0;1;0;0;0;0;0;0;65;;;;4446;;;;;;;
MCO;2016;810000505;810000331;150;53937;8012;639;42169;50;17616;2943;191;14276;24;8784;1493;63;6138;224;80337;12448;893;62583;8;1348;;;3976;8;2191;1;33;;;17;3572;;;3976;1;1;1;1;1;1;1;0;0;;;;;52474;5038;44996;147;3095;11420;;
MCO;2016;810000513;810000349;25;9125;720;11;7902;;;0;0;0;;;0;0;0;25;9125;720;11;7902;;0;;;8;;0;;0;;;;0;;;8;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;810000521;810000380;236;78854;11985;2299;65256;83;29332;4098;163;22372;28;10758;2104;485;7351;347;118944;18187;2947;94979;0;1;0;0;4610;15;2795;0;0;0;0;15;2796;0;0;4610;1;1;1;1;1;1;1;1;1;88;66;44;132;48178;5248;54317;796;4677;14754;;
MCO;2016;810000539;810000398;18;6588;314;11;4322;;;0;0;0;;;0;0;0;18;6588;314;11;4322;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;810000562;810000455;42;15372;2490;390;12839;;;0;0;0;17;6040;966;227;2817;59;21412;3456;617;15656;2;142;;;104;5;836;;0;;;7;978;;;104;1;1;1;1;0;1;1;1;1;60;;30;120;18169;2405;8078;107;3146;1299;;
MCO;2016;810101170;810101162;0;0;213;0;1798;105;38430;4494;88;15013;0;0;0;0;0;105;38430;4707;88;16811;0;0;0;0;338;15;5528;0;0;0;0;15;5528;0;0;338;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;810101444;810000992;42;15372;2833;855;9012;81;29646;6666;3001;13373;;;0;0;0;123;45018;9499;3856;22385;;0;;;283;16;3423;;0;;;16;3423;;;283;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;820000032;820000016;197;74060;11196;1490;56743;40;14329;2324;212;10900;23;8418;1317;99;5487;260;96807;14837;1801;73130;6;517;;;3601;8;2229;0;105;;;14;2851;;;3601;1;1;1;1;1;1;1;1;1;15;43;56;63;50489;2495;56365;787;694;13441;;
MCO;2016;820000040;820000081;16;5856;2060;210;10138;51;18666;2302;188;7460;15;5490;1254;483;3042;82;30012;5616;881;20640;10;2461;;;0;8;2087;2;284;;;20;4832;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;820000057;820000131;122;44652;6897;350;35790;86;31476;5474;152;22565;20;7320;993;218;2990;228;83448;13364;720;61345;12;4143;;;22037;20;4244;;0;;;32;8387;;;22037;;;;;;;;;;;;;;;;;;;;;
MCO;2016;820000065;820000156;;;0;0;0;33;12078;1526;37;2903;;;0;0;0;33;12078;1526;37;2903;;0;;;0;3;6526;;0;;;3;6526;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;820000883;820004950;42;15372;2153;288;13800;24;8784;979;0;5659;;;0;0;0;66;24156;3132;288;19459;1;444;;;79;1;910;;0;;;2;1354;;;79;1;1;1;1;1;1;0;1;0;;;;;13971;;36393;;;2690;;
MCO;2016;830000279;830100517;56;20440;5406;1022;21654;30;10950;1891;56;8573;15;5475;1253;343;3409;101;36865;8550;1421;33636;6;1427;;;1010;8;1011;;0;;;14;2438;;;1010;0;1;0;0;0;1;1;1;0;;;5;;;;;;;;;
MCO;2016;830000287;830100525;164;56783;8704;929;46178;44;16104;2528;73;11567;25;9150;1745;76;6297;233;82037;12977;1078;64042;19;1668;1;57;5134;8;1466;4;1100;;;31;4234;1;57;5134;1;0;0;1;1;1;1;0;1;;91;66;21;68373;23858;50527;1375;2338;11060;;
MCO;2016;830000295;830100533;154;56210;10209;1588;50168;32;11680;1818;132;8893;20;7300;1199;82;4653;206;75190;13226;1802;63714;3;94;;;799;9;1723;;0;;;12;1817;;;799;1;1;1;1;0;1;1;1;1;110;;64;35;79652;22432;;;;;;
MCO;2016;830000311;830100566;214;77081;13027;695;73061;62;24827;2932;29;16782;26;9516;2142;63;7754;302;111424;18101;787;97597;11;2756;;194;6496;8;1346;0;650;;;19;4752;;194;6496;1;1;0;1;1;1;1;1;1;;66;42;34;54553;6046;47664;0;674;9245;;
MCO;2016;830000337;830100590;38;13908;3143;710;12136;;;0;0;0;15;5490;753;87;2575;53;19398;3896;797;14711;4;250;;;968;;0;0;160;;;4;410;;;968;0;0;0;0;0;1;0;0;0;;;;;2550;136;929;;1847;443;;
MCO;2016;830000345;830100616;373;131287;25684;4533;119248;141;51590;9178;335;43502;53;19392;4456;231;16529;567;202269;39318;5099;179279;42;3530;;;26514;25;3319;4;901;;;71;7750;;;26514;1;0;1;1;1;1;1;1;1;127;68;37;47;105401;29529;68983;1631;970;39809;;
MCO;2016;830009528;830100566;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;5;432;;;0;;0;;0;;;5;432;;;0;0;0;0;0;0;0;0;0;0;;;;;649;0;16;0;0;41;;
MCO;2016;830100103;830000022;17;6205;679;5;8974;72;26280;3990;534;12161;;;0;0;0;89;32485;4669;539;21135;30;17;;;20253;30;8903;;0;;;60;8920;;;20253;;;;;;;;;;;;;;;;;;;;;
MCO;2016;830100251;830000063;42;10383;904;19;7098;52;19032;2736;110;10668;;;34;33;1;94;29415;3674;162;17767;;0;;;4141;25;5298;;0;;;25;5298;;;4141;;;;;;;;;;;;;;;;;;;;;
MCO;2016;830100319;830020855;93;34038;6155;818;24544;74;26706;4556;422;17280;;;0;0;0;167;60744;10711;1240;41824;;0;;;73;28;6449;;0;;;28;6449;;;73;;;;;;;;;;;;;;;;;;;;;
MCO;2016;830100327;830000105;;;0;0;0;41;14965;1736;13;5087;;;0;0;0;41;14965;1736;13;5087;;0;;;10;30;6807;;0;;;30;6807;;;10;;;;;;;;;;;;;;;;;;;;;
MCO;2016;830100368;830000147;;;0;0;0;59;21535;1882;45;7730;;;0;0;0;59;21535;1882;45;7730;;0;;;120;18;4868;;0;;;18;4868;;;120;;;;;;;;;;;;;;;;;;;;;
MCO;2016;830100392;830000154;35;12775;989;20;6053;65;23725;4009;0;15106;0;0;0;0;0;100;36500;4998;20;21159;0;0;0;0;160;20;8084;0;0;0;0;20;8084;0;0;160;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;830100418;830000170;;;0;0;0;16;5568;1158;0;3453;;;0;0;0;16;5568;1158;0;3453;;0;;;0;15;4284;;0;;;15;4284;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;830100434;830000196;18;6570;2245;2;12021;76;27740;3393;0;10418;38;13870;3789;2068;7026;132;48180;9427;2070;29465;16;4;;;4711;32;14041;4;1152;;;52;15197;;;4711;;;;;;;;;;;;;;;61;;;;;;
MCO;2016;830100459;830000212;6;2196;280;14;1304;53;19398;3425;196;7758;0;;68;67;1;59;21594;3773;277;9063;;0;;;26;61;11510;;0;;;61;11510;;;26;;;;;;;;;;;;;;;;;;;;;
MCO;2016;830100475;830000238;;;0;0;0;64;23360;2380;70;9168;;;0;0;0;64;23360;2380;70;9168;;0;;;19;26;4374;;0;;;26;4374;;;19;;;;;;;;;;;;;;;;;;;;;
MCO;2016;830100558;690781810;22;7706;552;3;4664;49;15553;2167;460;7573;0;0;0;0;0;71;23259;2719;463;12237;6;1294;;;45;0;0;0;0;0;0;6;1294;0;0;45;0;0;0;0;0;0;1;1;0;;;;;11044;;11972;;;427;;
MCO;2016;830100574;750821092;142;51972;9076;1066;46543;108;39528;4984;41;32626;;;0;0;0;250;91500;14060;1107;79169;39;326;;;11274;11;2557;;0;;;50;2883;;;11274;1;1;0;1;1;0;1;0;1;;30;;15;75209;;71459;1828;;16403;;
MCO;2016;830100608;830100616;115;42028;5619;1099;40465;;;0;0;0;;;0;0;0;115;42028;5619;1099;40465;1;178;;;162;;0;;0;;;1;178;;;162;1;0;1;1;0;1;1;1;1;136;;47;57;14373;4027;9407;;;5428;;
MCO;2016;830100855;830000493;36;13140;1058;4;12178;0;0;0;0;0;0;0;0;0;0;36;13140;1058;4;12178;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;;;;;
MCO;2016;830200523;830210084;22;8030;1853;98;7593;62;22630;786;16;3337;;;0;0;0;84;30660;2639;114;10930;16;4049;;;317;;0;;0;;;16;4049;;;317;0;1;1;1;0;0;1;1;1;60;;;;45226;;22277;2;;;;
MCO;2016;830213856;830100533;28;10220;862;7;9432;;;0;0;0;;;0;0;0;28;10220;862;7;9432;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;830215687;830003521;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;18270;;0;;0;;;;0;;;18270;;;;;;;;;;;;;;;;;;;;;
MCO;2016;840000285;840000608;6;2190;331;3;1820;52;18980;1780;0;4378;59;21535;3189;0;11196;117;42705;5300;3;17394;0;0;;;46;27;7143;2;392;;;29;7535;;;46;;;;;;;;;;;;;;;;;;;;;
MCO;2016;840000327;840000640;3;1095;8;0;100;37;13505;1820;0;8586;0;;0;0;0;40;14600;1828;0;8686;0;0;;;0;12;670;0;0;;;12;670;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;840000343;840000012;39;13858;2801;662;12431;;;0;0;0;10;3294;413;106;1210;49;17152;3214;768;13641;10;760;;;1090;;0;1;102;;;11;862;;;1090;0;0;0;1;1;1;1;1;1;;66;44;12;9376;811;1381;;1162;955;;
MCO;2016;840000350;840000657;86;29190;3787;22;24391;;;0;0;0;;;0;0;0;86;29190;3787;22;24391;38;843;;;70855;;0;;0;;;38;843;;;70855;0;0;0;0;0;0;0;0;0;;;;;37643;0;49205;;;48688;;
MCO;2016;840000392;840000046;79;28914;3823;205;27866;;;0;0;0;26;9516;1627;51;6319;105;38430;5450;256;34185;4;138;;;380;2;574;0;0;;;6;712;;;380;1;0;1;0;0;0;0;0;0;85;;;;61781;7883;24198;;2346;;;
MCO;2016;840000400;840000673;10;3660;233;1;1036;65;23790;2082;64;7575;;;0;0;0;75;27450;2315;65;8611;;0;;;34;22;6165;;0;;;22;6165;;;34;;;;;;;;;;;;;;;;;;;;;
MCO;2016;840000418;840004659;50;18300;5321;2008;18585;10;3660;710;81;2906;18;6588;1252;468;2950;78;28548;7283;2557;24441;3;370;;;1576;5;147;0;0;;;8;517;;;1576;1;0;1;1;1;1;1;0;0;65;8;15;;11936;1982;22156;;2305;5236;;
MCO;2016;840000426;840000061;5;1830;71;2;1013;;;0;0;0;;;0;0;0;5;1830;71;2;1013;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;840000434;840000079;10;2928;120;2;2285;;;0;0;0;;;0;0;0;10;2928;120;2;2285;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;840000467;840003651;;;0;0;0;44;16104;2377;90;7135;;;0;0;0;44;16104;2377;90;7135;;0;;;52;19;7087;;0;;;19;7087;;;52;;;;;;;;;;;;;;;;;;;;;
MCO;2016;840000483;840000087;101;34500;5192;640;33897;39;16740;2204;92;12888;25;9454;2002;484;5716;165;60694;9398;1216;52501;6;263;;;975;10;1543;;0;;;16;1806;;;975;1;1;1;1;1;1;1;1;0;;;;;24706;4696;7359;28;543;5193;;
MCO;2016;840000491;130041916;34;12444;3248;1128;11597;;;0;0;0;17;6038;1005;48;3829;51;18482;4253;1176;15426;2;179;;;29;;0;6;764;;;8;943;;;29;;;;;;1;;;;;;6;;13384;722;15512;;4539;538;;
MCO;2016;840000517;840000103;6;2196;20;1;66;;;0;0;0;;;0;0;0;6;2196;20;1;66;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;840000525;840000111;29;10614;1636;309;8102;;;0;0;0;;;0;0;0;29;10614;1636;309;8102;;0;;;1;;0;;0;;;;0;;;1;0;1;1;0;1;0;1;1;1;7;7;;60;3613;2701;;;;;;
MCO;2016;840000533;840000129;32;11680;1312;321;8012;0;0;0;0;0;0;;39;39;0;32;11680;1351;360;8012;;0;;;0;;0;;0;;;;0;;;0;1;1;1;1;1;0;0;1;0;30;30;;;12188;2131;7747;;;396;;
MCO;2016;840001861;840006597;485;172312;25418;2631;140356;145;53070;7740;274;39942;65;23790;4887;690;18749;695;249172;38045;3595;199047;24;4689;;;22680;23;5371;0;0;;;47;10060;;;22680;1;1;1;1;1;1;1;1;1;63;124;30;124;117707;38233;124238;1269;4127;25813;;
MCO;2016;840007850;840002844;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;12933;;0;;0;;;;0;;;12933;;;;;;;;;;;;;;;;;;;;;
MCO;2016;840011043;840002844;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;18053;;0;;0;;;;0;;;18053;;;;;;;;;;;;;;;;;;;;;
MCO;2016;840013312;840003685;72;22248;5391;71;15683;38;13870;2025;21;9288;0;0;0;0;0;110;36118;7416;92;24971;5;16;;;416;13;2437;;0;;;18;2453;;;416;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;840013445;840014658;;;0;0;0;78;28548;2322;99;4603;;;0;0;0;78;28548;2322;99;4603;;0;;;43;13;14390;;0;;;13;14390;;;43;;;;;;;;;;;;;;;;;;;;;
MCO;2016;840017172;840017164;0;0;169;0;1472;92;33672;3370;154;12076;0;0;0;0;0;92;33672;3539;154;13548;0;0;;;0;15;6437;;0;;;15;6437;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;840017222;840002844;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;16940;;0;;0;;;;0;;;16940;;;;;;;;;;;;;;;;;;;;;
MCO;2016;840017461;840002844;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;14507;;0;;0;;;;0;;;14507;;;;;;;;;;;;;;;;;;;;;
MCO;2016;840018337;840006597;;;0;0;0;18;6172;585;29;2854;;;0;0;0;18;6172;585;29;2854;;0;;;0;2;291;;0;;;2;291;;;0;0;0;0;0;0;0;0;0;0;;;;;2633;;686;;;1436;;
MCO;2016;840018774;840002844;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;1388;;0;;0;;;;0;;;1388;;;;;;;;;;;;;;;;;;;;;
MCO;2016;840019079;840019053;;;0;0;0;0;0;74;0;248;;;0;0;0;0;0;74;0;248;;0;;;0;0;0;;0;;;0;0;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;850000118;850013244;26;9490;2110;83;10176;72;26280;5021;247;14117;22;8030;709;38;2962;120;43800;7840;368;27255;;0;;;0;46;12844;;0;;;46;12844;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;850000126;850022948;;;0;0;0;76;27816;3216;0;11215;;;0;0;0;76;27816;3216;0;11215;;0;;;12;20;6423;;0;;;20;6423;;;12;;;;;;;;;;;;;;;;;;;;;
MCO;2016;850000134;850013269;8;2920;164;2;1862;68;24820;4181;269;17573;;;0;0;0;76;27740;4345;271;19435;;0;;;0;14;5239;;0;;;14;5239;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;850000142;850000019;387;136369;21360;1138;121046;143;52365;8698;455;39294;64;23268;5513;131;21750;594;212002;35571;1724;182090;26;3772;1;337;52850;28;7383;10;2491;;;64;13646;1;337;52850;1;1;1;1;1;1;1;1;1;120;;41;248;112701;2978;109529;106;1866;28084;;
MCO;2016;850000175;850009010;116;42518;6783;306;42808;37;13567;2170;91;10484;16;5856;1049;97;3373;169;61941;10002;494;56665;16;1921;;;1431;8;1516;1;147;;;25;3584;;;1431;1;1;1;1;1;0;1;0;1;100;60;;;27920;3423;34898;;2046;1309;;
MCO;2016;850000191;850000043;4;1464;277;87;940;;;0;0;0;;;0;0;0;4;1464;277;87;940;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;22560;;;;;;;
MCO;2016;850000209;850000019;77;28176;4147;696;25532;;;0;0;0;;;0;0;0;77;28176;4147;696;25532;3;231;;;503;5;690;1;39;;;9;960;;;503;1;0;1;1;1;0;1;0;0;70;;;;10620;1003;22558;0;1074;2370;;
MCO;2016;850000225;850000019;56;21933;2628;24;18549;;;0;0;0;;;0;0;0;56;21933;2628;24;18549;2;91;;;194;;0;;0;;;2;91;;;194;0;0;1;1;0;0;0;0;0;28;;;;2526;1260;5913;;2952;57;;
MCO;2016;850000233;850009010;0;69;13;0;150;;;0;0;0;;;0;0;0;0;69;13;0;150;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;239;91;;;49;;;
MCO;2016;850000241;850000084;146;51896;9233;706;48837;4;1464;115;29;272;15;5490;1012;99;3679;165;58850;10360;834;52788;20;3001;;;2484;;0;;0;;;20;3001;;;2484;1;1;1;0;1;1;1;0;0;73;63;18;;19428;2494;33741;;26028;11984;;
MCO;2016;850000647;850025867;9;3294;322;1;2857;;;0;0;0;;;0;0;0;9;3294;322;1;2857;;0;;;3;;0;;0;;;;0;;;3;0;0;1;0;0;0;1;0;0;;;;;0;0;0;0;0;0;;
MCO;2016;850009630;850000035;105;38091;5347;234;32179;;;0;0;0;20;7320;1294;336;3569;125;45411;6641;570;35748;;0;;;604;;0;;0;;;;0;;;604;1;0;1;0;0;1;1;0;0;30;;26;;12978;21345;6150;;922;2852;;
MCO;2016;860000025;860013382;123;44122;7201;466;40079;32;15414;2626;252;10403;16;5856;1538;235;4633;171;65392;11365;953;55115;10;495;;;2295;17;2550;3;200;;;30;3245;;;2295;1;0;1;1;0;1;1;1;0;90;;33;;30157;4575;11797;861;4028;1253;;
MCO;2016;860000033;860013382;35;12810;1721;111;10469;0;0;0;0;0;0;0;0;0;0;35;12810;1721;111;10469;2;4;0;0;324;0;0;0;7;0;0;2;11;0;0;324;1;0;0;1;0;0;1;1;0;;;;;3979;1413;1678;0;1671;18;;
MCO;2016;860000058;860014208;33;12078;1820;168;9788;20;7320;873;92;3944;;;0;0;0;53;19398;2693;260;13732;7;63;;;740;6;798;;0;;;13;861;;;740;1;0;1;1;0;0;1;1;1;180;;;180;9002;1174;22415;0;1406;1803;;
MCO;2016;860000223;860014208;705;255174;40128;5782;225918;294;93532;13813;962;77101;63;24144;4192;356;18607;1062;372850;58133;7100;321626;44;11493;;;73854;30;6462;9;671;;;83;18626;;;73854;1;1;1;1;1;1;1;1;1;100;120;63;40;192942;9040;165407;368;15578;96368;;
MCO;2016;860010321;860010313;43;15738;2016;63;11526;127;46482;8089;1;29409;;;0;0;0;170;62220;10105;64;40935;0;6252;;;133;44;8310;;0;;;44;14562;;;133;;;;;;;;;;;;;;;;;;;;;
MCO;2016;860780311;860010750;24;8784;952;83;5172;49;16768;2447;81;7583;;;0;0;0;73;25552;3399;164;12755;;0;;;3;25;6001;;0;;;25;6001;;;3;;;;;;;;;;;;;;1162;;;;;;;
MCO;2016;860780568;860000140;4;1464;88;5;792;7;2562;1840;34;3098;57;20862;1484;25;5490;68;24888;3412;64;9380;;0;;;11;5;3821;5;176;;;10;3997;;;11;;;;;;;;;;;;;;;;;;;;;
MCO;2016;870000064;870000015;520;178444;28060;1070;163311;238;89186;11323;356;70435;0;0;0;0;0;758;267630;39383;1426;233746;66;10801;3;523;53104;26;2985;0;0;;;92;13786;3;523;53104;1;1;1;1;1;0;1;1;1;95;40;;42;129373;13;181896;;80;159210;;
MCO;2016;870000080;870000700;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;11313;;0;;0;;;;0;;;11313;;;;;;;;;;;;;;;;;;;;;
MCO;2016;870000098;870000023;58;21228;3166;250;21185;37;12508;1470;47;8261;14;5124;571;86;1922;109;38860;5207;383;31368;7;212;;;1466;7;2379;0;11;;;14;2602;;;1466;1;0;1;1;0;1;1;1;1;50;;0;80;28171;19069;29909;185;313;6000;;
MCO;2016;870000270;870000031;70;25620;3205;124;25384;0;0;0;0;0;0;0;0;0;0;70;25620;3205;124;25384;2;551;0;0;1095;2;357;1;2;0;0;5;910;0;0;1095;1;1;1;1;1;1;1;1;1;130;10;20;150;23624;;29908;348;;80;;
MCO;2016;870000288;870017415;201;71116;10073;408;56504;154;54180;9609;235;39870;0;;0;0;0;355;125296;19682;643;96374;12;5367;0;0;9221;37;11674;0;0;;;49;17041;0;0;9221;;;;;;;;;;;;;;;;;;;;;
MCO;2016;870000403;870014503;11;4026;185;1;3669;;;0;0;0;;;0;0;0;11;4026;185;1;3669;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;870000411;870017415;6;2196;60;0;701;88;32120;4416;44;18133;28;10220;1192;27;5011;122;44536;5668;71;23845;;0;;;140;24;4672;2;44;;;26;4716;;;140;;;;;;;;;;;;;;;;;;;;;
MCO;2016;870000551;870014503;20;7320;325;2;5992;;;0;0;0;;;0;0;0;20;7320;325;2;5992;2;12;;;97;;0;;0;;;2;12;;;97;;;;;;;;;;;;;;;;;;;;;
MCO;2016;870000601;870014248;8;2920;189;1;3093;;;0;0;0;;;0;0;0;8;2920;189;1;3093;;0;;;0;;0;;0;;;;0;;;0;0;1;0;0;0;0;1;1;1;;;;180;2921;;;;;;;
MCO;2016;870001567;870014503;16;5856;265;8;5333;;;0;0;0;;;0;0;0;16;5856;265;8;5333;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;870003514;870000015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;859;0;0;0;0;0;0;0;0;0;1;859;0;0;0;0;0;0;0;0;0;0;0;0;;;;;408;0;485;0;0;292;;
MCO;2016;870014859;870000015;83;29412;3939;483;17658;19;5988;1377;27;3886;76;26367;4630;272;18705;178;61767;9946;782;40249;8;997;0;0;924;7;1386;12;2246;0;0;27;4629;0;0;924;0;0;0;0;0;1;0;0;1;;;86;48;41410;10206;60953;0;21090;43311;;
MCO;2016;880000021;880007059;223;80904;12055;944;73060;44;16022;1951;128;10969;15;5490;1001;59;3848;282;102416;15007;1131;87877;27;1188;0;0;17612;11;2440;0;201;0;0;38;3829;0;0;17612;1;0;1;1;1;1;1;0;0;15;90;15;180;47253;2026;51422;8236;298;7004;;
MCO;2016;880000039;880780069;18;6588;555;13;5604;;;0;0;0;;;0;0;0;18;6588;555;13;5604;;0;;;0;;0;;0;;;;0;;;0;1;0;1;0;0;1;1;1;1;;;;;4657;240;14062;;250;234;;
