BOR;AN;nofinesset;nofinessej;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;ACTCLI_PM;ACTCLI_SAG;ACTTEC_PM;ACTTEC_DEN;ACTTEC_SAG;ACTTEC_PNM;PCON;PACT
MCO;2016;750150286;570010181;40;14600;534;10;9717;;;0;0;0;;;0;0;0;40;14600;534;10;9717;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;750150344;750720468;36;13140;479;9;8911;0;0;0;0;0;0;0;0;0;0;36;13140;479;9;8911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;
MCO;2016;750150377;750721334;24;8784;652;8;8211;;;0;0;0;;;0;0;0;24;8784;652;8;8211;;0;;;0;;0;;0;;;;0;;;0;1;0;0;0;0;0;0;1;0;;;;;;;;;;;;
MCO;2016;750160012;750813321;81;29631;3921;49;26165;63;23058;3744;47;13833;;;0;0;0;144;52689;7665;96;39998;7;2496;;;80277;10;4139;;0;;;17;6635;;;80277;1;1;0;1;1;1;1;0;1;;;;;97967;;69397;;;20273;;
MCO;2016;750300014;750000564;;;0;0;0;17;6873;2079;209;2921;;;0;0;0;17;6873;2079;209;2921;;0;;;1;20;11324;;0;;;20;11324;;;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;750300071;750000598;10;3650;228;0;3155;98;35405;5564;2;19491;;;0;0;0;108;39055;5792;2;22646;;0;;;165;54;18687;;0;;;54;18687;;;165;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300089;750000606;;;0;0;0;62;22692;2958;18;8691;;;0;0;0;62;22692;2958;18;8691;;0;;;0;15;3481;;0;;;15;3481;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300097;750813305;;;0;0;0;7;2247;649;129;602;;;0;0;0;7;2247;649;129;602;;0;;;1;24;3981;;0;;;24;3981;;;1;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300121;750052037;;;0;0;0;58;18850;3221;2;10028;;;0;0;0;58;18850;3221;2;10028;7;2;;;5426;34;7901;;0;;;41;7903;;;5426;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300139;750000655;2;730;6654;4812;4819;51;18615;2120;0;5654;0;0;0;0;0;53;19345;8774;4812;10473;;6;0;;13579;25;2107;0;0;;;25;2113;0;;13579;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300154;750000671;34;12410;2305;7;6992;91;33095;6191;154;15125;;;0;0;0;125;45505;8496;161;22117;19;54;;;27449;40;15726;;0;;;59;15780;;;27449;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300360;750026569;10;3650;208;1;3130;97;35405;7817;14;18265;0;0;0;0;0;107;39055;8025;15;21395;0;0;;;4592;28;17686;;0;;;28;17686;;;4592;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300410;750000770;19;6574;926;15;5908;18;5940;324;0;502;16;5840;1089;20;3602;53;18354;2339;35;10012;7;1809;;;22;5;983;6;770;;;18;3562;;;22;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300493;750000796;;;0;0;0;72;18990;3101;0;14628;;;0;0;0;72;18990;3101;0;14628;;0;;;145;10;1266;;0;;;10;1266;;;145;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;750300550;750000812;;;0;0;0;22;8950;1233;3;1650;;;0;0;0;22;8950;1233;3;1650;;0;;;0;24;5740;;0;;;24;5740;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300592;750000820;5;1750;0;0;0;71;24353;2643;10;7044;;;0;0;0;76;26103;2643;10;7044;;0;;;0;5;5811;;0;;;5;5811;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300667;750000838;6;2019;210;3;1582;;;0;0;0;56;18980;2880;114;14493;62;20999;3090;117;16075;;0;;;2;;0;;0;;;;0;;;2;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300741;750000861;0;;0;0;0;20;5100;2021;76;2894;0;;0;0;0;20;5100;2021;76;2894;4;1073;;;0;15;3823;;0;;;19;4896;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300766;750056145;60;21960;1864;18;16405;49;17934;3019;61;9191;;;0;0;0;109;39894;4883;79;25596;;0;;;3277;23;6758;;0;;;23;6758;;;3277;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300774;750000895;;;0;0;0;92;29624;3753;0;12726;;;0;0;0;92;29624;3753;0;12726;;0;;;0;28;8686;;0;;;28;8686;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300840;750000903;;;0;0;0;30;9660;2753;963;4089;24;8760;1455;86;5469;54;18420;4208;1049;9558;;0;;;3;20;7683;;0;;;20;7683;;;3;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300857;750000911;;;0;0;0;47;11950;1255;15;4663;;;0;0;0;47;11950;1255;15;4663;;0;;;0;5;1020;;0;;;5;1020;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300881;750000937;;;0;0;0;47;17202;3329;3;6267;;;0;0;0;47;17202;3329;3;6267;;0;;;3;22;11677;;0;;;22;11677;;;3;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300915;750000960;12;4380;479;0;3309;69;25185;3782;20;8421;;;0;0;0;81;29565;4261;20;11730;1;9;;;16818;20;7483;;0;;;21;7492;;;16818;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750300931;750000978;;;0;0;0;4;1460;125;2;319;29;10585;1459;0;5796;33;12045;1584;2;6115;;0;;;0;1;852;7;113;;;8;965;;;0;0;0;0;0;0;0;0;0;0;;;;;;1186;;;;;;
MCO;2016;750301137;750001034;59;21535;4720;24;20294;47;17155;1743;1;6979;;;0;0;0;106;38690;6463;25;27273;6;2491;;;3543;18;2985;;0;;;24;5476;;;3543;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;750301145;750001042;21;7665;760;15;3714;118;43070;3064;24;9469;0;365;0;0;0;139;51100;3824;39;13183;20;7334;;;43;20;7310;1;159;;;41;14803;;;43;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750301160;750001067;5;1825;5;0;860;110;40150;3496;2;12730;;;0;0;0;115;41975;3501;2;13590;;0;0;0;114;16;2673;0;0;0;0;16;2673;0;0;114;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;750790164;750008310;;;0;0;0;;0;0;0;0;;;0;0;0;;0;0;0;0;;0;;;0;2;135;;0;;;2;135;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;750801441;750712184;35;12691;1016;14;12196;;;0;0;0;;;0;0;0;35;12691;1016;14;12196;10;3224;;;1;;0;;0;;;10;3224;;;1;1;0;0;0;1;0;0;0;0;;25;;;3842;;521;;;49;;
MCO;2016;750803447;750712184;431;157315;21151;949;135582;257;93805;11652;139;79418;21;7665;1142;12;5254;709;258785;33945;1100;220254;73;9883;;;48122;10;4177;0;920;;;83;14980;;;48122;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;750803454;750712184;259;93002;13243;2570;69424;48;16198;3880;615;11299;60;21572;4831;438;18838;367;130772;21954;3623;99561;26;6203;;;8823;15;3744;4;1100;;;45;11047;;;8823;1;1;1;1;1;1;1;1;1;79;83;;76;122256;19469;94751;2223;7033;17429;;
MCO;2016;750808578;750813032;4;;0;0;0;17;5292;67;0;5292;;;0;0;0;21;5292;67;0;5292;3;31;;;0;;0;;0;;;3;31;;;0;1;1;0;0;0;0;0;1;1;;;;30;;;;;;;;
MCO;2016;750829053;750000655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3616;0;0;0;0;;;0;0;0;0;3616;;;;;;;;;;;;;;;;;;;;;
MCO;2016;760000018;760780023;196;71009;10905;338;62077;48;19931;2833;110;13110;20;7320;1247;35;4971;264;98260;14985;483;80158;39;1167;;;12148;8;1897;0;213;;;47;3277;;;12148;1;0;1;1;0;1;1;1;0;;;;;83330;20554;23566;168;3653;23926;;
MCO;2016;760000042;760780056;28;10248;1115;122;7937;;;0;0;0;;;0;0;0;28;10248;1115;122;7937;;0;;;0;;0;;0;;;;0;;;0;1;0;1;0;0;0;0;1;0;150;;;;4501;0;2043;0;0;206;;
MCO;2016;760000059;760780064;15;5475;348;0;4971;;;0;0;0;;;0;0;0;15;5475;348;0;4971;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;760000141;760780239;105;28099;4773;1927;28388;;;0;0;0;;;0;0;0;105;28099;4773;1927;28388;0;115;;;1;;0;;0;;;0;115;;;1;1;1;1;0;0;1;1;0;1;;;;;17575;333;15007;16024;;3742;;
MCO;2016;760000158;760780239;697;250848;50844;13606;227798;414;147995;20567;687;113748;90;31575;6742;748;27985;1201;430418;78153;15041;369531;71;15745;;;17132;58;12420;3;741;;;132;28906;;;17132;1;1;1;1;1;1;1;1;1;;;;;329577;15092;197777;5302;;70496;;
MCO;2016;760000166;760780247;80;28136;2519;169;24628;37;12954;1233;26;7631;0;0;0;0;0;117;41090;3752;195;32259;36;1324;;;62130;8;1397;0;0;0;0;44;2721;0;0;62130;0;0;0;0;0;0;0;0;0;;;;;0;0;;;;;;
MCO;2016;760000174;760780254;15;5490;398;13;4599;;;0;0;0;;;0;0;0;15;5490;398;13;4599;;0;;;15;;0;;0;;;;0;;;15;0;0;0;0;0;0;0;0;0;;;;;;;17;;;;;
MCO;2016;760000182;760780262;0;0;75;3;480;8;2928;1359;510;3065;69;25254;4600;900;16897;77;28182;6034;1413;20442;;0;;;45;;0;6;1122;;;6;1122;;;45;0;0;1;0;0;1;0;0;0;17;;3;;22037;17413;7890;0;11866;0;;
MCO;2016;760000356;760780726;20;7320;341;6;6950;;;0;0;0;;;0;0;0;20;7320;341;6;6950;4;1196;;;0;;0;;0;;;4;1196;;;0;0;0;0;0;0;0;0;0;0;;;;;8606;;8826;2346;;460;;
MCO;2016;760000364;760780734;91;33306;5308;350;31406;;;0;0;0;19;6954;1499;273;4737;110;40260;6807;623;36143;;0;0;0;1209;;0;1;122;;;1;122;0;0;1209;1;1;1;0;0;1;1;1;0;90;;;;24966;30352;;;;;;
MCO;2016;760000372;760780742;56;20496;3602;614;17627;0;0;0;0;0;24;8784;1344;374;3746;80;29280;4946;988;21373;8;581;;;1152;;0;;0;;;8;581;;;1152;1;0;0;0;0;0;1;1;0;;;;;12022;3736;11132;;3284;17;;
MCO;2016;760000463;760024042;184;67160;10930;733;55730;56;20440;4142;500;16750;36;13140;3052;454;10783;276;100740;18124;1687;83263;13;955;;;12555;12;2069;3;388;;;28;3412;;;12555;1;1;1;1;1;1;1;1;0;;;;;62530;0;47211;492;6487;9367;;
MCO;2016;760021329;760000448;116;42456;5890;261;36304;135;49410;5730;62;19935;20;7320;1008;55;3733;271;99186;12628;378;59972;20;4;;;27099;48;13005;;0;;;68;13009;;;27099;;;;;;;;;;;;;;;;;;;;;
MCO;2016;760025312;760000315;26;9516;820;43;6104;109;39894;6165;0;17190;59;21594;3260;2;15342;194;71004;10245;45;38636;;0;;;5277;90;20499;1;78;;;91;20577;;;5277;;;;;;;;;;;;;;;;;;;;;
MCO;2016;760027292;760027300;13;4745;583;19;4055;94;34310;2686;20;9408;;;0;0;0;107;39055;3269;39;13463;;0;;;1366;30;5154;;0;;;30;5154;;;1366;;;;;;;;;;;;;;;;;;;;;
MCO;2016;760780197;760000117;;;0;0;0;;;0;0;0;28;10220;1679;549;4468;28;10220;1679;549;4468;;0;;;319;;0;2;22;;;2;22;;;319;;;;;;;;;;;;;;;;;;;;;
MCO;2016;760780205;760000125;;;0;0;0;44;16104;1530;3;5153;;;0;0;0;44;16104;1530;3;5153;;0;;;0;7;2258;;0;;;7;2258;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;760780510;760000257;21;7686;2063;144;7331;133;48678;5238;76;21246;;;0;0;0;154;56364;7301;220;28577;5;10;;;1871;18;8646;;0;;;23;8656;;;1871;;;;;;;;;;;;;;;;;;;;;
MCO;2016;760780619;760000307;52;18980;5117;8;18844;84;30660;5045;0;14868;;;0;0;0;136;49640;10162;8;33712;40;1506;;;3859;17;11815;;0;;;57;13321;;;3859;;;;;;;;;;;;;;;;;;;;;
MCO;2016;760780668;760000331;0;0;0;0;0;10;3650;184;0;308;0;0;0;0;0;10;3650;184;0;308;0;0;0;0;41;16;2395;0;0;0;;16;2395;0;0;41;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;760780783;760000406;5;1460;213;1;1495;30;10950;1585;73;5901;;;0;0;0;35;12410;1798;74;7396;0;0;;;41;6;2820;;0;;;6;2820;;;41;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;760780791;760000414;34;12410;2842;1209;11598;90;32850;3493;14;11288;1;365;0;0;2;125;45625;6335;1223;22888;21;16;;;6681;41;5809;1;111;;;63;5936;;;6681;;;;;;;;;;;;;;;;;;;;;
MCO;2016;760780825;760000430;;;0;0;0;69;25185;2262;223;7493;;;0;0;0;69;25185;2262;223;7493;;0;;;0;6;2822;;0;;;6;2822;;;0;;;;0;;;;;;;;;;;;;;;;;
MCO;2016;760783035;750721334;6;2196;89;2;623;0;0;0;0;0;0;0;0;0;0;6;2196;89;2;623;0;0;;;9803;;0;;0;;;0;0;;;9803;0;0;0;0;0;0;0;0;0;;;;;1017;0;7;;0;0;;
MCO;2016;760783159;760000851;20;7300;1049;1;6416;;;0;0;0;;;0;0;0;20;7300;1049;1;6416;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;760783522;760780239;106;36846;6055;36;38707;0;;0;0;0;0;;0;0;0;106;36846;6055;36;38707;23;7882;4;824;16133;;0;;0;;;23;7882;4;824;16133;0;0;1;0;0;0;1;0;0;;;;;35601;;24963;;;11208;;
MCO;2016;760805770;760780726;435;155926;23472;2753;134064;104;38073;6547;715;29097;64;23424;4390;468;17567;603;217423;34409;3936;180728;37;3234;4;538;20214;25;4850;4;195;;;66;8279;4;538;20214;1;1;1;1;1;1;1;1;1;240;120;66;120;117478;12262;87003;332;16256;44064;;
MCO;2016;760921809;760000273;22;8052;2374;48;12396;137;50142;7737;171;29456;;;0;0;0;159;58194;10111;219;41852;2;720;;;21128;36;11991;;0;;;38;12711;;;21128;;;;;;;;;;;;;;;;;;;;;
MCO;2016;770000131;770110013;159;58194;6725;283;49449;31;11346;1364;85;7618;15;5490;1334;211;3820;205;75030;9423;579;60887;10;1300;;;1799;10;1280;1;148;;;21;2728;;;1799;;;;;;;;;;;;;;34642;2387;30538;;1141;7185;;
MCO;2016;770000149;770110021;151;56568;7100;544;46717;37;13542;1625;52;9199;34;12444;2790;141;10174;222;82554;11515;737;66090;13;846;;;4351;9;1586;6;682;;;28;3114;;;4351;1;0;1;1;1;1;1;1;1;70;30;35;58;42943;1986;34174;;3764;10878;;
MCO;2016;770000156;770110054;243;88695;12317;1697;72926;30;10950;1905;103;8900;59;21535;4136;437;15329;332;121180;18358;2237;97155;14;1919;;;13767;6;988;1;492;;;21;3399;;;13767;1;1;1;1;0;1;1;0;1;;;;;80894;11089;;;;;;
MCO;2016;770000164;770110062;117;43452;5615;696;37716;22;9342;1897;291;7184;15;5490;1343;252;4163;154;58284;8855;1239;49063;4;529;;;1622;10;1598;;0;;;14;2127;;;1622;1;1;1;1;0;1;1;1;1;125;;;90;32946;2066;32363;;1493;9131;;
MCO;2016;770000172;770110070;109;39894;5827;710;34864;46;17908;1854;13;9978;15;5490;941;28;3671;170;63292;8622;751;48513;7;540;;;902;10;2340;3;55;;;20;2935;;;902;1;0;0;1;0;1;1;1;0;;;81;;22723;3319;29140;;4199;14078;;
MCO;2016;770000180;770130011;33;12045;288;3;4357;;;0;0;0;;;0;0;0;33;12045;288;3;4357;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;770000214;770130052;79;30619;3511;191;24447;;;0;0;0;;;0;0;0;79;30619;3511;191;24447;5;595;;;473;;0;;0;;;5;595;;;473;0;0;0;1;1;0;1;1;1;;15;;125;10101;;13000;;;4183;;
MCO;2016;770000446;770700185;299;106895;13321;714;92223;77;25417;3921;106;21272;48;17520;4033;251;17021;424;149832;21275;1071;130516;20;2308;;;19615;10;2322;0;711;;;30;5341;;;19615;0;0;1;1;1;1;1;1;1;180;120;110;60;230351;;;;;;;
MCO;2016;770019032;770170017;288;103440;15885;1442;89486;60;21900;3604;160;17202;42;15330;5120;211;17362;390;140670;24609;1813;124050;29;3806;0;0;5652;18;1475;0;1255;0;0;47;6536;0;0;5652;1;1;1;1;0;1;1;1;1;;;;;80429;38;48566;;14646;7634;;
MCO;2016;770020477;750720468;107;39055;2712;28;26416;;;0;0;0;;;0;0;0;107;39055;2712;28;26416;44;2336;;;17605;;0;;0;;;44;2336;;;17605;;;;;;;;;;;;;;;;;;;;;
MCO;2016;770300010;770004299;44;16060;2965;893;22939;59;21535;9524;0;9733;0;;0;0;0;103;37595;12489;893;32672;;0;;;1168;26;7533;0;39;;;26;7572;;;1168;;;;;;;;;;;;;;;;;;;;;
MCO;2016;770300135;770000289;49;17885;2951;82;12043;58;21170;2168;619;6616;;;0;0;0;107;39055;5119;701;18659;3;725;;;2;6;2234;;0;;;9;2959;;;2;;;;;;;;;;;;;;;;;;;;;
MCO;2016;770300143;770000362;7;2555;101;2;740;56;20440;2918;23;13948;;;0;0;0;63;22995;3019;25;14688;;0;;;4370;24;5109;;0;;;24;5109;;;4370;;;;;;;;;;;;;;;;;;;;;
MCO;2016;770300192;770000313;4;;2;0;155;24;8760;1603;53;4045;;;0;0;0;28;8760;1605;53;4200;;1102;;;125;20;3645;;0;;;20;4747;;;125;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;770300275;770000289;6;2190;310;0;677;48;17520;1963;0;6321;16;5840;260;38;989;70;25550;2533;38;7987;8;3703;;;1044;36;2717;0;0;;;44;6420;;;1044;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;770300283;770000362;5;1710;15;0;453;36;13140;2209;33;6941;;;0;0;0;41;14850;2224;33;7394;;0;;;178;30;6245;;0;;;30;6245;;;178;;;;;;;;;;;;;;;;;;;;;
MCO;2016;770790707;770000719;24;8760;1179;188;8500;58;21170;2228;34;8217;24;8760;869;23;3576;106;38690;4276;245;20293;;0;;;11171;27;5810;;0;;;27;5810;;;11171;;;;;;;;;;;;;;;;;;;;;
MCO;2016;770813400;770001014;8;2928;320;18;4288;64;23424;2198;26;7433;;;0;0;0;72;26352;2518;44;11721;;0;;;2889;16;6606;;0;;;16;6606;;;2889;;;;;;;;;;;;;;;;;;;;;
MCO;2016;780000287;780110011;157;57305;12077;1926;67935;64;23360;2422;342;8936;104;37960;3792;568;12283;325;118625;18291;2836;89154;25;1331;;;7470;15;4085;5;368;;;45;5784;;;7470;1;1;;1;1;1;1;;1;;;;;97702;;;;;;;
MCO;2016;780000295;780002697;79;28914;4660;652;26992;46;16836;2428;209;9557;24;8784;1382;82;4478;149;54534;8470;943;41027;10;679;0;0;109;7;2520;1;183;0;0;18;3382;0;0;109;1;1;1;1;1;1;1;1;1;22;;15;145;37535;4474;24738;23;3716;8350;;
MCO;2016;780000303;780110037;50;18300;1520;13;16172;;;0;0;0;;;0;0;0;50;18300;1520;13;16172;3;361;;;0;;0;;0;;;3;361;;;0;1;1;0;0;1;0;0;1;1;;15;;7;644;0;179;81;0;;;
MCO;2016;780000311;780001236;225;82125;16757;4779;68666;79;28835;5081;2120;19189;80;29200;8063;1508;27806;384;140160;29901;8407;115661;31;612;;;14466;10;0;3;0;;;44;612;;;14466;1;0;0;1;1;1;0;1;1;;;;;73413;6569;73446;448;54832;56753;;
MCO;2016;780000329;780110052;130;47569;7702;685;42835;30;10980;1857;128;8435;24;8784;2048;64;7467;184;67333;11607;877;58737;27;3425;;;9114;10;1936;1;362;;;38;5723;;;9114;1;1;1;1;0;1;1;1;1;65;;65;150;48599;30779;42757;1488;2454;4395;;
MCO;2016;780000337;780001236;116;42340;6595;1588;36255;;;687;0;1456;;;2;0;2;116;42340;7284;1588;37713;39;367;;;26949;31;2287;6;1550;;;76;4204;;;26949;0;1;1;1;1;0;1;0;1;;;;;53923;300;35902;69;688;62619;;
MCO;2016;780000345;780110078;0;0;0;0;0;;;0;0;0;;;0;0;0;0;0;0;0;0;1;281;;;8;;0;;0;;;1;281;;;8;;;;;;;;;;;;;;651;;351;;;;;
MCO;2016;780000378;780130027;20;7320;485;16;5408;;;0;0;0;;;0;0;0;20;7320;485;16;5408;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;780000386;780021788;30;10980;593;9;7148;;;0;0;0;;;0;0;0;30;10980;593;9;7148;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;780008298;750043994;15;5475;260;2;4090;;;0;0;0;;;0;0;0;15;5475;260;2;4090;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;780018727;780018719;20;7300;526;0;4786;40;13400;1437;0;4901;26;9490;1312;16;5907;86;30190;3275;16;15594;0;6;;;11546;17;4107;0;2;;;17;4115;;;11546;;;;;;;;;;;;;;;;;;;;;
MCO;2016;780140018;750005068;31;11346;683;11;9296;0;;0;0;0;0;;0;0;0;31;11346;683;11;9296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;10;5;;;;;;;;;;
MCO;2016;780150017;750005068;2;732;24;0;131;;;0;0;0;;;0;0;0;2;732;24;0;131;;0;;;12610;;0;;0;;;;0;;;12610;1;0;1;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;780150033;780020715;16;5840;248;4;4492;;;0;0;0;;;0;0;0;16;5840;248;4;4492;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;780150066;780808614;90;32940;3262;0;32465;;;0;0;0;;;0;0;0;90;32940;3262;0;32465;6;35;;;841;;0;;0;;;6;35;;;841;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;780300075;780000485;120;43800;3821;117;19765;;;0;0;0;;;0;0;0;120;43800;3821;117;19765;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;780300125;780000535;;;117;0;1234;65;23725;2641;59;13099;;;0;0;0;65;23725;2758;59;14333;;0;;;19;14;6855;;0;;;14;6855;;;19;;;;;;;;;;;;;;;;;;;;;
MCO;2016;780300208;780000576;25;9150;576;54;4245;52;17295;1867;42;6042;26;9516;888;22;3512;103;35961;3331;118;13799;6;1;;;853;22;7286;;0;;;28;7287;;;853;;;;;;;;;;;;;;;;;;;;;
MCO;2016;780300323;780003679;28;10220;1250;223;6390;52;18980;9448;4685;19202;53;19345;1864;20;7916;133;48545;12562;4928;33508;5;0;;;8;16;0;;0;;;21;0;;;8;;;;;;;;;;;;;;;;;;;;;
MCO;2016;780300364;780003679;;;0;0;0;28;10220;15594;14541;1514;;;0;0;0;28;10220;15594;14541;1514;25;0;;;0;12;0;;0;;;37;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;780300406;780018032;59;21535;3051;130;18830;88;32120;4441;32;21325;26;9490;1395;54;6112;173;63145;8887;216;46267;;0;;;0;30;9062;;0;;;30;9062;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;780300422;780002259;64;22995;4330;876;19537;104;37960;5167;0;20271;28;9490;1074;40;5119;196;70445;10571;916;44927;11;65;;;19420;44;16133;0;0;;;55;16198;;;19420;;;;;;;;;;;;;;;;;;;;;
MCO;2016;780300455;780000717;25;9125;1153;607;2312;27;9855;1780;92;4109;;;0;0;0;52;18980;2933;699;6421;1;1;;;68;15;8031;;0;;;16;8032;;;68;;;;;;;;;;;;;;;;;;;;;
MCO;2016;780630026;750803900;1;365;49;0;390;;;0;0;0;;;0;0;0;1;365;49;0;390;8;1427;;;0;;0;;0;;;8;1427;;;0;1;;;;;1;;;;;;15;;67;;2809;;;;;
MCO;2016;780800256;780110078;337;121688;24855;5152;108945;87;34916;4850;118;23370;40;14699;4225;235;15056;464;171303;33930;5505;147371;16;3219;3;616;7521;15;3113;3;1185;;;34;7517;3;616;7521;1;0;1;1;1;1;1;1;1;;;;;105548;1860;81333;491;7084;50347;;
MCO;2016;790000087;790000012;343;120905;19695;1797;106784;117;41918;6742;497;31636;41;15006;2500;142;9462;501;177829;28937;2436;147882;25;1616;;;39469;34;5124;4;329;;;63;7069;;;39469;1;1;1;1;1;1;1;1;1;42;210;40;63;106312;7438;95337;671;6146;35937;;
MCO;2016;790000095;790006654;42;15372;2227;156;14730;49;17143;2363;93;9639;18;10152;1236;9;4543;109;42667;5826;258;28912;3;151;0;0;410;11;2347;1;527;0;0;15;3025;0;0;410;1;0;1;1;1;1;0;1;0;47;150;33;;24247;2681;22922;0;2024;2776;;
MCO;2016;790000103;790006654;40;14640;1921;185;13567;0;0;0;0;0;0;0;0;0;0;40;14640;1921;185;13567;2;143;0;0;9;7;1379;0;0;0;0;9;1522;0;0;9;0;0;1;1;0;0;0;0;1;24;;;20;9850;791;10789;;521;562;;
MCO;2016;790000111;790019491;15;5475;384;4;5041;;;0;0;0;;;0;0;0;15;5475;384;4;5041;;0;;;3;;0;;0;;;;0;;;3;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2016;790000137;790019491;10;3398;215;1;3303;;;0;0;0;;;0;0;0;10;3398;215;1;3303;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2016;790003537;790006654;73;26718;4272;239;25685;20;9170;1510;175;4909;0;0;0;0;0;93;35888;5782;414;30594;5;1337;0;0;1201;6;810;0;0;0;0;11;2147;0;0;1201;1;0;1;1;0;0;0;1;0;15;;;;12409;1922;12406;;1474;934;;
MCO;2016;790009948;790001242;48;17568;2742;257;13551;89;32574;4665;135;18755;16;5856;704;26;2694;153;55998;8111;418;35000;4;9;;;157;34;8703;;0;;;38;8712;;;157;;;;;;;;;;;;;;;;;;;;;
MCO;2016;800000143;800000028;212;77354;11526;819;70304;48;16851;3426;118;15121;25;9150;1891;441;6020;285;103355;16843;1378;91445;13;553;0;0;3398;7;2168;0;0;0;0;20;2721;0;0;3398;1;0;1;1;1;1;1;1;1;10;10;11;7;45470;3061;57882;1;4666;6464;;
MCO;2016;800000184;800000036;20;7300;792;84;5800;;;0;0;0;;;0;0;0;20;7300;792;84;5800;;0;;;39;;0;;0;;;;0;;;39;1;0;1;1;0;0;1;1;0;15;;;;6762;;1213;;;;;
