BOR;AN;nofinesset;nofinessej;GDE;AUT;LIT;JLI;PLA;SEJHC;JOUHC;SEJ3M;JOUHP;EMSSR
SSR;2020;060780558;750720575;SSR_A50;1;6;;2;;3099;;15;
SSR;2020;060780558;750720575;SSR_A55;1;4;;;;1568;;0;
SSR;2020;060780558;750720575;SSR_E;;93;27580;5;802;19543;0;2937;
SSR;2020;060780558;750720575;SSR_E50;1;48;;4;;12399;;2595;
SSR;2020;060780558;750720575;SSR_E55;1;45;;1;;7144;;342;
SSR;2020;060780558;750720575;SSR_TOT;;103;30645;7;1018;24210;0;2952;0
SSR;2020;060780665;060000312;SSR_A;;69;25185;;640;23316;45;0;
SSR;2020;060780665;060000312;SSR_A50;1;69;;;;23316;;0;
SSR;2020;060780665;060000312;SSR_TOT;;69;25185;;640;23316;45;0;0
SSR;2020;060781374;060000718;SSR_A;;170;62050;10;1102;42629;112;2481;
SSR;2020;060781374;060000718;SSR_A50;1;70;;;;23813;;0;
SSR;2020;060781374;060000718;SSR_A51;1;40;;10;;12187;;2481;
SSR;2020;060781374;060000718;SSR_A55;1;60;;;;6629;;0;
SSR;2020;060781374;060000718;SSR_TOT;;170;62050;10;1102;42629;112;2481;0
SSR;2020;060788957;060785011;SSR_A;;130;46998;0;1247;40014;51;0;
SSR;2020;060788957;060785011;SSR_A50;1;;;;;0;;0;
SSR;2020;060788957;060785011;SSR_A59;1;130;;0;;40014;;0;
SSR;2020;060788957;060785011;SSR_TOT;;130;46998;0;1247;40014;51;0;0
SSR;2020;060789195;060785011;SSR_A;;24;8784;5;148;8375;32;2349;
SSR;2020;060789195;060785011;SSR_A50;1;;;;;0;;0;
SSR;2020;060789195;060785011;SSR_A51;1;8;;5;;2802;;2349;
SSR;2020;060789195;060785011;SSR_A52;1;16;;;;5573;;0;
SSR;2020;060789195;060785011;SSR_TOT;;24;8784;5;148;8375;32;2349;
SSR;2020;060789674;130037815;SSR_A;;140;51100;50;832;47589;169;10716;
SSR;2020;060789674;130037815;SSR_A50;1;;;;;0;;0;
SSR;2020;060789674;130037815;SSR_A51;1;80;;30;;28468;;6729;
SSR;2020;060789674;130037815;SSR_A52;1;60;;20;;19121;;3987;
SSR;2020;060789674;130037815;SSR_TOT;;140;51100;50;832;47589;169;10716;
SSR;2020;060790177;060785011;SSR_A;;80;23515;0;174;16859;85;0;
SSR;2020;060790177;060785011;SSR_A50;1;80;;0;;16859;;0;
SSR;2020;060790177;060785011;SSR_TOT;;80;23515;0;174;16859;85;0;0
SSR;2020;060790862;060001997;SSR_A;;45;16425;15;412;11610;3;666;
SSR;2020;060790862;060001997;SSR_A50;1;;;;;0;;0;
SSR;2020;060790862;060001997;SSR_A58;1;45;;15;;11610;;666;
SSR;2020;060790862;060001997;SSR_TOT;;45;16425;15;412;11610;3;666;0
SSR;2020;060791746;060024627;SSR_A;;109;24663;;784;24952;32;0;
SSR;2020;060791746;060024627;SSR_A50;1;109;;;;24952;;0;
SSR;2020;060791746;060024627;SSR_TOT;;109;24663;;784;24952;32;0;0
SSR;2020;060791811;060010808;SSR_A;;59;21535;;737;18199;19;0;
SSR;2020;060791811;060010808;SSR_A50;1;;;;;0;;0;
SSR;2020;060791811;060010808;SSR_A59;1;59;;;;18199;;0;
SSR;2020;060791811;060010808;SSR_TOT;;59;21535;;737;18199;19;0;0
SSR;2020;060794021;060780988;SSR_A;;20;7320;;125;5525;16;0;
SSR;2020;060794021;060780988;SSR_A50;1;;;;;0;;0;
SSR;2020;060794021;060780988;SSR_A59;1;20;;;;5525;;0;
SSR;2020;060794021;060780988;SSR_TOT;;20;7320;;125;5525;16;0;0
SSR;2020;060798881;060798873;SSR_A;;104;38064;;1376;31652;13;0;
SSR;2020;060798881;060798873;SSR_A50;1;104;;;;31652;;0;
SSR;2020;060798881;060798873;SSR_TOT;;104;38064;;1376;31652;13;0;
SSR;2020;060800166;060780608;SSR_A;;108;34420;10;957;20826;3;1439;
SSR;2020;060800166;060780608;SSR_A50;1;87;;;;17995;;0;
SSR;2020;060800166;060780608;SSR_A53;1;21;;10;;2831;;1439;
SSR;2020;060800166;060780608;SSR_TOT;;108;34420;10;957;20826;3;1439;0
SSR;2020;060800182;060002912;SSR_A;;140;51100;10;1067;35621;67;1845;
SSR;2020;060800182;060002912;SSR_A50;1;61;;;;17945;;0;
SSR;2020;060800182;060002912;SSR_A55;1;79;;10;;17676;;1845;
SSR;2020;060800182;060002912;SSR_TOT;;140;51100;10;1067;35621;67;1845;0
SSR;2020;070000021;070007927;SSR_A;;18;6588;;162;4884;8;0;
SSR;2020;070000021;070007927;SSR_A50;1;18;;;;4884;;0;
SSR;2020;070000021;070007927;SSR_TOT;;18;6588;;162;4884;8;0;0
SSR;2020;070000039;070780119;SSR_A;;10;3660;;187;4139;6;0;
SSR;2020;070000039;070780119;SSR_A50;1;10;;;;4139;;0;
SSR;2020;070000039;070780119;SSR_TOT;;10;3660;;187;4139;6;0;0
SSR;2020;070000047;070780127;SSR_A;;30;9263;;480;9417;2;0;
SSR;2020;070000047;070780127;SSR_A50;1;30;;;;9417;;0;
SSR;2020;070000047;070780127;SSR_TOT;;30;9263;;480;9417;2;0;0
SSR;2020;070000062;070005558;SSR_A;;22;8030;;370;7293;0;0;
SSR;2020;070000062;070005558;SSR_A50;1;22;;;;7293;;0;
SSR;2020;070000062;070005558;SSR_TOT;;22;8030;;370;7293;0;0;0
SSR;2020;070000070;070780150;SSR_A;;15;5475;;178;4153;3;0;
SSR;2020;070000070;070780150;SSR_A50;1;15;;;;4153;;0;
SSR;2020;070000070;070780150;SSR_TOT;;15;5475;;178;4153;3;0;0
SSR;2020;070000096;070780184;SSR_A;;17;6222;;310;5589;2;;
SSR;2020;070000096;070780184;SSR_A50;1;17;;;;5589;;;
SSR;2020;070000096;070780184;SSR_TOT;;17;6222;;310;5589;2;;0
SSR;2020;070000146;070004742;SSR_A;;35;12810;;203;8630;22;0;
SSR;2020;070000146;070004742;SSR_A50;1;35;;;;8630;;0;
SSR;2020;070000146;070004742;SSR_TOT;;35;12810;;203;8630;22;0;
SSR;2020;070000179;070780358;SSR_A;;15;5475;2;98;1779;0;926;
SSR;2020;070000179;070780358;SSR_A50;1;;;;;0;;0;
SSR;2020;070000179;070780358;SSR_A53;1;;;2;;0;;926;
SSR;2020;070000179;070780358;SSR_A59;1;15;;;;1779;;0;
SSR;2020;070000179;070780358;SSR_TOT;;15;5475;2;98;1779;0;926;0
SSR;2020;070000187;070780366;SSR_A;;27;9882;0;295;6726;2;0;
SSR;2020;070000187;070780366;SSR_A50;1;27;;0;;6726;;0;
SSR;2020;070000187;070780366;SSR_TOT;;27;9882;0;295;6726;2;0;0
SSR;2020;070000195;070780374;SSR_A;;23;8395;;259;7664;9;0;
SSR;2020;070000195;070780374;SSR_A50;1;6;;;;2121;;0;
SSR;2020;070000195;070780374;SSR_A59;1;17;;;;5543;;0;
SSR;2020;070000195;070780374;SSR_TOT;;23;8395;;259;7664;9;0;0
SSR;2020;070000203;070780382;SSR_A;;24;8760;;262;7027;6;0;
SSR;2020;070000203;070780382;SSR_A50;1;24;;;;7027;;0;
SSR;2020;070000203;070780382;SSR_TOT;;24;8760;;262;7027;6;0;0
SSR;2020;070000484;070005566;SSR_A;;83;29716;5;1098;26718;55;1821;
SSR;2020;070000484;070005566;SSR_A50;1;;;;;;;0;
SSR;2020;070000484;070005566;SSR_A51;1;30;;3;;8606;;1311;
SSR;2020;070000484;070005566;SSR_A52;1;30;;2;;8356;;510;
SSR;2020;070000484;070005566;SSR_A55;1;0;;;;7744;;0;
SSR;2020;070000484;070005566;SSR_A59;0;23;;;;2012;;0;
SSR;2020;070000484;070005566;SSR_TOT;;83;29716;5;1098;26718;55;1821;0
SSR;2020;070000609;070005566;SSR_A;;;;5;0;0;0;1386;
SSR;2020;070000609;070005566;SSR_A53;1;;;5;;0;;1386;
SSR;2020;070000609;070005566;SSR_TOT;;;;5;0;0;0;1386;0
SSR;2020;070006804;070005566;SSR_A;;0;4515;;134;3870;4;0;
SSR;2020;070006804;070005566;SSR_A59;1;0;;;;3870;;0;
SSR;2020;070006804;070005566;SSR_TOT;;0;4515;;134;3870;4;0;0
SSR;2020;070780226;750050759;SSR_A;;60;21900;;409;13171;8;0;
SSR;2020;070780226;750050759;SSR_A50;1;20;;;;4390;;0;
SSR;2020;070780226;750050759;SSR_A54;1;40;;;;8781;;0;
SSR;2020;070780226;750050759;SSR_TOT;;60;21900;;409;13171;8;0;
SSR;2020;070780234;750721300;SSR_A;;34;12444;;324;7902;6;0;
SSR;2020;070780234;750721300;SSR_A50;1;34;;;;7902;;0;
SSR;2020;070780234;750721300;SSR_TOT;;34;12444;;324;7902;6;0;0
SSR;2020;070780242;070000120;SSR_A;;62;22478;;383;17299;63;0;
SSR;2020;070780242;070000120;SSR_A50;1;62;;;;17299;;0;
SSR;2020;070780242;070000120;SSR_TOT;;62;22478;;383;17299;63;0;0
SSR;2020;070780390;070000211;SSR_A;;33;12078;;350;9923;5;0;
SSR;2020;070780390;070000211;SSR_A50;1;33;;;;9923;;0;
SSR;2020;070780390;070000211;SSR_TOT;;33;12078;;350;9923;5;0;0
SSR;2020;070783824;070002878;SSR_A;;22;8052;;338;7408;2;0;
SSR;2020;070783824;070002878;SSR_A50;1;22;;;;7408;;0;
SSR;2020;070783824;070002878;SSR_A59;1;;;;;;;0;
SSR;2020;070783824;070002878;SSR_TOT;;22;8052;;338;7408;2;0;
SSR;2020;070784897;750820680;SSR_A;;30;10950;;150;8652;68;0;
SSR;2020;070784897;750820680;SSR_A50;1;;;;;0;;0;
SSR;2020;070784897;750820680;SSR_A58;1;30;;;;8652;;0;
SSR;2020;070784897;750820680;SSR_TOT;;30;10950;;150;8652;68;0;0
SSR;2020;080000110;080011174;SSR_A;;60;20973;;478;16466;31;0;
SSR;2020;080000110;080011174;SSR_A50;1;40;;;;9323;;0;
SSR;2020;080000110;080011174;SSR_A59;1;20;;;;7143;;0;
SSR;2020;080000110;080011174;SSR_TOT;;60;20973;;478;16466;31;0;0
SSR;2020;080000136;920030269;SSR_A;;28;10248;;267;11385;34;0;
SSR;2020;080000136;920030269;SSR_A50;1;28;;;;11385;;0;
SSR;2020;080000136;920030269;SSR_TOT;;28;10248;;267;11385;34;0;0
SSR;2020;080000219;080001969;SSR_A;;14;5124;;189;5342;6;0;
SSR;2020;080000219;080001969;SSR_A50;1;14;;;;5342;;0;
SSR;2020;080000219;080001969;SSR_TOT;;14;5124;;189;5342;6;0;0
SSR;2020;080000250;540019726;SSR_A;;90;32850;30;380;13995;54;5183;
SSR;2020;080000250;540019726;SSR_A50;1;2;;3;;438;;828;
SSR;2020;080000250;540019726;SSR_A51;1;44;;12;;6744;;2610;
SSR;2020;080000250;540019726;SSR_A52;1;44;;7;;6813;;776;
SSR;2020;080000250;540019726;SSR_A53;1;;;4;;0;;633;
SSR;2020;080000250;540019726;SSR_A54;1;;;4;;0;;336;
SSR;2020;080000250;540019726;SSR_TOT;;90;32850;30;380;13995;54;5183;0
SSR;2020;080000268;540019726;SSR_A;;45;16425;;202;9890;27;0;
SSR;2020;080000268;540019726;SSR_A50;1;45;;;;9890;;0;
SSR;2020;080000268;540019726;SSR_TOT;;45;16425;;202;9890;27;0;0
SSR;2020;080000276;080001969;SSR_A;;24;8784;;202;7447;25;0;
SSR;2020;080000276;080001969;SSR_A50;1;24;;;;7447;;0;
SSR;2020;080000276;080001969;SSR_TOT;;24;8784;;202;7447;25;0;0
SSR;2020;080000284;080011174;SSR_A;;15;5405;;167;4606;4;0;
SSR;2020;080000284;080011174;SSR_A50;1;15;;;;4606;;0;
SSR;2020;080000284;080011174;SSR_TOT;;15;5405;;167;4606;4;0;0
SSR;2020;080000300;080011174;SSR_A;;8;2898;;60;1368;0;0;
SSR;2020;080000300;080011174;SSR_A50;1;8;;;;1368;;0;
SSR;2020;080000300;080011174;SSR_TOT;;8;2898;;60;1368;0;0;0
SSR;2020;080002140;540019726;SSR_E;;0;;10;0;0;0;1395;
SSR;2020;080002140;540019726;SSR_E50;1;;;1;;0;;211;
SSR;2020;080002140;540019726;SSR_E51;1;0;;4;;0;;466;
SSR;2020;080002140;540019726;SSR_E52;1;0;;5;;0;;718;
SSR;2020;080002140;540019726;SSR_TOT;;0;;10;0;0;0;1395;0
SSR;2020;080010523;920030269;SSR_A;;117;42822;;935;41694;104;0;
SSR;2020;080010523;920030269;SSR_A50;1;62;;;;37071;;0;
SSR;2020;080010523;920030269;SSR_A59;1;55;;;;4623;;0;
SSR;2020;080010523;920030269;SSR_TOT;;117;42822;;935;41694;104;0;0
SSR;2020;090000019;090180019;SSR_A;;50;18250;8;477;12313;13;331;
SSR;2020;090000019;090180019;SSR_A50;1;10;;0;;2203;;0;
SSR;2020;090000019;090180019;SSR_A51;1;40;;8;;10110;;331;
SSR;2020;090000019;090180019;SSR_TOT;;50;18250;8;477;12313;13;331;1
SSR;2020;090000175;090781774;SSR_A;;53;15001;;368;13970;15;0;
SSR;2020;090000175;090781774;SSR_A50;1;24;;;;4106;;0;
SSR;2020;090000175;090781774;SSR_A59;1;29;;;;9864;;0;
SSR;2020;090000175;090781774;SSR_TOT;;53;15001;;368;13970;15;0;0
SSR;2020;090000183;090781816;SSR_A;;62;22630;;543;18936;41;0;
SSR;2020;090000183;090781816;SSR_A50;1;22;;;;5225;;0;
SSR;2020;090000183;090781816;SSR_A52;1;20;;;;5294;;0;
SSR;2020;090000183;090781816;SSR_A59;1;20;;;;8417;;0;
SSR;2020;090000183;090781816;SSR_TOT;;62;22630;;543;18936;41;0;
SSR;2020;090001629;090781774;SSR_A;;26;9516;;233;8203;10;0;
SSR;2020;090001629;090781774;SSR_A50;1;;;;;0;;0;
SSR;2020;090001629;090781774;SSR_A59;1;26;;;;8203;;0;
SSR;2020;090001629;090781774;SSR_TOT;;26;9516;;233;8203;10;0;0
SSR;2020;090002841;090781774;SSR_A;;0;4706;;104;4327;10;0;
SSR;2020;090002841;090781774;SSR_A50;1;0;;;;4327;;0;
SSR;2020;090002841;090781774;SSR_TOT;;0;4706;;104;4327;10;0;0
SSR;2020;100000116;100000041;SSR_A;;22;8052;;205;4797;3;0;
SSR;2020;100000116;100000041;SSR_A50;1;22;;;;4797;;0;
SSR;2020;100000116;100000041;SSR_TOT;;22;8052;;205;4797;3;0;0
SSR;2020;100000140;100000058;SSR_A;;23;8418;;194;7604;17;0;
SSR;2020;100000140;100000058;SSR_A50;1;23;;;;7604;;0;
SSR;2020;100000140;100000058;SSR_TOT;;23;8418;;194;7604;17;0;0
SSR;2020;100000199;100006279;SSR_A;;;;;171;3827;1;0;
SSR;2020;100000199;100006279;SSR_A59;1;;;;;3827;;0;
SSR;2020;100000199;100006279;SSR_TOT;;;;;171;3827;1;0;
SSR;2020;100006493;100000017;SSR_A;;70;25620;;619;24221;49;0;
SSR;2020;100006493;100000017;SSR_A50;1;35;;;;12423;;0;
SSR;2020;100006493;100000017;SSR_A59;1;35;;;;11798;;0;
SSR;2020;100006493;100000017;SSR_TOT;;70;25620;;619;24221;49;0;0
SSR;2020;100007285;100011287;SSR_A;;60;21900;6;430;18454;56;7614;
SSR;2020;100007285;100011287;SSR_A50;1;14;;1;;8009;;6827;
SSR;2020;100007285;100011287;SSR_A51;1;26;;2;;8517;;773;
SSR;2020;100007285;100011287;SSR_A52;1;16;;2;;1850;;8;
SSR;2020;100007285;100011287;SSR_A57;1;4;;1;;78;;6;
SSR;2020;100007285;100011287;SSR_TOT;;60;21900;6;430;18454;56;7614;0
SSR;2020;100010362;100010347;SSR_A;;65;23790;34;524;21190;64;8160;
SSR;2020;100010362;100010347;SSR_A50;1;;;;;;;;
SSR;2020;100010362;100010347;SSR_A51;1;32;;13;;10365;;4082;
SSR;2020;100010362;100010347;SSR_A52;1;33;;13;;10825;;2582;
SSR;2020;100010362;100010347;SSR_A53;1;;;7;;;;1274;
SSR;2020;100010362;100010347;SSR_A54;1;;;1;;;;222;
SSR;2020;100010362;100010347;SSR_TOT;;65;23790;34;524;21190;64;8160;
SSR;2020;100010545;310025010;SSR_A;;74;27084;10;785;25255;40;5003;
SSR;2020;100010545;310025010;SSR_A50;1;74;;10;;25255;;5003;
SSR;2020;100010545;310025010;SSR_TOT;;74;27084;10;785;25255;40;5003;0
SSR;2020;100010933;100010347;SSR_A;;24;8784;;282;6936;6;0;
SSR;2020;100010933;100010347;SSR_A51;1;17;;;;4940;;0;
SSR;2020;100010933;100010347;SSR_A52;1;7;;;;1996;;0;
SSR;2020;100010933;100010347;SSR_TOT;;24;8784;;282;6936;6;0;
SSR;2020;110000049;110780087;SSR_A;;25;9125;;245;5604;9;0;
SSR;2020;110000049;110780087;SSR_A59;1;25;;;;5604;;0;
SSR;2020;110000049;110780087;SSR_TOT;;25;9125;;245;5604;9;0;0
SSR;2020;110000189;110780707;SSR_A;;29;10614;;337;9251;8;0;
SSR;2020;110000189;110780707;SSR_A51;1;29;;;;9251;;0;
SSR;2020;110000189;110780707;SSR_TOT;;29;10614;;337;9251;8;0;0
SSR;2020;110000247;110780772;SSR_A;;37;13542;;212;11864;33;0;
SSR;2020;110000247;110780772;SSR_A50;1;;;;;0;;0;
SSR;2020;110000247;110780772;SSR_A59;1;37;;;;11864;;0;
SSR;2020;110000247;110780772;SSR_TOT;;37;13542;;212;11864;33;0;0
SSR;2020;110000262;110781010;SSR_A;;39;14274;9;303;11851;31;1549;
SSR;2020;110000262;110781010;SSR_A50;1;;;;;0;;0;
SSR;2020;110000262;110781010;SSR_A51;1;25;;7;;6885;;996;
SSR;2020;110000262;110781010;SSR_A52;1;14;;2;;4966;;553;
SSR;2020;110000262;110781010;SSR_E;;1;366;1;2;152;1;13;
SSR;2020;110000262;110781010;SSR_E51;1;1;;1;;152;;13;
SSR;2020;110000262;110781010;SSR_TOT;;40;14640;10;305;12003;32;1562;
SSR;2020;110003118;110007341;SSR_A;;73;26695;20;828;24029;33;6365;
SSR;2020;110003118;110007341;SSR_A50;1;;;;;0;;0;
SSR;2020;110003118;110007341;SSR_A51;1;34;;6;;11135;;1934;
SSR;2020;110003118;110007341;SSR_A52;1;20;;4;;6701;;1415;
SSR;2020;110003118;110007341;SSR_A53;1;17;;7;;5648;;2062;
SSR;2020;110003118;110007341;SSR_A54;1;2;;3;;545;;954;
SSR;2020;110003118;110007341;SSR_TOT;;73;26695;20;828;24029;33;6365;0
SSR;2020;110004942;310021324;SSR_A;;77;28105;10;816;26219;28;1308;
SSR;2020;110004942;310021324;SSR_A50;1;58;;;;9265;;0;
SSR;2020;110004942;310021324;SSR_A55;1;19;;10;;16954;;1308;
SSR;2020;110004942;310021324;SSR_TOT;;77;28105;10;816;26219;28;1308;0
SSR;2020;110005246;110780137;SSR_A;;30;10950;;322;9053;5;0;
SSR;2020;110005246;110780137;SSR_A50;1;;;;;0;;0;
SSR;2020;110005246;110780137;SSR_A59;1;30;;;;9053;;0;
SSR;2020;110005246;110780137;SSR_TOT;;30;10950;;322;9053;5;0;0
SSR;2020;110007630;110008810;SSR_A;;40;14067;;378;12030;11;0;
SSR;2020;110007630;110008810;SSR_A50;1;40;;;;12030;;0;
SSR;2020;110007630;110008810;SSR_TOT;;40;14067;;378;12030;11;0;0
SSR;2020;110780194;330050899;SSR_A;;66;24090;;582;23436;67;0;
SSR;2020;110780194;330050899;SSR_A50;1;66;;;;23436;;0;
SSR;2020;110780194;330050899;SSR_TOT;;66;24090;;582;23436;67;0;
SSR;2020;110780202;310021316;SSR_A;;87;31842;10;942;31269;47;181;
SSR;2020;110780202;310021316;SSR_A50;1;67;;;;8977;;0;
SSR;2020;110780202;310021316;SSR_A59;1;20;;10;;22292;;181;
SSR;2020;110780202;310021316;SSR_TOT;;87;31842;10;942;31269;47;181;0
SSR;2020;110780228;110000114;SSR_A;;33;12045;12;294;9240;4;2775;
SSR;2020;110780228;110000114;SSR_A50;1;;;12;;;;2775;
SSR;2020;110780228;110000114;SSR_A51;1;33;;;;9240;;0;
SSR;2020;110780228;110000114;SSR_TOT;;33;12045;12;294;9240;4;2775;
SSR;2020;110780236;110780707;SSR_A;;15;5490;;161;3944;1;0;
SSR;2020;110780236;110780707;SSR_A50;1;15;;;;3944;;0;
SSR;2020;110780236;110780707;SSR_TOT;;15;5490;;161;3944;1;0;0
SSR;2020;110786746;110786324;SSR_A;;44;16104;;325;14300;43;0;
SSR;2020;110786746;110786324;SSR_A50;1;19;;;;6676;;0;
SSR;2020;110786746;110786324;SSR_A59;1;25;;;;7624;;0;
SSR;2020;110786746;110786324;SSR_TOT;;44;16104;;325;14300;43;0;0
SSR;2020;120000070;120780085;SSR_A;;35;12775;;421;10356;3;0;
SSR;2020;120000070;120780085;SSR_A50;1;15;;;;5350;;0;
SSR;2020;120000070;120780085;SSR_A59;1;20;;;;5006;;0;
SSR;2020;120000070;120780085;SSR_TOT;;35;12775;;421;10356;3;0;
SSR;2020;120000088;120780093;SSR_A;;24;8784;;183;5734;4;0;
SSR;2020;120000088;120780093;SSR_A50;1;24;;;;5734;;0;
SSR;2020;120000088;120780093;SSR_TOT;;24;8784;;183;5734;4;0;
SSR;2020;120000096;120780101;SSR_A;;85;31025;10;659;24147;54;1086;
SSR;2020;120000096;120780101;SSR_A50;1;15;;0;;6819;;0;
SSR;2020;120000096;120780101;SSR_A51;1;30;;5;;6140;;709;
SSR;2020;120000096;120780101;SSR_A52;1;20;;5;;6222;;377;
SSR;2020;120000096;120780101;SSR_A59;1;20;;;;4966;;0;
SSR;2020;120000096;120780101;SSR_TOT;;85;31025;10;659;24147;54;1086;0
SSR;2020;120000153;120780291;SSR_A;;41;15006;;183;8025;24;0;
SSR;2020;120000153;120780291;SSR_A50;1;41;;;;8025;;0;
SSR;2020;120000153;120780291;SSR_TOT;;41;15006;;183;8025;24;0;0
SSR;2020;120000237;120780481;SSR_A;;34;12410;;298;8127;3;0;
SSR;2020;120000237;120780481;SSR_A50;1;34;;;;8127;;0;
SSR;2020;120000237;120780481;SSR_TOT;;34;12410;;298;8127;3;0;0
SSR;2020;120004569;120004528;SSR_A;;20;7320;;205;6625;9;0;
SSR;2020;120004569;120004528;SSR_A50;1;20;;;;6625;;0;
SSR;2020;120004569;120004528;SSR_TOT;;20;7320;;205;6625;9;0;
SSR;2020;120004668;120004619;SSR_A;;30;9654;;342;8141;2;0;
SSR;2020;120004668;120004619;SSR_A50;1;10;;;;2689;;0;
SSR;2020;120004668;120004619;SSR_A59;1;20;;;;5452;;0;
SSR;2020;120004668;120004619;SSR_TOT;;30;9654;;342;8141;2;0;0
SSR;2020;120007554;120004528;SSR_A;;20;7320;;165;6839;12;0;
SSR;2020;120007554;120004528;SSR_A50;1;;;;;0;;0;
SSR;2020;120007554;120004528;SSR_A59;1;20;;;;6839;;0;
SSR;2020;120007554;120004528;SSR_TOT;;20;7320;;165;6839;12;0;
SSR;2020;120008248;120780069;SSR_A;;40;13156;;307;9469;11;0;
SSR;2020;120008248;120780069;SSR_A50;1;21;;;;5907;;0;
SSR;2020;120008248;120780069;SSR_A51;1;19;;;;3562;;0;
SSR;2020;120008248;120780069;SSR_TOT;;40;13156;;307;9469;11;0;
SSR;2020;120780135;120000104;SSR_A;;74;24486;;705;23046;26;0;
SSR;2020;120780135;120000104;SSR_A50;1;28;;;;9911;;0;
SSR;2020;120780135;120000104;SSR_A59;1;46;;;;13135;;0;
SSR;2020;120780135;120000104;SSR_TOT;;74;24486;;705;23046;26;0;0
SSR;2020;120780143;120000112;SSR_A;;109;39785;10;877;24117;15;405;
SSR;2020;120780143;120000112;SSR_A50;1;40;;;;4686;;0;
SSR;2020;120780143;120000112;SSR_A53;1;29;;5;;3296;;229;
SSR;2020;120780143;120000112;SSR_A54;1;10;;5;;2311;;176;
SSR;2020;120780143;120000112;SSR_A59;1;30;;;;13824;;0;
SSR;2020;120780143;120000112;SSR_TOT;;109;39785;10;877;24117;15;405;
SSR;2020;120783188;120780044;SSR_A;;40;14600;;329;9434;13;0;
SSR;2020;120783188;120780044;SSR_A50;1;19;;;;3485;;0;
SSR;2020;120783188;120780044;SSR_A59;1;21;;;;5949;;0;
SSR;2020;120783188;120780044;SSR_TOT;;40;14600;;329;9434;13;0;0
SSR;2020;130000409;130041916;SSR_A;;17;6222;8;293;10968;26;3080;
SSR;2020;130000409;130041916;SSR_A50;1;17;;8;;6106;;3080;
SSR;2020;130000409;130041916;SSR_A52;1;;;;;0;;0;
SSR;2020;130000409;130041916;SSR_A53;1;;;;;0;;0;
SSR;2020;130000409;130041916;SSR_A59;1;0;;;;4862;;0;
SSR;2020;130000409;130041916;SSR_E;;4;1464;10;37;1045;2;547;
SSR;2020;130000409;130041916;SSR_E50;1;4;;10;;1045;;547;
SSR;2020;130000409;130041916;SSR_E51;1;;;;;0;;0;
SSR;2020;130000409;130041916;SSR_E52;1;;;;;0;;0;
SSR;2020;130000409;130041916;SSR_TOT;;21;7686;18;330;12013;28;3627;0
SSR;2020;130000516;130781339;SSR_A;;57;20805;;447;10068;8;0;
SSR;2020;130000516;130781339;SSR_A50;1;20;;;;742;;0;
SSR;2020;130000516;130781339;SSR_A58;1;10;;;;1909;;0;
SSR;2020;130000516;130781339;SSR_A59;1;27;;;;7417;;0;
SSR;2020;130000516;130781339;SSR_TOT;;57;20805;;447;10068;8;0;0
SSR;2020;130000565;130781446;SSR_A;;20;7300;;188;5003;2;0;
SSR;2020;130000565;130781446;SSR_A50;1;1;;;;35;;0;
SSR;2020;130000565;130781446;SSR_A59;1;19;;;;4968;;0;
SSR;2020;130000565;130781446;SSR_TOT;;20;7300;;188;5003;2;0;
SSR;2020;130001225;130782634;SSR_A;;23;8395;;247;6479;3;0;
SSR;2020;130001225;130782634;SSR_A50;1;23;;;;6479;;0;
SSR;2020;130001225;130782634;SSR_A59;1;0;;;;0;;0;
SSR;2020;130001225;130782634;SSR_TOT;;23;8395;;247;6479;3;0;0
SSR;2020;130001258;130028228;SSR_A;;44;16104;;334;14386;27;0;
SSR;2020;130001258;130028228;SSR_A50;1;44;;;;14386;;0;
SSR;2020;130001258;130028228;SSR_TOT;;44;16104;;334;14386;27;0;0
SSR;2020;130002827;130789274;SSR_A;;34;10639;5;281;6220;0;544;
SSR;2020;130002827;130789274;SSR_A50;1;;;;;0;;0;
SSR;2020;130002827;130789274;SSR_A51;1;;;;;0;;0;
SSR;2020;130002827;130789274;SSR_A53;1;6;;5;;408;;544;
SSR;2020;130002827;130789274;SSR_A59;1;28;;;;5812;;0;
SSR;2020;130002827;130789274;SSR_TOT;;34;10639;5;281;6220;0;544;0
SSR;2020;130008048;130043169;SSR_A;;90;32850;;696;30659;106;0;
SSR;2020;130008048;130043169;SSR_A50;1;;;;;0;;0;
SSR;2020;130008048;130043169;SSR_A51;1;30;;;;9842;;0;
SSR;2020;130008048;130043169;SSR_A52;1;60;;;;20817;;0;
SSR;2020;130008048;130043169;SSR_TOT;;90;32850;;696;30659;106;0;
SSR;2020;130008238;130044118;SSR_A;;84;26818;;910;26818;24;0;
SSR;2020;130008238;130044118;SSR_A59;1;84;;;;26818;;0;
SSR;2020;130008238;130044118;SSR_TOT;;84;26818;;910;26818;24;0;0
SSR;2020;130035793;130013139;SSR_A;;73;26645;3;596;23457;57;2494;
SSR;2020;130035793;130013139;SSR_A50;1;41;;;;5443;;0;
SSR;2020;130035793;130013139;SSR_A51;1;32;;3;;18014;;2494;
SSR;2020;130035793;130013139;SSR_TOT;;73;26645;3;596;23457;57;2494;0
SSR;2020;130042526;310021399;SSR_A;;205;75030;20;1792;70760;206;6525;
SSR;2020;130042526;310021399;SSR_A50;1;95;;5;;16240;;1;
SSR;2020;130042526;310021399;SSR_A54;1;110;;15;;54520;;6524;
SSR;2020;130042526;310021399;SSR_TOT;;205;75030;20;1792;70760;206;6525;0
