BOR;AN;nofinesset;nofinessej;GDE;AUT;LIT;JLI;PLA;SEJHC;JOUHC;SEJ3M;JOUHP;EMSSR
SSR;2018;690784202;690781810;SSR_A52;1;163;;8;;51984;;4545;
SSR;2018;690784202;690781810;SSR_TOT;;173;;9;2959;55389;157;4545;
SSR;2018;690784244;750721334;SSR_A;;0;;;430;12947;16;0;
SSR;2018;690784244;750721334;SSR_A50;1;0;;;;12947;;0;
SSR;2018;690784244;750721334;SSR_TOT;;0;;;430;12947;16;0;
SSR;2018;690787429;690781810;SSR_A;;49;;;427;15968;35;0;
SSR;2018;690787429;690781810;SSR_A50;1;;;;;0;;0;
SSR;2018;690787429;690781810;SSR_A59;1;49;;;;15968;;0;
SSR;2018;690787429;690781810;SSR_TOT;;49;;;427;15968;35;0;
SSR;2018;690787460;690782222;SSR_A;;57;;;680;20088;30;0;
SSR;2018;690787460;690782222;SSR_A59;1;57;;;;20088;;0;
SSR;2018;690787460;690782222;SSR_TOT;;57;;;680;20088;30;0;
SSR;2018;690787478;690781810;SSR_A;;148;;;1662;51155;68;0;
SSR;2018;690787478;690781810;SSR_A50;1;;;;;0;;0;
SSR;2018;690787478;690781810;SSR_A59;1;148;;;;51155;;0;
SSR;2018;690787478;690781810;SSR_TOT;;148;;;1662;51155;68;0;
SSR;2018;690790472;690029723;SSR_E;;47;;8;414;13008;45;974;
SSR;2018;690790472;690029723;SSR_E50;1;25;;6;;8197;;638;
SSR;2018;690790472;690029723;SSR_E54;1;22;;2;;4811;;336;
SSR;2018;690790472;690029723;SSR_TOT;;47;;8;414;13008;45;974;
SSR;2018;690790480;690006598;SSR_E;;42;;;731;11148;29;0;
SSR;2018;690790480;690006598;SSR_E50;1;42;;;;11148;;0;
SSR;2018;690790480;690006598;SSR_TOT;;42;;;731;11148;29;0;
SSR;2018;690791082;690001904;SSR_A;;87;;;876;22123;17;0;
SSR;2018;690791082;690001904;SSR_A50;1;;;;;0;;0;
SSR;2018;690791082;690001904;SSR_A58;1;87;;;;22123;;0;
SSR;2018;690791082;690001904;SSR_TOT;;87;;;876;22123;17;0;
SSR;2018;690803044;690000450;SSR_A;;111;;60;1474;39962;48;26253;
SSR;2018;690803044;690000450;SSR_A50;1;;;;;0;;0;
SSR;2018;690803044;690000450;SSR_A51;1;41;;15;;19899;;17997;
SSR;2018;690803044;690000450;SSR_A52;1;30;;15;;5575;;1013;
SSR;2018;690803044;690000450;SSR_A53;1;40;;30;;14488;;7243;
SSR;2018;690803044;690000450;SSR_TOT;;111;;60;1474;39962;48;26253;
SSR;2018;700000011;700780026;SSR_A;;16;;;128;3794;5;0;
SSR;2018;700000011;700780026;SSR_A50;1;16;;;;3794;;0;
SSR;2018;700000011;700780026;SSR_TOT;;16;;;128;3794;5;0;
SSR;2018;700000045;250006335;SSR_A;;73;;10;603;22990;33;1677;
SSR;2018;700000045;250006335;SSR_A50;1;;;2;;0;;257;
SSR;2018;700000045;250006335;SSR_A59;1;73;;8;;22990;;1420;
SSR;2018;700000045;250006335;SSR_TOT;;73;;10;603;22990;33;1677;
SSR;2018;700004377;250006335;SSR_A;;;;26;0;0;0;6403;
SSR;2018;700004377;250006335;SSR_A53;1;;;14;;0;;6289;
SSR;2018;700004377;250006335;SSR_A54;1;;;12;;0;;114;
SSR;2018;700004377;250006335;SSR_TOT;;;;26;0;0;0;6403;
SSR;2018;700780042;250006335;SSR_A;;106;;50;818;35413;94;12466;
SSR;2018;700780042;250006335;SSR_A50;1;;;;;0;;0;
SSR;2018;700780042;250006335;SSR_A51;1;39;;25;;11927;;5320;
SSR;2018;700780042;250006335;SSR_A52;1;67;;25;;23486;;7146;
SSR;2018;700780042;250006335;SSR_TOT;;106;;50;818;35413;94;12466;
SSR;2018;700780059;700004591;SSR_A;;20;;;299;6946;6;0;
SSR;2018;700780059;700004591;SSR_A50;1;;;;;0;;0;
SSR;2018;700780059;700004591;SSR_A52;1;10;;;;3537;;0;
SSR;2018;700780059;700004591;SSR_A59;1;10;;;;3409;;0;
SSR;2018;700780059;700004591;SSR_TOT;;20;;;299;6946;6;0;
SSR;2018;700780208;700004591;SSR_A;;47;;;640;16386;7;0;
SSR;2018;700780208;700004591;SSR_A50;1;0;;;;0;;0;
SSR;2018;700780208;700004591;SSR_A52;1;31;;;;10661;;0;
SSR;2018;700780208;700004591;SSR_A59;1;16;;;;5725;;0;
SSR;2018;700780208;700004591;SSR_TOT;;47;;;640;16386;7;0;
SSR;2018;700784887;920030269;SSR_A;;66;;19;671;22548;41;8719;
SSR;2018;700784887;920030269;SSR_A50;1;1;;;;473;;0;
SSR;2018;700784887;920030269;SSR_A51;1;44;;11;;15008;;5186;
SSR;2018;700784887;920030269;SSR_A52;1;21;;8;;7067;;3533;
SSR;2018;700784887;920030269;SSR_TOT;;66;;19;671;22548;41;8719;
SSR;2018;710002569;710000092;SSR_A;;90;;10;1341;29810;2;1552;
SSR;2018;710002569;710000092;SSR_A50;1;90;;;;2624;;0;
SSR;2018;710002569;710000092;SSR_A55;1;;;10;;27186;;1552;
SSR;2018;710002569;710000092;SSR_E;;;;;98;1805;0;122;
SSR;2018;710002569;710000092;SSR_E55;1;;;;;1805;;122;
SSR;2018;710002569;710000092;SSR_TOT;;90;;10;1439;31615;2;1674;
SSR;2018;710006859;710000118;SSR_A;;20;;;265;6003;1;0;
SSR;2018;710006859;710000118;SSR_A50;1;20;;;;6003;;0;
SSR;2018;710006859;710000118;SSR_TOT;;20;;;265;6003;1;0;
SSR;2018;710010067;710780644;SSR_A;;50;;;465;10712;9;0;
SSR;2018;710010067;710780644;SSR_A50;1;;;;;0;;0;
SSR;2018;710010067;710780644;SSR_A59;1;50;;;;10712;;0;
SSR;2018;710010067;710780644;SSR_TOT;;50;;;465;10712;9;0;
SSR;2018;710780081;710010695;SSR_A;;53;;;618;17718;6;0;
SSR;2018;710780081;710010695;SSR_A50;1;53;;;;17718;;0;
SSR;2018;710780081;710010695;SSR_TOT;;53;;;618;17718;6;0;
SSR;2018;710781139;750721334;SSR_A;;112;;25;1030;48949;0;10757;
SSR;2018;710781139;750721334;SSR_A51;1;18;;;;9335;;0;
SSR;2018;710781139;750721334;SSR_A52;1;56;;5;;21986;;2485;
SSR;2018;710781139;750721334;SSR_A53;1;24;;10;;11047;;4611;
SSR;2018;710781139;750721334;SSR_A54;1;14;;10;;6581;;3661;
SSR;2018;710781139;750721334;SSR_TOT;;112;;25;1030;48949;0;10757;
SSR;2018;710781535;210010294;SSR_A;;40;;10;348;12393;38;5891;
SSR;2018;710781535;210010294;SSR_A51;1;23;;5;;7092;;4416;
SSR;2018;710781535;210010294;SSR_A52;1;17;;5;;5301;;1475;
SSR;2018;710781535;210010294;SSR_TOT;;40;;10;348;12393;38;5891;
SSR;2018;710781824;710000464;SSR_A;;92;;15;1198;31028;18;7810;
SSR;2018;710781824;710000464;SSR_A50;1;30;;;;284;;0;
SSR;2018;710781824;710000464;SSR_A51;1;32;;15;;9836;;7810;
SSR;2018;710781824;710000464;SSR_A59;1;30;;;;20908;;0;
SSR;2018;710781824;710000464;SSR_TOT;;92;;15;1198;31028;18;7810;
SSR;2018;710977075;710000092;SSR_A;;38;;;398;12881;23;0;
SSR;2018;710977075;710000092;SSR_A50;1;0;;;;428;;0;
SSR;2018;710977075;710000092;SSR_A55;0;;;;;0;;0;
SSR;2018;710977075;710000092;SSR_A59;1;38;;;;12453;;0;
SSR;2018;710977075;710000092;SSR_E55;1;;;;;0;;0;
SSR;2018;710977075;710000092;SSR_TOT;;38;;;398;12881;23;0;
SSR;2018;710977307;710977299;SSR_A;;54;;;574;17753;7;0;
SSR;2018;710977307;710977299;SSR_A50;1;54;;;;17753;;0;
SSR;2018;710977307;710977299;SSR_TOT;;54;;;574;17753;7;0;
SSR;2018;710978131;710781089;SSR_A;;15;;;235;6040;5;0;
SSR;2018;710978131;710781089;SSR_A50;1;15;;;;6040;;0;
SSR;2018;710978131;710781089;SSR_TOT;;15;;;235;6040;5;0;
SSR;2018;710978156;710780214;SSR_A;;30;;;325;8841;2;0;
SSR;2018;710978156;710780214;SSR_A50;1;30;;;;8841;;0;
SSR;2018;710978156;710780214;SSR_TOT;;30;;;325;8841;2;0;
SSR;2018;710978164;710780438;SSR_A;;0;;;217;5569;4;0;
SSR;2018;710978164;710780438;SSR_A50;1;0;;;;5569;;0;
SSR;2018;710978164;710780438;SSR_TOT;;0;;;217;5569;4;0;
SSR;2018;710978180;710781360;SSR_A;;30;;0;361;9998;14;0;
SSR;2018;710978180;710781360;SSR_A50;1;30;;0;;9998;;0;
SSR;2018;710978180;710781360;SSR_TOT;;30;;0;361;9998;14;0;
SSR;2018;710978198;710781386;SSR_A;;20;;;278;6423;1;0;
SSR;2018;710978198;710781386;SSR_A50;1;20;;;;6423;;0;
SSR;2018;710978198;710781386;SSR_TOT;;20;;;278;6423;1;0;
SSR;2018;710978206;710780156;SSR_A;;60;;;499;20116;44;0;
SSR;2018;710978206;710780156;SSR_A50;1;;;;;;;0;
SSR;2018;710978206;710780156;SSR_A59;1;60;;;;20116;;0;
SSR;2018;710978206;710780156;SSR_TOT;;60;;;499;20116;44;0;
SSR;2018;710978214;710781345;SSR_A;;35;;;344;11923;22;0;
SSR;2018;710978214;710781345;SSR_A50;1;35;;;;11923;;0;
SSR;2018;710978214;710781345;SSR_TOT;;35;;;344;11923;22;0;
SSR;2018;710978248;710781451;SSR_A;;23;;;216;8224;16;0;
SSR;2018;710978248;710781451;SSR_A50;1;23;;;;8224;;0;
SSR;2018;710978248;710781451;SSR_TOT;;23;;;216;8224;16;0;
SSR;2018;710978255;710781568;SSR_A;;26;;;336;9007;13;0;
SSR;2018;710978255;710781568;SSR_A50;1;26;;;;9007;;0;
SSR;2018;710978255;710781568;SSR_TOT;;26;;;336;9007;13;0;
SSR;2018;710978263;710780958;SSR_A;;42;;;527;15279;17;0;
SSR;2018;710978263;710780958;SSR_A59;1;42;;;;15279;;0;
SSR;2018;710978263;710780958;SSR_TOT;;42;;;527;15279;17;0;
SSR;2018;710978271;710781014;SSR_A;;55;;;565;17775;30;0;
SSR;2018;710978271;710781014;SSR_A50;1;55;;;;17775;;0;
SSR;2018;710978271;710781014;SSR_A59;1;;;;;0;;0;
SSR;2018;710978271;710781014;SSR_TOT;;55;;;565;17775;30;0;
SSR;2018;710978289;710780263;SSR_A;;50;;28;454;17600;30;2818;
SSR;2018;710978289;710780263;SSR_A50;1;25;;;;7948;;0;
SSR;2018;710978289;710780263;SSR_A52;1;;;4;;1525;;194;
SSR;2018;710978289;710780263;SSR_A53;1;;;16;;0;;2115;
SSR;2018;710978289;710780263;SSR_A54;1;;;8;;0;;509;
SSR;2018;710978289;710780263;SSR_A59;1;25;;;;8127;;0;
SSR;2018;710978289;710780263;SSR_TOT;;50;;28;454;17600;30;2818;
SSR;2018;710978313;710976705;SSR_A;;60;;;625;16931;9;0;
SSR;2018;710978313;710976705;SSR_A50;1;60;;;;16931;;0;
SSR;2018;710978313;710976705;SSR_TOT;;60;;;625;16931;9;0;
SSR;2018;710978347;570010181;SSR_A;;21;;;377;7278;1;0;
SSR;2018;710978347;570010181;SSR_A50;1;21;;;;7278;;0;
SSR;2018;710978347;570010181;SSR_TOT;;21;;;377;7278;1;0;
SSR;2018;720000033;720000025;SSR_A;;90;;0;697;31773;82;0;
SSR;2018;720000033;720000025;SSR_A50;1;30;;0;;10573;;0;
SSR;2018;720000033;720000025;SSR_A59;1;60;;0;;21200;;0;
SSR;2018;720000033;720000025;SSR_TOT;;90;;0;697;31773;82;0;
SSR;2018;720000124;720000066;SSR_A;;20;;0;241;5941;5;0;
SSR;2018;720000124;720000066;SSR_A50;1;20;;0;;5941;;0;
SSR;2018;720000124;720000066;SSR_TOT;;20;;0;241;5941;5;0;
SSR;2018;720000314;720000090;SSR_A;;40;;0;351;12936;22;0;
SSR;2018;720000314;720000090;SSR_A50;1;40;;0;;12936;;0;
SSR;2018;720000314;720000090;SSR_TOT;;40;;0;351;12936;22;0;
SSR;2018;720000389;720012749;SSR_A;;132;;;982;44597;144;0;
SSR;2018;720000389;720012749;SSR_A50;1;132;;;;44597;;0;
SSR;2018;720000389;720012749;SSR_TOT;;132;;;982;44597;144;0;
SSR;2018;720000413;720008390;SSR_A;;144;;;1133;44922;109;0;
SSR;2018;720000413;720008390;SSR_A50;1;56;;;;17315;;0;
SSR;2018;720000413;720008390;SSR_A51;1;40;;;;13205;;0;
SSR;2018;720000413;720008390;SSR_A52;1;20;;;;7141;;0;
SSR;2018;720000413;720008390;SSR_A55;1;14;;;;3537;;0;
SSR;2018;720000413;720008390;SSR_A58;1;14;;;;3724;;0;
SSR;2018;720000413;720008390;SSR_TOT;;144;;;1133;44922;109;0;
SSR;2018;720000470;610780082;SSR_A;;33;;;344;9177;13;0;
SSR;2018;720000470;610780082;SSR_A50;1;33;;;;9177;;0;
SSR;2018;720000470;610780082;SSR_TOT;;33;;;344;9177;13;0;
SSR;2018;720000520;720000140;SSR_A;;29;;;305;7964;7;0;
SSR;2018;720000520;720000140;SSR_A50;1;29;;;;7964;;0;
SSR;2018;720000520;720000140;SSR_TOT;;29;;;305;7964;7;0;
SSR;2018;720000744;720000454;SSR_A;;94;;43;647;31269;128;16739;
SSR;2018;720000744;720000454;SSR_A51;1;26;;27;;7348;;9818;
SSR;2018;720000744;720000454;SSR_A52;1;68;;16;;23921;;6921;
SSR;2018;720000744;720000454;SSR_E;;27;;30;406;6436;9;9322;
SSR;2018;720000744;720000454;SSR_E51;1;6;;4;;1707;;1381;
SSR;2018;720000744;720000454;SSR_E52;1;16;;23;;3845;;7667;
SSR;2018;720000744;720000454;SSR_E55;1;5;;3;;884;;274;
SSR;2018;720000744;720000454;SSR_TOT;;121;;73;1053;37705;137;26061;
SSR;2018;720000819;720002062;SSR_A;;21;;;235;6457;8;0;
SSR;2018;720000819;720002062;SSR_A50;1;21;;;;6457;;0;
SSR;2018;720000819;720002062;SSR_TOT;;21;;;235;6457;8;0;
SSR;2018;720001437;720006022;SSR_A;;20;;0;349;6945;5;0;
SSR;2018;720001437;720006022;SSR_A50;1;20;;0;;6945;;0;
SSR;2018;720001437;720006022;SSR_TOT;;20;;0;349;6945;5;0;
SSR;2018;720001569;720007244;SSR_A;;20;;;212;6454;5;0;
SSR;2018;720001569;720007244;SSR_A50;1;20;;;;6454;;0;
SSR;2018;720001569;720007244;SSR_TOT;;20;;;212;6454;5;0;
SSR;2018;720012509;310020383;SSR_A;;101;;;1067;35791;60;0;
SSR;2018;720012509;310020383;SSR_A50;1;101;;;;35791;;0;
SSR;2018;720012509;310020383;SSR_TOT;;101;;;1067;35791;60;0;
SSR;2018;720016138;720008390;SSR_A;;;;53;0;0;0;13050;
SSR;2018;720016138;720008390;SSR_A51;1;;;18;;0;;5216;
SSR;2018;720016138;720008390;SSR_A52;1;;;16;;0;;3284;
SSR;2018;720016138;720008390;SSR_A53;1;;;6;;0;;1816;
SSR;2018;720016138;720008390;SSR_A54;1;;;4;;0;;856;
SSR;2018;720016138;720008390;SSR_A55;1;;;4;;0;;718;
SSR;2018;720016138;720008390;SSR_A58;1;;;5;;0;;1160;
SSR;2018;720016138;720008390;SSR_E;;;;;0;0;0;73;
SSR;2018;720016138;720008390;SSR_E51;0;;;;;0;;49;
SSR;2018;720016138;720008390;SSR_E55;0;;;;;0;;24;
SSR;2018;720016138;720008390;SSR_TOT;;;;53;0;0;0;13123;
SSR;2018;720016179;720016724;SSR_A;;48;;;408;15686;24;0;
SSR;2018;720016179;720016724;SSR_A50;1;48;;;;15686;;0;
SSR;2018;720016179;720016724;SSR_TOT;;48;;;408;15686;24;0;
SSR;2018;720016823;720012749;SSR_A;;84;;;714;28499;61;0;
SSR;2018;720016823;720012749;SSR_A50;1;84;;;;28499;;0;
SSR;2018;720016823;720012749;SSR_TOT;;84;;;714;28499;61;0;
SSR;2018;720019918;610787616;SSR_A;;14;;2;90;2876;0;170;
SSR;2018;720019918;610787616;SSR_A58;1;14;;2;;2876;;170;
SSR;2018;720019918;610787616;SSR_TOT;;14;;2;90;2876;0;170;
SSR;2018;730000049;730002839;SSR_A;;40;;;481;12647;9;0;
SSR;2018;730000049;730002839;SSR_A50;1;23;;;;7366;;0;
SSR;2018;730000049;730002839;SSR_A59;1;17;;;;5281;;0;
SSR;2018;730000049;730002839;SSR_TOT;;40;;;481;12647;9;0;
SSR;2018;730000080;730780103;SSR_A;;32;;4;296;10757;20;744;
SSR;2018;730000080;730780103;SSR_A51;1;32;;4;;10757;;744;
SSR;2018;730000080;730780103;SSR_TOT;;32;;4;296;10757;20;744;
SSR;2018;730000098;730000015;SSR_A;;45;;10;407;13987;29;2426;
SSR;2018;730000098;730000015;SSR_A50;1;35;;;;12976;;0;
SSR;2018;730000098;730000015;SSR_A54;1;;;10;;0;;2426;
SSR;2018;730000098;730000015;SSR_A59;1;10;;;;1011;;0;
SSR;2018;730000098;730000015;SSR_TOT;;45;;10;407;13987;29;2426;
SSR;2018;730000270;730780558;SSR_A;;36;;;383;12299;16;0;
SSR;2018;730000270;730780558;SSR_A50;1;36;;;;12299;;0;
SSR;2018;730000270;730780558;SSR_TOT;;36;;;383;12299;16;0;
SSR;2018;730000288;730780566;SSR_A;;26;;;225;7767;19;0;
SSR;2018;730000288;730780566;SSR_A50;1;0;;;;0;;0;
SSR;2018;730000288;730780566;SSR_A59;1;26;;;;7767;;0;
SSR;2018;730000288;730780566;SSR_TOT;;26;;;225;7767;19;0;
SSR;2018;730004298;730010048;SSR_A;;25;;5;382;8787;3;1317;
SSR;2018;730004298;730010048;SSR_A50;1;25;;5;;8787;;1317;
SSR;2018;730004298;730010048;SSR_TOT;;25;;5;382;8787;3;1317;
SSR;2018;730780475;690029723;SSR_A;;70;;;827;21531;26;0;
SSR;2018;730780475;690029723;SSR_A50;1;70;;;;21531;;0;
SSR;2018;730780475;690029723;SSR_TOT;;70;;;827;21531;26;0;
SSR;2018;730780574;730000296;SSR_E;;90;;5;354;6940;0;411;
SSR;2018;730780574;730000296;SSR_E50;1;90;;5;;6940;;411;
SSR;2018;730780574;730000296;SSR_TOT;;90;;5;354;6940;0;411;
SSR;2018;730780681;750721334;SSR_A;;92;;17;581;31203;114;4387;
SSR;2018;730780681;750721334;SSR_A50;1;28;;1;;5067;;131;
SSR;2018;730780681;750721334;SSR_A51;1;18;;8;;11854;;2018;
SSR;2018;730780681;750721334;SSR_A52;1;46;;8;;14282;;2238;
SSR;2018;730780681;750721334;SSR_TOT;;92;;17;581;31203;114;4387;
SSR;2018;730780988;730002698;SSR_A;;56;;65;626;19962;38;24493;
SSR;2018;730780988;730002698;SSR_A50;1;;;;;0;;0;
SSR;2018;730780988;730002698;SSR_A51;1;26;;30;;9443;;11503;
SSR;2018;730780988;730002698;SSR_A52;1;22;;20;;7485;;8621;
SSR;2018;730780988;730002698;SSR_A53;1;8;;15;;3034;;4369;
SSR;2018;730780988;730002698;SSR_E;;;;5;0;0;0;762;
SSR;2018;730780988;730002698;SSR_E50;1;;;;;0;;0;
SSR;2018;730780988;730002698;SSR_E51;1;;;2;;0;;389;
SSR;2018;730780988;730002698;SSR_E52;1;;;3;;0;;373;
SSR;2018;730780988;730002698;SSR_E53;1;;;;;0;;0;
SSR;2018;730780988;730002698;SSR_TOT;;56;;70;626;19962;38;25255;
SSR;2018;730783552;730000015;SSR_A;;70;;4;687;22583;27;577;
SSR;2018;730783552;730000015;SSR_A50;1;;;;;0;;0;
SSR;2018;730783552;730000015;SSR_A51;1;14;;2;;6124;;514;
SSR;2018;730783552;730000015;SSR_A59;1;56;;2;;16459;;63;
SSR;2018;730783552;730000015;SSR_TOT;;70;;4;687;22583;27;577;
SSR;2018;730783644;730000015;SSR_A;;22;;8;227;6647;10;2886;
SSR;2018;730783644;730000015;SSR_A52;1;22;;8;;6647;;2886;
SSR;2018;730783644;730000015;SSR_TOT;;22;;8;227;6647;10;2886;
SSR;2018;730783974;750826307;SSR_E;;103;;;146;2879;0;0;
SSR;2018;730783974;750826307;SSR_E50;1;103;;;;2879;;0;
SSR;2018;730783974;750826307;SSR_TOT;;103;;;146;2879;0;0;
SSR;2018;740000062;740780168;SSR_A;;100;;8;649;22495;39;1527;
SSR;2018;740000062;740780168;SSR_A50;1;50;;;;3651;;0;
SSR;2018;740000062;740780168;SSR_A51;1;25;;4;;14962;;519;
SSR;2018;740000062;740780168;SSR_A52;1;25;;4;;3882;;1008;
SSR;2018;740000062;740780168;SSR_TOT;;100;;8;649;22495;39;1527;
SSR;2018;740000278;740781182;SSR_A;;25;;0;253;7787;4;0;
SSR;2018;740000278;740781182;SSR_A50;1;25;;0;;7787;;0;
SSR;2018;740000278;740781182;SSR_TOT;;25;;0;253;7787;4;0;
SSR;2018;740000286;740781190;SSR_A;;30;;;261;9590;14;0;
SSR;2018;740000286;740781190;SSR_A50;1;10;;;;3418;;0;
SSR;2018;740000286;740781190;SSR_A59;1;20;;;;6172;;0;
SSR;2018;740000286;740781190;SSR_TOT;;30;;;261;9590;14;0;
SSR;2018;740000294;740781208;SSR_A;;55;;10;499;17716;53;3165;
SSR;2018;740000294;740781208;SSR_A50;1;20;;;;6965;;0;
SSR;2018;740000294;740781208;SSR_A52;1;20;;;;6908;;0;
SSR;2018;740000294;740781208;SSR_A53;1;15;;10;;3843;;3165;
SSR;2018;740000294;740781208;SSR_TOT;;55;;10;499;17716;53;3165;
SSR;2018;740000302;740781133;SSR_A;;30;;15;279;4809;0;3030;
SSR;2018;740000302;740781133;SSR_A53;1;14;;10;;3717;;2470;
SSR;2018;740000302;740781133;SSR_A54;1;6;;5;;1092;;560;
SSR;2018;740000302;740781133;SSR_A59;1;10;;;;0;;0;
SSR;2018;740000302;740781133;SSR_TOT;;30;;15;279;4809;0;3030;
SSR;2018;740004148;310021373;SSR_A;;65;;20;556;22290;51;7495;
SSR;2018;740004148;310021373;SSR_A50;1;;;;;0;;0;
SSR;2018;740004148;310021373;SSR_A51;1;25;;10;;8472;;3959;
SSR;2018;740004148;310021373;SSR_A52;1;40;;10;;13818;;3536;
SSR;2018;740004148;310021373;SSR_TOT;;65;;20;556;22290;51;7495;
SSR;2018;740011481;740781133;SSR_A;;40;;;224;8755;22;0;
SSR;2018;740011481;740781133;SSR_A59;1;40;;;;8755;;0;
SSR;2018;740011481;740781133;SSR_TOT;;40;;;224;8755;22;0;
SSR;2018;740014519;920030939;SSR_A;;90;;30;902;35257;88;15968;
SSR;2018;740014519;920030939;SSR_A50;1;10;;;;83;;0;
SSR;2018;740014519;920030939;SSR_A51;1;40;;10;;16732;;9819;
SSR;2018;740014519;920030939;SSR_A52;1;30;;10;;10519;;4489;
SSR;2018;740014519;920030939;SSR_A54;1;10;;10;;7923;;1660;
SSR;2018;740014519;920030939;SSR_TOT;;90;;30;902;35257;88;15968;
SSR;2018;740014683;740780168;SSR_A;;0;;;162;5130;8;0;
SSR;2018;740014683;740780168;SSR_A50;1;0;;;;5130;;0;
SSR;2018;740014683;740780168;SSR_TOT;;0;;;162;5130;8;0;
SSR;2018;740780135;750050924;SSR_A;;120;;13;958;40277;105;6631;
SSR;2018;740780135;750050924;SSR_A50;1;34;;;;3001;;0;
SSR;2018;740780135;750050924;SSR_A51;1;48;;4;;22512;;4811;
SSR;2018;740780135;750050924;SSR_A52;1;26;;4;;11750;;1660;
SSR;2018;740780135;750050924;SSR_A54;1;12;;5;;3014;;160;
SSR;2018;740780135;750050924;SSR_A57;1;;;;;0;;0;
SSR;2018;740780135;750050924;SSR_E;;1;;2;1;106;0;127;
SSR;2018;740780135;750050924;SSR_E51;1;1;;1;;63;;58;
SSR;2018;740780135;750050924;SSR_E52;1;;;1;;43;;69;
SSR;2018;740780135;750050924;SSR_TOT;;121;;15;959;40383;105;6758;
SSR;2018;740780143;750005068;SSR_A;;150;;20;1125;42112;107;3733;
SSR;2018;740780143;750005068;SSR_A50;1;51;;0;;14256;;0;
SSR;2018;740780143;750005068;SSR_A51;1;30;;6;;9020;;1316;
SSR;2018;740780143;750005068;SSR_A52;1;29;;7;;8055;;1228;
SSR;2018;740780143;750005068;SSR_A53;1;0;;7;;0;;1189;
SSR;2018;740780143;750005068;SSR_A55;1;10;;0;;3014;;0;
SSR;2018;740780143;750005068;SSR_A59;1;30;;0;;7767;;0;
SSR;2018;740780143;750005068;SSR_TOT;;150;;20;1125;42112;107;3733;
SSR;2018;740780176;310021373;SSR_A;;117;;10;866;34250;71;3681;
SSR;2018;740780176;310021373;SSR_A50;1;99;;10;;28749;;3681;
SSR;2018;740780176;310021373;SSR_A58;1;18;;;;5501;;0;
SSR;2018;740780176;310021373;SSR_TOT;;117;;10;866;34250;71;3681;
SSR;2018;740780192;740780168;SSR_A;;20;;0;130;4733;14;0;
SSR;2018;740780192;740780168;SSR_A50;1;20;;0;;4733;;0;
SSR;2018;740780192;740780168;SSR_TOT;;20;;0;130;4733;14;0;
SSR;2018;740780952;690795331;SSR_A;;55;;;517;15977;26;0;
SSR;2018;740780952;690795331;SSR_A50;1;55;;;;15977;;0;
SSR;2018;740780952;690795331;SSR_TOT;;55;;;517;15977;26;0;
SSR;2018;740780986;740000195;SSR_A;;143;;;1523;47654;33;0;
SSR;2018;740780986;740000195;SSR_A50;1;42;;;;13908;;0;
SSR;2018;740780986;740000195;SSR_A59;1;101;;;;33746;;0;
SSR;2018;740780986;740000195;SSR_TOT;;143;;;1523;47654;33;0;
SSR;2018;740781166;740001839;SSR_A;;50;;;422;17450;54;0;
SSR;2018;740781166;740001839;SSR_A50;1;9;;;;3049;;0;
SSR;2018;740781166;740001839;SSR_A59;1;41;;;;14401;;0;
SSR;2018;740781166;740001839;SSR_TOT;;50;;;422;17450;54;0;
SSR;2018;750000499;750140014;SSR_A;;10;;8;72;3504;13;1796;
SSR;2018;750000499;750140014;SSR_A50;1;;;;;0;;0;
SSR;2018;750000499;750140014;SSR_A52;1;10;;8;;3504;;1796;
SSR;2018;750000499;750140014;SSR_TOT;;10;;8;72;3504;13;1796;
SSR;2018;750000507;750058844;SSR_A;;158;;50;1355;51503;104;12859;
SSR;2018;750000507;750058844;SSR_A50;1;22;;20;;5424;;5612;
SSR;2018;750000507;750058844;SSR_A51;1;20;;10;;7004;;1067;
SSR;2018;750000507;750058844;SSR_A52;1;45;;10;;14775;;2811;
SSR;2018;750000507;750058844;SSR_A59;1;71;;10;;24300;;3369;
SSR;2018;750000507;750058844;SSR_TOT;;158;;50;1355;51503;104;12859;
SSR;2018;750003378;310021191;SSR_A;;86;;10;656;31448;75;2180;
SSR;2018;750003378;310021191;SSR_A50;1;56;;0;;11723;;0;
SSR;2018;750003378;310021191;SSR_A59;1;30;;10;;19725;;2180;
SSR;2018;750003378;310021191;SSR_TOT;;86;;10;656;31448;75;2180;
SSR;2018;750014128;750014078;SSR_A;;125;;25;1304;44251;77;8760;
SSR;2018;750014128;750014078;SSR_A50;1;125;;25;;6860;;0;
SSR;2018;750014128;750014078;SSR_A51;1;;;;;14482;;4754;
SSR;2018;750014128;750014078;SSR_A52;1;;;;;6874;;1114;
SSR;2018;750014128;750014078;SSR_A55;0;;;;;0;;612;
SSR;2018;750014128;750014078;SSR_A59;1;;;;;16035;;2280;
SSR;2018;750014128;750014078;SSR_TOT;;125;;25;1304;44251;77;8760;
SSR;2018;750014169;920030269;SSR_A;;100;;;1096;35296;26;0;
SSR;2018;750014169;920030269;SSR_A50;1;4;;;;2881;;0;
SSR;2018;750014169;920030269;SSR_A56;1;34;;;;12295;;0;
SSR;2018;750014169;920030269;SSR_A59;1;62;;;;20120;;0;
SSR;2018;750014169;920030269;SSR_TOT;;100;;;1096;35296;26;0;
SSR;2018;750032229;750827933;SSR_A;;23;;8;125;7192;39;1528;
