BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2020;970100400;970100186;N1220;1;0;1;;
URGENCES_P;2020;970100400;970100186;N2500;9;0;8.09;;
URGENCES_P;2020;970100400;970100186;N9999;37;0;34.49;;
URGENCES_P;2020;970100400;970100186;NINF;21;0;19.36;;
URGENCES_P;2020;970100426;970100202;N1220;1;;1;;
URGENCES_P;2020;970100426;970100202;N2120;1;;0.33;;
URGENCES_P;2020;970100426;970100202;N2500;6;;6;;
URGENCES_P;2020;970100426;970100202;N2620;1;;1;;
URGENCES_P;2020;970100426;970100202;N3120;1;;0.2;;
URGENCES_P;2020;970100426;970100202;N9999;17;;15.56;;
URGENCES_P;2020;970100426;970100202;NINF;7;;6.83;;
URGENCES_P;2020;970100442;970100228;M9999;3;9;;;0
URGENCES_P;2020;970100442;970100228;N1220;2;;;;0
URGENCES_P;2020;970100442;970100228;N2120;2;;;;0
URGENCES_P;2020;970100442;970100228;N2500;30;;;;
URGENCES_P;2020;970100442;970100228;N2620;20;;;;0
URGENCES_P;2020;970100442;970100228;N3120;1;;;;
URGENCES_P;2020;970100442;970100228;N9999;121;;;;
URGENCES_P;2020;970100442;970100228;NINF;55;;;;0
URGENCES_P;2020;970107249;970100731;M9999;;5;5;;0
URGENCES_P;2020;970107249;970100731;N1220;6;;6;;0
URGENCES_P;2020;970107249;970100731;N2120;1;;1;;0
URGENCES_P;2020;970107249;970100731;N2500;5;;5;;
URGENCES_P;2020;970107249;970100731;N9999;22;;22;;
URGENCES_P;2020;970107249;970100731;NINF;10;;10;;0
URGENCES_P;2020;970211215;970211207;M9999;33;;34.71;1;1
URGENCES_P;2020;970211215;970211207;N1220;8;;6.8;;0
URGENCES_P;2020;970211215;970211207;N2120;4;;3.6;;0
URGENCES_P;2020;970211215;970211207;N2500;51;;44.4;;
URGENCES_P;2020;970211215;970211207;N3120;1;;1;;
URGENCES_P;2020;970211215;970211207;N9999;137;;120.3;;
URGENCES_P;2020;970211215;970211207;NINF;73;;59.5;;0
URGENCES_P;2020;970211223;970211207;M9999;13;;10.65;2;1
URGENCES_P;2020;970211223;970211207;N1220;3;;2.5;;
URGENCES_P;2020;970211223;970211207;N2120;1;;1;;0
URGENCES_P;2020;970211223;970211207;N2500;17;;16.85;;
URGENCES_P;2020;970211223;970211207;N9999;47;;45.61;;
URGENCES_P;2020;970211223;970211207;NINF;26;;25.26;2;1
URGENCES_P;2020;970211256;970211207;M1140;1;;1;;
URGENCES_P;2020;970211256;970211207;M9999;2;6;8.14;;
URGENCES_P;2020;970211256;970211207;N1220;2;;2;;
URGENCES_P;2020;970211256;970211207;N2120;1;;1;;
URGENCES_P;2020;970211256;970211207;N2500;11;;10;;
URGENCES_P;2020;970211256;970211207;N2620;18;1;17.08;;
URGENCES_P;2020;970211256;970211207;N9999;53;2;46.88;;
URGENCES_P;2020;970211256;970211207;NINF;21;1;16.8;;
URGENCES_P;2020;970300026;970302022;M1140;1;1;0.4;2;1
URGENCES_P;2020;970300026;970302022;M9999;38;10;37.56;2;1
URGENCES_P;2020;970300026;970302022;N1220;11;0;9.39;2;1
URGENCES_P;2020;970300026;970302022;N2120;2;0;2.82;2;1
URGENCES_P;2020;970300026;970302022;N2500;42;1;36.62;;
URGENCES_P;2020;970300026;970302022;N2620;0;0;0;2;1
URGENCES_P;2020;970300026;970302022;N9999;116;4;110.47;;
URGENCES_P;2020;970300026;970302022;NINF;53;3;53.27;2;1
URGENCES_P;2020;970300083;970302121;M1140;0;0;0.08;;
URGENCES_P;2020;970300083;970302121;M9999;18;2;20.06;3;1
URGENCES_P;2020;970300083;970302121;N1220;1;1;1.74;;0
URGENCES_P;2020;970300083;970302121;N2120;1;0;1.28;;0
URGENCES_P;2020;970300083;970302121;N2500;16;0;17.18;;
URGENCES_P;2020;970300083;970302121;N9999;52;2;58.71;;
URGENCES_P;2020;970300083;970302121;NINF;23;1;27.4;3;1
URGENCES_P;2020;970305637;970305629;M9999;5;10;9.01;2;1
URGENCES_P;2020;970305637;970305629;N1220;8;;5.68;2;1
URGENCES_P;2020;970305637;970305629;N2120;1;;0.95;2;1
URGENCES_P;2020;970305637;970305629;N2500;8;;7.29;;
URGENCES_P;2020;970305637;970305629;N2620;8;;7.8;2;1
URGENCES_P;2020;970305637;970305629;N9999;55;1;45.64;;
URGENCES_P;2020;970305637;970305629;NINF;26;;21.16;2;1
URGENCES_P;2020;970400024;970408589;M9999;12;15;14.9;3;1
URGENCES_P;2020;970400024;970408589;N1220;15;1;15.5;;
URGENCES_P;2020;970400024;970408589;N2120;1;1;1.5;;0
URGENCES_P;2020;970400024;970408589;N2500;22;11;27.5;;
URGENCES_P;2020;970400024;970408589;N3120;;1;0.5;;
URGENCES_P;2020;970400024;970408589;N9999;77;24;88.21;;
URGENCES_P;2020;970400024;970408589;NINF;39;14;43.21;3;1
URGENCES_P;2020;970400057;970408589;M1140;6;6;12.12;;0
URGENCES_P;2020;970400057;970408589;M9999;21;6;22.37;;0
URGENCES_P;2020;970400057;970408589;N1220;3;;2.61;;0
URGENCES_P;2020;970400057;970408589;N2120;3;;1.85;;0
URGENCES_P;2020;970400057;970408589;N2500;44;30;54.27;;
URGENCES_P;2020;970400057;970408589;N3120;1;;0.42;;
URGENCES_P;2020;970400057;970408589;N9999;103;60;128.73;;
URGENCES_P;2020;970400057;970408589;NINF;50;25;67.88;;
URGENCES_P;2020;970400065;970421038;M9999;20;8;21.41;;1
URGENCES_P;2020;970400065;970421038;N1220;2;0;2;;
URGENCES_P;2020;970400065;970421038;N2120;0;2;1.4;;1
URGENCES_P;2020;970400065;970421038;N2500;23;2;23.61;;
URGENCES_P;2020;970400065;970421038;N9999;87;10;93.5;;
URGENCES_P;2020;970400065;970421038;NINF;43;6;47.45;;
URGENCES_P;2020;970400073;970403606;M9999;16;8;10.43;;
URGENCES_P;2020;970400073;970403606;N1220;3;0;2.61;;
URGENCES_P;2020;970400073;970403606;N2120;3;0;1.59;;
URGENCES_P;2020;970400073;970403606;N2500;30;0;25.01;;
URGENCES_P;2020;970400073;970403606;N9999;83;1;67.55;;
URGENCES_P;2020;970400073;970403606;NINF;42;1;36.63;;
URGENCES_P;2020;980500011;980500003;M9999;31;6;37.18;2;1
URGENCES_P;2020;980500011;980500003;N1220;3;;2.99;;0
URGENCES_P;2020;980500011;980500003;N2120;2;;2.06;2;1
URGENCES_P;2020;980500011;980500003;N2500;37;;37.07;;
URGENCES_P;2020;980500011;980500003;N2620;24;;24.54;;
URGENCES_P;2020;980500011;980500003;N9999;137;1;138.35;;
URGENCES_P;2020;980500011;980500003;NINF;56;1;56.99;;1
URGENCES_P;2019;010000024;010780054;M9999;;22;12.33;1;1
URGENCES_P;2019;010000024;010780054;N1220;3;1;3.8;;0
URGENCES_P;2019;010000024;010780054;N2120;1;;1;3;1
URGENCES_P;2019;010000024;010780054;N2500;13;8;19.19;;
URGENCES_P;2019;010000024;010780054;N9999;39;25;55.98;;
URGENCES_P;2019;010000024;010780054;NINF;18;16;27.98;1;1
URGENCES_P;2019;010000032;010780062;M9999;6;3;6.9;1;1
URGENCES_P;2019;010000032;010780062;N1220;2;;2;1;1
URGENCES_P;2019;010000032;010780062;N2120;1;;1;2;1
URGENCES_P;2019;010000032;010780062;N2500;9;;7.15;;
URGENCES_P;2019;010000032;010780062;N3120;;;0.05;;
URGENCES_P;2019;010000032;010780062;N9999;33;;27.1;;
URGENCES_P;2019;010000032;010780062;NINF;20;;13.87;1;1
URGENCES_P;2019;010005239;010008407;M9999;6;4;8.14;;
URGENCES_P;2019;010005239;010008407;N1220;2;0;1.54;;
URGENCES_P;2019;010005239;010008407;N2120;1;0;0.55;;
URGENCES_P;2019;010005239;010008407;N2500;14;0;11.65;;
URGENCES_P;2019;010005239;010008407;N9999;34;7;35.31;;
URGENCES_P;2019;010005239;010008407;NINF;17;7;21.57;;
URGENCES_P;2019;010780195;010000156;M9999;6;1;6;;
URGENCES_P;2019;010780195;010000156;N1220;2;1;2.89;;
URGENCES_P;2019;010780195;010000156;N2120;0;1;0.8;;
URGENCES_P;2019;010780195;010000156;N2500;3;2;2.69;;
URGENCES_P;2019;010780195;010000156;N9999;16;30;19.04;;
URGENCES_P;2019;010780195;010000156;NINF;11;26;12.66;;
URGENCES_P;2019;010780203;010010718;M9999;8;;8;3;1
URGENCES_P;2019;010780203;010010718;N1220;3;1;3.5;;
URGENCES_P;2019;010780203;010010718;N2120;1;;0.28;;
URGENCES_P;2019;010780203;010010718;N2500;8;2;4.96;;
URGENCES_P;2019;010780203;010010718;N9999;23;5;21.31;;
URGENCES_P;2019;010780203;010010718;NINF;11;2;12.57;;
URGENCES_P;2019;020000162;020000063;M1140;0;6;1;;0
URGENCES_P;2019;020000162;020000063;M3020;0;2;1;;
URGENCES_P;2019;020000162;020000063;M9999;7;83;10.44;2;1
URGENCES_P;2019;020000162;020000063;N1220;0;4;2.92;3;1
URGENCES_P;2019;020000162;020000063;N2120;0;3;1.3;3;1
URGENCES_P;2019;020000162;020000063;N2500;33;13;40.13;;
URGENCES_P;2019;020000162;020000063;N9999;77;34;92.15;;
URGENCES_P;2019;020000162;020000063;NINF;38;12;40.46;3;1
URGENCES_P;2019;020000394;020000253;M1140;0;5;0.15;;0
URGENCES_P;2019;020000394;020000253;M9999;0;16;5.75;3;1
URGENCES_P;2019;020000394;020000253;N1220;1;1;1.55;;0
URGENCES_P;2019;020000394;020000253;N2120;1;0;0.38;;0
URGENCES_P;2019;020000394;020000253;N2500;11;0;11;;
URGENCES_P;2019;020000394;020000253;N3120;0;0;0.9;;
URGENCES_P;2019;020000394;020000253;N9999;41;2;42.67;;
URGENCES_P;2019;020000394;020000253;NINF;22;1;22.49;;0
URGENCES_P;2019;020000519;020000261;M9999;12;3;13.4;2;1
URGENCES_P;2019;020000519;020000261;N1220;4;;4;2;1
URGENCES_P;2019;020000519;020000261;N2120;1;;1;2;1
URGENCES_P;2019;020000519;020000261;N2500;10;3;11.4;;
URGENCES_P;2019;020000519;020000261;N2620;2;;2;;0
URGENCES_P;2019;020000519;020000261;N9999;37;18;48.69;;
URGENCES_P;2019;020000519;020000261;NINF;20;15;30.29;2;1
URGENCES_P;2019;020000535;020000287;M9999;4;;8.24;;
URGENCES_P;2019;020000535;020000287;N1220;1;;;2;1
URGENCES_P;2019;020000535;020000287;N2120;;1;0.25;2;1
URGENCES_P;2019;020000535;020000287;N2500;13;;12.36;;
URGENCES_P;2019;020000535;020000287;N9999;31;6;31.66;;
URGENCES_P;2019;020000535;020000287;NINF;13;3;13.45;2;1
URGENCES_P;2019;020001061;020004404;M9999;6;1;6.3;3;1
URGENCES_P;2019;020001061;020004404;N1220;1;;1;3;1
URGENCES_P;2019;020001061;020004404;N2120;1;;0.6;2;1
URGENCES_P;2019;020001061;020004404;N2500;9;;9;;
URGENCES_P;2019;020001061;020004404;N2620;6;;6;;0
URGENCES_P;2019;020001061;020004404;N3120;1;;0.5;;
URGENCES_P;2019;020001061;020004404;N9999;32;3;33.5;;
URGENCES_P;2019;020001061;020004404;NINF;14;3;16.4;;0
URGENCES_P;2019;020001087;020004495;M9999;6;;7;;
URGENCES_P;2019;020001087;020004495;N1220;2;0;2;;
URGENCES_P;2019;020001087;020004495;N2120;0;1;0.5;;
URGENCES_P;2019;020001087;020004495;N2500;3;0;2.68;;
URGENCES_P;2019;020001087;020004495;N9999;12;11;15.28;;
URGENCES_P;2019;020001087;020004495;NINF;6;9;9.85;;
URGENCES_P;2019;020010047;020001632;M9999;5;;5;;
URGENCES_P;2019;020010047;020001632;N1220;2;1;2.32;;
URGENCES_P;2019;020010047;020001632;N2120;1;;1;;
URGENCES_P;2019;020010047;020001632;N2500;2;1;2.78;;
URGENCES_P;2019;020010047;020001632;N9999;16;8;19.21;;
URGENCES_P;2019;020010047;020001632;NINF;11;6;13.11;;
URGENCES_P;2019;030000061;030780092;M9999;7;12;8.57;3;1
URGENCES_P;2019;030000061;030780092;N1220;1;1;1;;0
URGENCES_P;2019;030000061;030780092;N2120;1;1;1.3;2;1
URGENCES_P;2019;030000061;030780092;N2500;16;5;15.9;;
URGENCES_P;2019;030000061;030780092;N9999;43;20;48.93;;
URGENCES_P;2019;030000061;030780092;NINF;25;13;30.73;1;1
URGENCES_P;2019;030000079;030780100;M9999;7;5;5.01;3;1
URGENCES_P;2019;030000079;030780100;N1220;3;;2;3;1
URGENCES_P;2019;030000079;030780100;N2120;2;;1.33;3;1
URGENCES_P;2019;030000079;030780100;N2500;17;2;15.39;;
URGENCES_P;2019;030000079;030780100;N2620;;;;;1
URGENCES_P;2019;030000079;030780100;N3120;1;;0.7;;
URGENCES_P;2019;030000079;030780100;N9999;56;5;45.37;;
URGENCES_P;2019;030000079;030780100;NINF;32;3;21.61;3;1
URGENCES_P;2019;030000087;030780118;M9999;18;16;18.26;3;1
URGENCES_P;2019;030000087;030780118;N1220;6;0;5.25;;
URGENCES_P;2019;030000087;030780118;N2120;2;0;2;;1
URGENCES_P;2019;030000087;030780118;N2500;18;0;18.29;;
URGENCES_P;2019;030000087;030780118;N3120;0;1;0.56;;
URGENCES_P;2019;030000087;030780118;N9999;61;5;64.86;;
URGENCES_P;2019;030000087;030780118;NINF;22;3;23.94;;
URGENCES_P;2019;030781116;030000426;M9999;4;1;4.7;;
URGENCES_P;2019;030781116;030000426;N1220;1;;1;;
URGENCES_P;2019;030781116;030000426;N2120;1;;0.15;;
URGENCES_P;2019;030781116;030000426;N2500;2;1;2.4;;
URGENCES_P;2019;030781116;030000426;N2620;1;;1;;
URGENCES_P;2019;030781116;030000426;N9999;12;2;11.55;;
URGENCES_P;2019;030781116;030000426;NINF;7;;7;;
URGENCES_P;2019;040000093;040780215;M9999;9;9;12.92;3;1
URGENCES_P;2019;040000093;040780215;N1220;3;0;1.89;3;1
URGENCES_P;2019;040000093;040780215;N2120;1;0;1;3;1
URGENCES_P;2019;040000093;040780215;N2500;9;2;10.62;;
URGENCES_P;2019;040000093;040780215;N9999;48;9;51.92;;
URGENCES_P;2019;040000093;040780215;NINF;29;6;31.61;3;1
URGENCES_P;2019;040000135;050002948;M9999;1;11;4.51;;
URGENCES_P;2019;040000135;050002948;N1220;0;1;0.43;;
URGENCES_P;2019;040000135;050002948;N2120;0;3;0.95;;
URGENCES_P;2019;040000135;050002948;N2500;4;4;6.32;;
URGENCES_P;2019;040000135;050002948;N9999;6;21;19.73;;
URGENCES_P;2019;040000135;050002948;NINF;2;13;11.21;;
URGENCES_P;2019;040000911;040788879;M9999;;12;5.53;2;1
URGENCES_P;2019;040000911;040788879;N1220;;2;1.31;2;1
URGENCES_P;2019;040000911;040788879;N2120;;1;0.5;2;1
URGENCES_P;2019;040000911;040788879;N2500;7;1;7.83;;
URGENCES_P;2019;040000911;040788879;N9999;7;26;25.74;;
URGENCES_P;2019;040000911;040788879;NINF;;18;15.36;2;1
URGENCES_P;2019;050000231;050000116;M9999;10;18;18.28;;
URGENCES_P;2019;050000231;050000116;N1220;0;4;2.4;;
URGENCES_P;2019;050000231;050000116;N2120;0;2;0.61;;
URGENCES_P;2019;050000231;050000116;N2500;8;0;7.53;;
URGENCES_P;2019;050000231;050000116;N9999;15;22;24.22;;
URGENCES_P;2019;050000231;050000116;NINF;1;15;9.03;;
URGENCES_P;2019;050000256;050000124;M9999;2;2;3.08;;
URGENCES_P;2019;050000256;050000124;N2120;;1;0.46;;
URGENCES_P;2019;050000256;050000124;N2500;2;3;3.83;;
URGENCES_P;2019;050000256;050000124;N9999;6;13;13.12;;
URGENCES_P;2019;050000256;050000124;NINF;4;9;8.83;;
URGENCES_P;2019;050000348;050002948;M9999;11;28;18.07;3;1
URGENCES_P;2019;050000348;050002948;N1220;1;0;0.25;;
URGENCES_P;2019;050000348;050002948;N2120;;1;0.9;3;1
URGENCES_P;2019;050000348;050002948;N2500;9;9;16.79;;
URGENCES_P;2019;050000348;050002948;N3120;0;1;0.1;;
URGENCES_P;2019;050000348;050002948;N9999;19;37;42.73;;
URGENCES_P;2019;050000348;050002948;NINF;8;24;24.69;3;1
URGENCES_P;2019;060000478;060780897;M9999;21;3;15.09;;
URGENCES_P;2019;060000478;060780897;N1220;1;0;1.08;;
URGENCES_P;2019;060000478;060780897;N2120;5;0;4.71;;
URGENCES_P;2019;060000478;060780897;N2500;19;2;12.12;;
URGENCES_P;2019;060000478;060780897;N3120;0;1;0.54;;
URGENCES_P;2019;060000478;060780897;N9999;60;9;59.9;;
URGENCES_P;2019;060000478;060780897;NINF;34;6;33.95;;
URGENCES_P;2019;060000510;060780954;M3020;1;3;1.3;;
URGENCES_P;2019;060000510;060780954;M9999;7;17;15.55;1;1
URGENCES_P;2019;060000510;060780954;N1220;3;;2.33;;
URGENCES_P;2019;060000510;060780954;N2120;2;;1.7;;1
URGENCES_P;2019;060000510;060780954;N2500;20;2;20.86;;
URGENCES_P;2019;060000510;060780954;N9999;64;6;66.23;;
URGENCES_P;2019;060000510;060780954;NINF;28;4;30.61;;0
URGENCES_P;2019;060000544;060780988;M1140;0;4;1.03;;0
URGENCES_P;2019;060000544;060780988;M9999;10;7;12.28;3;1
URGENCES_P;2019;060000544;060780988;N1220;10;1;9.13;3;1
URGENCES_P;2019;060000544;060780988;N2120;;1;0.8;3;1
URGENCES_P;2019;060000544;060780988;N2500;36;2;30.15;;
URGENCES_P;2019;060000544;060780988;N3120;;1;0.05;;
URGENCES_P;2019;060000544;060780988;N9999;99;9;88.72;;
URGENCES_P;2019;060000544;060780988;NINF;42;4;36.46;3;1
URGENCES_P;2019;060002102;060791761;M9999;9;16;10;1;1
URGENCES_P;2019;060002102;060791761;N1220;4;1;4.25;;0
URGENCES_P;2019;060002102;060791761;N2500;7;1;7.8;;
URGENCES_P;2019;060002102;060791761;N2620;5;;5;;0
URGENCES_P;2019;060002102;060791761;N3120;1;;0.5;;
URGENCES_P;2019;060002102;060791761;N9999;24;3;26;;
URGENCES_P;2019;060002102;060791761;NINF;7;;6.5;;0
URGENCES_P;2019;060780491;060790797;M9999;1;4;4.91;;
URGENCES_P;2019;060780491;060790797;N1220;4;;3.6;;
URGENCES_P;2019;060780491;060790797;N2120;;1;0.75;;
URGENCES_P;2019;060780491;060790797;N2500;5;;4.94;;
URGENCES_P;2019;060780491;060790797;N3120;;1;0.1;;
URGENCES_P;2019;060780491;060790797;N9999;17;2;17.06;;
URGENCES_P;2019;060780491;060790797;NINF;8;;7.67;;
URGENCES_P;2019;060780517;060000239;M9999;;12;0;;0
URGENCES_P;2019;060780517;060000239;N1220;4;;4;;
URGENCES_P;2019;060780517;060000239;N2120;2;0;2.1;;
URGENCES_P;2019;060780517;060000239;N2500;1;1;1.78;;
URGENCES_P;2019;060780517;060000239;N2620;5;0;5.65;;
URGENCES_P;2019;060780517;060000239;N3120;;1;0.17;;
URGENCES_P;2019;060780517;060000239;N9999;25;2;23.65;;
URGENCES_P;2019;060780517;060000239;NINF;13;;9.95;;
URGENCES_P;2019;060780715;060000361;M9999;;12;8;;
URGENCES_P;2019;060780715;060000361;N1220;4;;4;;
URGENCES_P;2019;060780715;060000361;N2500;5;1;4.8;;
URGENCES_P;2019;060780715;060000361;N2620;2;;2.16;;
URGENCES_P;2019;060780715;060000361;N3120;;1;0.1;;
URGENCES_P;2019;060780715;060000361;N9999;20;3;18.96;;
URGENCES_P;2019;060780715;060000361;NINF;7;1;7.9;;
URGENCES_P;2019;060780723;060004959;M9999;4;0;4;;
URGENCES_P;2019;060780723;060004959;N1220;4;2;4.85;;
URGENCES_P;2019;060780723;060004959;N2500;1;0;1.2;;
URGENCES_P;2019;060780723;060004959;N2620;1;0;1.1;;
URGENCES_P;2019;060780723;060004959;N9999;10;4;11.98;;
URGENCES_P;2019;060780723;060004959;NINF;4;2;4.83;;
URGENCES_P;2019;060780947;060800174;M1140;7;6;8.63;;0
URGENCES_P;2019;060780947;060800174;M3020;1;0;0.1;;
URGENCES_P;2019;060780947;060800174;M9999;9;8;10.43;;0
URGENCES_P;2019;060780947;060800174;N1220;4;0;3.14;;0
URGENCES_P;2019;060780947;060800174;N2120;2;0;1.81;;0
URGENCES_P;2019;060780947;060800174;N2500;20;6;30.27;;
URGENCES_P;2019;060780947;060800174;N2620;1;0;0.8;;0
URGENCES_P;2019;060780947;060800174;N9999;64;12;80.99;;
URGENCES_P;2019;060780947;060800174;NINF;36;5;43.96;;0
URGENCES_P;2019;060785003;060785011;M3020;3;2;4.65;;
URGENCES_P;2019;060785003;060785011;M9999;12;48;31.57;3;1
URGENCES_P;2019;060785003;060785011;N1220;6;;4.38;;
URGENCES_P;2019;060785003;060785011;N2120;3;;1.46;;
URGENCES_P;2019;060785003;060785011;N2500;62;3;56.78;;
URGENCES_P;2019;060785003;060785011;N9999;213;15;193.23;;
URGENCES_P;2019;060785003;060785011;NINF;88;9;79.51;;
URGENCES_P;2019;070000013;070002878;M9999;2;1;3.13;2;1
URGENCES_P;2019;070000013;070002878;N1220;1;;0.02;2;1
URGENCES_P;2019;070000013;070002878;N2120;1;;1;2;1
URGENCES_P;2019;070000013;070002878;N2500;4;2;5.33;;
URGENCES_P;2019;070000013;070002878;N9999;16;2;16.35;;
URGENCES_P;2019;070000013;070002878;NINF;10;0;9.72;2;1
URGENCES_P;2019;070000179;070780358;M9999;11;2;7.44;3;1
URGENCES_P;2019;070000179;070780358;N1220;0;2;1.54;3;1
URGENCES_P;2019;070000179;070780358;N2120;1;0;0.9;3;1
URGENCES_P;2019;070000179;070780358;N2500;20;5;20.12;;
URGENCES_P;2019;070000179;070780358;N9999;45;22;54.73;;
URGENCES_P;2019;070000179;070780358;NINF;17;10;22.19;3;1
URGENCES_P;2019;070000609;070005566;M9999;6;3;7.09;3;1
URGENCES_P;2019;070000609;070005566;N1220;11;2;11.47;3;1
URGENCES_P;2019;070000609;070005566;N2120;1;0;1;;
URGENCES_P;2019;070000609;070005566;N2500;10;2;11.73;;
URGENCES_P;2019;070000609;070005566;N3120;0;1;0.08;;
URGENCES_P;2019;070000609;070005566;N9999;42;7;45.5;;
URGENCES_P;2019;070000609;070005566;NINF;20;2;21.21;3;1
URGENCES_P;2019;070780424;070000245;M9999;3;2;4;;
URGENCES_P;2019;070780424;070000245;N2120;1;;0.93;;
URGENCES_P;2019;070780424;070000245;N2500;6;2;8.93;;
URGENCES_P;2019;070780424;070000245;N2620;2;;2.21;;
URGENCES_P;2019;070780424;070000245;N9999;17;2;22.2;;
URGENCES_P;2019;070780424;070000245;NINF;8;;10.13;;
URGENCES_P;2019;080000110;080000037;M9999;2;5;5.26;2;1
URGENCES_P;2019;080000110;080000037;N1220;4;;3.81;;
URGENCES_P;2019;080000110;080000037;N2120;;1;0.5;;
URGENCES_P;2019;080000110;080000037;N2500;6;2;7.94;;
URGENCES_P;2019;080000110;080000037;N2620;5;;5;;
URGENCES_P;2019;080000110;080000037;N3120;1;;1;;
URGENCES_P;2019;080000110;080000037;N9999;34;3;35.93;;
URGENCES_P;2019;080000110;080000037;NINF;18;;17.68;;
URGENCES_P;2019;080000219;080001969;M9999;3;6;4.14;3;1
URGENCES_P;2019;080000219;080001969;N2120;;1;0.04;;0
URGENCES_P;2019;080000219;080001969;N2500;2;6;4.31;;
URGENCES_P;2019;080000219;080001969;N9999;2;26;11.23;;
URGENCES_P;2019;080000219;080001969;NINF;;19;6.88;3;1
URGENCES_P;2019;080000276;080001969;M9999;;3;0.66;3;1
URGENCES_P;2019;080000276;080001969;N1220;;1;0.4;;1
URGENCES_P;2019;080000276;080001969;N2120;;1;0.04;3;0
URGENCES_P;2019;080000276;080001969;N9999;7;7;9.69;;
URGENCES_P;2019;080000276;080001969;NINF;7;5;9.25;;1
URGENCES_P;2019;080000425;080000615;M1140;4;;0.8;;0
URGENCES_P;2019;080000425;080000615;M9999;23;;11.9;3;1
URGENCES_P;2019;080000425;080000615;N1220;2;1;2.86;;0
URGENCES_P;2019;080000425;080000615;N2120;1;;1;;0
URGENCES_P;2019;080000425;080000615;N2500;16;3;18.58;;
URGENCES_P;2019;080000425;080000615;N3120;1;;1;;
URGENCES_P;2019;080000425;080000615;N9999;61;39;83.44;;
URGENCES_P;2019;080000425;080000615;NINF;34;25;48.96;;0
URGENCES_P;2019;090000175;090781774;M9999;;31;14.75;;1
URGENCES_P;2019;090000175;090781774;N1220;5;1;5.84;;
URGENCES_P;2019;090000175;090781774;N2120;;1;0.6;;1
URGENCES_P;2019;090000175;090781774;N2500;;29;24.3;;
URGENCES_P;2019;090000175;090781774;N9999;5;66;58.67;;
URGENCES_P;2019;090000175;090781774;NINF;;35;27.93;;1
URGENCES_P;2019;090000183;090781816;M9999;9;2;4.45;;0
URGENCES_P;2019;090000183;090781816;N1220;3;;0.8;;0
URGENCES_P;2019;090000183;090781816;N2120;1;;0.05;2;1
URGENCES_P;2019;090000183;090781816;N2500;3;;3;;
URGENCES_P;2019;090000183;090781816;N9999;16;1;10.05;;
URGENCES_P;2019;090000183;090781816;NINF;9;1;6.2;;0
URGENCES_P;2019;090001629;090781774;M9999;;21;4.69;;0
URGENCES_P;2019;090001629;090781774;N2120;;1;0.1;;0
URGENCES_P;2019;090001629;090781774;N2500;2;;2.29;;
URGENCES_P;2019;090001629;090781774;N9999;8;1;8.19;;
URGENCES_P;2019;090001629;090781774;NINF;6;;5.8;;0
URGENCES_P;2019;100000090;100000017;M1140;0;4;1.3;;0
URGENCES_P;2019;100000090;100000017;M9999;1;32;16.3;3;1
URGENCES_P;2019;100000090;100000017;N1220;2;0;2;;0
URGENCES_P;2019;100000090;100000017;N2120;1;0;1;;0
URGENCES_P;2019;100000090;100000017;N2500;27;1;27.14;;
URGENCES_P;2019;100000090;100000017;N3120;0;2;0.6;;
URGENCES_P;2019;100000090;100000017;N9999;80;20;89.83;;
URGENCES_P;2019;100000090;100000017;NINF;38;11;44.02;1;1
URGENCES_P;2019;100000199;100006279;M9999;6;0;5.7;3;1
URGENCES_P;2019;100000199;100006279;N1220;2;0;1.2;;0
URGENCES_P;2019;100000199;100006279;N2120;1;0;0.6;;1
URGENCES_P;2019;100000199;100006279;N2500;3;1;2.8;;
URGENCES_P;2019;100000199;100006279;N9999;19;1;18.3;;
URGENCES_P;2019;100000199;100006279;NINF;13;0;13.7;3;1
URGENCES_P;2019;110000023;110780061;M9999;;30;7.36;1;1
URGENCES_P;2019;110000023;110780061;N1220;;4;1.69;1;1
URGENCES_P;2019;110000023;110780061;N2120;2;1;1.81;;0
URGENCES_P;2019;110000023;110780061;N2500;23;2;25.15;;
URGENCES_P;2019;110000023;110780061;N2620;9;1;9.17;;0
URGENCES_P;2019;110000023;110780061;N9999;63;19;69.9;;
URGENCES_P;2019;110000023;110780061;NINF;29;11;32.08;;0
URGENCES_P;2019;110000049;110780087;M9999;5;4;7.24;;1
URGENCES_P;2019;110000049;110780087;N1220;1;0;1;;0
URGENCES_P;2019;110000049;110780087;N2120;0;1;0.5;;0
URGENCES_P;2019;110000049;110780087;N2500;6;0;6.01;;
URGENCES_P;2019;110000049;110780087;N9999;13;4;15.47;;
URGENCES_P;2019;110000049;110780087;NINF;6;3;7.96;;0
URGENCES_P;2019;110000056;110780137;M9999;15;11;20.71;3;1
URGENCES_P;2019;110000056;110780137;N1220;1;;1;;
URGENCES_P;2019;110000056;110780137;N2120;2;;2;;
URGENCES_P;2019;110000056;110780137;N2500;13;2;14.2;;
URGENCES_P;2019;110000056;110780137;N9999;48;6;35.07;;
URGENCES_P;2019;110000056;110780137;NINF;32;4;17.87;;
URGENCES_P;2019;110780228;110000114;M9999;;5;4;;
URGENCES_P;2019;110780228;110000114;N1220;2;1;2.5;;
URGENCES_P;2019;110780228;110000114;N2120;1;;0.91;;
URGENCES_P;2019;110780228;110000114;N2500;2;;1.02;;
