BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2017;930000286;930021480;N4130;24;;21.94;1;1;;
IMAGES_P;2017;930000286;930021480;N4160;1;;0.8;;;;
IMAGES_P;2017;930000286;930021480;NAUT;21;;19.56;;;;
IMAGES_P;2017;930000302;930110036;M1160;5;3;7.56;1;0;0;0
IMAGES_P;2017;930000302;930110036;N4130;15;2;17.19;;;;
IMAGES_P;2017;930000302;930110036;N4160;1;;1;;;;
IMAGES_P;2017;930000302;930110036;NAUT;5;;5.1;;;;
IMAGES_P;2017;930000328;930110051;M1160;9;9;9.99;1;0;;
IMAGES_P;2017;930000328;930110051;N4130;26;3;27.25;;;;
IMAGES_P;2017;930000328;930110051;N4160;3;;2.27;;;;
IMAGES_P;2017;930000328;930110051;NAUT;29;;24.32;;;;
IMAGES_P;2017;930000336;930110069;M1160;6;5;8.4;1;0;0;0
IMAGES_P;2017;930000336;930110069;N4130;29;2;28.3;1;;;
IMAGES_P;2017;930000336;930110069;N4160;1;;1;;;;
IMAGES_P;2017;930000336;930110069;NAUT;14;2;15.2;;;;
IMAGES_P;2017;930009188;930009139;N4130;;1;;;;;
IMAGES_P;2017;930013818;930024427;N4130;;1;0.2;0;0;;
IMAGES_P;2017;930019203;920030269;N4130;;1;0.5;0;0;;
IMAGES_P;2017;930100011;750712184;M1160;;1;0.5;;;;
IMAGES_P;2017;930100011;750712184;N4130;2;;2;;;;
IMAGES_P;2017;930100011;750712184;N4160;1;;0.2;;;;
IMAGES_P;2017;930100037;750712184;M1160;6;7;7.2;1;0;0;0
IMAGES_P;2017;930100037;750712184;M1210;4;5;4.8;0;0;;
IMAGES_P;2017;930100037;750712184;N4130;29;7;34.62;1;0;;
IMAGES_P;2017;930100037;750712184;N4160;3;;2.3;;;;
IMAGES_P;2017;930100037;750712184;NAUT;24;1;24.9;;;;
IMAGES_P;2017;930100045;750712184;M1160;4;7;9.38;1;0;0;0
IMAGES_P;2017;930100045;750712184;N4130;21;3;22.35;0;;;
IMAGES_P;2017;930100045;750712184;N4160;1;;1;;;;
IMAGES_P;2017;930100045;750712184;NAUT;19;4;28.28;;;;
IMAGES_P;2017;930300025;930000393;M1160;1;12;4.7;0;1;0;0
IMAGES_P;2017;930300025;930000393;M1210;;7;0.8;0;0;;
IMAGES_P;2017;930300025;930000393;N4130;17;2;18.44;1;1;;
IMAGES_P;2017;930300025;930000393;N4160;2;0;2;;;;
IMAGES_P;2017;930300025;930000393;NAUT;4;1;4.73;;;;
IMAGES_P;2017;930300066;930000401;M1160;;10;0.5;0;0;;
IMAGES_P;2017;930300066;930000401;N4130;1;;1;0;0;;
IMAGES_P;2017;930300082;930000419;M1160;4;5;5;0;1;0;0
IMAGES_P;2017;930300082;930000419;N4130;4;;4;0;1;;
IMAGES_P;2017;930300082;930000419;N4160;1;;1;;;;
IMAGES_P;2017;930300082;930000419;NAUT;2;1;3;;;;
IMAGES_P;2017;930300264;930000492;M1160;;6;5;;;;
IMAGES_P;2017;930300264;930000492;N4130;10;1;9.75;;;;
IMAGES_P;2017;930300264;930000492;N4160;1;;1;;;;
IMAGES_P;2017;930300264;930000492;NAUT;10;2;9.75;;;;
IMAGES_P;2017;930300553;930000633;M1160;0;4;4;0;1;1;1
IMAGES_P;2017;930300553;930000633;N4130;2;6;4;0;1;;
IMAGES_P;2017;930300553;930000633;N4160;2;2;2;;;;
IMAGES_P;2017;930300553;930000633;NAUT;3;2;3;;;;
IMAGES_P;2017;930300595;930000658;M1160;;18;6;0;1;1;1
IMAGES_P;2017;930300595;930000658;M1210;;4;2;0;0;;
IMAGES_P;2017;930300595;930000658;N4130;5;1;5.8;0;0;;
IMAGES_P;2017;930300595;930000658;N4160;1;;1;;;;
IMAGES_P;2017;930300595;930000658;NAUT;2;2;2.6;;;;
IMAGES_P;2017;940000573;940110018;M1160;8;3;7.99;;;;
IMAGES_P;2017;940000573;940110018;M1210;4;1;4.61;;;;
IMAGES_P;2017;940000573;940110018;N4130;15;5;20.02;;;;
IMAGES_P;2017;940000573;940110018;N4160;1;0;1;;;;
IMAGES_P;2017;940000573;940110018;NAUT;13;5;19.6;;;;
IMAGES_P;2017;940000599;940110042;M1160;5;3;8;1;1;0;0
IMAGES_P;2017;940000599;940110042;N4130;31;;31;1;0;;
IMAGES_P;2017;940000599;940110042;N4160;2;;2;;;;
IMAGES_P;2017;940000599;940110042;NAUT;21;;21;;;;
IMAGES_P;2017;940000649;940150014;M1160;7;2;9.89;0;1;0;0
IMAGES_P;2017;940000649;940150014;N4130;16;6;19.73;1;0;;
IMAGES_P;2017;940000649;940150014;N4160;1;;1;;;;
IMAGES_P;2017;940000649;940150014;NAUT;6;1;4.89;;;;
IMAGES_P;2017;940000664;940160013;M1160;21;12;21.72;0;1;;
IMAGES_P;2017;940000664;940160013;M1210;5;1;5.1;0;0;;
IMAGES_P;2017;940000664;940160013;N4130;55;3;51.98;;;;
IMAGES_P;2017;940000664;940160013;N4160;4;0;3.75;;;;
IMAGES_P;2017;940000664;940160013;NAUT;51;4;50.05;;;;
IMAGES_P;2017;940016868;940016819;M1160;2;3;2.77;0;0;0;0
IMAGES_P;2017;940016868;940016819;N4130;6;0;5.92;0;0;;
IMAGES_P;2017;940016868;940016819;N4160;1;0;1;;;;
IMAGES_P;2017;940016868;940016819;NAUT;2;1;2.56;;;;
IMAGES_P;2017;940100027;750712184;M1160;18;21;34.01;1;1;1;1
IMAGES_P;2017;940100027;750712184;M1210;3;5;6.5;0;0;;
IMAGES_P;2017;940100027;750712184;N4130;67;5;71.1;1;1;;
IMAGES_P;2017;940100027;750712184;N4160;4;1;4.5;;;;
IMAGES_P;2017;940100027;750712184;NAUT;64;1;64.8;;;;
IMAGES_P;2017;940100035;750712184;M1160;0;12;1.2;0;0;0;0
IMAGES_P;2017;940100035;750712184;N4130;4;1;4.6;0;0;;
IMAGES_P;2017;940100035;750712184;N4160;1;0;0.5;;;;
IMAGES_P;2017;940100035;750712184;NAUT;5;0;5;;;;
IMAGES_P;2017;940100043;750712184;M1160;28;32;39.2;1;1;1;1
IMAGES_P;2017;940100043;750712184;M1210;3;1;3.5;0;0;;
IMAGES_P;2017;940100043;750712184;N4130;68;17;81.44;1;1;;
IMAGES_P;2017;940100043;750712184;N4160;5;;5;;;;
IMAGES_P;2017;940100043;750712184;NAUT;43;6;47.84;;;;
IMAGES_P;2017;940100050;750712184;M1160;1;4;1.6;0;0;0;0
IMAGES_P;2017;940100050;750712184;N4130;3;1;3.6;;;;
IMAGES_P;2017;940100050;750712184;N4160;1;;0.3;;;;
IMAGES_P;2017;940100050;750712184;NAUT;5;;5;;;;
IMAGES_P;2017;940100068;750712184;M1160;3;7;6.5;0;1;0;0
IMAGES_P;2017;940100068;750712184;N4130;11;2;12.6;1;0;;
IMAGES_P;2017;940100068;750712184;N4160;1;0;1;;;;
IMAGES_P;2017;940100068;750712184;NAUT;12;2;13.6;;;;
IMAGES_P;2017;940120017;750821092;M1160;4;;4;1;1;0;0
IMAGES_P;2017;940120017;750821092;N4130;20;1;20.9;1;1;;
IMAGES_P;2017;940120017;750821092;N4160;1;;1;;;;
IMAGES_P;2017;940120017;750821092;NAUT;5;2;6.5;;;;
IMAGES_P;2017;940300031;940000706;M1160;;;;0;1;0;0
IMAGES_P;2017;940300031;940000706;M1210;;;;0;1;;
IMAGES_P;2017;940300031;940000706;N4130;;;;0;1;;
IMAGES_P;2017;940300163;920030269;M1160;;1;0.1;0;0;0;0
IMAGES_P;2017;940300163;920030269;N4130;1;;1;0;0;;
IMAGES_P;2017;940300270;940000771;M1160;;8;8;0;1;1;1
IMAGES_P;2017;940300270;940000771;N4130;6;3;7.5;0;1;;
IMAGES_P;2017;940300270;940000771;N4160;1;0;1;;;;
IMAGES_P;2017;940300270;940000771;NAUT;8;0;8;;;;
IMAGES_P;2017;940300452;940000862;M1160;;2;0.2;0;0;0;0
IMAGES_P;2017;940300452;940000862;N4160;;1;0.91;;;;
IMAGES_P;2017;940700032;940001027;N4130;;1;0.5;0;0;;
IMAGES_P;2017;940700040;570010181;N4130;0;1;0.5;0;0;;
IMAGES_P;2017;940806490;750810798;M1160;;3;2.3;0;0;0;0
IMAGES_P;2017;940806490;750810798;N4130;2;1;2.86;0;0;;
IMAGES_P;2017;940813033;940001894;M1160;;2;1;0;0;0;
IMAGES_P;2017;950000307;950110015;M1160;6;3;8.25;1;0;0;0
IMAGES_P;2017;950000307;950110015;N4130;33;2;33.93;1;0;;
IMAGES_P;2017;950000307;950110015;N4160;1;2;2.05;;;;
IMAGES_P;2017;950000307;950110015;NAUT;10;3;11.54;;;;
IMAGES_P;2017;950000315;950001370;M1160;2;3;2.42;0;0;0;0
IMAGES_P;2017;950000315;950001370;N4130;11;1;11.52;;;;
IMAGES_P;2017;950000315;950001370;N4160;;1;0.49;;;;
IMAGES_P;2017;950000315;950001370;NAUT;2;;1.98;;;;
IMAGES_P;2017;950000323;950013870;M1160;6;4;7.59;0;0;0;0
IMAGES_P;2017;950000323;950013870;N4130;31;13;38.64;0;1;;
IMAGES_P;2017;950000323;950013870;N4160;1;1;1.13;;;;
IMAGES_P;2017;950000323;950013870;NAUT;13;6;16.92;;;;
IMAGES_P;2017;950000331;950110049;M1160;3;5;6.09;1;0;0;0
IMAGES_P;2017;950000331;950110049;N4130;22;9;28.77;0;;;
IMAGES_P;2017;950000331;950110049;N4160;1;1;1.4;;;;
IMAGES_P;2017;950000331;950110049;NAUT;2;2;3.07;;;;
IMAGES_P;2017;950000349;950015289;M1160;;3;0.7;0;0;0;0
IMAGES_P;2017;950000349;950015289;N4130;2;1;2.71;0;1;;
IMAGES_P;2017;950000349;950015289;N4160;0;0;0.5;;;;
IMAGES_P;2017;950000349;950015289;NAUT;1;1;1.85;;;;
IMAGES_P;2017;950000364;950110080;M1160;5;2;6.2;;;;
IMAGES_P;2017;950000364;950110080;M1210;3;0;3;;;;
IMAGES_P;2017;950000364;950110080;N4130;40;6;43.26;;;;
IMAGES_P;2017;950000364;950110080;N4160;2;;2;;;;
IMAGES_P;2017;950000364;950110080;NAUT;16;1;17.15;;;;
IMAGES_P;2017;950000398;950140012;N4130;0;1;0.23;0;0;;
IMAGES_P;2017;950000406;950150037;M1160;;1;0.24;0;0;;
IMAGES_P;2017;950000406;950150037;N4130;;1;0.5;0;0;;
IMAGES_P;2017;950000695;950001370;M1160;;1;0.4;;;;
IMAGES_P;2017;950000695;950001370;N4130;;1;0.8;0;0;;
IMAGES_P;2017;950000695;950001370;N4160;;1;0.1;;;;
IMAGES_P;2017;950000703;950500041;N4130;;3;0.1;0;0;;
IMAGES_P;2017;950500017;950015289;N4130;1;;1;0;0;;
IMAGES_P;2017;950700021;950000760;N4130;1;;1;0;0;;
IMAGES_P;2017;950807982;950001636;M1160;4;0;4;0;1;;
IMAGES_P;2017;950807982;950001636;N4130;13;;13;0;0;;
IMAGES_P;2017;950807982;950001636;NAUT;10;;10;;;;
IMAGES_P;2017;970100020;970100152;M1160;;4;3.14;0;0;0;0
IMAGES_P;2017;970100020;970100152;N4130;1;2;2.86;0;0;;
IMAGES_P;2017;970100020;970100152;NAUT;3;;3;;;;
IMAGES_P;2017;970100392;970100178;M1160;2;1;2.5;;;0;0
IMAGES_P;2017;970100392;970100178;N4130;13;0;12.1;;;;
IMAGES_P;2017;970100392;970100178;NAUT;3;0;3;;;;
IMAGES_P;2017;970100400;970100186;M1160;;1;0.33;0;1;0;0
IMAGES_P;2017;970100400;970100186;N4130;4;;4.06;0;1;;
IMAGES_P;2017;970100426;970100202;M1160;1;;1;0;0;0;0
IMAGES_P;2017;970100426;970100202;N4130;2;;2;0;1;;
IMAGES_P;2017;970100426;970100202;N4160;1;;0.3;;;;
IMAGES_P;2017;970100442;970100228;M1160;5;3;6.2;0;1;1;0
IMAGES_P;2017;970100442;970100228;M1210;4;;4;0;0;;
IMAGES_P;2017;970100442;970100228;N4130;46;;46;1;1;;
IMAGES_P;2017;970100442;970100228;N4160;3;;3;;;;
IMAGES_P;2017;970100442;970100228;NAUT;22;;22;;;;
IMAGES_P;2017;970100483;970100285;M1160;1;0;0.25;0;0;0;0
IMAGES_P;2017;970102596;970100491;M1160;1;;1;0;0;0;0
IMAGES_P;2017;970102596;970100491;N4130;1;;1;0;0;;
IMAGES_P;2017;970103099;970100525;M1160;;2;1;0;1;0;0
IMAGES_P;2017;970103099;970100525;N4130;1;;1;0;1;;
IMAGES_P;2017;970107249;970100731;M1160;4;1;4.5;0;1;0;0
IMAGES_P;2017;970107249;970100731;N4130;16;3;14;0;1;;
IMAGES_P;2017;970200036;970202156;M1160;;2;0.9;;;0;0
IMAGES_P;2017;970200044;970202164;M1160;;1;0.4;0;0;0;0
IMAGES_P;2017;970200044;970202164;N4130;1;;1;0;0;;
IMAGES_P;2017;970202321;970210423;M1160;2;2;2.2;;1;0;0
IMAGES_P;2017;970202321;970210423;M1210;;1;0.2;;1;;
IMAGES_P;2017;970202321;970210423;N4130;4;0;4;;1;;
IMAGES_P;2017;970202321;970210423;NAUT;5;;5;;;;
IMAGES_P;2017;970211165;970211157;M1160;;1;0.2;;;;
IMAGES_P;2017;970211215;970211207;M1160;4;5;6.77;0;1;1;0
IMAGES_P;2017;970211215;970211207;M1210;2;3;2.76;0;0;;
IMAGES_P;2017;970211215;970211207;N4130;48;6;50.11;1;0;;
IMAGES_P;2017;970211215;970211207;N4160;5;;5;;;;
IMAGES_P;2017;970211215;970211207;NAUT;31;9;34.07;;;;
IMAGES_P;2017;970211223;970211207;M1160;2;1;2.3;0;1;0;0
IMAGES_P;2017;970211223;970211207;N4130;16;;15.8;1;0;;
IMAGES_P;2017;970211231;970211207;M1160;1;;1;0;0;0;0
IMAGES_P;2017;970211231;970211207;N4130;4;1;4.4;0;1;;
IMAGES_P;2017;970211231;970211207;N4160;1;;0.2;;;;
IMAGES_P;2017;970211231;970211207;NAUT;1;;0.8;;;;
IMAGES_P;2017;970211256;970211207;M1160;2;2;2.71;0;1;0;0
IMAGES_P;2017;970211256;970211207;N4130;11;;11;1;0;;
IMAGES_P;2017;970211256;970211207;N4160;1;;1;;;;
IMAGES_P;2017;970211256;970211207;NAUT;5;1;5.33;;;;
IMAGES_P;2017;970300026;970302022;M1160;3;1;2.37;0;1;0;1
IMAGES_P;2017;970300026;970302022;N4130;20;2;22.43;1;0;;
IMAGES_P;2017;970300026;970302022;N4160;1;;1;;;;
IMAGES_P;2017;970300026;970302022;NAUT;6;3;7.34;;;;
IMAGES_P;2017;970300083;970302121;M1160;3;0;3.07;0;1;0;
IMAGES_P;2017;970300083;970302121;N4130;7;1;8.04;0;1;;
IMAGES_P;2017;970300083;970302121;N4160;1;0;1;;;;
IMAGES_P;2017;970300083;970302121;NAUT;3;0;3;;;;
IMAGES_P;2017;970300265;750721334;M1160;1;2;2.3;1;0;0;0
IMAGES_P;2017;970300265;750721334;N4130;7;0;8.18;0;1;;
IMAGES_P;2017;970300265;750721334;N4160;1;;1;;;;
IMAGES_P;2017;970300265;750721334;NAUT;3;;3.24;;;;
IMAGES_P;2017;970400024;970408589;M1160;2;10;5.56;0;1;0;1
IMAGES_P;2017;970400024;970408589;M1210;3;1;3.59;0;0;;
IMAGES_P;2017;970400024;970408589;N4130;41;5;43.5;1;1;;
IMAGES_P;2017;970400024;970408589;N4160;3;;3;;;;
IMAGES_P;2017;970400024;970408589;NAUT;16;2;16.11;;;;
IMAGES_P;2017;970400057;970408589;M1160;7;7;9.16;1;1;1;1
IMAGES_P;2017;970400057;970408589;N4130;47;13;44.5;1;1;;
IMAGES_P;2017;970400057;970408589;N4160;4;;4;;;;
IMAGES_P;2017;970400057;970408589;NAUT;19;3;21.6;;;;
IMAGES_P;2017;970400065;970421038;M1160;7;1;6.17;0;1;1;0
IMAGES_P;2017;970400065;970421038;N4130;19;0;19.05;1;0;;
IMAGES_P;2017;970400065;970421038;NAUT;5;1;4.61;;;;
IMAGES_P;2017;970400081;970408589;N4130;;;0.31;0;0;;
IMAGES_P;2017;970400081;970408589;N4160;;;0.02;;;;
IMAGES_P;2017;970400180;970408589;N4130;;;0.31;0;0;;
IMAGES_P;2017;970400180;970408589;N4160;;;0.02;;;;
IMAGES_P;2017;970463139;970408589;N4130;;;0.2;0;0;;
IMAGES_P;2017;970463139;970408589;N4160;;;0.02;;;;
IMAGES_P;2017;980500011;980500003;M1160;5;;5.19;0;1;0;0
IMAGES_P;2017;980500011;980500003;N4130;20;;18.63;1;0;;
IMAGES_P;2017;980500011;980500003;N4160;;;0.58;;;;
IMAGES_P;2017;980500011;980500003;NAUT;10;;10;;;;
IMAGES_P;2016;010000024;010780054;M1160;3;1;3.35;0;1;0;0
IMAGES_P;2016;010000024;010780054;N4130;12;13;21.89;;;;
IMAGES_P;2016;010000024;010780054;N4160;1;;1;;;;
IMAGES_P;2016;010000024;010780054;NAUT;2;2;4.79;;;;
IMAGES_P;2016;010000032;010780062;M1160;1;;1;0;1;0;0
IMAGES_P;2016;010000032;010780062;N4130;6;2;7.95;0;1;;
IMAGES_P;2016;010000032;010780062;N4160;1;;1;;;;
IMAGES_P;2016;010000032;010780062;NAUT;4;;4.68;;;;
IMAGES_P;2016;010000065;010780096;M1160;;1;0.6;0;0;;
IMAGES_P;2016;010000065;010780096;N4130;;2;0.9;0;0;;
IMAGES_P;2016;010000065;010780096;NAUT;1;1;1.28;;;;
IMAGES_P;2016;010000214;010007987;N4130;;2;1.8;0;0;;
IMAGES_P;2016;010005239;010008407;M1160;2;1;2.63;;1;;
IMAGES_P;2016;010005239;010008407;N4130;6;3;7.79;;1;;
IMAGES_P;2016;010005239;010008407;NAUT;3;0;3;;;;
IMAGES_P;2016;010780195;010000156;M1160;13;;13;0;1;;
IMAGES_P;2016;010780195;010000156;N4130;21;;21;;;;
IMAGES_P;2016;010780195;010000156;N4160;1;;1;;;;
IMAGES_P;2016;010780195;010000156;NAUT;20;;20;;;;
IMAGES_P;2016;020000089;020000022;M1160;0;1;0.08;0;0;0;0
IMAGES_P;2016;020000089;020000022;N4130;0;1;0.8;0;0;;
IMAGES_P;2016;020000089;020000022;N4160;1;0;1;;;;
IMAGES_P;2016;020000089;020000022;NAUT;1;0;1;;;;
IMAGES_P;2016;020000162;020000063;M1160;4;7;5.9;1;0;1;1
IMAGES_P;2016;020000162;020000063;N4130;22;1;20.75;0;1;;
IMAGES_P;2016;020000162;020000063;N4160;1;1;1.45;;;;
IMAGES_P;2016;020000162;020000063;NAUT;13;9;14.9;;;;
IMAGES_P;2016;020000303;750814030;M1160;;1;0.1;0;0;0;1
IMAGES_P;2016;020000303;750814030;N4130;1;1;1.86;0;0;;
IMAGES_P;2016;020000303;750814030;NAUT;1;;1;;;;
IMAGES_P;2016;020000360;020014742;M1160;;7;;0;0;;
IMAGES_P;2016;020000394;020000253;M1160;2;1;3;0;1;0;0
IMAGES_P;2016;020000394;020000253;N4130;12;5;14.11;1;0;;
IMAGES_P;2016;020000394;020000253;N4160;1;0;1;;;;
IMAGES_P;2016;020000394;020000253;NAUT;5;4;7.24;;;;
IMAGES_P;2016;020000519;020000261;M1160;3;1;3.6;;1;;
IMAGES_P;2016;020000519;020000261;N4130;13;1;13.8;;1;;
IMAGES_P;2016;020000519;020000261;N4160;1;;1;;;;
IMAGES_P;2016;020000519;020000261;NAUT;4;;4;;;;
IMAGES_P;2016;020000535;020000287;M1160;;5;2.6;0;0;0;0
IMAGES_P;2016;020000535;020000287;N4130;7;4;10.12;1;0;;
IMAGES_P;2016;020000535;020000287;N4160;1;1;1.1;;;;
IMAGES_P;2016;020000535;020000287;NAUT;2;7;8.1;;;;
IMAGES_P;2016;020000543;020000295;M1160;;1;0.2;0;0;0;0
IMAGES_P;2016;020000543;020000295;N4130;;1;0.7;0;0;;
IMAGES_P;2016;020000915;020003620;N4130;;1;0.8;;;;
IMAGES_P;2016;020001061;020004404;M1160;2;2;3.96;0;1;0;0
IMAGES_P;2016;020001061;020004404;N4130;14;;13.46;0;1;;
IMAGES_P;2016;020001061;020004404;N4160;1;;1;;;;
IMAGES_P;2016;020001061;020004404;NAUT;7;;7;;;;
IMAGES_P;2016;020001087;020004495;M1160;;4;0.8;0;1;0;0
IMAGES_P;2016;020001087;020004495;N4130;4;1;4.8;0;1;;
IMAGES_P;2016;020001087;020004495;N4160;1;;1;;;;
IMAGES_P;2016;030000061;030780092;M1160;3;0;3.12;1;0;0;0
IMAGES_P;2016;030000061;030780092;N4130;13;8;18.42;1;0;;
IMAGES_P;2016;030000061;030780092;N4160;0;1;0.24;;;;
IMAGES_P;2016;030000061;030780092;NAUT;7;0;7;;;;
IMAGES_P;2016;030000079;030780100;M1160;4;;4.25;0;1;0;0
IMAGES_P;2016;030000079;030780100;M1210;1;;1;0;0;;
IMAGES_P;2016;030000079;030780100;N4130;12;9;18.56;0;1;;
IMAGES_P;2016;030000079;030780100;N4160;;;0.68;;;;
IMAGES_P;2016;030000079;030780100;NAUT;9;1;10.8;;;;
IMAGES_P;2016;030000087;030780118;M1160;6;2;5.65;0;1;0;0
IMAGES_P;2016;030000087;030780118;N4130;21;7;28.4;;1;;
IMAGES_P;2016;030000087;030780118;N4160;1;0;1;;;;
IMAGES_P;2016;030000087;030780118;NAUT;5;2;6.7;;;;
IMAGES_P;2016;040000093;040780215;M1160;;7;3.15;0;1;0;0
IMAGES_P;2016;040000093;040780215;N4130;7;2;7.97;0;1;;
IMAGES_P;2016;040000093;040780215;N4160;1;;1;;;;
IMAGES_P;2016;040000093;040780215;NAUT;16;2;16.46;;;;
IMAGES_P;2016;040000135;050002948;M1160;0;4;0.86;;;;
IMAGES_P;2016;040000135;050002948;N4130;6;2;7.08;;;;
IMAGES_P;2016;040000135;050002948;N4160;0;1;0.5;;;;
IMAGES_P;2016;040000135;050002948;NAUT;1;2;1.17;;;;
IMAGES_P;2016;040000911;040788879;M1160;;;;;;1;1
IMAGES_P;2016;040000911;040788879;N4130;10;;10.09;1;0;;
IMAGES_P;2016;040000911;040788879;N4160;1;;1;;;;
IMAGES_P;2016;040000911;040788879;NAUT;4;3;4.75;;;;
IMAGES_P;2016;050000231;050000116;M1160;1;0;1.13;;;;
IMAGES_P;2016;050000231;050000116;N4130;10;0;10.22;;;;
IMAGES_P;2016;050000231;050000116;NAUT;2;2;2.69;;;;
IMAGES_P;2016;050000256;050000124;M1160;0;1;0.84;0;0;0;0
IMAGES_P;2016;050000256;050000124;N4130;;4;3.3;0;1;;
IMAGES_P;2016;050000256;050000124;NAUT;1;4;3.1;;;;
IMAGES_P;2016;050000348;050002948;M1160;3;6;5.18;;;;
IMAGES_P;2016;050000348;050002948;N4130;13;14;22.86;;;;
IMAGES_P;2016;050000348;050002948;N4160;1;0;1;;;;
IMAGES_P;2016;050000348;050002948;NAUT;11;2;10.28;;;;
IMAGES_P;2016;060000478;060780897;M1160;5;5;7.25;;1;;
IMAGES_P;2016;060000478;060780897;N4130;17;1;12.59;;;;
IMAGES_P;2016;060000478;060780897;N4160;1;;0.25;;;;
IMAGES_P;2016;060000478;060780897;NAUT;9;1;6.44;;;;
IMAGES_P;2016;060000486;060780905;N4130;1;2;0.72;0;0;;
IMAGES_P;2016;060000510;060780954;M1160;5;0;5;0;1;;
IMAGES_P;2016;060000510;060780954;N4130;28;5;33.35;0;0;;
IMAGES_P;2016;060000510;060780954;N4160;1;;1;;;;
IMAGES_P;2016;060000510;060780954;NAUT;28;2;29.93;;;;
IMAGES_P;2016;060000528;060780962;M1160;5;3;6.16;0;0;0;0
IMAGES_P;2016;060000528;060780962;M1210;9;1;7.61;0;0;;
IMAGES_P;2016;060000528;060780962;N4130;25;1;24.03;0;1;;
IMAGES_P;2016;060000528;060780962;N4160;3;;2.14;;;;
IMAGES_P;2016;060000528;060780962;NAUT;21;;18.33;;;;
IMAGES_P;2016;060000544;060780988;M1160;6;2;6.2;0;1;;
IMAGES_P;2016;060000544;060780988;N4130;27;5;30.29;;0;;
IMAGES_P;2016;060000544;060780988;N4160;;2;0.95;;;;
IMAGES_P;2016;060000544;060780988;NAUT;18;1;17.29;;;;
IMAGES_P;2016;060002102;060791761;M1160;3;1;3.4;0;1;0;0
IMAGES_P;2016;060002102;060791761;N4130;10;;10;1;0;;
IMAGES_P;2016;060002102;060791761;N4160;1;;1;;;;
IMAGES_P;2016;060002102;060791761;NAUT;3;;3;;;;
IMAGES_P;2016;060021417;060000221;M1160;;9;1;0;0;0;0
IMAGES_P;2016;060021417;060000221;N4130;2;;2;0;0;;
IMAGES_P;2016;060021417;060000221;NAUT;2;;2;;;;
IMAGES_P;2016;060780442;060000213;M1160;;1;0.1;0;0;0;0
IMAGES_P;2016;060780442;060000213;N4130;1;;1;;;;
IMAGES_P;2016;060780459;010783009;N4130;;1;0.23;0;0;;
IMAGES_P;2016;060780715;060000361;M1160;;14;2.8;0;1;0;0
IMAGES_P;2016;060780715;060000361;N4130;24;;24;1;1;;
IMAGES_P;2016;060780715;060000361;NAUT;7;;7;;;;
IMAGES_P;2016;060780947;060800174;M1160;4;5;5.4;0;1;;
IMAGES_P;2016;060780947;060800174;N4130;8;3;8;;;;
IMAGES_P;2016;060780947;060800174;N4160;1;0;0.5;;;;
IMAGES_P;2016;060780947;060800174;NAUT;2;3;4;;;;
IMAGES_P;2016;060780996;630786754;M1160;;1;0.14;0;0;0;0
IMAGES_P;2016;060780996;630786754;N4130;1;;1;0;0;;
IMAGES_P;2016;060781200;060000635;M1160;;12;1;;1;;
IMAGES_P;2016;060781200;060000635;N4130;2;;2;;1;;
IMAGES_P;2016;060785003;060785011;M1160;12;11;16.45;1;1;;
IMAGES_P;2016;060785003;060785011;N4130;77;16;86.42;1;0;;
IMAGES_P;2016;060785003;060785011;NAUT;55;4;56.45;;;;
IMAGES_P;2016;060788957;060785011;M1160;0;0;0.3;0;0;;
IMAGES_P;2016;060788957;060785011;N4130;;1;1.51;;;;
IMAGES_P;2016;060788957;060785011;NAUT;2;;2;;;;
IMAGES_P;2016;060789195;060785011;M1160;5;6;6.7;0;1;;
IMAGES_P;2016;060789195;060785011;M1210;3;0;3;0;0;;
IMAGES_P;2016;060789195;060785011;N4130;28;6;33.29;;;;
IMAGES_P;2016;060789195;060785011;NAUT;41;3;40.58;;;;
IMAGES_P;2016;060789674;130037815;N4130;;3;1.36;0;0;;
IMAGES_P;2016;060789674;130037815;N4160;1;;1;;;;
IMAGES_P;2016;060791811;060010808;M1160;;3;1.2;0;0;0;0
IMAGES_P;2016;060794013;060790797;N4130;4;;4.26;;;;
IMAGES_P;2016;060794013;060790797;N4160;1;;0.5;;;;
IMAGES_P;2016;060794013;060790797;NAUT;8;2;6.85;;;;
IMAGES_P;2016;060798881;060798873;M1160;;6;0.1;0;0;0;0
IMAGES_P;2016;060798881;060798873;N4130;;1;0.1;0;0;;
IMAGES_P;2016;060800174;;M1160;;40;1.5;0;1;1;1
IMAGES_P;2016;060800174;;N4130;10;4;10.6;0;1;;
IMAGES_P;2016;060800174;;N4160;0;1;0.5;;;;
IMAGES_P;2016;060800174;;NAUT;9;0;7.8;;;;
IMAGES_P;2016;070000013;070002878;M1160;3;;2.5;0;1;0;0
IMAGES_P;2016;070000013;070002878;N4130;6;3;7.21;0;1;;
IMAGES_P;2016;070000013;070002878;N4160;1;;0.4;;;;
IMAGES_P;2016;070000013;070002878;NAUT;6;2;6.16;;;;
IMAGES_P;2016;070000070;070780150;M1160;;;;0;0;0;1
IMAGES_P;2016;070000070;070780150;N4130;;1;0.1;0;0;;
IMAGES_P;2016;070000096;070780184;M1160;;3;0.4;0;0;;
IMAGES_P;2016;070000096;070780184;N4130;;4;0.6;0;0;;
IMAGES_P;2016;070000096;070780184;N4160;;1;0.1;;;;
