BOR;AN;nofinesset;nofinessej;SMUR;GEN;SAIS;PED;ANT;FIAUTOR;ANTSAIS;SAMU;HMED;HIDE;HAMB;AMBLCE;VEHLEG;MOYAER;MOYMAR;SORTER1;SORTER2;dtTIH;SORAER1;SORAER2;SORMAR;SORTIES;SORTNM;PATDC;PATLSP;PATTSP;PATTRANM;TRAN;TRAN18;TRAN80;TRANSIEG;TRANAUT;APP;APR15;APD;APMIN;DR;DRM;DRMLIB;HMR;HMRAMU;HMRAM;ARM;NRML;NBLIB;NBSAL;CAR;SAMUSDIS
SMURSAMU;2014;460000110;460780216;1;1;0;0;0;460780216;0;1;168;203;168;1;3;;;687;518;288;;;;1205;253;96;3;85;69;528;49;72;443;68;57605;;57605;56000;47459;40505;7293;168;168;52;168;1;;;957;0
SMURSAMU;2014;470000423;470000316;1;1;0;0;0;;0;1;336;168;288;3;2;;;1011;778;;;;;1789;213;87;5;45;64;798;56;217;425;373;154765;;;;74825;;;168;;102;372;0;27;;389;1
SMURSAMU;2014;470000431;470000324;1;1;0;0;0;;0;0;168;168;168;;1;;;766;39;;;;;805;175;105;4;24;42;500;;;412;88;;;;;;;;;;;;;;;;
SMURSAMU;2014;470000480;470001660;1;1;0;0;0;470001660;0;0;168;168;168;1;1;;;580;23;;;;;603;126;107;;20;;414;20;116;382;32;;;;;;;;;;;;;;;;
SMURSAMU;2014;470000522;470000340;1;0;0;0;1;;0;0;168;168;0;;1;;;321;;;;;;321;;40;;24;100;264;13;65;153;111;;;;;;;;;;;;;;;;
SMURSAMU;2014;480000017;480780097;1;1;0;0;0;;0;1;168;168;168;3;2;0;0;870;69;;100;14;;1053;318;49;5;120;144;864;66;71;749;115;185911;;181341;;54565;19580;0;168;168;;252;1;42;;89;0
SMURSAMU;2014;490000049;490000031;1;1;0;0;0;490000031;0;1;336;386;386;3;3;0;0;2259;1158;250;9;49;0;3475;633;256;12;48;349;1641;170;411;1452;189;296604;;233800;215728;124903;121485;54982;317;184;133;563;1;0;;1525;0
SMURSAMU;2014;490000635;490000676;1;1;0;0;0;;0;0;168;168;0;;2;;;1028;46;0;0;0;0;1074;482;143;39;3;297;546;60;97;393;153;;;;;;;;;;;;;;;;
SMURSAMU;2014;490001765;490528452;1;1;0;0;0;;0;0;168;168;168;1;2;;;783;24;;;;;807;271;112;4;33;114;619;45;209;395;224;;;;;;;;;;;;;;;;
SMURSAMU;2014;500000021;500000054;1;1;0;0;0;;0;0;168;168;0;;1;;;461;24;;3;2;;490;186;90;;21;66;278;32;104;244;34;;;;;;;;;;;;;;;;
SMURSAMU;2014;500000187;500000013;1;1;0;0;0;500000013;0;0;168;168;168;;2;;;696;307;;;;;1003;261;138;6;17;87;520;54;148;478;42;;;;;;;;;;;;;;;;
SMURSAMU;2014;500000260;500000054;1;1;0;0;0;;0;0;336;168;36;1;1;;;401;704;;15;35;;1155;138;75;3;14;46;256;14;70;221;35;;;;;;;;;;;;;;;;
SMURSAMU;2014;500000427;500000096;1;1;0;0;0;500000096;0;0;1582;1582;0;;1;;;202;22;;;;;224;73;38;3;8;24;130;8;26;30;100;;;;;;;;;;;;;;;;
SMURSAMU;2014;500000450;500000112;1;1;0;0;0;500000112;0;1;336;168;0;6;0;0;0;642;153;;14;8;0;817;273;105;8;2;85;428;;;311;117;87901;;76057;69421;50702;49447;9800;168;168;52;316;0;54;;1895;0
SMURSAMU;2014;500000468;500000013;1;1;0;0;0;500000013;;0;168;168;0;;2;;;502;40;;;;;542;194;88;4;19;71;379;43;103;330;49;;;;;;;;;;;;;;;;
SMURSAMU;2014;500000591;500000393;1;1;0;0;0;500000393;0;0;168;168;0;;;;;534;31;;14;0;0;579;225;80;27;18;98;360;;;134;226;;;;;;;;;;;;;;;;
SMURSAMU;2014;510000169;510000037;1;1;0;0;0;510000037;0;0;168;277;254;3;0;0;0;662;128;51;0;0;0;790;194;88;6;38;62;446;43;71;410;36;;;;;;;;;;;;;;;;
SMURSAMU;2014;510000235;510000060;1;1;0;0;0;510000060;0;0;168;168;168;1;1;0;0;667;22;;0;0;0;689;118;79;0;70;57;462;33;132;366;96;;;;;;;;;;;;;;;;
SMURSAMU;2014;510000250;510000078;1;1;0;0;0;;0;0;168;168;77;;1;;;395;25;0;0;0;0;420;76;41;0;35;0;319;37;106;284;35;;;;;;;;;;;;;;;;
SMURSAMU;2014;510004302;510000029;1;1;0;1;0;;0;1;504;504;420;3;2;0;0;1715;1111;0;44;303;0;3173;518;215;6;115;182;1266;149;257;1026;240;222627;;195115;188190;91468;79120;23865;296;168;128;444;0;0;;1936;0
SMURSAMU;2014;510023914;510000037;1;0;0;0;1;510000037;0;0;168;169;45;2;0;0;0;124;16;0;0;0;0;140;28;4;15;3;6;95;7;21;87;8;;;;;;;;;;;;;;;;
SMURSAMU;2014;510023922;100006279;1;0;0;0;1;100006279;0;0;168;168;110;;1;;;294;29;;;;;323;142;36;1;73;142;275;27;77;85;190;;;;;;;;;;;;;;;;
SMURSAMU;2014;520000027;520780032;1;1;0;0;0;520780032;0;1;44;262;195;2;2;0;0;1196;492;0;0;0;0;1688;466;110;11;107;224;1059;;;847;212;79230;;79230;79230;32752;32752;0;44;33;0;168;0;0;;1342;0
SMURSAMU;2014;520000043;520780057;1;1;0;0;0;520780057;0;0;168;168;0;;1;;;664;13;0;0;0;0;677;482;81;4;62;320;182;14;57;124;58;;;;;;;;;;;;;;;;
SMURSAMU;2014;520000068;520780073;1;1;0;0;0;;0;0;168;168;168;;1;;;812;;;;;;812;436;86;12;74;264;346;27;82;285;61;;;;;;;;;;;;;;;;
SMURSAMU;2014;530000017;530000025;1;0;0;0;0;;0;0;168;168;168;0;1;0;0;552;29;0;1;0;0;582;213;55;3;17;138;372;73;168;162;210;;;;;;;;;;;;;;;;
SMURSAMU;2014;530000173;530000074;1;1;0;0;0;;0;0;168;168;168;0;0;0;0;551;33;;;;;584;125;83;6;17;347;501;;;347;154;;;;;;;;;;;;;;;;
SMURSAMU;2014;530000264;530000371;1;1;0;0;0;530000371;0;1;168;182;84;1;2;1;;1005;471;;6;28;;1510;517;124;10;70;313;558;56;95;529;29;117036;;;;109619;67974;37125;297;169;128;339;1;0;;337;0
SMURSAMU;2014;540000015;540023264;1;0;0;1;1;;0;0;0;4;0;;;;;0;386;176;;0;;386;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2014;540000023;540000049;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;494;16;0;;;;510;78;21;4;8;45;432;;;203;229;;;;;;;;;;;;;;;;
SMURSAMU;2014;540000155;540000080;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;589;46;0;;;;635;228;57;1;17;153;361;21;95;206;155;;;;;;;;;;;;;;;;
SMURSAMU;2014;540000296;540000106;1;1;0;0;0;;0;0;168;168;168;1;;;;418;;;;;;418;71;33;2;16;20;347;17;108;139;208;;;;;;;;;;;;;;;;
SMURSAMU;2014;540001070;540000767;1;1;0;0;0;;0;0;336;123;168;2;;;;537;71;;9;5;;622;86;66;16;4;0;449;30;104;297;152;;;;;;;;;;;;;;;;
SMURSAMU;2014;540001096;570010181;1;1;0;0;0;;0;0;168;168;168;;1;;;752;199;0;8;6;0;965;134;91;5;36;111;601;;;370;231;;;;;;;;;;;;;;;;
SMURSAMU;2014;540001138;540023264;1;1;0;0;0;;0;1;441;565;533;1;3;1;0;2703;2392;1214;166;359;0;5620;269;150;21;89;222;2032;191;381;1523;509;295727;;249319;239926;137329;110156;27173;412;336;76;630;1;20;;4572;0
SMURSAMU;2014;540002698;540023264;1;0;0;1;0;;0;0;168;168;0;0;0;0;0;0;82;;;20;;102;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2014;550000012;550006795;1;1;0;0;0;;0;1;168;168;168;;2;;;798;65;57;9;33;;905;112;74;6;32;;711;;;639;72;79842;;79842;79842;42009;35881;6218;168;0;20;336;1;23;;1275;0
SMURSAMU;2014;550000434;550003354;1;1;0;0;0;;0;0;168;168;168;0;2;0;0;476;138;0;0;0;0;614;73;33;13;10;17;403;34;80;201;202;;;;;;;;;;;;;;;;
SMURSAMU;2014;560000127;560023210;1;1;0;0;0;560023210;0;1;406;168;336;2;2;0;0;1184;694;327;191;61;0;2130;515;149;1;43;321;788;;;708;80;301421;;261072;228960;122565;110239;34090;241;168;73;634;1;0;;1328;0
SMURSAMU;2014;560000135;560005746;1;1;0;0;0;560005746;0;0;168;168;168;2;;;;958;58;;88;11;1;1116;201;145;27;29;;732;50;109;698;34;;;;;;;;;;;;;;;;
SMURSAMU;2014;560000143;560014748;1;1;0;0;0;560000143;0;0;252;252;252;1;2;0;0;796;68;;0;0;;864;232;94;29;7;102;564;54;181;446;118;;;;;;;;;;;;;;;;
SMURSAMU;2014;560000192;560000044;1;1;0;0;0;;0;0;168;168;168;;1;;;395;16;;6;;;417;81;63;1;14;3;320;24;81;240;80;;;;;;;;;;;;;;;;
SMURSAMU;2014;560000200;560023210;1;1;0;0;0;560023210;0;0;168;168;168;0;1;0;0;788;7;0;15;0;0;810;399;86;0;39;274;389;;;381;8;;;;;;;;;;;;;;;;
SMURSAMU;2014;570000059;570025254;1;1;0;0;0;570025254;0;0;336;336;336;2;;;;1335;387;;;;;1722;509;183;7;76;249;777;33;132;438;339;;;;;;;;;;;;;;;;
SMURSAMU;2014;570000117;570015099;1;1;0;0;0;;0;0;168;168;168;1;1;;;496;200;;;;;696;90;69;;19;;407;22;130;304;103;;;;;;;;;;;;;;;;
SMURSAMU;2014;570000349;570005165;1;1;0;0;0;;0;0;336;336;1008;0;0;0;0;1895;1000;;0;0;0;2895;512;230;;53;229;1218;57;241;908;310;;;;;;;;;;;;;;;;
SMURSAMU;2014;570000661;570000158;1;1;0;0;1;570000158;0;0;168;170;168;1;1;;;280;53;;;;;333;40;34;1;5;0;240;12;69;199;41;;;;;;;;;;;;;;;;
SMURSAMU;2014;570000901;570000158;1;1;0;0;0;570000158;0;0;168;175;175;1;2;;;531;141;;;;;672;95;78;3;14;0;436;15;114;388;48;;;;;;;;;;;;;;;;
SMURSAMU;2014;570026682;570005165;1;1;0;0;0;;0;1;336;357;672;0;0;0;0;2329;499;36;0;0;0;2828;373;277;0;96;0;1956;92;353;1599;357;605086;;456678;;250858;234716;35275;554;276;110;950;1;0;;10819;0
SMURSAMU;2014;580972669;580780070;1;1;0;0;0;;0;0;168;168;168;;1;;;488;7;;;;;495;221;54;6;35;127;235;10;49;146;89;;;;;;;;;;;;;;;;
SMURSAMU;2014;580972677;580780088;1;1;0;0;0;580780088;0;0;168;420;0;0;1;0;0;615;15;;;0;0;630;145;77;1;67;247;473;22;50;300;173;;;;;;;;;;;;;;;;
SMURSAMU;2014;580972685;580780096;1;1;0;0;0;;0;0;168;77;91;;1;;;489;2;;;;;491;;65;3;47;143;357;19;127;294;63;;;;;;;;;;;;;;;;
SMURSAMU;2014;580972693;580780039;1;1;0;0;0;;0;1;238;168;308;2;2;;;1670;672;;;;;2342;347;193;21;120;;1352;;;1304;48;87534;;75927;72147;53383;50712;11084;168;;48;252;0;;;1339;0
SMURSAMU;2014;590000337;590781415;1;1;0;0;0;;0;0;336;347;347;0;3;0;0;3057;142;0;0;0;0;3199;1422;238;21;203;960;1688;;;1593;95;;;;;;;;;;;;;;;;
SMURSAMU;2014;590000428;590781605;1;1;0;0;0;;0;0;168;168;168;;;;;1773;42;;;;;1815;;154;275;102;426;924;;;610;314;;;;;;;;;;;;;;;;
SMURSAMU;2014;590000469;590781662;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;600;22;0;;;;622;78;59;0;16;150;539;46;154;394;145;;;;;;;;;;;;;;;;
SMURSAMU;2014;590000535;590781803;1;1;0;0;0;590781803;0;0;336;336;336;1;2;;;2359;322;;;;;2681;734;152;367;57;158;1145;107;379;1089;56;;;;;;;;;;;;;;;;
SMURSAMU;2014;590000618;590782215;1;1;0;0;0;590782215;0;0;336;336;336;1;3;0;0;4648;854;0;0;0;0;5502;1011;373;341;0;0;3635;0;0;2730;905;;;;;;;;;;;;;;;;
SMURSAMU;2014;590000758;590782637;1;1;0;0;0;;0;0;168;168;168;;2;;;1736;91;;;;;1827;655;139;15;54;440;1147;;;544;603;;;;;;;;;;;;;;;;
SMURSAMU;2014;590001004;590783239;1;1;0;0;0;590783239;0;0;168;168;168;;2;;;2294;107;;;;;2401;;200;15;132;597;1667;;;1346;321;;;;;;;;;;;;;;;;
SMURSAMU;2014;590796975;590780193;1;1;0;1;0;;0;1;742;742;672;8;8;1;;7014;4767;;68;502;;12351;3325;627;101;419;2178;6309;313;379;3569;2740;992031;;937315;;387537;288670;98867;604;604;212;1828;1;;;4821;0
SMURSAMU;2014;590801106;590782421;1;1;0;0;0;590782421;0;0;168;;;;;;;2529;98;;;;;2627;961;131;19;168;506;2173;163;394;1573;600;;;;;;;;;;;;;;;;
SMURSAMU;2014;590804696;590781902;1;1;0;0;0;590781902;0;0;168;168;168;;2;;;2163;29;;;;;2192;984;125;14;124;984;1179;68;253;589;590;;;;;;;;;;;;;;;;
SMURSAMU;2014;600000053;600101984;1;1;0;0;0;;0;0;202;155;136;1;1;;;1289;284;;;;;1573;621;128;19;86;366;668;44;160;514;154;;;;;;;;;;;;;;;;
SMURSAMU;2014;600000186;600100648;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;961;145;0;5;2;;1113;548;92;5;71;380;963;127;131;273;690;;;;;;;;;;;;;;;;
SMURSAMU;2014;600000194;600100713;1;1;0;0;0;;0;1;336;432;420;3;2;;;2342;516;174;6;1;;2865;618;224;28;70;296;2038;116;325;1599;439;394714;;385635;364636;161862;128644;22934;354;266;88;639;0;14;;15301;0
SMURSAMU;2014;600000285;600100721;1;1;0;0;0;;0;0;35;35;35;1;1;;;692;135;;;;;827;217;62;1;;;337;;;337;;;;;;;;;;;;;;;;;
SMURSAMU;2014;600000467;600101984;1;1;0;0;0;;0;0;202;166;310;2;1;;;1421;275;;;;;1696;668;119;13;113;389;753;64;143;699;54;;;;;;;;;;;;;;;;
SMURSAMU;2014;600113476;600100721;1;1;0;0;0;600100721;0;0;357;421;421;3;2;;;1597;316;56;;;;1913;832;156;12;89;575;723;106;295;661;62;;;;;;;;;;;;;;;;
SMURSAMU;2014;610000044;610780074;1;1;0;0;0;;0;0;168;84;120;1;1;;;641;;;;;;641;326;101;5;127;180;333;29;89;269;64;;;;;;;;;;;;;;;;
SMURSAMU;2014;610000051;610780082;1;1;0;0;0;;0;1;336;168;336;2;3;1;0;1247;705;0;78;428;0;2458;284;115;15;87;114;1048;106;250;906;142;279347;;279347;;74058;73268;21784;168;;108;437;0;0;;1193;0
SMURSAMU;2014;610000069;610780090;1;1;0;0;0;;0;0;168;168;168;3;2;;;693;130;;;;;823;113;75;15;16;7;580;;;564;16;;;;;;;;;;;;;;;;
SMURSAMU;2014;610000077;610780124;1;1;0;0;0;;0;0;168;168;168;;1;;;455;5;;;;;460;111;18;1;11;81;260;8;77;219;41;;;;;;;;;;;;;;;;
SMURSAMU;2014;610000119;610780165;1;1;0;0;0;;0;0;168;168;168;2;2;;;676;57;50;;;;733;135;88;47;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2014;610780108;610790594;1;1;0;0;1;610790594;0;0;168;168;168;0;1;0;0;297;3;0;0;0;0;300;71;26;2;11;;274;18;79;28;246;;;;;;;;;;;;;;;;
SMURSAMU;2014;610780116;610790594;1;1;0;0;0;;0;0;133;168;168;;1;;;384;35;0;0;0;0;419;90;42;4;8;36;334;18;99;190;144;;;;;;;;;;;;;;;;
SMURSAMU;2014;620000034;620100057;1;1;0;0;0;620000034;0;1;504;504;504;4;4;0;0;3302;3844;715;113;546;0;7805;2265;307;68;859;1031;2705;222;488;1697;1008;704887;;648703;;269832;182882;0;454;240;214;1109;1;0;;5642;0
SMURSAMU;2014;620000224;620100651;1;1;0;0;0;;0;0;113;;;1;3;;;2525;73;;;;;2598;982;256;158;8;460;2073;196;441;1330;743;;;;;;;;;;;;;;;;
SMURSAMU;2014;620000257;620100685;1;1;0;0;0;;0;0;286;532;359;2;3;;;4038;131;47;0;0;;4169;1425;341;23;587;1425;1967;489;1040;1223;744;;;;;;;;;;;;;;;;
SMURSAMU;2014;620000323;620101337;1;1;0;0;0;;0;0;168;;;;;;;1558;211;;;;;1769;;116;114;;1299;1456;201;294;1303;153;;;;;;;;;;;;;;;;
SMURSAMU;2014;620000349;620101360;1;1;0;0;1;620101360;0;0;168;168;168;;2;;;1498;25;;;;;1523;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2014;620000653;620103440;1;0;0;0;0;620000653;0;0;168;168;0;;2;;;1566;0;0;6;0;;1572;666;158;116;265;320;1221;0;0;1027;194;;;;;;;;;;;;;;;;
SMURSAMU;2014;620003202;620103432;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;1408;73;0;0;0;0;1481;640;121;1;108;411;722;48;164;515;207;;;;;;;;;;;;;;;;
SMURSAMU;2014;630000404;630780989;1;1;0;0;0;630780989;0;1;411;336;564;4;3;0;0;5007;2701;77;154;139;0;8001;774;226;7;389;151;5567;751;1115;4573;994;300000;;;;163423;118648;44775;405;168;237;540;0;3;;944;1
SMURSAMU;2014;630000412;630780997;1;1;0;0;0;;0;0;168;40;168;0;1;0;0;377;14;0;0;0;0;391;155;48;0;39;64;241;15;63;117;124;;;;;;;;;;;;;;;;
SMURSAMU;2014;630000420;630781003;1;1;0;0;0;;0;0;336;331;168;0;1;0;0;766;47;;;0;0;813;408;65;;108;235;406;;;381;25;;;;;;;;;;;;;;;;
SMURSAMU;2014;630000438;630781011;1;0;0;0;0;630781011;0;0;168;168;168;0;1;0;0;1293;0;;7;;;1300;436;98;6;233;67;864;;;420;444;;;;;;;;;;;;;;;;
SMURSAMU;2014;630000446;630781029;1;1;0;0;0;630781029;0;0;168;168;168;0;1;0;0;834;20;;0;0;0;854;323;88;2;139;94;565;;;349;216;;;;;;;;;;;;;;;;
SMURSAMU;2014;640000162;640780417;1;1;0;0;0;;0;1;252;252;168;3;3;1;0;2403;705;28;219;346;3;3676;998;319;25;404;250;2815;360;600;2072;743;176548;;176548;;77588;67957;23360;236;168;68;392;0;0;;240;0
SMURSAMU;2014;640000402;640780813;1;1;0;0;1;640780813;0;0;168;168;168;0;1;0;0;440;9;0;0;0;0;449;107;56;7;25;109;257;24;107;126;131;;;;;;;;;;;;;;;;
SMURSAMU;2014;640000410;640780821;1;1;0;0;0;;0;0;98;162;168;2;0;0;0;471;3;0;59;0;0;533;139;41;0;18;79;384;47;126;277;107;;;;;;;;;;;;;;;;
SMURSAMU;2014;640000600;640781290;1;1;0;0;0;;0;1;336;336;588;2;3;0;0;2047;508;53;143;119;0;2817;693;205;7;159;322;1603;203;496;1308;295;;;123896;;95162;66427;19308;216;168;48;444;0;1;;572;0
SMURSAMU;2014;650000045;650780158;1;1;0;0;0;;0;0;168;168;0;;;;;514;7;;;;;521;234;44;5;32;153;259;15;56;215;44;;;;;;;;;;;;;;;;
SMURSAMU;2014;650000417;650783160;1;1;0;0;0;;0;1;574;168;672;3;3;0;0;2120;867;0;468;12;;3467;876;210;13;172;391;1797;140;396;1295;502;109948;;96143;87747;52681;49225;8910;208;168;20;360;1;0;;1505;0
SMURSAMU;2014;650784218;650780174;1;1;0;0;0;;0;0;168;504;168;;1;;;470;;;;;;470;160;27;;49;78;282;15;79;204;78;;;;;;;;;;;;;;;;
SMURSAMU;2014;660000084;660780180;1;1;0;0;0;;0;0;672;173;336;1;7;1;0;4275;1893;;691;333;;7192;772;51;9;339;380;3868;188;659;2741;1127;;;;;;;;;;;;;;;;
SMURSAMU;2014;660008947;660780180;0;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;304873;;210216;206296;136360;107734;32412;284;168;116;840;0;21;;1979;1
SMURSAMU;2014;670000025;670780055;1;1;0;0;0;;0;1;784;667;667;4;5;0;0;7952;1279;;779;221;0;10231;4743;538;75;997;3133;3667;309;3363;3311;356;;;;;245962;151937;46343;336;336;132;756;1;0;;5932;0
SMURSAMU;2014;670000157;670780337;1;1;0;0;0;670780337;0;0;168;168;168;1;1;;;1442;202;;;;;1644;1147;2;0;244;901;1209;117;375;981;228;;;;;;;;;;;;;;;;
SMURSAMU;2014;670000165;670780345;1;1;0;0;0;;0;0;168;168;168;1;1;;;1014;178;;;;;1192;327;78;5;65;179;687;;;499;188;;;;;;;;;;;;;;;;
SMURSAMU;2014;670000272;670780543;1;1;0;0;0;;0;0;168;168;0;0;1;0;0;743;89;0;0;0;0;832;300;48;38;34;182;442;29;120;276;166;;;;;;;;;;;;;;;;
SMURSAMU;2014;670000397;670780691;1;1;0;0;0;;0;0;172;172;172;0;0;0;0;1079;188;0;0;0;0;1267;602;64;10;130;398;641;24;158;368;273;;;;;;;;;;;;;;;;
SMURSAMU;2014;670783273;670780055;1;0;0;1;0;;0;0;113;96;;;;;;;618;265;;19;;637;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2014;680000684;680000973;1;1;0;0;0;;0;0;336;336;336;;;;;1795;916;;;;;2711;1005;159;7;150;689;1479;25;44;1267;212;;;;;;;;;;;;;;;;
SMURSAMU;2014;680004546;680000486;1;1;0;0;0;680000486;0;1;336;504;504;;1;;;3403;718;209;355;282;;4758;1945;434;39;236;1236;3066;337;705;1646;1420;279577;;272254;271807;134716;120914;35405;272;208;64;588;0;0;;3270;0
SMURSAMU;2014;690000575;690782222;1;1;0;0;0;;0;0;48;35;35;;;;;1490;32;;;;;1522;199;146;33;;;1216;139;234;1050;166;;;;;;;;;;;;;;;;
SMURSAMU;2014;690000625;690782271;1;1;0;0;0;;0;0;34;67;0;;2;;;481;80;0;0;0;0;561;92;49;0;13;30;389;64;78;122;267;;;;;;;;;;;;;;;;
SMURSAMU;2014;690783154;690781810;1;1;0;0;0;690781810;0;1;816;568;792;6;4;3;;5483;2722;0;721;586;0;9512;1794;446;7;122;1229;3796;495;630;1145;2651;474333;;381593;349020;314202;270898;107420;731;336;395;1536;1;0;;1747;0
SMURSAMU;2014;690784137;690781810;1;0;0;0;1;690781810;0;0;336;168;336;2;1;0;0;2781;1190;0;5;8;0;3984;653;244;3;41;365;2398;218;359;798;1600;;;;;;;;;;;;;;;;
SMURSAMU;2014;690784152;690781810;1;0;0;0;1;690781810;0;0;84;84;84;0;1;0;0;1373;22;0;3;0;0;1398;475;132;12;58;272;879;125;205;226;653;;;;;;;;;;;;;;;;
SMURSAMU;2014;700000011;700780026;1;1;0;0;0;;0;0;168;168;168;;1;;;601;215;;0;0;;816;156;37;1;37;77;431;;;305;126;;;;;;;;;;;;;;;;
SMURSAMU;2014;700000029;700004591;1;1;0;0;0;;0;0;218;168;168;1;2;;;1221;123;;30;;;1374;517;100;26;47;344;876;109;167;767;109;;;;;;;;;;;;;;;;
SMURSAMU;2014;700780059;700004591;1;1;0;0;0;;0;0;70;70;0;;1;;;313;64;;18;4;;399;132;25;9;7;91;223;20;47;46;177;;;;;;;;;;;;;;;;
SMURSAMU;2014;700780208;700004591;1;1;0;0;0;;0;0;168;168;0;;1;;;791;116;;19;;;926;380;47;15;50;268;524;39;97;61;463;;;;;;;;;;;;;;;;
SMURSAMU;2014;710010067;710780644;1;0;0;0;0;710010067;0;0;168;168;203;;2;;;709;35;;;;;744;264;79;36;14;120;450;;;339;111;;;;;;;;;;;;;;;;
SMURSAMU;2014;710010786;710781451;1;1;0;0;0;710010786;0;0;156;232;0;;1;;;505;22;;;;;527;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2014;710978263;710780958;1;1;0;0;0;710780958;0;1;376;376;376;3;3;;;1868;1153;62;100;457;;3578;666;222;45;224;175;1491;118;285;1088;403;223281;;181440;177413;134481;96535;41337;282;168;114;452;0;21;;1150;0
SMURSAMU;2014;710978289;710780263;1;1;0;0;0;;0;0;168;168;168;0;2;0;0;1306;12;;;;;1318;210;119;4;76;4;1149;82;240;1094;55;;;;;;;;;;;;;;;;
SMURSAMU;2014;710978313;710976705;1;1;0;0;0;;0;0;168;168;168;1;;;;645;14;11;;;;659;204;93;111;;;515;28;168;447;68;;;;;;;;;;;;;;;;
SMURSAMU;2014;710978347;710781204;1;1;0;0;0;710978347;0;0;168;168;0;;1;;;585;17;;;;;602;313;73;11;53;176;468;23;132;399;69;;;;;;;;;;;;;;;;
SMURSAMU;2014;720000033;720000025;1;1;0;0;1;720000025;0;1;336;336;336;3;2;0;0;2409;733;73;0;5;0;3147;843;372;34;74;843;1086;84;132;958;128;328297;;252321;75976;124597;95943;25393;168;168;65;434;0;0;;476;0
SMURSAMU;2014;720000470;610780082;1;1;0;0;0;;0;0;56;168;168;0;1;0;0;284;;;;;;284;78;32;3;8;39;207;18;54;98;109;;;;;;;;;;;;;;;;
SMURSAMU;2014;720016179;720016724;1;1;0;0;0;;0;0;168;168;0;0;1;0;0;461;163;;;;;624;211;74;0;24;109;355;33;101;198;157;;;;;;;;;;;;;;;;
SMURSAMU;2014;730000031;730000015;1;1;0;0;0;;0;1;168;168;168;2;3;0;0;1862;1098;645;2;17;;2979;401;166;4;136;83;1004;114;453;921;83;168734;;157457;141983;101936;71860;30156;330;180;130;672;0;43;;870;0
SMURSAMU;2014;730000049;730002839;1;1;0;0;0;;0;0;168;183;0;;1;;;264;37;;581;34;;916;85;36;7;25;17;766;144;74;292;474;;;;;;;;;;;;;;;;
SMURSAMU;2014;730000080;730780103;1;1;0;0;0;;0;0;672;504;0;;;;;356;1;0;511;26;0;894;103;67;0;36;0;707;80;59;415;292;;;;;;;;;;;;;;;;
SMURSAMU;2014;730000247;730780525;1;1;0;0;0;;0;0;168;168;0;;;;;162;14;;;;;176;40;16;2;20;2;139;9;8;109;30;;;;;;;;;;;;;;;;
SMURSAMU;2014;730000262;730002839;1;1;0;0;0;;0;0;168;168;0;;1;;;453;8;;;;;461;145;65;10;26;37;310;28;71;249;61;;;;;;;;;;;;;;;;
SMURSAMU;2014;730010477;730780103;1;0;0;0;1;730780103;0;0;336;0;0;;;;;104;0;;511;26;0;641;;34;;15;;526;67;13;264;262;;;;;;;;;;;;;;;;
SMURSAMU;2014;730010485;730000015;1;1;0;0;0;730000015;0;0;168;72;72;1;1;0;0;843;282;0;1;0;0;1126;216;84;1;79;47;627;61;182;94;533;;;;;;;;;;;;;;;;
SMURSAMU;2014;740000237;740781133;1;1;0;0;0;;0;1;355;350;336;2;1;;;2884;327;8;240;64;0;3515;1465;308;0;491;666;1657;136;267;1544;113;279578;;279578;279578;147877;125618;51919;369;225;144;701;0;21;;1778;1
SMURSAMU;2014;740000302;740781133;1;1;0;0;0;;0;0;168;80;140;;2;;;971;36;;;;;1007;277;101;4;60;307;469;41;66;214;255;;;;;;;;;;;;;;;;
SMURSAMU;2014;740000328;740790381;1;1;0;0;0;;0;0;168;168;0;0;2;0;0;1075;25;;;;;1100;345;125;3;91;126;730;73;102;637;93;;;;;;;;;;;;;;;;
SMURSAMU;2014;740781141;740790258;1;1;0;0;0;;0;0;252;252;252;2;2;;;1811;197;;9;;;2017;952;156;;221;575;784;62;121;619;165;;;;;;;;;;;;;;;;
SMURSAMU;2014;740781166;740001839;1;1;0;0;1;740001839;0;0;198;112;0;0;1;0;0;173;2;;422;23;;620;50;34;16;;;545;;;468;77;;;;;;;;;;;;;;;;
SMURSAMU;2014;740781224;740001839;1;1;0;0;0;;0;0;168;168;0;0;2;0;0;818;122;;;;;940;173;112;61;;;645;;;472;173;;;;;;;;;;;;;;;;
SMURSAMU;2014;750100018;750712184;1;1;0;0;0;;0;0;168;168;168;1;;;;1817;150;;;;;1967;926;95;20;73;788;859;28;153;783;76;;;;;;;;;;;;;;;;
