BOR;AN;nofinesset;nofinessej;EMGER;EVALIH;EVALEH;FILACT;ETP;UGER;LIT_GER;PLA_GER;SEJHC_GER;SEJHP_GER;JOU_GER;EFFPL_PM;EFFPL_GER;EFFPA_PM;EFFPA_GER;ETP_PM;ETP_GER;GAR_PM;GAR_GER;AST_PM;AST_GER;EFFPL_INF;EFFPL_AID;EFFPL_ERG;EFFPL_PMT;EFFPL_APNM;EFFPA_INF;EFFPA_AID;EFFPA_ERG;EFFPA_PMT;EFFPA_APNM;ETP_INF;ETP_AID;ETP_ERG;ETP_PMT;ETP_APNM
MCOGER;2017;870000064;870000015;1;;;;7.94;1;36;2;1164;816;13470;15;5;1;0;10.96;3.57;0;0;1;1;24;19;;;13;1;1;;;;26.76;20.81;;;14.93
MCOGER;2017;870000098;870000023;1;1634;324;940;4.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2017;870000270;870000031;1;186;0;186;;1;24;0;671;0;5750;1;;;;1;;0;;1;;2;4;;;1;2;2;;;1;3.51;4.68;;;0.59
MCOGER;2017;880000021;880007059;1;1230;108;902;1.94;1;24;;600;0;8684;2;1;1;1;2.48;1.5;0;0;1;1;8;11;;;;4;2;;;1;10.34;12.18;;;0.73
MCOGER;2017;880000047;880780077;1;397;;370;;1;25;;696;0;8787;2;2;1;1;2.6;2.6;0;0;1;1;8;5;1;1;;1;1;;;2;8.8;5.5;0.4;0.3;1.08
MCOGER;2017;880000054;880007299;1;6;2;6;0.41;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2017;880000062;880780093;1;159;40;186;1.71;1;5;1;153;11;1785;;;1;1;0.21;0.21;0;0;1;1;10;10;0;0;6;0;1;0;0;0;1.35;1.4;0;0;0.83
MCOGER;2017;880000070;880007299;1;9;11;19;0.41;1;11;0;435;0;4547;1;0;0;0;0.5;0;0;0;1;1;;;;;;10;12;;;12;3.83;4.57;;;3.59
MCOGER;2017;890975527;890000037;1;428;0;399;2;1;27;0;937;0;9768;3;;;;3;;;;;;10;12;;;4;2;2;;;2;11.72;13.72;;;5.86
MCOGER;2017;890975543;890000417;1;413;150;225;2.04;1;20;;152;0;1971;3;;4;;0.91;;0;0;1;1;12;14;;;3;1;;1;;;1.49;1.69;0.05;;0.29
MCOGER;2017;890975550;890970569;1;685;102;787;2;1;29;0;963;0;10374;3;;3;;4.56;;0;0;1;1;7;8;;;4;4;3;;;3;11.21;12.14;;;6.59
MCOGER;2017;890975568;890000433;0;;;;;1;33;5;1631;11;14116;4;2;1;1;4.2;2.2;;;1;;16;23;0;0;2;2;5;0;0;3;14.35;23.83;0;0;3.4
MCOGER;2017;900003039;900000365;0;;;;;1;47;4;924;22;15965;3;3;2;2;4.27;4.27;;0;;1;12;16;;;1;8;4;;;;18.84;18.57;;;1.48
MCOGER;2017;910000272;910110014;1;871;215;427;;1;4;2;102;425;1309;;;1;;0.3;;0;;0;;1;3;;;;1;2;1;;3;1.3;2.7;0.06;;0.3
MCOGER;2017;910000298;910110055;1;989;0;442;2.5;1;30;;815;0;7959;2;1;0;0;2;1;;;;;11;15;;;1;3;2;1;;;9.98;10.21;0.7;;0.37
MCOGER;2017;910000306;910110063;1;189;;237;1;1;20;2;610;47;7264;4;2;0;0;3.4;1.4;0;0;1;1;12;11;;;3;1;2;;;6;12.23;11.27;;;4.36
MCOGER;2017;910001973;910019447;1;301;;254;1.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2017;910018423;910110055;0;;;;;1;;;225;0;2513;0;;1;;1.23;;;;;;;;;;;;;;;;1.5;2.33;;;0.25
MCOGER;2017;910020254;910002773;1;418;23;629;3.95;1;34;2;681;0;10081;7;7;8;8;6.57;6.57;;;;;15;19;;;4;15;19;;;4;14;16;;;3
MCOGER;2017;910100015;750712184;0;;;;;1;24;2;494;257;6665;3;3;2;2;4.2;4.2;1;1;1;1;4;15;;;2;3;1;;;4;6.5;15.9;;;4.4
MCOGER;2017;910100023;750712184;0;;;;;1;30;3;572;881;7987;2;1;7;7;6.3;5.3;1;1;1;1;10;23;;;3;1;1;;;3;10.8;23.8;;;5.2
MCOGER;2017;910150069;910000033;1;0;211;157;1.7;1;71;4;2272;837;22939;9;7;16;8;14.4;11.56;1;1;0;0;30;32;1;1;35;2;1;;;27;29.37;25.24;1.14;0.8;46.47
MCOGER;2017;910300060;920030269;0;;;;;1;20;;137;0;1659;1;1;1;1;1.8;1.8;1;1;0;0;6;8;;;;2;1;;;;6.93;8.33;;;
MCOGER;2017;920000460;750813321;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2017;920000569;920026374;0;;;;;1;57;5;1728;557;18256;7;4;3;2;7.07;4.99;;;;;17;27;;;17;3;4;3;;9;23.56;29.66;0.95;;22.62
MCOGER;2017;920000577;920110020;0;;;;;1;30;;958;0;10307;4;3;;;4.54;2.85;0;0;0;0;15;15;;;6;;;;;1;15.42;13.66;;;4.66
MCOGER;2017;920000601;920110053;0;;;;;1;30;0;869;0;10163;4;4;0;0;4;4;;;;;15;12;0;0;3;0;;0;0;2;15;12;0;0;4
MCOGER;2017;920000635;920150026;1;1161;;541;4.3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2017;920000643;920150034;1;680;0;612;1.2;1;19;0;649;0;6385;3;1;1;;3.1;1;;;;;7;10;;;3;;6;;;1;6.96;6.92;;;2.5
MCOGER;2017;920000650;920150059;1;685;30;792;2.5;1;14;0;425;0;5198;;;1;;0.81;;0;;0;;;;;;;3;3;1;;3;3.54;3;0.5;;2.31
MCOGER;2017;920100013;750712184;1;2508;0;1944;5.61;1;34;2;1187;233;10840;8;8;0;0;6.95;6.95;0;0;0;0;9;11;1;0;1;1;2;0;0;2;9.86;12.76;1;0;1.74
MCOGER;2017;920100021;750712184;1;1018;0;862;2;1;33;;761;0;10729;4;;;;3.5;;0;0;0;0;12;17;;;3;1;1;;;3;12.9;17.9;;;4.3
MCOGER;2017;920100039;750712184;1;156;0;139;0.4;1;22;0;519;0;6823;3;1;1;1;3.6;1.6;1;0;0;0;14;13;0;0;3;1;0;0;0;0;14.31;13;0;0;3
MCOGER;2017;920100047;750712184;1;531;;275;0.5;1;26;1;605;107;8185;1;1;1;0;1.5;1;;;;;11;9;;;;1;2;;;;11.81;10.06;;;
MCOGER;2017;920100062;750712184;0;;;;;1;20;2;566;255;6505;3;2;;;3.33;2;1;;1;;8;3;;;2;2;3;;;;8.81;5.19;;;2
MCOGER;2017;930000286;930021480;1;1669;390;1304;4.5;1;26;;1652;0;9547;8;5;0;0;5.78;5;0;0;0;0;13;13;;0;14;;;;;;12.82;13.96;;0;13.16
MCOGER;2017;930000302;930110036;1;706;0;366;1.5;1;35;2;920;239;11602;6;6;;;5.73;5.73;0;0;0;0;16;21;;;3;;;;;1;16.02;20.37;;;4.18
MCOGER;2017;930000336;930110069;1;1294;0;978;0.97;1;24;0;1058;0;8305;;;;;;;;;;;8;13;;;4;2;;;;1;9.6;13;;;4.2
MCOGER;2017;930100011;750712184;0;;;;;1;37;1;1169;465;12235;3;;2;;1.7;;;;;;16;19;;;5;1;3;;;;16.45;20.79;;;4.67
MCOGER;2017;930100037;750712184;1;824;0;;1.5;1;10;;441;0;5577;2;;2;;3.3;;0;0;0;0;5;10;;;;1;;;;1;5.86;10;;;0.8
MCOGER;2017;930706239;930110051;1;230;;;1;1;24;2;680;82;7363;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2017;940000573;940110018;1;1297;4;786;2.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2017;940000599;940110042;0;;;;;1;28;;920;0;10924;;;1;;0.8;;;;;;;;;;1;;;;;;;;;;0.5
MCOGER;2017;940000649;940150014;1;1825;0;962;4.8;1;29;5;992;508;11982;2;;2;2;3.37;1.35;0;0;0;0;13;14;;;2;;;;;1;11.9;11.66;;;2.7
MCOGER;2017;940100027;750712184;1;2236;434;2403;5.1;1;70;5;2015;1123;23353;5;3;4;3;7.3;4.8;0;0;1;1;37;48;;;;1;1;;;;37.8;48.8;;;
MCOGER;2017;940100035;750712184;0;;;;;1;122;5;4274;1002;39342;9;9;5;5;11.5;11.5;0;0;1;1;45;60;;;3;6;10;;;;49.5;69.22;;;3
MCOGER;2017;940100043;750712184;1;2066;0;1613;4;1;24;0;743;0;8405;2;2;1;1;2.5;2;0;0;0;0;12;14;0;0;3;2;0;0;0;5;13.46;14;0;0;5.69
MCOGER;2017;940100050;750712184;0;;;;;1;44;4;1258;1639;15071;2;2;18;8;7.7;3.1;0;0;0;0;9;26;4;;18;3;3;;;6;11.7;28;0.15;;16.1
MCOGER;2017;940100068;750712184;0;;;;;1;34;6;812;1102;13241;4;4;;;4;4;0;0;0;;16;15;0;0;3;1;4;0;2;3;16.8;18.2;0;0.05;4.22
MCOGER;2017;950000307;950110015;1;1706;;1129;2.6;1;27;4;715;396;10626;7;2;0;0;7.19;2;0;0;1;1;13;15;0;0;3;1;0;0;0;5;13.3;14.14;0;0;6.43
MCOGER;2017;950000315;950001370;1;429;0;298;1.25;1;20;1;605;79;7222;2;1;2;2;2.87;1.87;0;0;0;;11;10;;;2;2;2;;;;10.34;10.93;;;0.71
MCOGER;2017;950000323;950013870;1;651;0;596;1.03;1;30;2;922;572;11039;4;1;3;2;4.27;1.17;0;0;0;0;11;16;;;4;5;2;;;11;11.34;16.78;;;10.03
MCOGER;2017;950000331;950110049;1;765;0;;2.5;1;21;1;879;88;7594;2;2;4;4;3.89;3.89;;;;;9;16;;;1;1;2;;;2;11.58;18.23;;;1.42
MCOGER;2017;950000364;950110080;1;259;0;238;1.9;1;34;0;793;56;10737;3;;0;;3;;;;;;14;12;0;0;8;2;1;0;0;1;15.73;13.06;0;0;7.79
MCOGER;2017;950000406;950150037;0;;;;;1;20;0;511;0;6980;3;;1;;2.4;;1;1;1;1;11;14;;;38;1;;1;;5;5.9;7;0.1;;15.8
MCOGER;2017;970100442;970100228;1;475;;237;6;1;10;;10;0;83;4;3;;;4;3;1;1;1;1;6;6;;;3;;;;;;6;6;;;3
MCOGER;2017;970200036;970202156;0;;;;;1;25;0;479;0;2715;3;;;;2.49;;;;;;11;12;;;;;;;;;10.88;11.24;;;
MCOGER;2017;970211215;970211207;1;810;0;;1.5;1;18;;587;0;6522;1;1;1;;2.66;1;0;0;0;0;9;12;;;6;1;;;;1;9.47;12.6;;;6.68
MCOGER;2017;970211223;970211207;1;;;;0.2;1;20;;576;0;6924;1;;;;1;;0;0;0;0;9;10;;;6;1;;;;1;9.77;10.15;;;6.77
MCOGER;2017;970211231;970211207;0;;;;;1;26;5;352;859;4390;1;1;;;1.5;1;;;;;8;11;;;6;;;;;;8.14;10.68;;;6.53
MCOGER;2017;970400024;970408589;1;558;93;486;4.5;1;20;;638;0;6871;3;3;;;3;3;1;1;0;0;10;14;;;1;;;;;2;10;14;;;2.5
MCOGER;2017;970400057;970408589;1;445;1129;1139;4.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2017;970400065;970421038;1;874;;762;4.1;1;10;0;442;0;3625;2;1;0;0;2.41;1.41;0;0;1;0;8;8;0;0;2;1;1;0;0;0;7.56;8.3;0;0;2
MCOGER;2017;970400073;970403606;1;260;16;276;4;1;24;;1425;0;7400;0;0;0;0;0;0;;;1;1;1;0;0;0;0;0;0;1;0;4;0.51;0;0.5;0;1.25
MCOGER;2017;970400180;970408589;0;;;;;1;22;4;722;650;7025;3;3;0;0;3;3;0;0;1;1;8;17;0;0;;13;7;0;0;5;12.99;19.1;0;0;3.29
MCOGER;2016;010000024;010780054;1;538;137;880;1.3;1;22;;1019;0;7927;3;3;;;1.5;1.5;0;0;0;0;10;13;;;3;4;;;;;12.45;12.36;;;3.04
MCOGER;2016;010000065;010780096;0;;;;;1;46;;1892;0;15524;3;;3;1;4.42;0.82;0;0;1;0;12;13;;;4;17;16;2;1;7;21.03;24.7;0.8;0.25;8.8
MCOGER;2016;010000099;010780120;0;;;;;1;9;0;118;0;1594;;4;1;2;0.11;4.72;0;0;0;0;5;;;;;8;;;;;5.9;;;;
MCOGER;2016;010000115;010009132;0;;;;;1;12;;150;0;3082;;;4;2;0.41;0.31;0;0;0;0;;4;;;1;5;4;1;;3;1.89;5.78;0.08;;1.53
MCOGER;2016;010000131;010009132;0;;;;;1;8;;151;0;2732;1;1;1;;0.29;0.29;0;;0;;1;1;;;;4;4;1;;9;2.82;2.11;0.05;;1.47
MCOGER;2016;010005239;010008407;0;;;;;1;15;;548;0;5151;0;0;1;0;1.04;0;;;;;7;8;0;0;1;1;2;0;0;1;6.21;9.2;0;0;0.85
MCOGER;2016;010780203;010010718;0;;;;;1;26;0;519;0;5216;1;1;2;2;2.4;2.4;0;0;1;1;;;;;;;;;;;;;;;
MCOGER;2016;020000097;020000048;0;;;;;1;33;8;508;1882;7548;;2;;;;2;0;0;1;1;22;25;;;;1;2;;;;22.86;26.72;;;
MCOGER;2016;020000105;020000055;0;;;;;1;14;0;97;0;1449;1;;2;;0.54;;;;;;9;8;1;;4;;2;;;3;5.75;7.53;0.16;;4.14
MCOGER;2016;020000162;020000063;1;381;17;338;1.8;1;40;0;1443;161;14581;2;2;1;1;2.2;2.2;0;0;0;0;14;14;0;0;2;0;2;0;0;8;13.63;15.16;0;0;4.85
MCOGER;2016;020000394;020000253;1;285;0;285;1.4;1;25;0;679;28;8877;4;0;1;0;3.63;0;0;0;0;0;13;10;0;0;6;1;3;0;0;5;14.18;10.05;0;0;8.43
MCOGER;2016;020000519;020000261;1;165;;161;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2016;020000535;020000287;1;417;0;391;2.61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2016;020001061;020004404;0;;;;;1;22;0;1098;16;8561;3;2;0;0;2.75;1.83;0;0;0;0;10;12;1;0;2;0;0;0;0;0;9.5;12.89;0.29;0;1.94
MCOGER;2016;030000061;030780092;1;829;55;799;;1;28;1;710;52;8982;2;2;1;1;2.8;2.8;0;0;1;1;7;12;0;0;1;6;5;0;0;3;12.03;14.91;0;0;2.7
MCOGER;2016;030000079;030780100;1;97;11;108;0.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2016;030000087;030780118;1;590;5;525;3.38;1;25;2;701;46;9324;3;3;;0;1.55;1.55;;;;;9;13;0;0;6;3;3;0;0;0;11.26;14.67;0;0;5.16
MCOGER;2016;040000911;040788879;1;189;491;431;3.3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2016;050000231;050000116;0;;;;;1;11;;388;0;3836;1;0;0;0;1;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCOGER;2016;050000256;050000124;1;167;285;191;1.9;1;12;;420;0;3984;1;;;;0.9;;0;;0;;2;3;;;1;9;8;;;4;6.17;8.58;;;2.77
MCOGER;2016;050000348;050002948;1;783;0;729;3.25;1;30;1;912;1110;10692;3;2;2;1;4.2;2.1;;;;;8;6;0;0;7;24;25;1;0;7;16.75;14.07;0.3;0;10.48
MCOGER;2016;060000478;060780897;1;725;0;461;2;1;12;0;529;0;4870;4;4;;;1.81;1.81;0;0;1;1;4;15;;;9;1;;;;;4.06;11.02;;;2.12
MCOGER;2016;060000510;060780954;1;241;;241;2.1;1;31;0;1301;0;11100;5;;;;3.05;;;;1;;14;16;;;9;2;3;;;1;13.97;17.36;;;9.2
MCOGER;2016;060000544;060780988;1;437;0;330;2.2;1;16;;463;0;5862;1;;1;;1.3;;0;;0;;6;11;;;4;1;1;;;6;6.13;9.18;;;3.55
MCOGER;2016;060002102;060791761;1;;;262;2.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2016;060788957;060785011;1;1411;69;1480;4.3;1;50;4;2306;588;18228;10;1;11;1;11.47;1.1;0;0;1;1;6;;;;51;2;;;;16;5.89;;;;66.92
MCOGER;2016;060789195;060785011;0;;;;;1;20;0;463;0;7340;;;;;;;;;;;31;47;;;3;8;3;;;6;35.68;43.59;;;4.57
MCOGER;2016;060791811;060010808;0;;;;;1;58;4;3991;1093;29195;4;4;;;4;4;1;1;;;21;19;;;7;8;9;;;2;25.86;26.24;;;8.08
MCOGER;2016;070000013;070002878;1;120;96;62;;1;22;0;519;0;6542;5;4;;;4.35;4;0;0;1;1;6;7;;;3;4;1;;;3;6.31;6.07;;;1.41
MCOGER;2016;070000179;070780358;1;398;217;;3.7;1;12;0;491;0;3872;31;1;2;0;23.29;0.95;0;0;0;0;6;12;0;0;57;9;5;0;0;59;11.01;15.33;0;0;87.01
MCOGER;2016;070000609;070005566;1;512;89;;;1;24;;674;0;8638;0;0;3;0;2.15;0.08;;;;;8;11;0;0;2;2;3;0;0;6;6;8.79;0;0;1.7
MCOGER;2016;080000110;080000037;1;88;8;96;2.3;1;20;1;752;19;7630;2;2;0;0;2;2;0;0;1;1;;;;;;;;;;;;;;;
MCOGER;2016;080000425;080000615;1;242;57;271;3.53;1;29;3;751;455;10834;4;1;;;3.05;0.9;0;0;0;0;9;15;;;4;7;9;;;6;13.98;20.24;;;6.9
MCOGER;2016;090000175;090781774;1;407;144;;3.2;1;10;0;193;0;3629;;;1;1;0.9;0.8;0;0;1;1;;;;;;5;3;;;2;2.76;2.84;;;1.29
MCOGER;2016;090000183;090781816;1;225;31;216;3.2;1;10;;277;0;2695;2;2;;;0.7;0.7;;;;;6;3;;;3;;;;;;6.92;3;;;2.2
MCOGER;2016;090001629;090780107;1;;;;0.6;1;0;4;0;9;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;
MCOGER;2016;100000090;100000017;1;683;28;456;2.01;1;30;0;896;0;11518;3;3;4;4;3.02;3.02;0;0;1;1;11;18;1;;0;1;0;0;;2;12.32;16.32;1;;0.56
MCOGER;2016;100000199;100006279;0;;;;;1;19;0;559;0;6380;2;;;;1.5;;0;0;0;0;8;12;;;3;;1;;;;8.44;12.07;;;1.09
MCOGER;2016;100009364;100000017;0;;;;;1;0;5;0;485;0;;;1;1;0.43;0.43;0;0;1;1;2;1;;;1;;;;;4;1.76;1;;;2.01
MCOGER;2016;110000023;110780061;1;2117;0;757;3.91;1;28;2;1373;228;10084;1;;3;1;3.62;1.12;0;0;;1;12;12;;;;6;9;;;5;15.4;18.62;;;1.86
MCOGER;2016;110000056;110780137;1;695;418;1104;2.7;1;14;;485;0;4935;2;2;2;;1.59;0.79;0;0;1;1;11;11;;;2;2;3;;;;10.89;12.89;;;0.18
MCOGER;2016;120000039;120780044;1;1883;680;953;3.6;1;23;1;890;125;7998;0;0;3;0;2.25;0;0;;1;;13;7;0;0;2;3;8;2;0;3;13.26;11.5;1.7;0;3.82
MCOGER;2016;120000054;120780069;1;464;18;460;1.8;1;20;;487;0;4438;0;0;9;0;4.19;0;0;;1;;9;12;0;0;0;2;3;0;0;2;9.21;11.82;0;0;1.22
MCOGER;2016;120000096;120780101;1;254;68;259;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2016;120004569;120004528;1;146;144;293;2.4;1;10;;353;0;2962;2;1;;;1;1;0;;1;1;11;10;1;;2;1;;;;;6.06;5.08;0.75;;0.77
MCOGER;2016;120004668;120004619;0;;;;;1;10;;344;0;3186;1;;;;0.2;;0;;1;;4;9;2;;5;;;;;;4.04;6.35;0.3;;1.15
MCOGER;2016;130000409;130041916;1;1594;0;1191;3.73;1;30;;604;0;6767;3;1;0;0;2.16;1;0;;1;;10;11;;;6;13;19;;;12;14.44;19.93;;;10.41
MCOGER;2016;130000565;130781446;1;673;0;426;1;1;25;;1139;0;8033;1;;1;1;1.9;0.9;0;0;0;0;9;10;;;1;8;6;;;2;14.12;14.54;;;2.1
MCOGER;2016;130001225;130782634;1;1558;0;933;3.45;1;16;;546;0;4632;1;;1;;1.1;;1;;;;;;;;;12;11;1;;5;4.75;4.7;0.25;;1.7
MCOGER;2016;130002827;130789274;1;712;;481;3.86;1;13;0;437;0;4865;0;0;3;0;1.65;0;0;;1;;1;0;0;0;1;11;13;0;0;3;6.4;6.52;0;0;2.56
MCOGER;2016;130002835;130789316;1;448;0;294;3.9;1;16;0;492;0;5417;0;0;2;0;0.76;0;0;0;0;0;0;0;0;0;0;24;24;0;0;22;8;6.76;0;0;6.74
MCOGER;2016;130043664;130002157;1;361;;204;3.9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2016;130780521;130786049;1;695;;545;1.9;1;25;2;513;44;5705;;;3;;0.75;;;;;;12;18;;;5;3;1;;;4;10.46;15.63;;;6.28
MCOGER;2016;130781255;220020739;0;;;;;1;29;8;434;256;5007;4;4;;;4;4;0;;1;;4;5;;;;;;;;3;4;5;;;3
MCOGER;2016;130783293;130786049;1;2248;;2064;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2016;130784234;130786049;0;;;;;1;25;;648;0;8423;3;0;14;0;6.27;0;0;0;0;0;15;13;;;10;3;4;;;2;15.92;16.07;;;10.8
MCOGER;2016;130785652;130014228;1;;;;;1;0;5;63;0;3;1;1;;;1;1;0;0;0;0;1;;;;;;;;1;1;1;;;0.5;0.5
MCOGER;2016;130809015;130001928;0;;;;;1;43;5;995;675;12734;3;1;4;;5.15;1;1;;1;;12;18;;;11;;;;;2;12;18;;;13.1
MCOGER;2016;140000027;140000035;1;746;23;746;5;1;25;2;854;138;9526;6;6;0;0;4.7;4.7;0;0;0;0;9;15;0;0;6;10;3;1;0;6;13.1;16.29;0.5;0;7.41
MCOGER;2016;140000209;140000100;1;927;0;820;4.9;1;30;1;711;165;10642;7;5;2;2;5.39;4.3;0;0;0;0;8;17;1;;13;10;3;;;3;15.26;18.47;0.38;;10.77
MCOGER;2016;140000233;140000118;0;;;;;1;10;0;259;0;3257;1;1;;;1;1;0;0;1;1;;;;;;6;9;;;7;2.15;3;;;1.95
MCOGER;2016;140000373;140000159;0;;;;;1;20;0;424;0;6177;2;1;;;1.85;1;0;0;1;1;9;12;;;3;1;3;;;2;9.58;11.95;;;3.68
MCOGER;2016;140026410;140026279;0;;;;;1;28;;696;0;9980;3;2;;;2.18;0.37;0;0;0;0;12;10;;;10;2;4;;;3;11.92;12.81;;;12.56
MCOGER;2016;150000032;150780088;0;;;;;1;16;0;472;0;5270;2;2;0;0;1;1;;;;;7;8;;;5;2;2;;;1;8.65;9.21;;;4.65
MCOGER;2016;150000040;150780096;1;;;;0.2;1;16;;355;0;4198;3;2;2;1;1.11;0.95;0;0;1;1;4;6;;;1;;4;;;4;4;9.12;;;2.32
MCOGER;2016;160000253;160000451;1;591;0;703;2.8;1;30;5;1128;285;10663;1;1;4;4;2.92;2.92;0;0;1;1;15;17;0;0;6;2;2;1;0;6;14.84;19.68;0.24;0;7.57
MCOGER;2016;160000303;160006037;1;124;41;153;1.35;1;21;;351;0;4308;2;1;;;1.33;1;1;;1;;2;1;;;2;;1;;;;1.35;1.3;;;1
MCOGER;2016;160000311;160000485;1;21;18;34;2.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2016;160015368;160014411;0;;;;;1;15;;508;0;5330;;;3;;1.28;;;;;;2;4;;;;3;11;;;3;5.81;10.69;;;0.6
MCOGER;2016;170000038;170780050;0;;;;;1;30;1;945;163;10489;3;2;;;2.98;2.02;0;0;1;1;13;16;;;2;5;1;;;3;15.01;16.64;;;2.9
MCOGER;2016;170000079;170780142;0;;;;;1;11;1;137;89;3376;1;;;;0.5;;0;0;0;0;6;4;;;1;2;4;;;;7.72;6.89;;;1
MCOGER;2016;170000087;170024194;1;503;;460;1.7;1;38;;1205;0;11055;3;3;;;3;3;;;;;16;14;;;7;0;3;;;1;14.67;16.49;;;5.36
MCOGER;2016;170000095;170780167;0;;;;;1;30;0;681;0;8718;3;0;0;0;2.1;0;0;0;1;1;5;6;0;0;3;18;28;1;0;15;10.11;16.42;0.2;0;8.72
MCOGER;2016;170000103;170780175;1;131;0;132;1;1;27;;1075;3;11430;11;0;1;0;9.62;0;0;0;0;0;16;16;0;0;7;3;5;0;0;2;13.66;13.47;0;0;2.15
MCOGER;2016;170000129;170780191;1;;;;1;1;26;0;1140;0;8296;2;2;;;2;2;;;1;1;10;11;;;6;5;2;;;1;13.08;11.88;;;3.17
MCOGER;2016;170000152;170780225;1;1276;73;607;3.5;1;41;0;1418;0;13526;1;;4;2;3.99;1.47;0;0;1;1;14;16;;;;12;11;;;7;18.33;21.64;;;1.67
MCOGER;2016;180000010;180000028;1;1167;33;992;1.97;1;29;0;826;0;11700;3;3;0;0;4.68;4.68;0;0;1;1;12;17;;;1;5;4;;;2;15.65;19.85;;;1.9
MCOGER;2016;180000283;180000069;0;;;;;1;46;1;1408;34;16378;6;1;;;3.07;0.57;0;0;1;0;13;18;;;5;8;10;;;4;17.97;25.63;;;8.59
MCOGER;2016;190000018;190000042;1;1655;515;1693;4.28;1;43;0;1296;0;13780;7;7;;;5.18;5.18;0;0;0;0;19;26;;;12;;2;;;6;15.75;23.13;0.1;;11.12
MCOGER;2016;190000026;190000059;1;500;229;604;3.9;1;21;;472;0;7756;3;;3;3;2.94;0.44;;;1;1;9;7;;;5;2;;;;2;10.19;8.22;;;6.86
MCOGER;2016;190000091;190000075;1;35;0;35;;1;5;1;239;4;2060;27;;;;29.07;;0;0;1;1;20;18;;;1;1;3;;;;19.43;19.63;;;0.8
MCOGER;2016;210986089;210780581;1;;;;1.97;1;60;10;1816;1232;22610;13;4;;;7.58;2.93;1;1;1;1;33;33;;;32;;;;;;28.23;26.61;;;25.48
MCOGER;2016;210987657;210012175;1;782;172;954;2.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2016;210987665;210012142;1;0;53;53;0.35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2016;210987673;210012142;0;;;;;1;23;1;486;238;6367;3;;1;;3.01;;;;;;;;;;;;;;;;;;;;
MCOGER;2016;220000012;220000020;1;890;211;963;0.5;1;40;0;1417;0;14033;7;1;1;1;5.67;1.6;0;0;1;1;22;23;1;;7;5;14;4;;3;18.19;24.94;0.26;;7.96
MCOGER;2016;220000095;220000046;1;483;68;475;2.5;1;32;5;1017;88;12443;5;5;;;3.94;3.94;0;0;0;0;14;12;;;5;10;18;;;8;19.64;23.06;;;6.87
MCOGER;2016;220000343;220000079;1;430;65;459;3.25;1;25;8;789;302;7431;2;2;;;2;2;0;0;1;1;6;14;;;3;4;2;;;;9.57;15.11;;;2.4
MCOGER;2016;220000368;220000103;1;423;0;346;;1;24;0;918;0;8563;4;;;;3;;0;0;0;0;11;9;1;;4;5;6;;;5;13.68;13.27;0.67;;6.01
MCOGER;2016;220000541;220000152;1;467;4;421;1.67;1;30;;928;0;10571;2;1;;;2.57;0.91;0;0;1;1;11;14;;;7;;;;;;9.79;13.56;;;4.56
MCOGER;2016;220001259;220005045;1;0;74;67;;1;30;5;744;584;9120;2;;4;;3.08;;0;;;;9;10;;;2;;5;2;;12;11.64;12.73;0.62;;6.52
MCOGER;2016;230000820;230780041;1;596;0;556;3.51;1;25;;749;0;9028;2;1;;;1.4;0.4;0;0;1;1;7;12;;;;1;;;;;8.04;12.23;;;
MCOGER;2016;230004657;230780058;0;;;;;1;24;0;467;0;5277;2;1;1;;2.35;1;0;0;0;0;10;15;;;7;2;;;;1;10.04;14.36;;;6.49
MCOGER;2016;240000372;240000059;1;63;52;71;1.47;1;14;;524;0;4826;1;1;1;;1.08;0.33;0;;1;;6;10;;;1;4;1;;;1;8.58;9.8;;;1.4
