BOR;AN;nofinesset;nofinessej;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_REE;HPLETP_EDU
PSY;2018;260000823;260003264;TOT;1;;;1;213;8;;;;;;122;0;;2804;71607;2913;;;;;;20481;0;;4;20;2;16;81310;2602;15141;11249;1450;6766;109;11728;11352;1534;67;39;5;43.44;2;3;4.83;;;422;100;521.66;332.54;40.37;31.4;9.95;28.29;15;1;14.84;2;;2.14;252;54;311.76;194.09;40.29;5.98;0.1;9.52
PSY;2018;260005277;630786754;GEN;;1;;;;;;;;;;10;;;;;;;;;;;3541;;;;2;;3;19865;;1870;402;27;2623;;3761;7759;;;;5;5.17;;;;0;0;28;12;32.35;26.67;;3.89;;1.79;;;;;;;;;;;;;;
PSY;2018;260005277;630786754;INF;;1;;;;;;;;;;13;;;;;;;;;;;1981;;;;2;;;9668;;;;;79;14;796;742;;;1;;1.6;;;;0;0;13;8;19.21;9.23;;4.5;3.61;1.87;;;;;;;;;;;;;;
PSY;2018;260005277;630786754;TOT;1;;;0;;;;;;;;23;;;;;;;;;;;5522;;;;4;;3;29533;;1870;402;27;2702;14;4557;;;;1;5;6.77;;;;;;41;12;51.56;35.9;;8.39;3.61;3.66;;;;;;;;;;;;;;
PSY;2018;270000573;270000219;GEN;;6;;;269;;10;;9;;;89;0;;2551;91891;0;2364;;2895;;574;10475;691;;1;10;6;9;70094;17964;39533;9230;903;2997;5;11661;9318;1670;97;31;10;40.82;2;7;4.53;0;0;465;96;533.71;301.39;121.3;31.51;1.94;16.78;7;21;19.69;;1;0.32;337;69;386.73;195.42;118.13;3.55;0.69;9.15
PSY;2018;270000573;270000219;INF;;1;;;;12;;;;;;70;;;0;0;1183;;;0;;52;7255;0;;;7;7;4;41224;7568;8961;1009;39;1162;105;4610;4347;0;0;8;6;12.35;;;;0;0;90;32;113.84;55.62;;22.32;10.3;24.11;;;;;;;;;;;;;;
PSY;2018;270000573;270000219;PEN;;;;;0;;;;;;;;;;67;628;;;;;;;;;;;1;;;;;0;0;;;;671;625;46;0;;3;0.6;;;;;;4;5;6.17;4.36;;1.71;;0.1;;;;;;;;;;;;;;
PSY;2018;270000573;270000219;TOT;1;;4;1;269;12;10;;9;;;159;0;;2618;92519;1183;2364;;2895;;626;17730;691;;1;18;13;13;111318;25532;48494;10239;942;4159;110;16942;14290;1690;97;39;19;53.77;2;7;4.53;;;559;133;653.72;361.37;121.3;55.54;12.24;40.99;7;21;19.69;;1;0.32;337;69;386.73;195.42;118.13;3.55;0.69;9.15
PSY;2018;270025984;690036090;GEN;;;;;96;;;;;;;20;;;730;30604;;;;;;;6124;;;;;;;;;;;;;;728;174;628;0;5;;5;;1;0.45;0;1;47;7;42.83;30.39;6.44;2;;4;4;;4;;1;0.45;39;7;;23.89;5.44;1.8;;4
PSY;2018;270025984;690036090;TOT;0;;;0;96;;;;;;;20;;;730;30604;;;;;;;6124;;;;;;;;;;;;;;728;;;;5;;5;;1;0.45;;;47;7;42.83;30.39;6.44;2;;4;4;;4;;1;0.45;39;7;;23.89;5.44;1.8;;4
PSY;2018;270027279;270027881;GEN;;;;;80;;;;;;;20;;;502;26638;;;;;;;5439;;;;;;;;;;;;;;591;54;537;0;;6;4.9;;1;0.85;0;1;61;4;69.2;30;21.6;5.2;4.6;1.8;;1;0.6;;1;0.1;54;1;59.8;25.4;20.3;4.5;3.2;1
PSY;2018;270027279;270027881;TOT;0;;;0;80;;;;;;;20;;;502;26638;;;;;;;5439;;;;;;;;;;;;;;591;;;;;6;4.9;;1;0.85;;;61;4;69.2;30;21.6;5.2;4.6;1.8;;1;0.6;;1;0.1;54;1;59.8;25.4;20.3;4.5;3.2;1
PSY;2018;280000050;280000142;GEN;;4;;;175;6;;;;;;74;6;;1967;53553;1334;;;;;91;16362;692;;1;5;;;34774;3171;2567;1497;858;5401;104;5695;5261;1192;23;6;7;9.3;2;5;5.6;;;215;46;243.73;133.4;54.79;6.49;2;10.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2018;280000050;280000142;INF;;1;;;;;;;;;;45;;;;;;;;;;;4755;;;;2;;;10387;13;10396;13;;2;21;1521;1318;;;3;0;2.98;0;0;0;;;31;15;40.39;19.71;2;5.22;4.27;5.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2018;280000050;280000142;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571;;;;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2018;280000050;280000142;TOT;1;;;1;175;6;;;;;;119;6;;1967;53553;1334;;;;;91;21117;692;;1;7;;;45161;3184;12963;1510;858;5403;125;7739;6554;;;9;7;12.28;2;5;5.6;;;245;61;284.12;153.11;56.79;11.71;6.27;16.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2018;280000084;280000183;GEN;;2;;;43;;;;10;;;15;2;;422;11480;;;;4087;;;3924;7;;;1;1;;10630;330;;546;72;1465;21;2872;1596;585;2;6;4;6.57;;;;1;0;65;11;70.56;43.76;12.56;3.53;2.84;0.92;6;2;3.89;;;;53;7;55.09;32.59;12.52;1.54;2.9;0.51
PSY;2018;280000084;280000183;INF;;1;;;;10;;;;;;18;;;;;1320;;;;;;3447;;;;1;;1;10945;;5009;248;142;128;248;1242;1038;16;6;2;4;3.5;;;;0;0;31;15;44.75;10.52;2.5;7.02;3.77;10.45;;;;;;;;;;;;;;
PSY;2018;280000084;280000183;TOT;1;;;0;43;10;;;10;;;33;2;;422;11480;1320;;;4087;;;7371;7;;;2;1;1;21575;330;5009;794;214;1593;269;4114;;;;8;8;10.07;;;;;;96;26;115.31;54.28;15.06;10.55;6.61;11.37;6;2;3.89;;;;53;7;55.09;32.59;12.52;1.54;2.9;0.51
PSY;2018;280000696;280000134;INF;;3;;;5;;;;;;;32;;3;132;1202;;;;;;;6553;;1974;;1;1;1;6405;281;226;15;12;0;126;891;884;56;;4;;4;;;;1;0;48;25;67.22;26.04;;4.37;4.84;26.99;1;;1;;;;18;4;20.82;10.41;;;;
PSY;2018;280000696;280000134;TOT;1;;;0;5;;;;;;;32;;3;132;1202;;;;;;;6553;;1974;;1;1;1;6405;281;226;15;12;0;126;891;;;;4;;4;;;;;;48;25;67.22;26.04;;4.37;4.84;26.99;1;;1;;;;18;4;20.82;10.41;;;;
PSY;2018;290000033;290021542;GEN;;3;;;187;;;22;;;;123;;1;2848;58511;;;4733;;;;25477;;1154;;8;1;9;34247;1397;10713;6709;1946;2419;;5791;3984;1607;58;6;5;9.5;3;3;6.1;0;1;;;;;;;;;;;;;;;306;89;360.41;268.85;23.28;12.9;;12.19
PSY;2018;290000033;290021542;INF;;1;;;8;;;;;;;46;;;266;2603;;;;;;;4240;;;;3;;1;14361;;998;13;59;87;179;1292;1126;82;2;3;1;3.98;1;;1;0;1;;;;;;;;;;;;;;;43;28;63.96;35.9;2.13;6.71;8.57;5.47
PSY;2018;290000033;290021542;TOT;1;;1;0;195;;;22;;;;169;;1;3114;61114;;;4733;;;;29717;;1154;;11;1;10;48608;1397;11711;6722;2005;2506;179;7083;5110;1689;60;9;6;13.48;4;3;7.1;;;;;;;;;;;;;;;;;349;117;424.37;304.75;25.41;19.61;8.57;17.66
PSY;2018;290000058;290000017;GEN;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;22;;4;3;3.36;;;;0;1;2;6;4.06;2.8;;;0.1;;;;;;;;;;;;;;;
PSY;2018;290000058;290000017;INF;;1;;;13;;;;;;;;2;;160;3365;;;;;;;;39;;;;;;;;;;;;;;;;;1;;0.5;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
PSY;2018;290000058;290000017;TOT;1;;0;0;13;;;;;;;;2;;160;3365;;;;;;;;39;;;;;;;;;;;;;22;;22;;5;3;3.86;;;;;;2;6;4.06;2.8;;;0.1;;;;;;;;;;;;;;;
PSY;2018;290000173;290000041;GEN;;1;;;47;;;;;;;15;4;1;871;13132;;;;;;180;4366;445;1732;2;3;0;1;13138;;6737;2066;909;1840;;1762;1391;371;3;3;2;3.75;;;;;;80;31;100.75;73.52;;2.91;3;1.99;;;;;;;;;;;;;;
PSY;2018;290000173;290000041;TOT;1;;;0;47;;;;;;;15;4;1;871;13132;;;;;;180;4366;445;1732;2;3;0;1;13138;;6737;2066;909;1840;;1752;1391;371;3;3;2;3.75;;;;;;80;31;100.75;73.52;;2.91;3;1.99;;;;;;;;;;;;;;
PSY;2018;290000363;920030269;GEN;;;;;86;;;;;;;13;;;976;28523;;;;;;;3938;;;;;;;;;;;;;;690;;623;;5;;5;;1;0.5;1;1;54;29;71.36;27.53;10.48;1.04;3.06;1;5;;5;;1;0.5;50;26;65.36;25.33;9.48;0.58;1.06;1
PSY;2018;290000363;920030269;TOT;0;;;0;86;;;;;;;13;;;976;28523;;;;;;;3938;;;;;;;;;;;;;;690;;623;;5;;5;;1;0.5;;;54;29;71.36;27.53;10.48;1.04;3.06;1;5;;5;;1;0.5;50;26;65.36;25.33;9.48;0.58;1.06;1
PSY;2018;290000728;750821092;GEN;;;;;22;;;;;;;10;4;1;308;3607;;;;;;;1704;112;833;;;1;;;2265;;;;;;956;884;185;;2;1;2.58;;;;0;1;27;9;26.18;10.96;8.12;1.46;0.54;0.1;;3;0.71;;;;18;10;19.65;8.77;6.5;0.56;0.54;0.08
PSY;2018;290000728;750821092;TOT;0;;;0;22;;;;;;;10;4;1;308;3607;;;;;;;1704;112;833;;;1;;;2265;;;;;;956;884;185;;2;1;2.58;;;;;;27;9;26.18;10.96;8.12;1.46;0.54;0.1;;3;0.71;;;;18;10;19.65;8.77;6.5;0.56;0.54;0.08
PSY;2018;290000736;290000991;GEN;;;;;68;;;;;;;12;;;745;19692;;;;;;;104;;;;;;;;;;;;;;587;;;;;4;;;;;;;13;;22.63;14.25;7.7;0.2;;0.11;;4;;;;;13;;;;;;;
PSY;2018;290000736;290000991;TOT;0;;;0;68;;;;;;;12;;;745;19692;;;;;;;104;;;;;;;;;;;;;;587;;;;;4;;;;;;;13;;22.63;14.25;7.7;0.2;;0.11;;4;;;;;13;;;;;;;
PSY;2018;290000744;290001007;GEN;;;;;126;;;;;;;12;12;;1712;44597;;;;;;;5372;2724;;;;;;;;;;;;;1458;;1262;1;;6;;1;1;;0;0;31;24;47.21;29.59;12.51;3.03;1.03;1.12;;6;;1;1;;;;;;;;;
PSY;2018;290000744;290001007;TOT;0;;;0;126;;;;;;;12;12;;1712;44597;;;;;;;5372;2724;;;;;;;;;;;;;1458;;;;;6;;1;1;;;;31;24;47.21;29.59;12.51;3.03;1.03;1.12;;6;;1;1;;;;;;;;;
PSY;2018;290000785;220020739;GEN;;;;;20;;;;;;;;;;384;6533;;;;;;;;;;;;1;;;642;;;;;;477;193;318;0;;2;1.2;;1;0.1;;;16;5;20.44;14.22;4.24;1.53;0.45;;;2;1.2;;;;16;5;20.44;14.22;4.24;1.53;0.45;
PSY;2018;290000785;220020739;TOT;0;;;0;20;;;;;;;;;;384;6533;;;;;;;;;;;;1;;;642;;;;;;477;193;318;0;;2;1.2;;1;0.1;;;16;5;20.44;14.22;4.24;1.53;0.45;;;2;1.2;;;;16;5;20.44;14.22;4.24;1.53;0.45;
PSY;2018;290000918;290000298;GEN;;3;;;190;;24;0;;6;;147;6;;2574;62443;;3925;;;599;89;22028;510;;6;10;11;14;55901;7865;4859;5761;1180;11867;49;9728;7795;1456;60;15;10;22.7;5;7;7.04;0;1;352;144;444.59;333.41;28.53;17.75;3.3;15.33;10;7;6.91;2;4;3.78;247;62;269.33;185.41;27.08;4.71;2.05;6.81
PSY;2018;290000918;290000298;INF;;2;;;19;;;;;;;56;7;;292;3910;;;;;;34;8116;795;;2;7;2;7;16432;3233;1602;626;109;327;148;1484;1252;110;;7;4;9.07;1;1;1.03;0;1;90;43;119.57;62.66;4;10.59;10.69;21.84;4;2;2.1;1;1;0.85;47;14;54.7;35.12;4;0.35;0.1;7.38
PSY;2018;290000918;290000298;TOT;1;;5;0;209;;24;0;;6;;203;13;;2866;66353;;3925;;;599;123;30144;1305;;8;17;13;21;72333;11098;6461;6387;1289;12194;197;11162;9002;1561;60;22;14;31.77;6;8;8.07;;;439;185;564.16;396.07;32.53;28.34;13.99;37.17;14;9;9.01;3;5;4.63;293;76;324.03;220.53;31.08;5.06;2.15;14.19
PSY;2018;290000934;560005746;GEN;;1;;;20;;;;;;;;;;142;5006;;;;;;;;;;;;;;;;;;;;;114;;114;;;1;0.5;;2;1.1;0;1;15;16;27.61;11.53;10.48;0.34;1.41;;;;;;;;;;;;;;;
PSY;2018;290000934;560005746;TOT;1;;;1;20;;;;;;;;;;142;5006;;;;;;;;;;;;;;;;;;;;;114;;114;;;1;0.5;;2;1.1;;;15;16;27.61;11.53;10.48;0.34;1.41;;;;;;;;;;;;;;;
PSY;2018;290003995;560005746;GEN;;1;;;48;;;;;;;28;2;;562;9521;;;;;;;5484;72;;;2;1;2;12465;851;783;1709;443;1500;;3043;2884;374;0;4;1;4.56;;;;0;1;63;26;84.47;62.53;2.32;2.27;1;0.55;;;;;;;;;;;;;;
PSY;2018;290003995;560005746;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2018;290003995;560005746;TOT;1;;;0;48;;;;;;;28;2;;562;9521;;;;;;;5484;72;;;2;1;2;12465;851;783;1709;443;1500;;3043;2884;374;0;4;1;4.56;;;;;;63;26;84.47;62.53;2.32;2.27;1;0.55;;;;;;;;;;;;;;
PSY;2018;290004324;290000017;GEN;;;;;;;;;3;;;;;;;;;;;361;;;;;;;;1;;;1025;;;219;4104;;2267;1930;337;;7;2;6.07;1;3;2.07;0;1;18;9;25.14;20.7;;0.12;;2.22;;;;;;;;;;;;;;
PSY;2018;290004324;290000017;TOT;0;;;0;;;;;3;;;;;;;;;;;361;;;;;;;;1;;;1025;;;219;4104;;2267;1930;337;;7;2;6.07;1;3;2.07;;;18;9;25.14;20.7;;0.12;;2.22;;;;;;;;;;;;;;
PSY;2018;290004340;290000017;GEN;;4;;;196;;6;;;;;91;21;;3790;61456;;1377;;;;;12475;2304;;14;12;0;7;27465;;21692;10924;3478;2897;;9672;7526;1958;2;25;11;19.21;4;6;2.73;0;1;86;52;112.44;92.51;;3.71;;0.25;;;;;;;213;65;264.59;187.92;12.4;7.54;1;2
PSY;2018;290004340;290000017;INF;;2;;;14;16;;;;;;63;;;318;2685;2080;;;;;50;5376;;;4;2;;2;11392;;;1170;150;11;2528;1383;967;148;;12;3;11.66;2;;1.25;0;1;47;21;57.56;25.36;1;4.59;5.67;11.34;;;;;;;31;20;40.46;24.47;;3.98;3.83;1
PSY;2018;290004340;290000017;PEN;;;;;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;539;539;;;1;;0.2;;;;;;;1;0.1;;;0.1;;;;;;;;;;;;;;;;
PSY;2018;290004340;290000017;TOT;1;;6;1;210;16;6;;;;;154;21;;4108;64141;2080;1377;;;;50;17851;2304;;19;14;0;9;38857;;21692;12094;3628;2908;2528;11429;8880;2094;2;38;14;31.07;6;6;3.98;;;133;74;170.1;117.87;1;8.4;5.67;11.59;;;;;;;244;85;305.05;212.39;12.4;11.52;4.83;3
PSY;2018;2A0000287;2A0000386;GEN;;2;;;158;;;;;;;26;6;7;1543;47217;;;;;;;2411;0;2712;;10;4;7;31232;467;2388;3136;1367;583;;4226;3827;786;65;6;11;8.22;4;3;4.76;;;302;27;298.22;177.68;57.48;6.67;0.01;6.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2018;2A0000287;2A0000386;INF;;1;;;6;;;;;;;15;6;6;107;1604;;;;;;57;1503;226;2408;;6;1;6;30064;0;2473;137;5;;279;1045;861;59;;9;5;7.5;0;0;0;;;96;11;90.68;58.92;3.1;10.56;2.8;10.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2018;2A0000287;2A0000386;TOT;1;;;1;164;;;;;;;41;12;13;1650;48821;;;;;;57;3914;226;5120;;16;5;13;61296;467;4861;3273;1372;583;279;5242;4813;845;65;10;13;15.72;4;3;4.76;;;391;33;388.9;236.6;60.58;17.23;2.81;16.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2018;2B0000012;2B0000020;GEN;;2;;;38;;;;;;;;;0;520;11490;;;;;;;;;;5;0;;;13157;;;3381;364;1527;8;2470;1581;454;2;5;5;8.24;0;0;0;0;1;65;14;66.65;34.37;19.26;4;0.22;2.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2018;2B0000012;2B0000020;INF;;1;;;;;;;;;;25;;;;;;;;;;214;3365;;;1;3;;;21358;;;255;60;582;203;1068;1018;;;3;1;3.35;;2;1.3;0;1;28;19;37.59;12.95;0;8.26;6.22;6.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2018;2B0000012;2B0000020;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;561;561;;;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2018;2B0000012;2B0000020;TOT;1;;0;1;38;;;;;;;25;;0;520;11490;;;;;;214;3365;;;6;3;;;34515;;;3636;424;2109;211;4099;3160;454;2;8;6;11.59;0;2;1.3;;;92;32;104.24;47.32;19.26;12.26;6.44;8.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2018;2B0003016;2B0003990;GEN;;;;;48;;;;;;;;;;414;17336;;;;;;;;;;;;;;;;;;;;;243;;;;;3;;;;;;;;;;7.9;6;0.5;;0.3;;;;;;;;;;;;;;
PSY;2018;2B0003016;2B0003990;TOT;0;;;0;48;;;;;;;;;;414;17336;;;;;;;;;;;;;;;;;;;;;243;;;;;3;;;;;;;;;;7.9;6;0.5;;0.3;;;;;;;;;;;;;;
PSY;2018;2B0003917;2B0003891;GEN;;;;;;;;;;;;37;;;;;;;;;;;14058;;;;;;;;;;;;;;438;;;;;6;;;;;;;;;;8.6;;1;;2;;;;;;;;;;;;;;
PSY;2018;2B0003917;2B0003891;TOT;0;;;0;;;;;;;;37;;;;;;;;;;;14058;;;;;;;;;;;;;;438;;;;;6;;;;;;;;;;8.6;;1;;2;;;;;;;;;;;;;;
PSY;2018;2B0004113;2B0000467;GEN;;;;;98;;;;;;;;;;622;36066;;;;;;;;;;;;;;;;;;;;;442;;;;;;;;;;;;;;;20;10;1.3;;3.5;;;;;;;;;;;;;;
PSY;2018;2B0004113;2B0000467;INF;;;;;6;;;;;;;;;;48;2071;;;;;;;;;;;;;;;;;;;;;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2018;2B0004113;2B0000467;TOT;0;;;0;104;;;;;;;;;;670;38137;;;;;;;;;;;;;;;;;;;;;479;;;;;;;;;;;;;;;20;10;1.3;;3.5;;;;;;;;;;;;;;
PSY;2018;300000023;300780046;GEN;;2;;;66;0;0;0;0;0;;16;3;0;803;18626;0;0;0;0;0;0;2825;15;0;0;5;1;1;22195;411;3891;253;0;970;0;4002;3442;522;3;4;1;4.06;0;1;0.47;1;0;124;20;111.56;73.21;0;5.17;0;0;4;0;1.1;0;0;0;80;7;75.14;52.35;0;0.72;0;0
PSY;2018;300000023;300780046;INF;;1;;;0;0;;;0;0;;37;0;0;0;0;0;;;0;0;81;3523;0;0;0;3;0;0;15054;0;0;0;0;0;0;1083;1082;0;0;2;1;2.64;0;0;0;0;0;40;6;37.22;7.53;0;9.92;2.23;11.35;2;0;1.2;0;0;0;;;;;;;;
PSY;2018;300000023;300780046;TOT;1;;6;0;66;0;0;0;0;0;;53;3;0;803;18626;0;0;0;0;0;81;6348;15;0;0;8;1;1;37249;411;3891;253;0;970;0;5085;;;;6;2;6.7;0;1;0.47;;;161;26;148.78;80.74;0;15.09;2.23;11.35;6;0;2.3;0;0;0;80;7;75.14;52.35;0;0.72;0;0
PSY;2018;300000080;300780103;GEN;;3;;;176;20;;;;;;87;;;1949;48108;4511;;;;;;15986;;;;8;1;2;56760;3652;8738;4997;1348;900;190;7193;6403;1065;19;16;9;22.35;1;3;2.1;0;1;310;57;340.03;219.96;36.44;7.46;0.78;12.06;10;4;7.93;1;3;2.1;230;35;238.67;148.43;34.52;2.46;0.73;5.59
PSY;2018;300000080;300780103;INF;;1;;;6;5;;;;;;34;;;224;482;180;;;;;;4086;;;;3;0;;15397;;;100;44;361;134;1213;1209;17;;5;;5.21;;;;;;57;7;59.18;20.46;2.96;6.17;3;18.22;3;;1.31;;;;19;1;18.24;8.74;2.96;0.5;;2.18
PSY;2018;300000080;300780103;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2103;;;;;420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2018;300000080;300780103;TOT;1;;;1;182;25;;;;;;121;;;2173;48590;4691;;;;;;20072;;;;11;1;2;72157;3652;8738;7200;1392;1261;324;8405;8117;1082;;21;9;27.56;1;3;2.1;;;367;64;399.21;240.42;39.4;13.63;3.78;30.28;13;4;9.24;1;3;2.1;249;36;256.91;157.17;37.48;2.96;0.73;7.77
PSY;2018;300000296;;INF;;3;;;;;;;;;;8;0;0;;;;;;;;;1353;;;;1;1;1;2851;906;2602;23;6;8;155;253;221;;;;2;1;;;;0;0;2;15;12.32;1.25;;2.5;1.61;6.96;;;;;;;;;;;;;;
PSY;2018;300000296;;TOT;1;;;0;;;;;;;;8;0;0;;;;;;;;;1353;;;;1;1;1;2851;906;2602;23;6;8;155;252;;;;;2;1;;;;;;2;15;12.32;1.25;;2.5;1.61;6.96;;;;;;;;;;;;;;
PSY;2018;300000387;;GEN;;;;;21;;;;;;;10;;;130;5751;;;;;;;4455;;;;;;;;;;;;;;245;;57;;;3;0.89;;;;0;0;12;5;16.76;8.6;;2.2;;5.98;;;0.6;;;;9;6;11.02;5.57;;1.1;;4.35
PSY;2018;300000387;;INF;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2300;;;;;;;258;258;;;;1;0.5;;;;0;0;2;;2;1;;1;;;;;;;;;;;;;;;;
PSY;2018;300000387;;TOT;0;;;0;21;;;;;;;10;;;130;5751;;;;;;;4455;;;1;;;;2300;;;;;;;503;258;57;;;4;1.39;;;;;;14;5;18.76;9.6;;3.2;;5.98;;;0.6;;;;9;6;11.02;5.57;;1.1;;4.35
PSY;2018;300002128;300000247;GEN;;;;;46;;;;;;;;;;150;15914;;;;;;;;;;;;;;;;;;;;;82;;82;11;1;;1;;;;;;20;4;23.5;6.5;4;1.5;1;10.5;;;;;;;;;;;;;;
PSY;2018;300002128;300000247;TOT;0;;;0;46;;;;;;;;;;150;15914;;;;;;;;;;;;;;;;;;;;;82;;;;1;;1;;;;;;20;4;23.5;6.5;4;1.5;1;10.5;;;;;;;;;;;;;;
PSY;2018;300003308;300780038;GEN;;2;;;;4;;;;;;20;;2;;;795;;;;;;1390;;4549;;4;;4;28239;;21;1133;131;41;4;3223;3223;;;4;;4.5;;;;0;0;26;11;32.14;18.1;5.5;5.64;0.3;;;;;;;;;;;;;;;
PSY;2018;300003308;300780038;INF;;1;;;;;;;;;;16;;;;;;;;;;;1882;;;1;3;1;;11755;2233;;135;276;106;485;1430;1430;;;2;;1.3;;;;0;0;26;18;36.49;8.35;;5.71;4.3;11.81;;;;;;;;;;;;;;
PSY;2018;300003308;300780038;TOT;1;;1;0;;4;;;;;;36;;2;;;795;;;;;;3272;;4549;1;7;1;4;39994;2233;21;1268;407;147;489;4653;4653;;;6;0;5.8;;;;;;52;29;68.63;26.45;5.5;11.35;4.6;11.81;;;;;;;;;;;;;;
PSY;2018;300780210;300000148;GEN;;;;;126;;;;;;;12;;;1236;45055;;;;;;;7460;;;;;;;;;;;;;;1358;;1041;2;7;;;1;;;0;0;52;10;55.37;36.83;7.46;3.11;3.97;2;6;;;1;;;49;5;46.83;34.33;7;2.89;2.11;0.5
PSY;2018;300780210;300000148;TOT;0;;;0;126;;;;;;;12;;;1236;45055;;;;;;;7460;;;;;;;;;;;;;;1358;;;;7;;;1;;;;;52;10;55.37;36.83;7.46;3.11;3.97;2;6;;;1;;;49;5;46.83;34.33;7;2.89;2.11;0.5
PSY;2018;300780244;920031747;GEN;;;;;70;;;;;;;;;;646;24385;;;;;;;;;;;;;;;;;;;;;470;;470;;1;3;3.08;;5;1.11;0;1;25;7;27.4;20.63;4.77;1.08;1.5;0.5;1;3;3.08;;5;1.11;25;7;27.4;20.63;4.77;1.08;1.5;0.5
PSY;2018;300780244;920031747;INF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;
PSY;2018;300780244;920031747;TOT;0;;;0;70;;;;;;;;;;646;24385;;;;;;;;;;;;;;;;;;;;;470;;470;;1;3;3.08;;5;1.11;;;25;7;27.4;20.63;4.77;1.08;1.5;0.5;1;3;3.08;;5;1.11;25;7;27.4;20.63;4.77;1.08;1.5;0.5
PSY;2018;300780251;300000189;GEN;;;;;200;;;;;;;;;;1217;68005;;;;;;;;;;;;;;;;;;;;;787;;;;;7;4;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
PSY;2018;300780251;300000189;TOT;0;;;0;200;;;;;;;;;;1217;68005;;;;;;;;;;;;;;;;;;;;;787;;;;;7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2018;300780269;300000197;GEN;;;;;88;;;;8;;;12;;;1005;29365;;;;5042;;;5658;;;;;;;;;;;;;;869;;;;;4;;;5;;0;1;52;19;66.96;35.25;9.3;2.8;4.6;1;;;;;;;;;;;;;;
PSY;2018;300780269;300000197;TOT;0;;;0;88;;;;8;;;12;;;1005;29365;;;;5042;;;5658;;;;;;;;;;;;;;869;;;;;4;;;5;;;;52;19;66.96;35.25;9.3;2.8;4.6;1;;;;;;;;;;;;;;
PSY;2018;300780384;750721334;INF;;1;;;;4;;;;;;12;;;;;486;;;;;;2504;;;;1;;;2802;;;;;;;245;207;9;;;3;0.82;;;;0;0;11;7;;4.4;;1.5;1;9.2;;;;;;;;;;;;;;
PSY;2018;300780384;750721334;TOT;1;;;0;;4;;;;;;12;;;;;486;;;;;;2504;;;;1;;;2802;;;;;;;245;207;9;;;3;0.82;;;;;;11;7;;4.4;;1.5;1;9.2;;;;;;;;;;;;;;
