BOR;AN;nofinesset;nofinessej;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_REE;HPLETP_EDU
PSY;2016;230780181;230000879;GEN;;;;;48;;;;;;;;;;612;16190;;;;;;;;;;;;;;;;;;;;;431;;;;2;;2;;;0.4;;;19;4;17.83;8.82;9.01;;0.2;1.47;;;;;;;;;;;;;;
PSY;2016;230780181;230000879;TOT;0;;;0;48;;;;;;;;;;612;16190;;;;;;;;;;;;;;;;;;;;;431;;;;2;;2;;;0.4;;;19;4;17.83;8.82;9.01;;0.2;1.47;;;;;;;;;;;;;;
PSY;2016;240000463;240000083;GEN;;2;;;209;;8;;;;;78;;;1880;65335;;2456;;;;94;15028;;;;9;;5;41542;;26118;6687;2188;1728;;7683;6136;1382;;11;1;11.9;9;1;9.5;;;400;35;434.5;207;86.7;13.75;8.9;22.8;;;;;;;;;;;;;;
PSY;2016;240000463;240000083;INF;;1;;;6;;;;;;;39;;;146;1686;;;;;;75;5941;;;3;7;;3;24890;;;60;8;33;34;1962;1776;73;;3;1;3.4;;;;;;84;17;93.72;27.6;3;17.5;11;16.5;;;;;;;;;;;;;;
PSY;2016;240000463;240000083;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8358;;;;903;872;29;;;1;0.1;;2;0.4;;;;;;5;;1;;;;;;;;;;;;;;;;
PSY;2016;240000463;240000083;TOT;1;;2;1;215;;8;;;;;117;;;2026;67021;;2456;;;;169;20969;;;3;16;;8;66432;;26118;15105;2196;1761;34;9624;7900;1451;44;14;3;15.4;9;3;9.9;;;484;52;528.22;239.6;89.7;32.25;19.9;39.3;;;;;;;;;;;;;;
PSY;2016;240000489;240000117;GEN;;3;;;75;;;;;;;;;1;961;30200;;;;;;;;;3123;;3;;1;13778;;1275;4416;97;2916;;3631;2948;608;0;7;4;9.52;4;;4;0;1;131;38;159.92;72.28;43.99;9.9;2.5;2;;;;;;;81;29;104.58;41.1;34.55;6.07;1.5;1
PSY;2016;240000489;240000117;INF;;1;;;;;;;;;;12;;;;;;;;;;;1928;;;;8;;1;17771;;5149;91;160;1333;5;1747;1708;0;0;3;2;4.1;;;;0;0;33;14;41.35;6.05;1;11.65;10.56;3;;;;;;;6;6;10.07;4.43;1;1;0.93;1
PSY;2016;240000489;240000117;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;125;125;0;0;;;;;;;;;8;7;12.42;10.54;0;0.5;0;0;;;;;;;0;0;0;0;0;0;0;0
PSY;2016;240000489;240000117;TOT;1;;1;1;75;;;;;;;12;;1;961;30200;;;;;;;1928;;3123;1;11;;2;31549;;6424;4507;257;4249;5;5314;4663;608;0;10;6;13.62;4;;4;;;172;59;213.69;88.87;44.99;22.05;13.06;5;;;;;;;87;34;114.65;45.53;35.55;7.07;2.43;2
PSY;2016;240000646;240000265;GEN;;;;;327;;;;;;;17;;;1082;96425;;;;;;;503;;;;;;;;;;;;;;355;353;;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2016;240000646;240000265;TOT;1;;;0;327;;;;;;;17;;;1082;96425;;;;;;;503;;;;;;;;;;;;;;355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2016;240000687;240000448;GEN;;1;;;39;;;;;;;10;4;;312;11563;;;;;;;2488;134;;;1;;1;5709;;191;2395;330;154;0;1012;923;246;29;1;2;2.3;;;;0;1;58;7;60.81;33.5;14.81;2.32;0.1;0.5;1;2;1.63;;;;42;6;44.9;21.75;14.81;0.75;0.05;0.5
PSY;2016;240000687;240000448;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2016;240000687;240000448;TOT;1;;;1;39;;;;;;;10;4;;312;11563;;;;;;;2488;134;;;1;;1;5709;;191;2441;330;154;0;1012;;;;1;2;2.3;;;;;;58;7;60.81;33.5;14.81;2.32;0.1;0.5;1;2;1.63;;;;42;6;44.9;21.75;14.81;0.75;0.05;0.5
PSY;2016;250000023;250000015;GEN;;1;;;55;;;;;;;;;;1110;14956;;;;;;;;;;;;;1;;;87;;;;;591;114;477;;;7;2.48;;;;0;0;38;22;50.95;25.36;14.85;1.5;0.5;0.75;;7;2.48;;;;31;20;42.76;20.28;13.53;1.5;0.5;0.75
PSY;2016;250000023;250000015;INF;;0;;;15;;;;;;;;;;304;3555;;;;;;;;;;;;;1;;;2520;;;;;212;94;118;;;5;2.13;;;;0;0;20;22;31.07;17.54;5.93;1.6;0.7;1.25;;5;2.13;;;;12;16;19.75;7.92;5.93;0.6;0;1.25
PSY;2016;250000023;250000015;TOT;1;;1;1;70;;;;;;;;;;1414;18511;;;;;;;;;;;;;2;;;2607;;;;;785;195;590;;;12;4.61;;;;;;58;44;82.02;42.9;20.78;3.1;1.2;2;;12;4.61;;;;43;36;62.51;28.2;19.46;2.1;0.5;2
PSY;2016;250000619;250000452;GEN;;1;;;35;0;0;0;0;0;;20;1;1;368;10894;0;0;0;0;0;0;3445;73;0;0;2;;1;10613;;2214;785;11;678;0;1233;945;288;13;3;1;3.69;0;0;0;0;1;48;15;74.75;38.15;17.8;3.5;0;1.7;;4;2.87;0;0;0;36;7;37.3;23.7;13.6;1.4;0;1.4
PSY;2016;250000619;250000452;TOT;1;;0;0;35;0;0;0;0;0;;20;1;1;368;10894;0;0;0;0;0;0;3445;73;0;0;2;;1;10613;;2214;785;11;678;0;1233;945;288;13;3;1;3.69;0;0;0;;;48;15;74.75;38.15;17.8;3.5;0;1.7;;4;2.87;0;0;0;36;7;37.3;23.7;13.6;1.4;0;1.4
PSY;2016;250000718;250000460;GEN;;3;;;229;;8;21;;;;40;7;;2228;71979;;21;3566;;;155;7598;194;;4;16;;7;34559;;5905;5901;2441;4277;;6052;4707;1098;72;16;5;18.07;2;7;4.9;;;345;104;410.66;249.06;80.95;8.24;;5.57;16;4;16.99;2;3;4;294;79;351.83;202.85;78.96;3.24;;4.84
PSY;2016;250000718;250000460;INF;;1;;;7;;;;;;;28;;;107;1551;;;;;;24;2980;;;4;13;;11;25906;;4325;43;161;142;414;3569;3369;65;;7;3;8.15;;1;0.3;;;74;43;99.35;46.31;1.99;19.79;5.33;9.76;1;;0.76;;;;14;5;17.33;12.28;0.99;0.5;;0.96
PSY;2016;250000718;250000460;TOT;1;;1;0;236;;8;21;;;;68;7;;2335;73530;;21;3566;;;179;10578;194;;8;29;;18;60465;;10230;5944;2602;4419;414;9476;7937;1162;72;23;8;26.22;2;8;5.2;;;419;147;510.01;295.37;82.94;28.03;5.33;15.33;17;4;17.75;2;3;4;308;84;369.16;215.13;79.95;3.74;;5.8
PSY;2016;250005196;250001013;GEN;;;;;;;;;;;;12;;;;;;;;;;;2862;;;;;;;;;;;;;;12;;;;;3;1.35;;;;0;0;5;2;5.75;3;;2;;0.75;;;;;;;;;;;;;;
PSY;2016;250005196;250001013;TOT;0;;;0;;;;;;;;12;;;;;;;;;;;2862;;;;;;;;;;;;;;12;;;;;3;1.35;;;;;;5;2;5.75;3;;2;;0.75;;;;;;;;;;;;;;
PSY;2016;250006954;250000015;GEN;;1;;;;;;;;;;;;;;;;;;;;;;;;;2;;;4062;;;;;;;1280;1280;;;;13;6.7;;1;0.02;0;1;1;7;4.13;1.42;;0.5;;0.24;;;;;;;;;;;;;;
PSY;2016;250006954;250000015;INF;;0;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2143;;;;;;;549;549;;;;12;5.52;;;;0;1;1;4;3.06;1;;;;;;;;;;;;;;;;;;
PSY;2016;250006954;250000015;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;695;;;;;885;885;;;;3;1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2016;250006954;250000015;TOT;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;5;;1;6205;;695;;;;;2714;2714;;;;27;14.02;;1;0.02;;;2;8;7.19;2.42;;0.5;;0.24;;;;;;;;;;;;;;
PSY;2016;250014008;700004096;GEN;;1;;;75;;;;;;;25;;;519;16799;;;;;;;2512;;;;1;;;10238;;;1612;143;5656;2;2692;2280;397;;5;3;6.85;2;1;2.63;;;130;9;124.59;59.55;40.92;5.63;2.22;3.08;5;2;5.45;2;1;2.43;107;8;103.94;46.73;40.42;1.88;1.89;
PSY;2016;250014008;700004096;INF;;1;;;7;;;;;;;10;;;48;1285;;;;;;;1053;;;;2;;;2642;;;30;39;873;3;473;407;33;;2;;2.31;;;;;;34;7;46.46;19.39;6.6;7.6;2.73;3.96;2;;1.41;;;;23;5;26.92;11.28;6.6;2.87;;
PSY;2016;250014008;700004096;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;50;2;;;1;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2016;250014008;700004096;TOT;1;;1;1;82;;;;;;;35;;;567;18084;;;;;;;3565;;;;3;;;12880;;;1642;182;6529;5;3150;2687;429;;7;4;9.21;2;1;2.63;;;164;16;171.05;78.94;47.52;13.23;4.95;7.04;7;2;6.86;2;1;2.43;130;13;130.86;58.01;47.02;4.75;1.89;
PSY;2016;260000203;260016910;GEN;;2;;;78;8;;;;;;21;2;;251;10660;152;;;;;;2002;0;;;2;;1;;;;;;;;;;;;5;;1.89;;2;1;0;1;7;0;48.48;26.45;26.45;7.89;0.91;0.42;5;;1.47;;;;3;0;29.28;18.85;7.89;0.08;;
PSY;2016;260000203;260016910;INF;;1;;;10;;;;;;;10;;;38;716;;;;;;;752;;;;1;;1;;;;;;;;;;;;3;1;1.65;;1;0.5;0;1;0;0;14.13;10.6;0;0.67;0.21;2.23;3;1;1.05;;;;0;0;8.59;6.72;0;0.25;;1.61
PSY;2016;260000203;260016910;TOT;1;;3;0;88;8;;;;;;31;2;;289;11376;152;;;;;;2754;0;;;3;;2;;;;;;;;;;;;8;1;3.54;;3;1.5;;;7;0;62.61;37.05;26.45;8.56;1.12;2.65;8;1;2.52;;;;3;0;37.87;25.57;7.89;0.33;;1.61
PSY;2016;260000302;260000161;GEN;;;;;165;;;;;;;;;;722;43016;;;;;;;;;;;1;;;2892;;;;;;;1939;1254;685;;4;2;4.11;5;8;5.93;;;;;165.22;60.71;6.05;4.75;4.81;42.45;4;2;4.11;5;8;5.93;;;163.82;59.81;6.05;4.25;4.81;42.45
PSY;2016;260000302;260000161;TOT;0;;;0;165;;;;;;;;;;722;43016;;;;;;;;;;;1;;;2892;;;;;;;1939;1254;685;;4;2;4.11;5;8;5.93;;;;;165.22;60.71;6.05;4.75;4.81;42.45;4;2;4.11;5;8;5.93;;;163.82;59.81;6.05;4.25;4.81;42.45
PSY;2016;260000823;260003264;GEN;;3;;;271;2;;;;;;69;5;;2494;77074;515;;;;;;11200;0;;3;10;;6;40362;;10901;3451;542;5859;;9163;7930;1300;53;26;6;28.19;;1;1.99;1;1;346;77;384.32;261.08;31.25;17.47;2.67;12.46;18;1;13.53;;1;1.29;223;56;249.29;166.43;31.25;2.83;1;3.91
PSY;2016;260000823;260003264;INF;;1;;;8;;;;;;;51;;;36;913;;;;;;;3900;;;1;7;;5;26993;;2749;927;157;759;105;3581;3562;19;;8;1;8.74;;1;0.29;;;79;20;66.82;37.85;0.4;8.78;6.52;11.28;1;;0.29;;;;12;4;9.13;6.75;0.32;0.55;;1.51
PSY;2016;260000823;260003264;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;248;;;;;453;453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2016;260000823;260003264;TOT;1;;;1;279;2;;;;;;120;5;;2530;77987;515;;;;;;15100;0;;4;18;;12;67355;;13898;4378;699;6618;105;13054;11778;1317;53;34;7;36.93;;2;2.28;;;418;95;451.14;298.93;31.65;26.25;9.19;23.74;19;1;13.82;;1;1.29;235;60;258.42;173.18;31.57;3.38;1;5.42
PSY;2016;270000573;270000219;GEN;;6;;;280;0;10;0;0;0;;89;0;0;3403;98935;0;2081;0;0;0;309;14747;713;0;3;6;;8;75532;;40274;9429;976;2681;293;11443;8645;1852;32;24;6;27.1;16;3;16.8;0;0;464;90;520.14;296.54;115.82;29.7;1.55;17.81;15;3;17;16;3;16.8;334;66;376.76;191.19;114.42;4.02;0;9.4
PSY;2016;270000573;270000219;INF;;1;;;0;12;;;0;0;;79;0;0;0;0;1514;;;;;71;7909;0;0;0;7;;5;41692;;6624;717;717;44;44;6297;3645;0;0;11;5;14.2;0;0;0;0;0;89;35;114.49;51.28;0;23.74;10.16;27.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2016;270000573;270000219;PEN;;;;;0;;;;;;;;;0;0;0;;;;;;;;;0;0;1;;0;;;;;;;;585;582;35;0;0;1;0.2;0;2;0.4;;;2;4;5.6;3.34;0;2.16;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2016;270000573;270000219;TOT;1;;4;1;280;12;10;0;0;0;;168;0;0;3403;98935;1514;2081;0;0;0;380;22656;713;0;3;14;;13;117224;;46898;10146;1693;2725;337;15402;12750;1852;32;35;12;41.5;16;5;17.2;;;555;129;640.23;351.16;115.82;55.6;11.71;45.73;15;3;17;16;3;16.8;334;66;376.76;191.19;114.42;4.02;0;9.4
PSY;2016;270025984;690036090;GEN;;;;;88;;;;;;;20;;;678;32112;;;;;;;6319;;;;;;;;;;;;;;589;118;;;5;;5;;;;0;1;32;4;42.57;29.9;5.22;0.9;;3;4;;4;;;;;;;;;;;
PSY;2016;270025984;690036090;TOT;0;;;0;88;;;;;;;20;;;678;32112;;;;;;;6319;;;;;;;;;;;;;;589;;;;5;;5;;;;;;32;4;42.57;29.9;5.22;0.9;;3;4;;4;;;;;;;;;;;
PSY;2016;270027279;270027881;GEN;;;;;80;;;;;;;20;;;429;21683;;;;;;;122;;;;;;;;;;;;;;333;;;;0;2;0.93;0;2;0.9;0;1;75;20;52.13;25.72;13.4;4.74;5.06;3.21;;;;;;;;;;;;;;
PSY;2016;270027279;270027881;TOT;0;;;0;80;;;;;;;20;;;429;21683;;;;;;;122;;;;;;;;;;;;;;333;;;;;2;0.93;;2;0.9;;;75;20;52.13;25.72;13.4;4.74;5.06;3.21;;;;;;;;;;;;;;
PSY;2016;280000050;280000142;GEN;;4;;;175;6;;;;;;74;6;;2146;52013;690;;;;;0;15740;575;;;;;5;45135;;3932;1774;1090;6741;1;6440;5723;1218;26;12;1;12.9;2;0;1.9;0;0;254;71;285.67;151.12;59.15;14.21;2.96;17.12;9;1;9.9;2;0;2;198;24;216.4;106;55.2;6.3;1.6;12.8
PSY;2016;280000050;280000142;INF;;1;;;;;;;;;;45;;;;;;;;;;;5349;;;;;;2;10621;;10311;27;2;18;4;1590;1350;;;2;1;2.8;1;0;1;0;0;34;13;;21.1;2;6.09;3.89;6.14;;;;;;;0;0;;;;;;
PSY;2016;280000050;280000142;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;615;;;;0;3;0.6;0;1;0.1;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2016;280000050;280000142;TOT;1;;5;1;175;6;;;;;;119;6;;2146;52013;690;;;;;0;21089;575;;;;;7;55756;;14243;1801;1092;6759;5;8589;7037;;;14;5;16.3;3;1;3;;;288;84;285.67;172.22;61.15;20.3;6.85;23.26;9;1;9.9;2;0;2;198;24;216.4;106;55.2;6.3;1.6;12.8
PSY;2016;280000084;280000183;GEN;;2;;;43;;;;10;;;15;2;;486;11706;;;;3677;;;3620;52;;;1;;;11722;;;664;311;1350;;3029;1768;1261;1;6;4;7.93;;1;0.8;1;0;69;14;79.78;49.13;13.63;3.52;3;2;6;2;5.5;;;;54;11;63.5;37.3;13.6;1.5;3;1.09
PSY;2016;280000084;280000183;INF;;1;;;;10;;;;;;18;;1;;;960;;;;;15;3941;;0;;1;;1;6258;;1023;163;33;182;179;1010;871;13;7;3;3;3.5;;;;0;0;38;12;49.27;9;3.6;8;4.5;13;;;;;;;;;;;;;;
PSY;2016;280000084;280000183;TOT;1;;;0;43;10;;;10;;;33;2;1;486;11706;960;;;3677;;15;7561;52;0;;2;;1;17980;;1023;827;344;1532;179;4039;2639;1274;8;9;7;11.43;;1;0.8;;;107;26;129.05;58.13;17.23;11.52;7.5;15;6;2;5.5;;;;54;11;63.5;37.3;13.6;1.5;3;1.09
PSY;2016;280000696;280000134;INF;;3;;;5;;;;;;;32;;3;107;1453;;;;;;;6649;;1414;;1;;1;6093;;78;6;20;3;60;844;830;59;;4;;3.6;;;;1;0;51;23;70.69;27.08;0.05;5.2;4.95;27.55;;;;;;;21;1;21.48;10.72;0.05;0.05;0.1;6.97
PSY;2016;280000696;280000134;TOT;1;;;0;5;;;;;;;32;;3;107;1453;;;;;;;6649;;1414;;1;;1;6093;;78;6;20;3;60;844;830;59;;4;;3.6;;;;;;51;23;70.69;27.08;0.05;5.2;4.95;27.55;;;;;;;21;1;21.48;10.72;0.05;0.05;0.1;6.97
PSY;2016;290000033;290021542;GEN;;3;;;201;;;22;;;;125;;1;3006;64372;;;5142;;;;28198;;964;;8;;8;36838;;7744;8011;2165;3416;6;5780;3947;1630;72;9;4;12.73;;;;;;;;;;;;;;;;;;;;326;82;399.85;293.66;29.15;13.2;0.76;12.8
PSY;2016;290000033;290021542;INF;;1;;;8;;;;;;;46;;;195;2147;;;;;;;4300;;;;3;;1;16840;;394;;19;45;685;1369;1200;86;1;3;1;3.21;;;;;;;;;;;;;;;;;;;;51;22;64.58;35.98;3.34;6.78;9.18;5.11
PSY;2016;290000033;290021542;TOT;1;;1;0;209;;;22;;;;171;;1;3201;66519;;;5142;;;;32498;;964;;11;;9;53678;;8138;8011;2184;3461;691;7149;5147;1716;73;12;5;15.94;;;;;;;;;;;;;;;;;;;;377;104;464.43;329.64;32.49;19.98;9.94;17.91
PSY;2016;290000058;290000017;GEN;;4;;;13;;;;;;;;2;;172;2992;;;;;;;;108;;;;;;;;;;;;;65;;65;;3;;2.5;;;;0;1;;;;;;;;;;;;;;;;;;;;;;
PSY;2016;290000058;290000017;INF;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2016;290000058;290000017;TOT;1;;6;0;13;;;;;;;;2;;172;2992;;;;;;;;108;;;;;;;;;;;;;65;;65;;3;;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2016;290000173;290000041;GEN;;1;;;47;;;;;;;15;4;1;892;12771;;;;;;190;4918;427;1702;2;3;;1;13992;;7209;2296;1070;1287;;1771;1370;401;2;3;2;3.83;;;;0;1;78;26;96.42;73.81;;3;3;2.25;;;;;;;;;;;;;;
PSY;2016;290000173;290000041;TOT;1;;;0;47;;;;;;;15;4;1;892;12771;;;;;;190;4918;427;1702;2;3;;1;13992;;7209;2296;1070;1287;;1771;;;;3;2;3.83;;;;;;78;26;96.42;73.81;;3;3;2.25;;;;;;;;;;;;;;
PSY;2016;290000363;750043994;GEN;;;;;80;;;;;;;13;;;818;28989;;;;;;;4399;;;;;;;;;;;;;;599;;571;;5;;5;;1;0.5;1;1;55;20;71.14;26.91;10.52;1.04;3.2;0.5;5;;5;;1;0.5;51;21;66.14;24.71;9.67;0.56;1.08;0.5
PSY;2016;290000363;750043994;TOT;0;;;0;80;;;;;;;13;;;818;28989;;;;;;;4399;;;;;;;;;;;;;;599;;571;;5;;5;;1;0.5;;;55;20;71.14;26.91;10.52;1.04;3.2;0.5;5;;5;;1;0.5;51;21;66.14;24.71;9.67;0.56;1.08;0.5
PSY;2016;290000728;750821092;GEN;;;;;22;;;;;;;7;;1;274;4170;;;;;;;1398;;1302;;1;;;1570;;;;;;;791;626;173;0;3;1;2.41;;;;0;1;27;0;27.57;11.94;8.82;0.81;1.3;;;3;0.94;;;;22;3;22.25;8.53;8.82;0.1;0.66;
PSY;2016;290000728;750821092;TOT;0;;;0;22;;;;;;;7;;1;274;4170;;;;;;;1398;;1302;;1;;;1570;;;;;;;791;;;;3;1;2.41;;;;;;27;;27.57;11.94;8.82;0.81;1.3;;;3;0.94;;;;22;3;22.25;8.53;8.82;0.1;0.66;
PSY;2016;290000736;290000991;GEN;;;;;60;;;;;;;;;;767;21765;;;;;;;;;;;;;;;;;;;;;636;;;0;;4;;;;;0;1;13;;22.63;14.25;7.7;0.2;;0.11;;4;;;;;13;;22.63;14.25;7.7;0.2;;0.11
PSY;2016;290000736;290000991;TOT;0;;;0;60;;;;;;;;;;767;21765;;;;;;;;;;;;;;;;;;;;;636;;;;;4;;;;;;;13;;22.63;14.25;7.7;0.2;;0.11;;4;;;;;13;;22.63;14.25;7.7;0.2;;0.11
PSY;2016;290000744;290001007;GEN;;;;;126;;;;;;;12;12;;1704;44110;;;;;;;4541;2341;;;;;;;;;;;;;1317;6;1187;;;;;;;;;;36;23;50.91;30.49;16;3.02;0.8;0.6;;;;;;;;;;;;;;
PSY;2016;290000744;290001007;TOT;0;;;0;126;;;;;;;12;12;;1704;44110;;;;;;;4541;2341;;;;;;;;;;;;;1317;;;;;;;;;;;;36;23;50.91;30.49;16;3.02;0.8;0.6;;;;;;;;;;;;;;
PSY;2016;290000785;220020739;GEN;;;;;20;;;;;;;;;;388;6571;;;;;;;;;;;;;;;;;;;;;302;;;;;2;1.08;;;;;;21;11;17.22;9.3;6.48;1;0.44;;;;;;;;;;;;;;;
PSY;2016;290000785;220020739;TOT;0;;;0;20;;;;;;;;;;388;6571;;;;;;;;;;;;;;;;;;;;;302;;;;;2;1.08;;;;;;21;11;17.22;9.3;6.48;1;0.44;;;;;;;;;;;;;;;
PSY;2016;290000918;290000298;GEN;;3;;;190;;24;;;0;;147;6;;2409;62311;;4601;;;1716;82;22505;977;;7;9;;14;59197;;4858;7276;1482;9741;8;8519;6786;1247;60;19;7;19.53;9;5;6.63;0;1;363;127;442.48;333.99;27.16;18.64;3.26;14.31;10;4;6.45;5;2;3.97;251;56;271.19;188.72;25.96;5.34;2;6.31
PSY;2016;290000918;290000298;INF;;2;;;19;;;;;;;56;7;;181;4218;;;;;;16;8743;941;;2;6;;8;17829;;1064;485;58;221;106;1432;1220;90;;7;4;9.48;1;;0.6;0;1;80;49;118.09;60.08;4.77;9.85;10.68;22.63;3;2;1.64;1;;0.6;50;15;56.16;35.41;4;0.91;0.15;7.89
PSY;2016;290000918;290000298;TOT;1;;5;0;209;;24;;;0;;203;13;;2590;66529;;4601;;;1716;98;31248;1918;;9;15;;22;77026;;5922;7761;1540;9962;114;9910;7966;1336;60;26;11;29.01;10;5;7.23;;;443;176;560.57;394.07;31.93;28.49;13.94;36.94;13;6;8.09;6;2;4.57;301;71;327.35;224.13;29.96;6.25;2.15;14.2
PSY;2016;290000934;290000306;GEN;;1;;;20;;;;;;;;;;155;6791;;;;;;;;;;;;;;;;;;;;;153;;130;;2;3;1.36;;;;;1;28;20;41.08;21.41;12.08;0.62;2.4;0.15;2;3;1.36;;;;28;20;41.08;21.41;12.08;0.62;2.4;0.15
PSY;2016;290000934;290000306;TOT;1;;;0;20;;;;;;;;;;155;6791;;;;;;;;;;;;;;;;;;;;;153;;130;;2;3;1.36;;;;;;28;20;41.08;21.41;12.08;0.62;2.4;0.15;2;3;1.36;;;;28;20;41.08;21.41;12.08;0.62;2.4;0.15
PSY;2016;290003995;290000306;GEN;;1;;;48;;;;;;;30;2;;485;14454;;;;;;;8232;2;;;2;;2;13646;;1383;2799;281;1068;;2530;2069;348;;4;1;3.5;;;;0;1;54;23;71.14;57.33;1.51;1.86;;1.24;4;1;3.5;;;;;;;;;;;
PSY;2016;290003995;290000306;TOT;1;;;0;48;;;;;;;30;2;;485;14454;;;;;;;8232;2;;;2;;2;13646;;1383;2799;281;1068;;2530;;;;4;1;3.5;;;;;;54;23;71.14;57.33;1.51;1.86;;1.24;4;1;3.5;;;;;;;;;;;
PSY;2016;290004324;290000017;GEN;;;;;;;;;3;;;;;;;;;;;125;;;;;;1;1;;;1124;;;;94;5510;;2193;2058;135;;5;1;3.47;1;1;0.25;0;1;19;5;28.95;20.79;;1.48;;2.07;;;;;;;1;;0.86;0.86;;;;
PSY;2016;290004324;290000017;TOT;0;;;0;;;;;3;;;;;;;;;;;125;;;;;;1;1;;;1124;;;;94;5510;;2193;2058;135;;5;1;3.47;1;1;0.25;;;19;5;28.95;20.79;;1.48;;2.07;;;;;;;1;;0.86;0.86;;;;
PSY;2016;290004340;290000017;GEN;;4;;;205;;6;;;;;91;21;;3690;59459;;1476;;;;;14437;2387;;14;12;;7;27473;;23946;11565;2078;3032;;8756;6515;2152;5;25;4;24.42;3;2;1.88;0;1;81;51;101.39;89.71;;1.7;;0.25;;;;;;;219;68;252.31;177.61;13.19;7.04;1;
PSY;2016;290004340;290000017;INF;;2;;;14;16;;;;;;58;;;331;1937;2578;;;;;66;5774;;;4;2;;;14289;;;900;479;28;2496;1525;1064;168;;11;3;11.2;2;;0.92;0;1;46;16;53.48;22.33;1;5;3.37;12.11;;;;;;;35;19;48.07;27.82;;5.25;5.39;1.1
PSY;2016;290004340;290000017;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;388;388;;;1;;0.2;;;;;;;1;0.1;;;0.1;;;;;;;;;;;;;;;;
PSY;2016;290004340;290000017;TOT;1;;6;1;219;16;6;;;;;149;21;;4021;61396;2578;1476;;;;66;20211;2387;;19;14;;7;41762;;23946;12465;2557;3060;2496;10619;7828;2320;5;36;7;35.82;5;2;2.8;;;127;66;154.97;112.04;1;6.8;3.37;12.36;;;;;;;254;87;300.38;205.43;13.19;12.29;6.39;1.1
PSY;2016;2A0000287;2A0000386;GEN;;2;;;158;;;;;;;26;6;7;1265;47627;;;;;;;2651;0;2809;;15;;7;30335;;1506;3922;3157;783;582;4323;3335;814;67;7;8;6.87;5;2;5.7;;;248;22;245.2;146.98;47.66;6.51;0;5.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2016;2A0000287;2A0000386;INF;;1;;;6;;;;;;;15;6;6;107;1519;;;;;;63;1583;180;1582;;7;;6;16203;;126;56;13;;306;1028;815;65;1;9;6;8.13;0;0;0;;;94;13;94.17;60.34;4;9.97;4.08;10.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2016;2A0000287;2A0000386;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;249;;;;;;;;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
