BOR;AN;nofinesset;nofinessej;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2019;330000589;330027509;SCAN;1;1;3606;73;;9309;;0
IMAGES;2019;330000597;330027509;RADIO;2;2;1714;121;3978;3978;;0
IMAGES;2019;330000605;330781253;IRM;2;2;1094;;;5772;0;0
IMAGES;2019;330000605;330781253;MAMM;1;1;;;;1776;;
IMAGES;2019;330000605;330781253;RADIO;5;5;21773;;;19169;773;1
IMAGES;2019;330000605;330781253;SCAN;2;2;12612;;;7768;300;1
IMAGES;2019;330000605;330781253;VASC;1;1;2309;;;12;5;1
IMAGES;2019;330000605;330781253;dtIRM2;;;;;;505;;
IMAGES;2019;330000613;330781261;MAMM;1;1;;;;128;;
IMAGES;2019;330000613;330781261;RADIO;1;1;1498;;;13170;93;
IMAGES;2019;330000613;330781261;SCAN;1;1;714;;;4389;60;
IMAGES;2019;330000662;330781329;CAM;1;1;550;;;1877;;0
IMAGES;2019;330000662;330781329;IRM;1;1;903;;;10454;;0
IMAGES;2019;330000662;330781329;MAMM;2;2;;;;11017;;
IMAGES;2019;330000662;330781329;RADIO;2;2;4167;;;1676;;0
IMAGES;2019;330000662;330781329;SCAN;2;2;4973;;;20378;;1
IMAGES;2019;330000662;330781329;TOMO;1;1;51;;;5181;;0
IMAGES;2019;330000662;330781329;dtIRM2;0;0;;;;658;;0
IMAGES;2019;330780263;330000134;IRM;3;0;;;;;;
IMAGES;2019;330780263;330000134;MAMM;1;;;;;;;
IMAGES;2019;330780263;330000134;RADIO;3;;;;;;;
IMAGES;2019;330780263;330000134;SCAN;2;0;;;;;;
IMAGES;2019;330780263;330000134;dtIRM1;1;0;;;;;;
IMAGES;2019;330780263;330000134;dtIRM2;1;0;;;;;;
IMAGES;2019;330780479;330000274;CAM;3;3;2298;;;6840;;0
IMAGES;2019;330780479;330000274;IRM;2;2;269;;;13445;;0
IMAGES;2019;330780479;330000274;SCAN;2;2;9302;;;20977;;1
IMAGES;2019;330780479;330000274;TOMO;1;1;183;;;3954;;0
IMAGES;2019;330780479;330000274;dtIRM1;1;1;1;;;6019;;0
IMAGES;2019;330780495;330796392;IRM;1;;;;;;;
IMAGES;2019;330780495;330796392;SCAN;1;;;;;;;
IMAGES;2019;330780529;330796392;IRM;1;;;;;;;
IMAGES;2019;330780529;330796392;SCAN;1;;;;;;;
IMAGES;2019;330780529;330796392;dtIRM2;1;;;;;;;
IMAGES;2019;330780537;330000324;IRM;1;;;;;;;
IMAGES;2019;330780537;330000324;MAMM;1;;;;;;;
IMAGES;2019;330780537;330000324;RADIO;2;;;;;;;
IMAGES;2019;330780537;330000324;SCAN;1;;;;;;;
IMAGES;2019;330780560;330781386;RADIO;1;1;1893;;;;;0
IMAGES;2019;330781139;330056540;RADIO;1;1;1766;;;;;0
IMAGES;2019;330781154;330055542;RADIO;1;1;;;;;;
IMAGES;2019;330781303;750821092;IRM;1;1;143;0;218;5584;9;0
IMAGES;2019;330781303;750821092;RADIO;5;5;2238;0;3155;17364;281;
IMAGES;2019;330781303;750821092;SCAN;1;1;1718;0;1190;7566;161;0
IMAGES;2019;330781352;330781196;IRM;1;1;560;50;0;4914;0;
IMAGES;2019;330781352;330781196;RADIO;4;3;7534;6;0;8740;57;
IMAGES;2019;330781352;330781196;SCAN;1;1;8819;34;0;6084;72;
IMAGES;2019;330781360;330781196;CAM;2;2;391;82;0;1340;;0
IMAGES;2019;330781360;330781196;IRM;4;4;15235;186;0;13649;264;0
IMAGES;2019;330781360;330781196;MAMM;1;1;;;;933;;
IMAGES;2019;330781360;330781196;RADIO;15;15;33848;258;0;51671;314;1
IMAGES;2019;330781360;330781196;SCAN;2;2;35153;183;0;8700;726;1
IMAGES;2019;330781360;330781196;VASC;3;3;3437;50;0;815;13;1
IMAGES;2019;330781360;330781196;dtIRM2;1;1;505;13;0;4089;;0
IMAGES;2019;330781402;330000670;IRM;1;1;88;;;9963;240;0
IMAGES;2019;330781402;330000670;RADIO;5;5;3030;;;22224;3;1
IMAGES;2019;330781402;330000670;SCAN;1;1;607;;;8626;8;1
IMAGES;2019;330782582;330000928;IRM;2;;;;;;;
IMAGES;2019;330782582;330000928;LITHO;1;1;225;;;;;
IMAGES;2019;330782582;330000928;MAMM;1;;;;;;;
IMAGES;2019;330782582;330000928;RADIO;1;;;;;;;
IMAGES;2019;330782582;330000928;SCAN;1;;;;;;;
IMAGES;2019;330782582;330000928;dtIRM1;1;;;;;;;
IMAGES;2019;330782582;330000928;dtIRM2;1;;;;;;;
IMAGES;2019;330783648;330781196;CAM;3;3;792;220;0;3877;0;
IMAGES;2019;330783648;330781196;IRM;2;2;1790;207;0;5381;4;
IMAGES;2019;330783648;330781196;RADIO;9;8;17099;1254;0;3163;5;
IMAGES;2019;330783648;330781196;SCAN;3;3;10790;909;0;13175;28;
IMAGES;2019;330783648;330781196;TOMO;2;2;488;736;0;6689;0;
IMAGES;2019;330783648;330781196;VASC;2;2;2317;153;0;22;;
IMAGES;2019;330802778;310020383;RADIO;1;1;1075;;;;;
IMAGES;2019;330804501;330781212;RADIO;1;1;501;;;3969;;1
IMAGES;2019;340000033;340780055;IRM;2;2;1695;;;8396;;
IMAGES;2019;340000033;340780055;MAMM;1;1;;;;1848;;
IMAGES;2019;340000033;340780055;RADIO;7;7;19149;;;29890;;
IMAGES;2019;340000033;340780055;SCAN;2;2;10045;;;10582;;1
IMAGES;2019;340000033;340780055;VASC;1;1;1471;;;97;;1
IMAGES;2019;340000033;340780055;dtIRM1;1;1;106;;;3610;;
IMAGES;2019;340000207;340780493;CAM;2;2;987;;;5425;;
IMAGES;2019;340000207;340780493;IRM;1;1;307;;;4067;;
IMAGES;2019;340000207;340780493;MAMM;2;2;;;;2504;;
IMAGES;2019;340000207;340780493;RADIO;1;1;7090;;;7374;;
IMAGES;2019;340000207;340780493;SCAN;2;2;2090;;;7173;;
IMAGES;2019;340000207;340780493;TOMO;1;1;36;;;2322;;
IMAGES;2019;340000215;340780519;RADIO;1;;;;;;;
IMAGES;2019;340000215;340780519;SCAN;1;;;;;;;
IMAGES;2019;340000223;340011295;IRM;1;1;437;;;9845;140;0
IMAGES;2019;340000223;340011295;LITHO;;;;;;;;1
IMAGES;2019;340000223;340011295;MAMM;1;1;;;;646;;
IMAGES;2019;340000223;340011295;RADIO;3;3;5889;;;27823;482;1
IMAGES;2019;340000223;340011295;SCAN;1;1;3804;;;10642;134;1
IMAGES;2019;340000439;340780881;RADIO;1;1;287;;;;;0
IMAGES;2019;340001064;340013028;RADIO;1;1;1266;;;;;
IMAGES;2019;340009885;340009877;RADIO;1;;;;;;;
IMAGES;2019;340009885;340009877;SCAN;1;;;;;;;0
IMAGES;2019;340015502;340000512;CAM;1;;;;;;;0
IMAGES;2019;340015502;340000512;IRM;2;;;;;;;0
IMAGES;2019;340015502;340000512;MAMM;1;;;;;;;
IMAGES;2019;340015502;340000512;RADIO;3;;;;;;;0
IMAGES;2019;340015502;340000512;SCAN;2;;;;;;;1
IMAGES;2019;340015502;340000512;VASC;3;;;;;;;1
IMAGES;2019;340022979;340000306;SCAN;;;;;;;;1
IMAGES;2019;340780147;340000108;RADIO;2;;;;;;;
IMAGES;2019;340780147;340000108;SCAN;1;;;;;;;
IMAGES;2019;340780154;340000116;RADIO;3;;;;;;;
IMAGES;2019;340780154;340000116;SCAN;1;0;;;;;;
IMAGES;2019;340780196;340798123;RADIO;1;1;755;;;;;
IMAGES;2019;340780212;340796069;RADIO;1;1;2904;0;38;0;0;0
IMAGES;2019;340780220;340796358;RADIO;1;1;1550;39;937;;;1
IMAGES;2019;340780436;340011295;RADIO;1;1;2081;;;2523;;0
IMAGES;2019;340780436;340011295;SCAN;1;1;478;;;37;;0
IMAGES;2019;340780568;340000256;RADIO;1;1;3;;;0;;
IMAGES;2019;340780634;340000272;RADIO;4;;;;;;;
IMAGES;2019;340780634;340000272;SCAN;1;;;;;;;
IMAGES;2019;340780642;340785856;IRM;1;1;218;;;8465;;
IMAGES;2019;340780642;340785856;MAMM;1;;;;;;;
IMAGES;2019;340780642;340785856;RADIO;4;4;3310;;;18296;;
IMAGES;2019;340780642;340785856;SCAN;1;1;3329;;;16721;;0
IMAGES;2019;340780667;340000280;IRM;2;2;1367;;;19587;2;0
IMAGES;2019;340780667;340000280;LITHO;1;1;128;;;;;1
IMAGES;2019;340780667;340000280;MAMM;1;1;;;;5143;;
IMAGES;2019;340780667;340000280;RADIO;4;4;7980;;;26567;240;0
IMAGES;2019;340780667;340000280;SCAN;3;3;10926;;;30515;107;1
IMAGES;2019;340780667;340000280;VASC;2;2;4174;;;;3;1
IMAGES;2019;340780667;340000280;dtIRM1;1;1;157;;;5468;;0
IMAGES;2019;340780675;340000298;CAM;2;;;;;;;0
IMAGES;2019;340780675;340000298;MAMM;1;;;;;;;
IMAGES;2019;340780675;340000298;RADIO;3;;;;;;;0
IMAGES;2019;340780675;340000298;SCAN;1;;;;;;;1
IMAGES;2019;340780675;340000298;TOMO;1;;;;;;;0
IMAGES;2019;340780741;340000348;MAMM;1;;;;;;;
IMAGES;2019;340780741;340000348;RADIO;2;;;;;;;
IMAGES;2019;340780741;340000348;SCAN;1;;;;;;;0
IMAGES;2019;340781608;340015171;RADIO;1;1;8120;;;;;0
IMAGES;2019;340782036;340780477;IRM;1;1;175;11;;1042;1;
IMAGES;2019;340782036;340780477;RADIO;1;1;2407;99;;771;3;
IMAGES;2019;340782036;340780477;SCAN;2;2;6786;964;;6278;50;
IMAGES;2019;340782036;340780477;VASC;1;1;1287;102;;7;36;
IMAGES;2019;340782085;340780477;CAM;1;1;171;444;1;1163;3;
IMAGES;2019;340782085;340780477;IRM;2;2;4512;826;;8231;328;
IMAGES;2019;340782085;340780477;RADIO;3;3;1887;137;;2363;9;
IMAGES;2019;340782085;340780477;SCAN;1;1;8322;1339;;8673;349;
IMAGES;2019;340782085;340780477;TOMO;2;2;396;810;3;7171;15;
IMAGES;2019;340782085;340780477;VASC;3;3;1800;22;;85;35;
IMAGES;2019;340782085;340780477;dtIRM2;1;1;2401;373;;3926;;
IMAGES;2019;340785161;340780477;CAM;3;3;1103;587;11;4733;21;
IMAGES;2019;340785161;340780477;IRM;2;2;1170;428;1;9243;126;
IMAGES;2019;340785161;340780477;LITHO;1;1;194;;;6;;
IMAGES;2019;340785161;340780477;MAMM;2;2;;;;7174;;
IMAGES;2019;340785161;340780477;RADIO;10;10;20587;2173;311;54977;1196;
IMAGES;2019;340785161;340780477;SCAN;2;2;12404;2200;3;16564;766;
IMAGES;2019;340796093;340796069;RADIO;1;1;1264;0;0;0;0;
IMAGES;2019;340796663;340780477;IRM;1;1;819;224;;4122;48;1
IMAGES;2019;340796663;340780477;RADIO;3;3;8321;546;;10440;1;
IMAGES;2019;340796663;340780477;SCAN;1;1;3502;588;;3262;60;1
IMAGES;2019;340796663;340780477;VASC;2;2;1934;2678;22;131;5;
IMAGES;2019;350000063;220020739;RADIO;1;;;;;;;
IMAGES;2019;350000147;350000022;IRM;1;1;2171;;;1594;8;0
IMAGES;2019;350000147;350000022;RADIO;3;3;15454;;;18870;606;
IMAGES;2019;350000147;350000022;SCAN;1;1;8335;;0;4070;198;0
IMAGES;2019;350000147;350000022;VASC;1;1;1709;;;0;6;1
IMAGES;2019;350000154;350000030;IRM;1;1;55;;;466;0;0
IMAGES;2019;350000154;350000030;RADIO;3;3;6879;112;4;23738;292;0
IMAGES;2019;350000154;350000030;SCAN;1;1;2557;7;;3822;39;0
IMAGES;2019;350000162;350000048;MAMM;1;1;;;;1771;;
IMAGES;2019;350000162;350000048;RADIO;2;2;5991;153;;17662;281;0
IMAGES;2019;350000162;350000048;SCAN;1;1;2912;60;;4432;51;0
IMAGES;2019;350000188;350000055;MAMM;1;1;;;;966;;
IMAGES;2019;350000188;350000055;RADIO;3;3;3788;;;13641;96;1
IMAGES;2019;350000188;350000055;SCAN;1;1;2283;;;3912;8;1
IMAGES;2019;350000337;350000246;RADIO;2;2;1104;76;;;;0
IMAGES;2019;350000741;350005179;IRM;4;3;5397;;2056;12640;104;0
IMAGES;2019;350000741;350005179;RADIO;8;8;29351;;21;36174;969;0
IMAGES;2019;350000741;350005179;SCAN;4;4;25846;;337;18728;632;1
IMAGES;2019;350000741;350005179;VASC;2;2;2082;;45;289;16;1
IMAGES;2019;350002192;220020739;IRM;1;;;;;;;0
IMAGES;2019;350002192;220020739;RADIO;2;;;;;;;0
IMAGES;2019;350002192;220020739;SCAN;1;;;;;;;0
IMAGES;2019;350002200;350029948;RADIO;1;1;1227;;;;;
IMAGES;2019;350002812;350023503;CAM;3;3;390;0;547;7530;0;0
IMAGES;2019;350002812;350023503;MAMM;2;2;;;;2856;;
IMAGES;2019;350002812;350023503;RADIO;1;1;614;0;11;226;0;1
IMAGES;2019;350002812;350023503;SCAN;1;1;629;0;67;6123;0;1
IMAGES;2019;350002812;350023503;TOMO;1;1;36;0;327;3576;0;0
IMAGES;2019;350002812;350023503;VASC;1;1;324;0;30;276;0;1
IMAGES;2019;350007084;350005179;IRM;2;2;2031;;245;8030;35;
IMAGES;2019;350007084;350005179;RADIO;4;4;8828;;52;21990;259;
IMAGES;2019;350007084;350005179;SCAN;1;1;5228;;165;4027;19;
IMAGES;2019;350007084;350005179;VASC;1;1;381;;41;896;;
IMAGES;2019;350036299;350036281;SCAN;1;1;1146;;;;;
IMAGES;2019;350044764;350036281;SCAN;1;1;812;;;;;
IMAGES;2019;360000038;360000046;RADIO;2;2;1274;;;10290;107;0
IMAGES;2019;360000038;360000046;SCAN;1;1;555;;;2695;22;0
IMAGES;2019;360000137;360000053;IRM;2;2;947;;;4141;0;0
IMAGES;2019;360000137;360000053;MAMM;1;1;;;;1217;;
IMAGES;2019;360000137;360000053;RADIO;10;10;10336;;;44850;1101;0
IMAGES;2019;360000137;360000053;SCAN;2;2;7067;;;16132;518;0
IMAGES;2019;360000137;360000053;dtIRM2;1;1;743;;;2794;;0
IMAGES;2019;360000160;360000053;MAMM;1;1;;;;;;
IMAGES;2019;360000160;360000053;RADIO;2;2;1016;;;15726;210;0
IMAGES;2019;360000160;360000053;SCAN;1;1;2003;;;5862;37;0
IMAGES;2019;370000085;370013468;IRM;1;1;586;;4;2778;0;0
IMAGES;2019;370000085;370013468;RADIO;3;;;;;;;0
IMAGES;2019;370000085;370013468;SCAN;1;1;628;;13;2925;0;1
IMAGES;2019;370000085;370013468;VASC;3;2;2168;;;;;0
IMAGES;2019;370000093;370013468;IRM;3;;;;;;;0
IMAGES;2019;370000093;370013468;RADIO;3;;;;;;;0
IMAGES;2019;370000093;370013468;SCAN;2;;;;;;;1
IMAGES;2019;370000093;370013468;VASC;3;2;1679;;;;;0
IMAGES;2019;370000499;370000481;IRM;1;1;1097;39;3;1189;7;0
IMAGES;2019;370000499;370000481;RADIO;4;4;3563;29;56;21607;290;
IMAGES;2019;370000499;370000481;SCAN;1;1;739;24;3;843;4;1
IMAGES;2019;370000531;370000606;IRM;2;0;;;;;;
IMAGES;2019;370000531;370000606;RADIO;2;0;;;;;;
IMAGES;2019;370000531;370000606;SCAN;1;0;;;;;;
IMAGES;2019;370000531;370000606;dtIRM1;1;0;;;;;;
IMAGES;2019;370000580;370000564;MAMM;1;1;;;;792;;
IMAGES;2019;370000580;370000564;RADIO;2;2;1470;;;4565;;0
IMAGES;2019;370000861;370000481;CAM;1;1;772;131;24;2483;3;0
IMAGES;2019;370000861;370000481;IRM;2;2;7923;371;275;15645;256;0
IMAGES;2019;370000861;370000481;MAMM;1;1;;;;6484;;
IMAGES;2019;370000861;370000481;RADIO;3;3;9263;116;700;8588;27;1
IMAGES;2019;370000861;370000481;SCAN;2;2;13988;747;250;16296;208;1
IMAGES;2019;370000861;370000481;TOMO;2;2;2241;732;160;8343;62;0
IMAGES;2019;370000861;370000481;VASC;1;1;1271;82;4;916;47;1
IMAGES;2019;370000861;370000481;dtIRM2;1;1;1964;128;106;6331;;0
IMAGES;2019;370000879;370000564;MAMM;1;1;;;;846;;
IMAGES;2019;370000879;370000564;RADIO;3;3;2237;;;17852;225;0
IMAGES;2019;370000879;370000564;SCAN;1;1;992;;;5070;;0
IMAGES;2019;370000903;370000614;MAMM;1;1;;;;504;;
IMAGES;2019;370000903;370000614;RADIO;2;2;1926;;;20268;;
IMAGES;2019;370000903;370000614;SCAN;1;1;935;;;4058;;
IMAGES;2019;370004467;370000481;CAM;2;2;1012;230;46;4077;0;
IMAGES;2019;370004467;370000481;IRM;1;1;680;83;7;4767;41;0
IMAGES;2019;370004467;370000481;RADIO;8;8;14048;421;41;51193;924;1
IMAGES;2019;370004467;370000481;SCAN;3;3;5869;114;57;18633;521;1
IMAGES;2019;370004467;370000481;VASC;2;2;2258;128;2;175;14;1
IMAGES;2019;370007569;370007528;CAM;1;;;;;;;
IMAGES;2019;370007569;370007528;IRM;1;;;;;;;
IMAGES;2019;370007569;370007528;LITHO;1;;;;;;;
IMAGES;2019;370007569;370007528;RADIO;4;;;;;;;
IMAGES;2019;370007569;370007528;SCAN;1;;;;;;;
IMAGES;2019;370007569;370007528;TOMO;1;;;;;;;
IMAGES;2019;370013450;370002149;SCAN;1;1;104;;;1029;;
IMAGES;2019;380000018;380780023;RADIO;3;3;928;0;0;299;0;1
IMAGES;2019;380000026;380780031;MAMM;1;1;;;;734;;
IMAGES;2019;380000026;380780031;RADIO;2;2;981;;;7945;;
IMAGES;2019;380000026;380780031;SCAN;1;1;676;;;2433;;
IMAGES;2019;380000034;380780049;IRM;2;2;813;;164;16360;75;
IMAGES;2019;380000034;380780049;RADIO;4;4;9565;;169;31360;699;1
IMAGES;2019;380000034;380780049;SCAN;1;1;4160;1;70;10814;208;1
IMAGES;2019;380000034;380780049;dtIRM1;1;1;3;;0;9043;;1
IMAGES;2019;380000042;380780056;RADIO;2;2;2501;;;11312;;0
IMAGES;2019;380000042;380780056;SCAN;1;1;2076;;;5214;;0
IMAGES;2019;380000042;380780056;VASC;1;0;;;;;;0
IMAGES;2019;380000059;380780072;RADIO;2;2;1628;186;0;651;0;0
IMAGES;2019;380000067;380780080;CAM;4;4;1060;;125;5012;;0
IMAGES;2019;380000067;380780080;IRM;4;4;8857;;;20580;;1
IMAGES;2019;380000067;380780080;LITHO;1;1;16;;;129;;1
IMAGES;2019;380000067;380780080;MAMM;1;1;;;;1906;;
IMAGES;2019;380000067;380780080;RADIO;9;9;56015;;;31859;1404;1
IMAGES;2019;380000067;380780080;SCAN;4;4;42278;;;15520;1004;1
IMAGES;2019;380000067;380780080;TOMO;1;1;466;;72;3830;;0
IMAGES;2019;380000067;380780080;VASC;4;4;8169;;;353;36;1
IMAGES;2019;380000067;380780080;dtIRM2;1;1;3152;;;9249;;0
IMAGES;2019;380000091;380780171;RADIO;2;2;1263;;;4773;0;
IMAGES;2019;380000109;380780213;RADIO;2;2;566;;;629;;
IMAGES;2019;380000133;380780247;RADIO;3;3;759;;78;61;;0
IMAGES;2019;380000174;380781435;IRM;1;1;1185;;;3411;;0
IMAGES;2019;380000174;380781435;MAMM;1;1;;;;692;;
IMAGES;2019;380000174;380781435;RADIO;4;4;14156;;;23646;367;0
IMAGES;2019;380000174;380781435;SCAN;1;1;8767;;;7036;166;0
IMAGES;2019;380000406;380784751;IRM;1;1;980;;;15896;;
IMAGES;2019;380000406;380784751;RADIO;2;2;4283;;;7487;713;1
IMAGES;2019;380000406;380784751;SCAN;1;1;9536;;;14197;512;1
IMAGES;2019;380020123;380021139;MAMM;1;0;;;;;;
IMAGES;2019;380020123;380021139;RADIO;2;0;;;;;;
IMAGES;2019;380780197;380798173;LITHO;1;1;132;;;;;1
IMAGES;2019;380780197;380798173;MAMM;1;;;;;;;
IMAGES;2019;380780197;380798173;RADIO;2;;;;;;;
IMAGES;2019;380780197;380798173;SCAN;1;;;;;;;
IMAGES;2019;380780288;380019224;RADIO;2;0;;;;;;
IMAGES;2019;380780288;380019224;SCAN;1;0;;;;;;
IMAGES;2019;380780379;380798249;RADIO;1;1;971;;;;;0
IMAGES;2019;380782722;380780080;IRM;1;1;638;;;10531;;0
IMAGES;2019;380782722;380780080;RADIO;3;3;8651;;;34678;24;1
IMAGES;2019;380782722;380780080;SCAN;1;1;1895;;;6724;;1
IMAGES;2019;380786442;380798025;IRM;2;;;;;;;
IMAGES;2019;380786442;380798025;MAMM;1;;;;;;;
IMAGES;2019;380786442;380798025;RADIO;3;;;;;;;
IMAGES;2019;380786442;380798025;SCAN;2;;;;;;;
IMAGES;2019;380786442;380798025;VASC;2;;;;;;;
IMAGES;2019;390000040;390780146;CAM;1;;;;;;;0
IMAGES;2019;390000040;390780146;IRM;2;;;;;;;0
IMAGES;2019;390000040;390780146;LITHO;1;1;;;;;;
IMAGES;2019;390000040;390780146;RADIO;2;2;7836;0;0;24805;400;1
IMAGES;2019;390000040;390780146;SCAN;2;2;6213;0;0;8753;180;1
IMAGES;2019;390000057;390780153;RADIO;1;1;160;;;5998;0;0
IMAGES;2019;390000065;390780161;RADIO;2;2;3293;;;7019;129;0
IMAGES;2019;390000065;390780161;SCAN;1;1;778;;;1210;;0
IMAGES;2019;390000073;390780179;RADIO;1;1;551;;;2611;;0
IMAGES;2019;390000172;250006335;RADIO;1;1;181;;;;;
IMAGES;2019;390000214;390780146;RADIO;1;1;763;0;0;3191;0;0
IMAGES;2019;390000222;390780609;IRM;1;1;688;;;334;;0
IMAGES;2019;390000222;390780609;RADIO;2;2;14243;;;;240;1
IMAGES;2019;390000222;390780609;SCAN;1;1;8184;;;4558;152;1
IMAGES;2019;400000105;400780193;IRM;1;1;1820;44;;4074;16;0
IMAGES;2019;400000105;400780193;RADIO;3;3;13199;312;;24379;501;1
IMAGES;2019;400000105;400780193;SCAN;1;1;9622;168;;6097;387;1
IMAGES;2019;400000139;400011177;CAM;2;2;565;;;10754;;0
IMAGES;2019;400000139;400011177;IRM;2;2;759;;;8834;47;0
IMAGES;2019;400000139;400011177;MAMM;1;1;;;;91;;
IMAGES;2019;400000139;400011177;RADIO;6;6;7457;;;25915;589;0
IMAGES;2019;400000139;400011177;SCAN;2;2;5066;;;16916;215;1
IMAGES;2019;400000139;400011177;VASC;1;1;1369;;;;;
IMAGES;2019;400000139;400011177;dtIRM1;1;1;241;;;5011;;0
IMAGES;2019;400000139;400011177;dtIRM2;1;1;518;;;3823;;0
IMAGES;2019;400780250;400011177;RADIO;1;1;817;;;2;;0
IMAGES;2019;400782769;400014213;RADIO;6;6;4748;;;501;78;1
IMAGES;2019;400782769;400014213;SCAN;1;1;1153;;;78;38;1
IMAGES;2019;400791018;400790994;RADIO;1;1;2794;;;;;
IMAGES;2019;410000020;410000087;IRM;1;1;1456;;7818;6716;3;
IMAGES;2019;410000020;410000087;MAMM;1;1;;;;3723;;
IMAGES;2019;410000020;410000087;RADIO;4;4;7742;;95;32320;620;
IMAGES;2019;410000020;410000087;SCAN;2;2;9127;;86;31684;358;
IMAGES;2019;410000038;410000095;RADIO;2;2;4817;165;;7325;180;
IMAGES;2019;410000038;410000095;SCAN;1;;;;;;;
IMAGES;2019;410000046;410000103;IRM;1;1;102;;;4461;;
IMAGES;2019;410000046;410000103;RADIO;2;2;5977;;;11526;188;
IMAGES;2019;410000046;410000103;SCAN;1;1;2666;;;6140;44;
IMAGES;2019;410000053;410000111;RADIO;1;1;344;157;;905;;
IMAGES;2019;410000202;410000319;IRM;1;;;;;;;
IMAGES;2019;410000202;410000319;RADIO;3;;;;;;;
IMAGES;2019;410000202;410000319;SCAN;1;;;;;;;
IMAGES;2019;410000202;410000319;dtIRM2;1;;;;;;;
IMAGES;2019;410000418;440052041;RADIO;1;;;;;;;0
IMAGES;2019;420000010;420780033;IRM;1;1;4504;;;12683;12;0
IMAGES;2019;420000010;420780033;MAMM;1;1;;;;;;
IMAGES;2019;420000010;420780033;RADIO;4;4;12763;;;;;
IMAGES;2019;420000010;420780033;SCAN;1;1;10350;;;30114;386;1
IMAGES;2019;420000226;420013831;IRM;1;1;503;33;0;5094;0;0
IMAGES;2019;420000226;420013831;MAMM;1;1;;;;1200;;
IMAGES;2019;420000226;420013831;RADIO;2;2;6038;4;40;14753;223;0
IMAGES;2019;420000226;420013831;SCAN;1;1;10581;9;35;20377;71;0
IMAGES;2019;420000234;420780652;RADIO;3;3;10446;811;;18165;464;
IMAGES;2019;420000234;420780652;SCAN;1;1;5089;473;;4677;91;0
IMAGES;2019;420000242;420780660;RADIO;1;1;227;;;;;
IMAGES;2019;420000267;420013831;IRM;1;1;96;69;0;621;0;0
IMAGES;2019;420000267;420013831;MAMM;1;1;;;;2164;;
IMAGES;2019;420000267;420013831;RADIO;2;2;9741;10;0;4689;104;0
IMAGES;2019;420000267;420013831;SCAN;1;1;9455;43;0;13149;31;0
IMAGES;2019;420010241;420013492;MAMM;1;1;;;;2369;;
IMAGES;2019;420010241;420013492;RADIO;2;2;1389;;;1005;;0
IMAGES;2019;420010241;420013492;SCAN;1;1;544;;;;;0
IMAGES;2019;420011413;420011405;CAM;3;3;360;;;8802;;
IMAGES;2019;420011413;420011405;IRM;1;1;632;;;15918;2;
IMAGES;2019;420011413;420011405;MAMM;1;1;;;;;;
IMAGES;2019;420011413;420011405;RADIO;2;2;13981;;;32619;459;
IMAGES;2019;420011413;420011405;SCAN;2;2;7344;;;57720;246;
IMAGES;2019;420011413;420011405;TOMO;1;1;136;;;4430;;
IMAGES;2019;420011413;420011405;VASC;1;1;1648;;;;;
IMAGES;2019;420780504;420000135;IRM;1;0;;;;;;
IMAGES;2019;420780504;420000135;RADIO;3;0;;;;;;
IMAGES;2019;420780504;420000135;SCAN;2;0;;;;;;
IMAGES;2019;420780504;420000135;dtIRM1;1;0;;;;;;
IMAGES;2019;420780637;420002495;RADIO;3;3;8837;0;0;35292;;0
IMAGES;2019;420780637;420002495;SCAN;1;1;4539;0;0;7556;;0
IMAGES;2019;420780678;420002495;RADIO;0;0;268;0;0;0;0;0
IMAGES;2019;420782559;420784878;RADIO;1;1;636;;;69;;0
IMAGES;2019;420782567;420784878;RADIO;1;1;3508;;;311;;0
IMAGES;2019;420785354;420784878;CAM;3;3;1395;;157;7386;;0
IMAGES;2019;420785354;420784878;IRM;3;3;3359;;195;10903;;0
IMAGES;2019;420785354;420784878;LITHO;1;1;28;;;;;1
IMAGES;2019;420785354;420784878;RADIO;11;11;23632;;34;51471;1106;0
IMAGES;2019;420785354;420784878;SCAN;3;3;20326;877;;9391;512;1
IMAGES;2019;420785354;420784878;TOMO;1;1;616;;113;2775;;0
IMAGES;2019;420785354;420784878;VASC;4;4;6977;114;;367;24;1
IMAGES;2019;420785354;420784878;dtIRM1;1;1;26;;12;1021;;0
IMAGES;2019;420785354;420784878;dtIRM2;2;2;1011;;67;2428;;0
IMAGES;2019;430000117;430000018;IRM;2;2;1664;;;11004;40;0
IMAGES;2019;430000117;430000018;MAMM;1;1;;;;2310;;
IMAGES;2019;430000117;430000018;RADIO;3;3;29235;;353;15939;590;1
IMAGES;2019;430000117;430000018;SCAN;2;2;17013;;218;9536;363;1
IMAGES;2019;430000117;430000018;dtIRM2;1;1;624;;;4855;;0
IMAGES;2019;430000190;430000034;RADIO;2;2;3758;0;;9865;;
IMAGES;2019;430000190;430000034;SCAN;1;1;307;;;510;;
IMAGES;2019;440000016;440000057;IRM;2;2;450;11;;5303;4;
IMAGES;2019;440000016;440000057;MAMM;2;1;;;;2082;;
IMAGES;2019;440000016;440000057;RADIO;5;3;6238;125;;38448;489;
IMAGES;2019;440000016;440000057;SCAN;3;2;3887;64;;13519;153;
IMAGES;2019;440000016;440000057;VASC;2;2;3350;6;2;379;14;
IMAGES;2019;440000016;440000057;dtIRM1;1;1;38;2;;2760;;
