BOR;AN;nofinesset;nofinessej;PERSO;SMUR_EFFPL;SMUR_EFFPA;SMUR_ETP;SMUR_COMSU;SAMU_EFFPL;SAMU_EFFPA;SAMU_ETP
SMURSAMU_P;2017;590000618;590782215;N1220;;;;1;;;
SMURSAMU_P;2017;590000618;590782215;N2223;10;1;11.66;1;;;
SMURSAMU_P;2017;590000618;590782215;N2500;12;;12;;;;
SMURSAMU_P;2017;590000618;590782215;N5140;;;;1;;;
SMURSAMU_P;2017;590000618;590782215;N9999;22;1;23.66;1;;;
SMURSAMU_P;2017;590000758;590782637;N1220;1;1;1.17;1;;;
SMURSAMU_P;2017;590000758;590782637;N2120;;2;0.25;1;;;
SMURSAMU_P;2017;590000758;590782637;N2223;4;3;5.88;0;;;
SMURSAMU_P;2017;590000758;590782637;N2500;1;1;1.37;;;;
SMURSAMU_P;2017;590000758;590782637;N5140;3;2;4.75;0;;;
SMURSAMU_P;2017;590000758;590782637;N9999;9;9;13.42;;;;
SMURSAMU_P;2017;590001004;590783239;M9999;;16;7;;;;
SMURSAMU_P;2017;590001004;590783239;N2223;5;1;5.75;;;;
SMURSAMU_P;2017;590001004;590783239;N2500;3;;3;;;;
SMURSAMU_P;2017;590001004;590783239;N5140;2;;2;;;;
SMURSAMU_P;2017;590001004;590783239;N9999;10;1;10.75;;;;
SMURSAMU_P;2017;590796975;590780193;M1140;4;0;3.08;;;;
SMURSAMU_P;2017;590796975;590780193;M9999;17;2;15.64;;22;;14.09
SMURSAMU_P;2017;590796975;590780193;N1220;1;0;1.38;;62;19;73.86
SMURSAMU_P;2017;590796975;590780193;N2120;3;0;3;;3;1;2.74
SMURSAMU_P;2017;590796975;590780193;N2223;20;9;26.8;;0;0;0
SMURSAMU_P;2017;590796975;590780193;N2500;2;1;3.31;;2;0;2
SMURSAMU_P;2017;590796975;590780193;N5140;24;1;24.8;;0;0;0
SMURSAMU_P;2017;590796975;590780193;N9999;52;11;61.11;;68;20;79.1
SMURSAMU_P;2017;590801106;590782421;M9999;4;0;4;;;;
SMURSAMU_P;2017;590801106;590782421;N2120;0;0;0.33;;;;
SMURSAMU_P;2017;590801106;590782421;N2223;2;8;5.92;;;;
SMURSAMU_P;2017;590801106;590782421;N2500;3;1;3.5;;;;
SMURSAMU_P;2017;590801106;590782421;N5140;3;0;3;;;;
SMURSAMU_P;2017;590801106;590782421;N9999;8;9;12.75;;;;
SMURSAMU_P;2017;590804696;590781902;M9999;16;4;4.8;1;;;
SMURSAMU_P;2017;590804696;590781902;N2120;;1;0.25;1;;;
SMURSAMU_P;2017;590804696;590781902;N2223;2;5;5.07;1;;;
SMURSAMU_P;2017;590804696;590781902;N2500;1;;1;;;;
SMURSAMU_P;2017;590804696;590781902;N5140;6;;5.14;0;;;
SMURSAMU_P;2017;590804696;590781902;N9999;9;6;11.46;1;;;
SMURSAMU_P;2017;600000053;600101984;M9999;4;2;4.8;0;;;
SMURSAMU_P;2017;600000053;600101984;N1220;;1;0.2;1;;;
SMURSAMU_P;2017;600000053;600101984;N2120;;1;0.1;1;;;
SMURSAMU_P;2017;600000053;600101984;N2223;2;2;4.38;1;;;
SMURSAMU_P;2017;600000053;600101984;N2500;1;;1;;;;
SMURSAMU_P;2017;600000053;600101984;N5140;4;;4.1;0;;;
SMURSAMU_P;2017;600000053;600101984;N9999;7;4;9.78;1;;;
SMURSAMU_P;2017;600000186;600100648;N5140;6;1;6.5;1;;;
SMURSAMU_P;2017;600000186;600100648;N9999;6;1;6.5;1;;;
SMURSAMU_P;2017;600000194;600100713;M9999;;13;7.31;;2;18;7.32
SMURSAMU_P;2017;600000194;600100713;N1220;;;;;23;3;23.85
SMURSAMU_P;2017;600000194;600100713;N2120;;;0.46;;;;0.46
SMURSAMU_P;2017;600000194;600100713;N2223;18;;18.34;;;;0.34
SMURSAMU_P;2017;600000194;600100713;N2500;1;1;1.68;;2;;1.94
SMURSAMU_P;2017;600000194;600100713;N5140;14;;14;;;;
SMURSAMU_P;2017;600000194;600100713;N9999;33;1;34.48;;25;3;26.59
SMURSAMU_P;2017;600000285;600100721;M9999;2;5;2.2;1;0;0;0
SMURSAMU_P;2017;600000285;600100721;N2500;3;0;3;;0;0;0
SMURSAMU_P;2017;600000285;600100721;N5140;2;1;2.61;0;0;0;0
SMURSAMU_P;2017;600000285;600100721;N9999;5;1;5.61;0;0;0;0
SMURSAMU_P;2017;600000467;600101984;M9999;5;1;5.9;0;;;
SMURSAMU_P;2017;600000467;600101984;N2120;;1;0.1;1;;;
SMURSAMU_P;2017;600000467;600101984;N2223;3;;3;1;;;
SMURSAMU_P;2017;600000467;600101984;N5140;8;1;8.83;1;;;
SMURSAMU_P;2017;600000467;600101984;N9999;11;2;11.93;;;;
SMURSAMU_P;2017;600113476;600100721;M9999;14;11;8;1;0;0;0
SMURSAMU_P;2017;600113476;600100721;N2223;9;1;9.59;1;0;0;0
SMURSAMU_P;2017;600113476;600100721;N5140;11;0;11;0;0;0;0
SMURSAMU_P;2017;600113476;600100721;N9999;20;1;20.59;0;0;0;0
SMURSAMU_P;2017;610000044;610780074;M9999;2;0;2.2;1;2;4;3.8
SMURSAMU_P;2017;610000044;610780074;N2120;1;0;0.36;1;0;0;0
SMURSAMU_P;2017;610000044;610780074;N2223;16;2;6.25;1;0;0;0
SMURSAMU_P;2017;610000044;610780074;N5140;6;1;3.24;0;0;0;0
SMURSAMU_P;2017;610000044;610780074;N9999;23;3;9.86;1;0;0;0
SMURSAMU_P;2017;610000051;610780082;N1220;;2;0.9;0;18;;16.72
SMURSAMU_P;2017;610000051;610780082;N2120;;1;0.5;1;;;
SMURSAMU_P;2017;610000051;610780082;N2223;;38;13.15;1;;;
SMURSAMU_P;2017;610000051;610780082;N5140;;16;15.84;0;;;
SMURSAMU_P;2017;610000051;610780082;N9999;;57;30.39;1;18;1;17.22
SMURSAMU_P;2017;610000069;610780090;M9999;2;1;2.5;;;;
SMURSAMU_P;2017;610000069;610780090;N1220;;1;0.2;;;;
SMURSAMU_P;2017;610000069;610780090;N2120;;1;0.17;;;;
SMURSAMU_P;2017;610000069;610780090;N2223;4;2;5.57;;;;
SMURSAMU_P;2017;610000069;610780090;N5140;3;;3;;;;
SMURSAMU_P;2017;610000069;610780090;N9999;7;4;8.94;;;;
SMURSAMU_P;2017;610000077;610780124;M9999;3;2;1.6;1;;;
SMURSAMU_P;2017;610000077;610780124;N1220;;1;0.1;1;;;
SMURSAMU_P;2017;610000077;610780124;N2120;;1;0.1;1;;;
SMURSAMU_P;2017;610000077;610780124;N2223;;4;1.6;1;;;
SMURSAMU_P;2017;610000077;610780124;N5140;;3;3;0;;;
SMURSAMU_P;2017;610000077;610780124;N9999;;9;4.8;;;;
SMURSAMU_P;2017;610000119;610780165;M9999;3;4;1.91;1;0;0;0
SMURSAMU_P;2017;610000119;610780165;N2223;2;0;2;1;0;0;0
SMURSAMU_P;2017;610000119;610780165;N2500;8;0;2.39;;0;0;0
SMURSAMU_P;2017;610000119;610780165;N2620;0;0;0;1;0;0;0
SMURSAMU_P;2017;610000119;610780165;N5140;3;0;0.93;1;0;0;0
SMURSAMU_P;2017;610000119;610780165;N9999;13;0;5.47;1;0;0;0
SMURSAMU_P;2017;610780108;610790594;M9999;4;3;1;1;;;
SMURSAMU_P;2017;610780108;610790594;N2223;;10;3;0;;;
SMURSAMU_P;2017;610780108;610790594;N2500;;8;3;;;;
SMURSAMU_P;2017;610780108;610790594;N9999;;18;6;0;;;
SMURSAMU_P;2017;610780116;610790594;M9999;4;2;2.97;1;;;
SMURSAMU_P;2017;610780116;610790594;N2120;1;;0.2;1;;;
SMURSAMU_P;2017;610780116;610790594;N2223;;8;3;1;;;
SMURSAMU_P;2017;610780116;610790594;N2500;;10;3;;;;
SMURSAMU_P;2017;610780116;610790594;N9999;1;18;6.2;1;;;
SMURSAMU_P;2017;620000034;620100057;M9999;;28;16.42;1;;20;14.7
SMURSAMU_P;2017;620000034;620100057;MREG;;28;16.42;1;;20;14.7
SMURSAMU_P;2017;620000034;620100057;N1220;1;;1;0;53;5;52.59
SMURSAMU_P;2017;620000034;620100057;N2120;2;0;0.86;0;;1;0.75
SMURSAMU_P;2017;620000034;620100057;N2223;14;5;13.97;;;;
SMURSAMU_P;2017;620000034;620100057;N2500;;;;;4;0;3.21
SMURSAMU_P;2017;620000034;620100057;N5140;13;;11.94;0;;;
SMURSAMU_P;2017;620000034;620100057;N9999;30;5;27.77;0;57;6;56.55
SMURSAMU_P;2017;620000224;620100651;M9999;10;1;2.97;;;;
SMURSAMU_P;2017;620000224;620100651;N2223;7;1;7.28;;;;
SMURSAMU_P;2017;620000224;620100651;N2620;2;;2;;;;
SMURSAMU_P;2017;620000224;620100651;N5140;6;;5.85;;;;
SMURSAMU_P;2017;620000224;620100651;N9999;15;1;15.13;;;;
SMURSAMU_P;2017;620000257;620100685;M9999;7;0;6.5;1;;;
SMURSAMU_P;2017;620000257;620100685;N2223;10;4;13.05;0;;;
SMURSAMU_P;2017;620000257;620100685;N2500;4;0;4.08;;;;
SMURSAMU_P;2017;620000257;620100685;N5140;8;0;7.46;;;;
SMURSAMU_P;2017;620000257;620100685;N9999;22;4;24.59;0;;;
SMURSAMU_P;2017;620000323;620101337;M9999;;7;0.54;1;;;
SMURSAMU_P;2017;620000323;620101337;N2120;;1;0.2;1;;;
SMURSAMU_P;2017;620000323;620101337;N2223;;15;2.17;1;;;
SMURSAMU_P;2017;620000323;620101337;N2500;;12;2.64;;;;
SMURSAMU_P;2017;620000323;620101337;N9999;;28;5.01;;;;
SMURSAMU_P;2017;620000349;620101360;M9999;;10;3.6;1;;;
SMURSAMU_P;2017;620000349;620101360;N2120;;;0.38;;;;
SMURSAMU_P;2017;620000349;620101360;N2223;9;;5.9;;;;
SMURSAMU_P;2017;620000349;620101360;N2500;1;1;1;;;;
SMURSAMU_P;2017;620000349;620101360;N5140;5;1;5;;;;
SMURSAMU_P;2017;620000349;620101360;N9999;15;2;12.28;;;;
SMURSAMU_P;2017;620000653;620103440;M9999;16;3;5;1;;;
SMURSAMU_P;2017;620000653;620103440;N2223;;5;2;;;;
SMURSAMU_P;2017;620000653;620103440;N9999;;5;2;;;;
SMURSAMU_P;2017;620003202;620103432;M9999;2;;2;;;;
SMURSAMU_P;2017;620003202;620103432;N2223;2;2;4.42;;;;
SMURSAMU_P;2017;620003202;620103432;N5140;1;;1;;;;
SMURSAMU_P;2017;620003202;620103432;N9999;3;2;5.42;;;;
SMURSAMU_P;2017;630000404;630780989;M9999;9;1;6.83;1;2;0;1.6
SMURSAMU_P;2017;630000404;630780989;MREG;2;0;1.55;0;2;0;1.6
SMURSAMU_P;2017;630000404;630780989;N1220;3;;1.33;0;21;2;22.57
SMURSAMU_P;2017;630000404;630780989;N2120;1;;1.03;0;;;
SMURSAMU_P;2017;630000404;630780989;N2223;14;1;15.44;0;;;
SMURSAMU_P;2017;630000404;630780989;N2500;;;;;2;;2
SMURSAMU_P;2017;630000404;630780989;N5140;21;;21.5;0;;;
SMURSAMU_P;2017;630000404;630780989;N9999;41;1;41.8;0;23;2;25.18
SMURSAMU_P;2017;630000412;630780997;M9999;;5;1.4;1;;;
SMURSAMU_P;2017;630000412;630780997;N2120;;1;0.15;1;;;
SMURSAMU_P;2017;630000412;630780997;N2223;4;;4;0;;;
SMURSAMU_P;2017;630000412;630780997;N2500;4;3;5.7;;;;
SMURSAMU_P;2017;630000412;630780997;N9999;8;4;9.85;1;;;
SMURSAMU_P;2017;630000420;630781003;M9999;;;;1;;;
SMURSAMU_P;2017;630000420;630781003;N2120;;1;0.1;1;;;
SMURSAMU_P;2017;630000420;630781003;N5140;5;2;6.05;1;;;
SMURSAMU_P;2017;630000420;630781003;N9999;5;3;6.15;;;;
SMURSAMU_P;2017;630000438;630781011;M9999;6;3;8.9;1;0;0;0
SMURSAMU_P;2017;630000438;630781011;N2120;1;0;1;1;0;0;0
SMURSAMU_P;2017;630000438;630781011;N2223;16;3;18.4;1;0;0;0
SMURSAMU_P;2017;630000438;630781011;N5140;10;0;10;1;0;0;0
SMURSAMU_P;2017;630000438;630781011;N9999;27;3;29.4;;0;0;0
SMURSAMU_P;2017;630000446;630781029;M9999;5;2;3.24;1;;;
SMURSAMU_P;2017;630000446;630781029;N2120;1;;0.1;1;;;
SMURSAMU_P;2017;630000446;630781029;N2223;4;;4;;;;
SMURSAMU_P;2017;630000446;630781029;N2500;5;2;6.53;;;;
SMURSAMU_P;2017;630000446;630781029;N9999;10;2;10.63;1;;;
SMURSAMU_P;2017;640000162;640780417;M9999;7;;7;;4;1;4.5
SMURSAMU_P;2017;640000162;640780417;N1220;;;;;14;2;15.09
SMURSAMU_P;2017;640000162;640780417;N2223;9;2;8.71;;;;
SMURSAMU_P;2017;640000162;640780417;N2500;2;;2;;1;;0.9
SMURSAMU_P;2017;640000162;640780417;N5140;8;;8;;;;
SMURSAMU_P;2017;640000162;640780417;N9999;19;2;18.71;;15;2;15.99
SMURSAMU_P;2017;640000402;640780813;M9999;;10;4.45;1;;;
SMURSAMU_P;2017;640000402;640780813;N1220;;4;0.25;1;;;
SMURSAMU_P;2017;640000402;640780813;N2120;;1;0.5;1;;;
SMURSAMU_P;2017;640000402;640780813;N2223;5;1;5.8;1;;;
SMURSAMU_P;2017;640000402;640780813;N5140;6;0;6.04;1;;;
SMURSAMU_P;2017;640000402;640780813;N9999;11;6;12.59;1;;;
SMURSAMU_P;2017;640000410;640780821;M9999;2;2;3.4;1;;;
SMURSAMU_P;2017;640000410;640780821;N2120;1;;0.1;1;;;
SMURSAMU_P;2017;640000410;640780821;N2223;4;1;4.46;1;;;
SMURSAMU_P;2017;640000410;640780821;N5140;6;;6;;;;
SMURSAMU_P;2017;640000410;640780821;N9999;11;1;10.56;;;;
SMURSAMU_P;2017;640000600;640781290;M1140;0;0;0;1;0;0;0
SMURSAMU_P;2017;640000600;640781290;M9999;13;2;10.37;1;7;1;5.45
SMURSAMU_P;2017;640000600;640781290;MREG;0;0;0;1;5;1;4.7
SMURSAMU_P;2017;640000600;640781290;N1220;;;;0;15;1;15.5
SMURSAMU_P;2017;640000600;640781290;N2120;;1;0.5;0;;1;0.5
SMURSAMU_P;2017;640000600;640781290;N2223;11;1;11.7;1;;;
SMURSAMU_P;2017;640000600;640781290;N3120;;1;0.24;1;;1;0.03
SMURSAMU_P;2017;640000600;640781290;N5140;12;2;13.45;0;;;
SMURSAMU_P;2017;640000600;640781290;N9999;23;6;26.35;;15;3;16.03
SMURSAMU_P;2017;650000045;650780158;M9999;12;1;3.8;1;0;0;0
SMURSAMU_P;2017;650000045;650780158;MREG;0;0;0;1;0;0;0
SMURSAMU_P;2017;650000045;650780158;N2223;21;0;6;1;0;0;0
SMURSAMU_P;2017;650000045;650780158;N9999;21;0;6;;0;0;0
SMURSAMU_P;2017;650000417;650783160;N1220;;;;0;12;0;11.72
SMURSAMU_P;2017;650000417;650783160;N2120;1;0;0.25;0;1;0;0.1
SMURSAMU_P;2017;650000417;650783160;N2223;6;1;5.6;0;;;
SMURSAMU_P;2017;650000417;650783160;N2500;;;;;1;0;1
SMURSAMU_P;2017;650000417;650783160;N9999;7;1;5.85;0;14;0;12.84
SMURSAMU_P;2017;650005606;650783160;M9999;;17;4.11;1;;;
SMURSAMU_P;2017;650005606;650783160;N1220;;2;1.27;1;;;
SMURSAMU_P;2017;650005606;650783160;N2120;1;;1;1;;;
SMURSAMU_P;2017;650005606;650783160;N2223;7;5;9.28;1;;;
SMURSAMU_P;2017;650005606;650783160;N2500;2;;2;;;;
SMURSAMU_P;2017;650005606;650783160;N9999;10;7;13.55;;;;
SMURSAMU_P;2017;650784218;650780174;M9999;;12;4.35;1;;;
SMURSAMU_P;2017;650784218;650780174;N1220;;1;0.25;1;;;
SMURSAMU_P;2017;650784218;650780174;N2120;;2;0.6;1;;;
SMURSAMU_P;2017;650784218;650780174;N2223;3;1;3.8;1;;;
SMURSAMU_P;2017;650784218;650780174;N9999;3;4;4.65;1;;;
SMURSAMU_P;2017;660000084;660780180;M9999;31;10;13.98;;;;
SMURSAMU_P;2017;660000084;660780180;N2120;;1;0.35;;;;
SMURSAMU_P;2017;660000084;660780180;N2223;7;1;7.5;;;;
SMURSAMU_P;2017;660000084;660780180;N5140;12;1;12.5;;;;
SMURSAMU_P;2017;660000084;660780180;N9999;19;3;20.5;;;;
SMURSAMU_P;2017;660008947;660780180;M9999;;;;;24;6;3.42
SMURSAMU_P;2017;660008947;660780180;N1220;;;;;29;2;29.25
SMURSAMU_P;2017;660008947;660780180;N2120;;;;;;1;0.05
SMURSAMU_P;2017;660008947;660780180;N9999;;;;;29;3;29.3
SMURSAMU_P;2017;660010117;660780180;M9999;9;3;1.37;;;;
SMURSAMU_P;2017;670000025;670780055;M9999;7;58;16.84;1;8;55;9.39
SMURSAMU_P;2017;670000025;670780055;MREG;;;;;8;27;8.28
SMURSAMU_P;2017;670000025;670780055;N1220;30;3;31.87;0;;;
SMURSAMU_P;2017;670000025;670780055;N2120;1;;1;0;;;
SMURSAMU_P;2017;670000025;670780055;N2223;27;3;26.67;0;;;
SMURSAMU_P;2017;670000025;670780055;N2500;2;;2;;;;
SMURSAMU_P;2017;670000025;670780055;N5140;22;2;22.93;0;;;
SMURSAMU_P;2017;670000025;670780055;N9999;84;8;87.13;0;;;
SMURSAMU_P;2017;670000157;670780337;M9999;5;1;5.5;1;;;
SMURSAMU_P;2017;670000157;670780337;N1220;;1;0.33;1;;;
SMURSAMU_P;2017;670000157;670780337;N2120;;1;0.22;1;;;
SMURSAMU_P;2017;670000157;670780337;N2223;5;2;6;1;;;
SMURSAMU_P;2017;670000157;670780337;N5140;5;2;6;1;;;
SMURSAMU_P;2017;670000157;670780337;N9999;10;6;12.55;1;;;
SMURSAMU_P;2017;670000165;670780345;M9999;4;1;4.41;0;;;
SMURSAMU_P;2017;670000165;670780345;N1220;1;0;0.75;0;;;
SMURSAMU_P;2017;670000165;670780345;N2120;1;0;0.18;0;;;
SMURSAMU_P;2017;670000165;670780345;N2223;17;8;6.55;0;;;
SMURSAMU_P;2017;670000165;670780345;N5140;6;0;6.4;0;;;
SMURSAMU_P;2017;670000165;670780345;N9999;25;8;13.9;0;;;
SMURSAMU_P;2017;670000272;670780543;M9999;;4;2.19;1;;;
SMURSAMU_P;2017;670000272;670780543;N2120;;1;0.1;1;;;
SMURSAMU_P;2017;670000272;670780543;N2223;3;4;6.91;0;;;
SMURSAMU_P;2017;670000272;670780543;N9999;3;5;7.01;;;;
SMURSAMU_P;2017;670000397;670017755;M9999;3;4;4.52;0;;;
SMURSAMU_P;2017;670000397;670017755;N2120;0;1;0.19;1;;;
SMURSAMU_P;2017;670000397;670017755;N2223;6;0;6.3;0;;;
SMURSAMU_P;2017;670000397;670017755;N3120;0;1;0.4;0;;;
SMURSAMU_P;2017;670000397;670017755;N9999;6;2;6.89;;;;
SMURSAMU_P;2017;670783273;670780055;M1140;3;;1.5;0;;;
SMURSAMU_P;2017;670783273;670780055;M9999;3;;1.5;0;;;
SMURSAMU_P;2017;670783273;670780055;N2223;;1;0.8;;;;
SMURSAMU_P;2017;680000684;680000973;M9999;20;3;21.94;1;2;;2
SMURSAMU_P;2017;680000684;680000973;MREG;20;3;21.94;1;2;;2
SMURSAMU_P;2017;680000684;680000973;N1220;;1;0.3;;;;
SMURSAMU_P;2017;680000684;680000973;N2223;8;4;11.2;;;;
SMURSAMU_P;2017;680000684;680000973;N5140;12;;12;;;;
SMURSAMU_P;2017;680000684;680000973;N9999;20;5;23.5;;;;
SMURSAMU_P;2017;680004546;680020336;M9999;25;1;8.56;1;24;1;3.53
SMURSAMU_P;2017;680004546;680020336;N1220;;;;;23;1;22.96
SMURSAMU_P;2017;680004546;680020336;N2120;;1;0.05;;;1;0.03
SMURSAMU_P;2017;680004546;680020336;N2223;3;28;19.6;1;;;0.14
SMURSAMU_P;2017;680004546;680020336;N9999;3;29;19.65;;23;2;23.13
SMURSAMU_P;2017;690000575;690782222;M9999;;12;3.83;1;;;
SMURSAMU_P;2017;690000575;690782222;N1220;4;1;3.26;1;;;
SMURSAMU_P;2017;690000575;690782222;N2120;1;;0.07;1;;;
SMURSAMU_P;2017;690000575;690782222;N2223;25;18;2.79;1;;;
SMURSAMU_P;2017;690000575;690782222;N2500;3;1;2.6;;;;
SMURSAMU_P;2017;690000575;690782222;N9999;33;20;8.72;1;;;
SMURSAMU_P;2017;690000625;690782271;M9999;6;2;1.14;1;;;
SMURSAMU_P;2017;690000625;690782271;N2223;13;1;2.66;1;;;
SMURSAMU_P;2017;690000625;690782271;N9999;13;1;2.66;;;;
SMURSAMU_P;2017;690041108;690781810;M9999;1;;0.75;0;;;
SMURSAMU_P;2017;690783154;690781810;M1140;;;0.25;0;;;0.09
SMURSAMU_P;2017;690783154;690781810;M9999;5;3;7.89;0;;9;3.99
SMURSAMU_P;2017;690783154;690781810;N1220;2;;1.73;0;26;4;27.12
SMURSAMU_P;2017;690783154;690781810;N2120;1;;1;0;;;
SMURSAMU_P;2017;690783154;690781810;N2223;36;1;36;0;1;;0.5
SMURSAMU_P;2017;690783154;690781810;N2500;2;;2;;11;;11.72
SMURSAMU_P;2017;690783154;690781810;N5140;46;;45.24;0;;;
SMURSAMU_P;2017;690783154;690781810;N9999;90;1;89.63;0;41;4;41.32
SMURSAMU_P;2017;690784137;690781810;M9999;6;;5.49;0;;;
SMURSAMU_P;2017;690784137;690781810;N2223;6;;6;0;;;
SMURSAMU_P;2017;690784137;690781810;N5140;12;;12;0;;;
SMURSAMU_P;2017;690784137;690781810;N9999;18;;18;0;;;
SMURSAMU_P;2017;690784152;690781810;M9999;;;0.42;;;;
SMURSAMU_P;2017;700000011;700780026;M9999;4;2;5;1;;;
SMURSAMU_P;2017;700000011;700780026;N2223;2;3;4.4;1;;;
SMURSAMU_P;2017;700000011;700780026;N2500;6;;5.46;;;;
SMURSAMU_P;2017;700000011;700780026;N9999;8;3;9.86;;;;
SMURSAMU_P;2017;700000029;700004591;M9999;6;1;5.6;1;;;
SMURSAMU_P;2017;700000029;700004591;N1220;;;;;;;0.17
SMURSAMU_P;2017;700000029;700004591;N2120;;1;0.12;1;;1;0.3
SMURSAMU_P;2017;700000029;700004591;N2223;5;1;5.6;1;;3;1.7
SMURSAMU_P;2017;700000029;700004591;N5140;5;1;5.6;;;1;0.2
SMURSAMU_P;2017;700000029;700004591;N9999;10;3;11.32;1;;5;2.37
SMURSAMU_P;2017;700780059;700004591;M9999;2;1;2.33;1;;;
SMURSAMU_P;2017;700780059;700004591;N2120;;1;0.12;1;;;
SMURSAMU_P;2017;700780059;700004591;N2223;2;1;2.33;1;;;
SMURSAMU_P;2017;700780059;700004591;N9999;2;2;2.45;1;;;
SMURSAMU_P;2017;700780208;700004591;M9999;5;1;5.6;1;;;
SMURSAMU_P;2017;700780208;700004591;N2120;;1;0.12;1;;;
SMURSAMU_P;2017;700780208;700004591;N2223;5;1;5.6;1;;;
SMURSAMU_P;2017;700780208;700004591;N9999;5;2;5.72;1;;;
SMURSAMU_P;2017;710010067;710780644;M9999;;;5.4;1;;;
SMURSAMU_P;2017;710010067;710780644;N2223;2;;2;1;;;
SMURSAMU_P;2017;710010067;710780644;N5140;8;;7.65;1;;;
SMURSAMU_P;2017;710010067;710780644;N9999;10;;9.65;1;;;
SMURSAMU_P;2017;710010786;710781451;M9999;5;2;5.98;1;;;
SMURSAMU_P;2017;710010786;710781451;N1220;1;1;1.85;1;;;
SMURSAMU_P;2017;710010786;710781451;N2120;2;;0.45;1;;;
SMURSAMU_P;2017;710010786;710781451;N2223;24;;10.73;1;;;
SMURSAMU_P;2017;710010786;710781451;N2500;2;;0.01;;;;
SMURSAMU_P;2017;710010786;710781451;N2620;11;1;5.3;1;;;
SMURSAMU_P;2017;710010786;710781451;N9999;40;2;18.34;;;;
SMURSAMU_P;2017;710978263;710780958;M9999;8;3;5.13;1;8;5;2.9
SMURSAMU_P;2017;710978263;710780958;MREG;5;2;4.13;1;8;5;2.9
SMURSAMU_P;2017;710978263;710780958;N1220;1;;1;;20;8;25
SMURSAMU_P;2017;710978263;710780958;N2120;;1;0.4;;;1;0.4
SMURSAMU_P;2017;710978263;710780958;N5140;6;1;7.81;;;;
SMURSAMU_P;2017;710978263;710780958;N9999;7;2;9.21;;20;9;25.4
SMURSAMU_P;2017;710978289;710780263;M9999;11;4;5.4;;;;
SMURSAMU_P;2017;710978289;710780263;N1220;7;;7;;;;
SMURSAMU_P;2017;710978289;710780263;N2120;2;;1;;;;
SMURSAMU_P;2017;710978289;710780263;N2223;10;;6.98;;;;
SMURSAMU_P;2017;710978289;710780263;N9999;19;;14.98;;;;
SMURSAMU_P;2017;710978313;710976705;M9999;5;3;1.3;1;;;
SMURSAMU_P;2017;710978313;710976705;N2120;1;;0.25;;;;
SMURSAMU_P;2017;710978313;710976705;N2223;18;2;5.64;;;;
SMURSAMU_P;2017;710978313;710976705;N9999;19;2;5.89;;;;
SMURSAMU_P;2017;710978347;570010181;M9999;3;3;5.01;1;;;
SMURSAMU_P;2017;720000033;720000025;M9999;0;22;8.32;;0;22;4.16
SMURSAMU_P;2017;720000033;720000025;N1220;0;2;0.52;;13;14;19.37
SMURSAMU_P;2017;720000033;720000025;N2120;0;1;0.5;;0;1;0.49
SMURSAMU_P;2017;720000033;720000025;N2223;0;37;11.99;;0;0;0
SMURSAMU_P;2017;720000033;720000025;N2500;1;1;1.33;;3;1;3.94
SMURSAMU_P;2017;720000033;720000025;N5140;13;1;12.97;;0;0;0
SMURSAMU_P;2017;720000033;720000025;N9999;15;42;27.74;;16;16;23.81
SMURSAMU_P;2017;720000470;610780082;N1220;;1;0.1;0;;;
SMURSAMU_P;2017;720000470;610780082;N2223;;11;5.63;1;;;
SMURSAMU_P;2017;720000470;610780082;N2500;;11;3;;;;
SMURSAMU_P;2017;720000470;610780082;N9999;;23;8.73;;;;
SMURSAMU_P;2017;720016179;720016724;M9999;1;4;1;;;;
SMURSAMU_P;2017;720016179;720016724;MREG;1;4;1;;;;
SMURSAMU_P;2017;720016179;720016724;N2223;9;;5.66;;;;
SMURSAMU_P;2017;720016179;720016724;N9999;9;;5.66;;;;
SMURSAMU_P;2017;730000031;730000015;M1140;9;1;1;0;0;0;0
SMURSAMU_P;2017;730000031;730000015;M9999;20;6;5.15;1;13;0;5.31
SMURSAMU_P;2017;730000031;730000015;MREG;0;0;0;1;0;0;0
SMURSAMU_P;2017;730000031;730000015;N1220;0;0;0;;20;3;21.73
SMURSAMU_P;2017;730000031;730000015;N2120;0;0;0;;1;0;1
SMURSAMU_P;2017;730000031;730000015;N2223;15;6;19;;0;0;0
SMURSAMU_P;2017;730000031;730000015;N2500;0;0;0;;1;0;0.42
SMURSAMU_P;2017;730000031;730000015;N5140;18;0;18.02;;0;0;0
SMURSAMU_P;2017;730000031;730000015;N9999;33;6;37.02;;22;3;23.15
SMURSAMU_P;2017;730000080;730780103;M9999;2;3;4;1;;;
SMURSAMU_P;2017;730000080;730780103;N2223;1;1;1.75;;;;
SMURSAMU_P;2017;730000080;730780103;N9999;1;1;1.75;;;;
SMURSAMU_P;2017;730000098;730000015;M9999;0;0;3.4;;0;0;0
SMURSAMU_P;2017;730000098;730000015;N2223;2;2;3.61;;0;0;0
SMURSAMU_P;2017;730000098;730000015;N5140;4;0;3.65;;0;0;0
SMURSAMU_P;2017;730000098;730000015;N9999;6;2;7.26;;0;0;0
SMURSAMU_P;2017;730000247;730780525;M9999;6;1;5.07;1;0;0;0
SMURSAMU_P;2017;730000247;730780525;N2120;0;0;0;1;0;0;0
SMURSAMU_P;2017;730000247;730780525;N2223;9;0;4.49;1;0;0;0
SMURSAMU_P;2017;730000247;730780525;N9999;9;0;4.49;;0;0;0
