BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPAS;ETP;GAR;AST
BLOCS_P;2013;900000167;900000365;N2320;6;5;9.84;1;1
BLOCS_P;2013;900000167;900000365;N2510;7;1;7.36;0;0
BLOCS_P;2013;900000167;900000365;N4130;1;1;1;0;0
BLOCS_P;2013;900000167;900000365;N4160;2;1;2.5;0;0
BLOCS_P;2013;900000167;900000365;NAUT;11;1;22.27;;
BLOCS_P;2013;900000167;900000365;N9999;67;25;94.65;;
BLOCS_P;2013;910000272;910110014;M100H;;7;1.9;0;0
BLOCS_P;2013;910000272;910110014;M1030;;6;4.65;1;0
BLOCS_P;2013;910000272;910110014;M200H;;10;2.6;0;1
BLOCS_P;2013;910000272;910110014;N2200;10;;10;0;0
BLOCS_P;2013;910000272;910110014;N2310;7;2;8;1;0
BLOCS_P;2013;910000272;910110014;N2320;2;;2;1;0
BLOCS_P;2013;910000272;910110014;N2510;3;;3;0;0
BLOCS_P;2013;910000272;910110014;N4160;1;;1;0;0
BLOCS_P;2013;910000272;910110014;NAUT;3;;3;0;0
BLOCS_P;2013;910000272;910110014;N9999;25;2;26;;
BLOCS_P;2013;910000280;910019447;M100H;1;1;0.19;0;1
BLOCS_P;2013;910000280;910019447;M1030;3;;0.92;1;0
BLOCS_P;2013;910000280;910019447;M200H;3;3;1.16;0;1
BLOCS_P;2013;910000280;910019447;N2200;1;;1;0;0
BLOCS_P;2013;910000280;910019447;N2310;6;;5.79;1;
BLOCS_P;2013;910000280;910019447;N2320;9;1;8.83;1;0
BLOCS_P;2013;910000280;910019447;N2510;4;;4;0;0
BLOCS_P;2013;910000280;910019447;N4160;2;;0.7;0;0
BLOCS_P;2013;910000280;910019447;NAUT;1;;1;0;0
BLOCS_P;2013;910000280;910019447;N9999;21;1;20.62;;
BLOCS_P;2013;910000298;910110055;M100H;4;3;0.23;0;0
BLOCS_P;2013;910000298;910110055;M1030;6;7;11.42;1;0
BLOCS_P;2013;910000298;910110055;M200H;20;7;4.1;1;1
BLOCS_P;2013;910000298;910110055;N2200;9;4;11.96;;
BLOCS_P;2013;910000298;910110055;N2310;14;;13.94;;
BLOCS_P;2013;910000298;910110055;N2320;7;2;8.55;;
BLOCS_P;2013;910000298;910110055;N2510;15;1;15.97;;
BLOCS_P;2013;910000298;910110055;N4160;2;;1;;
BLOCS_P;2013;910000298;910110055;NAUT;10;1;13;;
BLOCS_P;2013;910000298;910110055;N9999;55;8;63.42;;
BLOCS_P;2013;910000306;910110063;M1030;4;4;6.55;1;
BLOCS_P;2013;910000306;910110063;M200H;7;2;6.32;0;1
BLOCS_P;2013;910000306;910110063;N2200;3;;3.78;0;0
BLOCS_P;2013;910000306;910110063;N2310;6;5;8.82;1;0
BLOCS_P;2013;910000306;910110063;N2320;6;3;7.07;1;0
BLOCS_P;2013;910000306;910110063;N2510;2;;2.3;0;0
BLOCS_P;2013;910000306;910110063;N4160;1;;1;0;0
BLOCS_P;2013;910000306;910110063;NAUT;3;3;5.34;0;0
BLOCS_P;2013;910000306;910110063;N9999;20;11;27.31;;
BLOCS_P;2013;910001973;910019447;M1030;9;;6;1;0
BLOCS_P;2013;910001973;910019447;M200H;8;;2.09;1;1
BLOCS_P;2013;910001973;910019447;N2200;4;;2.7;0;0
BLOCS_P;2013;910001973;910019447;N2310;9;1;8.39;1;0
BLOCS_P;2013;910001973;910019447;N2320;9;1;9.31;1;0
BLOCS_P;2013;910001973;910019447;N2510;5;1;5.24;0;0
BLOCS_P;2013;910001973;910019447;N4160;1;;0.8;0;0
BLOCS_P;2013;910001973;910019447;NAUT;2;;2;0;0
BLOCS_P;2013;910001973;910019447;N9999;29;3;27.64;;
BLOCS_P;2013;910018423;910019454;M100H;0;6;3.19;0;0
BLOCS_P;2013;910018423;910019454;M1030;1;1;1.5;0;0
BLOCS_P;2013;910018423;910019454;N2200;1;3;3.67;;
BLOCS_P;2013;910018423;910019454;N2510;1;;1;;
BLOCS_P;2013;910018423;910019454;N4160;;1;0.1;;
BLOCS_P;2013;910018423;910019454;NAUT;1;;1;;
BLOCS_P;2013;910018423;910019454;N9999;3;3;5.67;;
BLOCS_P;2013;910020254;910002773;N2200;10;1;11;0;0
BLOCS_P;2013;910020254;910002773;N2310;19;3;21;1;1
BLOCS_P;2013;910020254;910002773;N2320;24;3;26;1;1
BLOCS_P;2013;910020254;910002773;N2510;13;2;14;0;0
BLOCS_P;2013;910020254;910002773;N4160;3;;;0;0
BLOCS_P;2013;910020254;910002773;NAUT;10;;10;0;0
BLOCS_P;2013;910020254;910002773;N9999;76;9;82;;
BLOCS_P;2013;910150010;910014919;M1030;;2;0.64;0;0
BLOCS_P;2013;910150010;910014919;N2200;;1;0.5;0;0
BLOCS_P;2013;910150010;910014919;N9999;;1;0.5;;
BLOCS_P;2013;910150028;750811184;M100H;;5;1.16;1;1
BLOCS_P;2013;910150028;750811184;M1030;1;;1;1;0
BLOCS_P;2013;910150028;750811184;N2200;3;4;5.86;0;0
BLOCS_P;2013;910150028;750811184;N2510;1;;1;0;0
BLOCS_P;2013;910150028;750811184;N4130;4;1;4.71;0;1
BLOCS_P;2013;910150028;750811184;N4160;1;;1;0;1
BLOCS_P;2013;910150028;750811184;NAUT;2;;2;0;0
BLOCS_P;2013;910150028;750811184;N9999;10;5;13.57;;
BLOCS_P;2013;910300011;910000348;M200H;5;33;;;1
BLOCS_P;2013;910300144;910000447;M100H;7;2;8;0;1
BLOCS_P;2013;910300144;910000447;M1030;5;;5;1;
BLOCS_P;2013;910300144;910000447;M200H;13;8;17;0;1
BLOCS_P;2013;910300144;910000447;N2200;20;;19.2;;1
BLOCS_P;2013;910300144;910000447;N2310;3;3;4.62;;0
BLOCS_P;2013;910300144;910000447;N2320;5;;4.55;;1
BLOCS_P;2013;910300144;910000447;N2510;10;;9.2;0;0
BLOCS_P;2013;910300144;910000447;N4160;1;;1;0;0
BLOCS_P;2013;910300144;910000447;NAUT;18;;17.56;0;0
BLOCS_P;2013;910300144;910000447;N9999;56;3;55.13;;
BLOCS_P;2013;910300177;910000462;M100H;6;14;13;0;0
BLOCS_P;2013;910300177;910000462;M1030;6;;6;0;0
BLOCS_P;2013;910300177;910000462;M200H;16;10;21;0;0
BLOCS_P;2013;910300177;910000462;N2200;59;16;43.12;1;1
BLOCS_P;2013;910300177;910000462;N2310;;6;2.1;;1
BLOCS_P;2013;910300177;910000462;N2320;32;7;20.15;1;1
BLOCS_P;2013;910300177;910000462;N2510;40;21;33.22;1;
BLOCS_P;2013;910300177;910000462;N4160;3;;3;;1
BLOCS_P;2013;910300177;910000462;NAUT;;;;;1
BLOCS_P;2013;910300177;910000462;N9999;131;50;98.59;;
BLOCS_P;2013;910300219;910003888;M100H;57;2;59;;
BLOCS_P;2013;910300219;910003888;M1030;21;2;22;;
BLOCS_P;2013;910300219;910003888;M200H;26;6;29;;
BLOCS_P;2013;910300219;910003888;N2200;42;6;42.17;;
BLOCS_P;2013;910300219;910003888;N2310;7;1;6.65;;
BLOCS_P;2013;910300219;910003888;N2320;11;1;11.03;;
BLOCS_P;2013;910300219;910003888;N2510;13;1;13.47;;
BLOCS_P;2013;910300219;910003888;N4130;5;;5;;
BLOCS_P;2013;910300219;910003888;N4160;3;;3;;
BLOCS_P;2013;910300219;910003888;NAUT;8;3;9.55;;
BLOCS_P;2013;910300219;910003888;N9999;86;12;87.87;;
BLOCS_P;2013;910300300;910000538;M1030;2;;2;0;1
BLOCS_P;2013;910300300;910000538;M200H;1;10;7;0;1
BLOCS_P;2013;910300300;910000538;N2200;6;;5;0;1
BLOCS_P;2013;910300300;910000538;N2310;1;;1;0;0
BLOCS_P;2013;910300300;910000538;N2320;;;;1;1
BLOCS_P;2013;910300300;910000538;N2510;;;;0;1
BLOCS_P;2013;910300300;910000538;N4130;;;;0;1
BLOCS_P;2013;910300300;910000538;N4160;1;;1;0;1
BLOCS_P;2013;910300300;910000538;NAUT;5;;5;0;0
BLOCS_P;2013;910300300;910000538;N9999;12;;11;;
BLOCS_P;2013;910300359;910000587;M100H;3;;3;0;1
BLOCS_P;2013;910300359;910000587;M1030;;6;4;1;0
BLOCS_P;2013;910300359;910000587;M200H;;30;15;0;1
BLOCS_P;2013;910300359;910000587;N2200;7;4;8.86;0;1
BLOCS_P;2013;910300359;910000587;N2320;3;;1.97;0;1
BLOCS_P;2013;910300359;910000587;N2510;3;;3;0;0
BLOCS_P;2013;910300359;910000587;N4160;1;;1;0;0
BLOCS_P;2013;910300359;910000587;NAUT;8;;8.13;0;0
BLOCS_P;2013;910300359;910000587;N9999;21;4;21.96;;
BLOCS_P;2013;910803543;910017615;M100H;11;20;21;;
BLOCS_P;2013;910803543;910017615;M1030;7;4;9;1;0
BLOCS_P;2013;910803543;910017615;M200H;11;19;21;;
BLOCS_P;2013;910803543;910017615;N2200;5;0;3.2;0;1
BLOCS_P;2013;910803543;910017615;N2320;14;13;15.62;0;1
BLOCS_P;2013;910803543;910017615;N2510;1;0;1;0;0
BLOCS_P;2013;910803543;910017615;N4160;3;0;3;1;1
BLOCS_P;2013;910803543;910017615;N9999;20;13;19.82;;
BLOCS_P;2013;910805357;910001643;M100H;1;5;2;0;1
BLOCS_P;2013;910805357;910001643;M1030;6;1;6.8;1;1
BLOCS_P;2013;910805357;910001643;M200H;12;17;15.4;0;1
BLOCS_P;2013;910805357;910001643;N2200;4;10;13.7;;
BLOCS_P;2013;910805357;910001643;N2510;1;;0.5;;
BLOCS_P;2013;910805357;910001643;N4130;5;;5;;
BLOCS_P;2013;910805357;910001643;N4160;1;;0.9;0;0
BLOCS_P;2013;910805357;910001643;NAUT;3;;2.61;;
BLOCS_P;2013;910805357;910001643;N9999;13;10;21.81;;
BLOCS_P;2013;920000460;750813321;M1030;3;4;5.33;1;1
BLOCS_P;2013;920000460;750813321;M200H;2;15;6.59;0;1
BLOCS_P;2013;920000460;750813321;N2200;6;5;10.05;0;0
BLOCS_P;2013;920000460;750813321;N2310;1;18;6.26;0;1
BLOCS_P;2013;920000460;750813321;N2320;4;2;5.2;0;1
BLOCS_P;2013;920000460;750813321;N2510;7;1;7.96;0;0
BLOCS_P;2013;920000460;750813321;NAUT;7;2;9.75;0;0
BLOCS_P;2013;920000460;750813321;N9999;25;28;39.22;;
BLOCS_P;2013;920000585;920026374;M1030;4;10;6.46;1;0
BLOCS_P;2013;920000585;920026374;M200H;2;4;1.31;0;1
BLOCS_P;2013;920000585;920026374;N2200;3;5;4.15;;
BLOCS_P;2013;920000585;920026374;N2310;5;10;7.7;;
BLOCS_P;2013;920000585;920026374;N2320;4;4;6.81;;
BLOCS_P;2013;920000585;920026374;N2510;3;;3;;
BLOCS_P;2013;920000585;920026374;NAUT;4;2;4.89;;
BLOCS_P;2013;920000585;920026374;N9999;19;21;26.55;;
BLOCS_P;2013;920000619;920009909;N2200;7;1;7.15;;1
BLOCS_P;2013;920000619;920009909;N2310;5;;7.01;1;
BLOCS_P;2013;920000619;920009909;N2320;4;;3.83;1;
BLOCS_P;2013;920000619;920009909;N2510;7;;8.13;;1
BLOCS_P;2013;920000619;920009909;N4130;;;;;1
BLOCS_P;2013;920000619;920009909;N4160;1;;2;0;
BLOCS_P;2013;920000619;920009909;NAUT;6;;5.98;0;0
BLOCS_P;2013;920000619;920009909;N9999;29;1;32.1;;
BLOCS_P;2013;920000627;920009909;M1030;2;4;3.87;1;
BLOCS_P;2013;920000627;920009909;M200H;;4;0.7;0;1
BLOCS_P;2013;920000627;920009909;N2200;7;;6.27;0;
BLOCS_P;2013;920000627;920009909;N2310;4;;5.53;1;
BLOCS_P;2013;920000627;920009909;N2320;3;1;3.95;1;
BLOCS_P;2013;920000627;920009909;N2510;1;;1.5;0;
BLOCS_P;2013;920000627;920009909;N4130;;;;;1
BLOCS_P;2013;920000627;920009909;NAUT;5;2;5.27;0;0
BLOCS_P;2013;920000627;920009909;N9999;20;3;22.52;;
BLOCS_P;2013;920000643;920150034;M1030;10;6;11.51;1;0
BLOCS_P;2013;920000643;920150034;M200H;8;20;18.64;0;1
BLOCS_P;2013;920000643;920150034;N2200;5;2;5.28;0;0
BLOCS_P;2013;920000643;920150034;N2310;8;1;9;0;1
BLOCS_P;2013;920000643;920150034;N2320;13;1;13.77;0;1
BLOCS_P;2013;920000643;920150034;N2510;6;0;6;0;0
BLOCS_P;2013;920000643;920150034;N4160;2;0;2;0;0
BLOCS_P;2013;920000643;920150034;NAUT;13;0;9.44;0;0
BLOCS_P;2013;920000643;920150034;N9999;45;4;43.49;;
BLOCS_P;2013;920000650;920150059;M1030;22;12;29.17;1;1
BLOCS_P;2013;920000650;920150059;M200H;;;;0;1
BLOCS_P;2013;920000650;920150059;N2200;44;6;47.95;1;1
BLOCS_P;2013;920000650;920150059;N2310;28;5;30.62;1;1
BLOCS_P;2013;920000650;920150059;N2320;6;4;8.93;1;1
BLOCS_P;2013;920000650;920150059;N2510;12;;11.39;1;1
BLOCS_P;2013;920000650;920150059;N4130;;;;1;1
BLOCS_P;2013;920000650;920150059;N4160;6;;6;1;1
BLOCS_P;2013;920000650;920150059;NAUT;46;3;45.83;1;1
BLOCS_P;2013;920000650;920150059;N9999;136;18;144.72;;
BLOCS_P;2013;920000684;920150091;M100H;21;12;25.74;0;0
BLOCS_P;2013;920000684;920150091;M1030;14;12;22.91;1;1
BLOCS_P;2013;920000684;920150091;M200H;18;2;18.98;0;1
BLOCS_P;2013;920000684;920150091;N2200;39;3;40.93;;
BLOCS_P;2013;920000684;920150091;N2310;14;2;18.84;;
BLOCS_P;2013;920000684;920150091;N2320;4;3;7.14;0;1
BLOCS_P;2013;920000684;920150091;N2510;9;0;9.38;;
BLOCS_P;2013;920000684;920150091;N4130;0;0;0.83;;
BLOCS_P;2013;920000684;920150091;NAUT;17;0;17.53;;
BLOCS_P;2013;920000684;920150091;N9999;83;8;94.65;;
BLOCS_P;2013;920001096;;N2200;;2;0.47;;
BLOCS_P;2013;920001096;;N2510;;2;0.94;;
BLOCS_P;2013;920001096;;N9999;;4;1.41;;
BLOCS_P;2013;920100013;750712184;M1030;20;3;17.22;;
BLOCS_P;2013;920100013;750712184;M200H;24;32;19.2;;
BLOCS_P;2013;920100021;750712184;M100H;6;6;8.7;1;1
BLOCS_P;2013;920100021;750712184;M1030;18;;18;1;1
BLOCS_P;2013;920100021;750712184;M200H;7;8;10.2;1;1
BLOCS_P;2013;920100021;750712184;N2200;28;2;29.3;1;0
BLOCS_P;2013;920100021;750712184;N2310;14;4;17.2;1;0
BLOCS_P;2013;920100021;750712184;N2320;6;2;7.6;1;0
BLOCS_P;2013;920100021;750712184;N2510;19;1;19.8;1;0
BLOCS_P;2013;920100021;750712184;N4160;3;1;3.43;0;0
BLOCS_P;2013;920100021;750712184;NAUT;9;;9;0;0
BLOCS_P;2013;920100021;750712184;N9999;76;9;82.9;;
BLOCS_P;2013;920100047;750712184;N4160;1;;1;;
BLOCS_P;2013;920100054;750712184;M1030;7;0;1.78;;
BLOCS_P;2013;920100054;750712184;M200H;8;4;2.83;;
BLOCS_P;2013;920100054;750712184;N2200;7;7;13.56;;
BLOCS_P;2013;920100054;750712184;N2310;8;2;9.05;;
BLOCS_P;2013;920100054;750712184;N2320;2;1;2.07;;
BLOCS_P;2013;920100054;750712184;N2510;6;1;6.86;;
BLOCS_P;2013;920100054;750712184;N4160;2;;2;;
BLOCS_P;2013;920100054;750712184;NAUT;6;;6.24;;
BLOCS_P;2013;920100054;750712184;N9999;29;11;37.78;;
BLOCS_P;2013;920120011;750821092;M100H;20;;20;0;1
BLOCS_P;2013;920120011;750821092;M1030;8;1;6.35;1;
BLOCS_P;2013;920120011;750821092;M200H;29;;29;1;0
BLOCS_P;2013;920120011;750821092;N2200;15;;15;1;0
BLOCS_P;2013;920120011;750821092;N2310;19;2;20.39;1;0
BLOCS_P;2013;920120011;750821092;N2320;11;3;13.39;1;0
BLOCS_P;2013;920120011;750821092;N2510;17;;17;1;0
BLOCS_P;2013;920120011;750821092;N4130;3;;2.4;1;0
BLOCS_P;2013;920120011;750821092;N4160;1;;1;0;0
BLOCS_P;2013;920120011;750821092;N9999;65;5;68.18;;
BLOCS_P;2013;920300043;920001526;M100H;;;;1;1
BLOCS_P;2013;920300043;920001526;M1030;;5;5;1;1
BLOCS_P;2013;920300043;920001526;M200H;;14;14;0;1
BLOCS_P;2013;920300043;920001526;N2200;20;15;25.05;0;1
BLOCS_P;2013;920300043;920001526;N2320;8;;7.7;0;1
BLOCS_P;2013;920300043;920001526;N2510;3;7;5.59;0;1
BLOCS_P;2013;920300043;920001526;N4130;2;;2;0;1
BLOCS_P;2013;920300043;920001526;N4160;3;2;4.1;0;0
BLOCS_P;2013;920300043;920001526;NAUT;3;;3;0;1
BLOCS_P;2013;920300043;920001526;N9999;36;22;43.34;;
BLOCS_P;2013;920300183;920000759;M100H;3;28;8.6;0;1
BLOCS_P;2013;920300183;920000759;M1030;4;4;4.8;0;1
BLOCS_P;2013;920300183;920000759;M200H;;25;5;0;
BLOCS_P;2013;920300183;920000759;N2200;18;2;18.3;0;0
BLOCS_P;2013;920300183;920000759;N2320;2;;2;0;1
BLOCS_P;2013;920300183;920000759;N2510;6;;6;0;0
BLOCS_P;2013;920300183;920000759;N9999;26;2;26.3;;
BLOCS_P;2013;920300191;920000767;M1030;6;;6;;
BLOCS_P;2013;920300191;920000767;M200H;;;;0;1
BLOCS_P;2013;920300191;920000767;N4160;1;;1;;
BLOCS_P;2013;920300209;920000775;M1030;3;;3;;1
BLOCS_P;2013;920300209;920000775;M200H;;20;10;0;0
BLOCS_P;2013;920300209;920000775;N2200;3;7;3.62;0;1
BLOCS_P;2013;920300209;920000775;N2310;0;11;0.83;0;0
BLOCS_P;2013;920300209;920000775;N2320;0;0;0;0;1
BLOCS_P;2013;920300209;920000775;N4160;0;1;0.97;0;0
BLOCS_P;2013;920300209;920000775;N9999;3;18;4.45;;
BLOCS_P;2013;920300266;920000940;M100H;;5;0.55;0;1
BLOCS_P;2013;920300266;920000940;M1030;;4;0.25;0;1
BLOCS_P;2013;920300266;920000940;N2200;;3;0.62;0;0
BLOCS_P;2013;920300266;920000940;N4160;;1;0.15;0;0
BLOCS_P;2013;920300266;920000940;NAUT;;1;0.21;0;0
BLOCS_P;2013;920300266;920000940;N9999;;4;0.83;;
BLOCS_P;2013;920300365;920815388;M100H;;13;9;;1
BLOCS_P;2013;920300365;920815388;M1030;3;2;4;;
BLOCS_P;2013;920300365;920815388;M200H;11;35;29;;
BLOCS_P;2013;920300365;920815388;N2200;12;2;11;;
BLOCS_P;2013;920300365;920815388;N2320;2;0;2;;
BLOCS_P;2013;920300365;920815388;N2510;5;0;5;;
BLOCS_P;2013;920300365;920815388;N4160;2;0;2;;
BLOCS_P;2013;920300365;920815388;NAUT;12;0;12;;
BLOCS_P;2013;920300365;920815388;N9999;31;2;30;;
BLOCS_P;2013;920300415;920000890;M100H;3;;2;;1
BLOCS_P;2013;920300415;920000890;M1030;6;;6;;1
BLOCS_P;2013;920300415;920000890;M200H;;;;;1
BLOCS_P;2013;920300415;920000890;N2200;11;;10.93;;
BLOCS_P;2013;920300415;920000890;N2320;2;;1.77;;
BLOCS_P;2013;920300415;920000890;N2510;3;;2.45;;
BLOCS_P;2013;920300415;920000890;N4160;1;;1;;
BLOCS_P;2013;920300415;920000890;NAUT;9;;8.74;;
BLOCS_P;2013;920300415;920000890;N9999;25;;23.89;;
BLOCS_P;2013;920300597;920000940;M100H;;11;1.75;0;1
BLOCS_P;2013;920300597;920000940;M1030;;7;2.9;0;1
BLOCS_P;2013;920300597;920000940;M200H;;40;5.72;0;1
BLOCS_P;2013;920300597;920000940;N2200;7;6;12.03;0;1
BLOCS_P;2013;920300597;920000940;N2320;;1;0.15;0;1
BLOCS_P;2013;920300597;920000940;N2510;2;1;3.03;0;0
BLOCS_P;2013;920300597;920000940;N4160;1;1;1.85;0;0
BLOCS_P;2013;920300597;920000940;NAUT;6;;6.03;0;0
BLOCS_P;2013;920300597;920000940;N9999;15;8;21.24;;
BLOCS_P;2013;920300670;920000965;M1030;;;;1;0
BLOCS_P;2013;920300670;920000965;M200H;0;55;11;0;1
BLOCS_P;2013;920300670;920000965;N2320;7;;7;0;1
BLOCS_P;2013;920300670;920000965;N4160;1;;1;0;0
BLOCS_P;2013;920300670;920000965;NAUT;5;;5;0;1
BLOCS_P;2013;920300670;920000965;N9999;12;;12;;
BLOCS_P;2013;920300712;920810736;M100H;;1;;0;0
BLOCS_P;2013;920300712;920810736;M1030;17;;;0;1
BLOCS_P;2013;920300712;920810736;M200H;17;50;;0;0
BLOCS_P;2013;920300712;920810736;N2200;24;11;;0;0
BLOCS_P;2013;920300712;920810736;N2320;2;;;0;0
BLOCS_P;2013;920300712;920810736;N2510;4;;;0;0
BLOCS_P;2013;920300712;920810736;N4160;1;;;0;1
BLOCS_P;2013;920300712;920810736;NAUT;15;1;;0;0
BLOCS_P;2013;920300712;920810736;N9999;45;12;;;
BLOCS_P;2013;920300753;920810736;M100H;25;64;40;;1
BLOCS_P;2013;920300753;920810736;M1030;17;0;17;;1
BLOCS_P;2013;920300753;920810736;M200H;11;22;28;;1
BLOCS_P;2013;920300753;920810736;N2200;120;;106.7;;0
BLOCS_P;2013;920300753;920810736;N2320;4;1;3.2;;1
BLOCS_P;2013;920300753;920810736;N2510;72;;66.8;;0
BLOCS_P;2013;920300753;920810736;N4130;9;;7.7;;1
BLOCS_P;2013;920300753;920810736;N4160;9;0;9;;1
BLOCS_P;2013;920300753;920810736;NAUT;162;;151;;0
BLOCS_P;2013;920300753;920810736;N9999;367;1;335.4;;
BLOCS_P;2013;920300761;920000973;M100H;;26;;;
BLOCS_P;2013;920300761;920000973;M1030;2;18;;0;1
BLOCS_P;2013;920300761;920000973;M200H;3;55;;0;1
BLOCS_P;2013;920300761;920000973;N2200;8;7;12.5;0;1
BLOCS_P;2013;920300761;920000973;N2320;3;;1;0;0
BLOCS_P;2013;920300761;920000973;N2510;2;;2;0;0
BLOCS_P;2013;920300761;920000973;N4160;1;;1;0;0
BLOCS_P;2013;920300761;920000973;NAUT;13;2;13.6;0;0
BLOCS_P;2013;920300761;920000973;N9999;26;9;29.1;;
BLOCS_P;2013;920300787;920000981;M100H;19;146;53.7;;
BLOCS_P;2013;920300787;920000981;M1030;10;3;10.6;;
BLOCS_P;2013;920300787;920000981;M200H;;91;18.2;;
BLOCS_P;2013;920300787;920000981;N2200;14;2;14.42;;
BLOCS_P;2013;920300787;920000981;N2320;9;3;11.1;;
BLOCS_P;2013;920300787;920000981;N2510;1;;1;;
BLOCS_P;2013;920300787;920000981;N4130;;;;1;1
BLOCS_P;2013;920300787;920000981;N4160;1;;1;;
BLOCS_P;2013;920300787;920000981;NAUT;15;;15;;
BLOCS_P;2013;920300787;920000981;N9999;39;5;41.52;;
BLOCS_P;2013;920300837;920001005;M100H;2;20;0.5;1;
BLOCS_P;2013;920300837;920001005;M1030;2;;2;1;
BLOCS_P;2013;920300837;920001005;M200H;;62;0.5;1;
BLOCS_P;2013;920300837;920001005;N2320;5;;4.74;1;
BLOCS_P;2013;920300837;920001005;N4130;3;;3;;
BLOCS_P;2013;920300837;920001005;N4160;1;;1;1;
BLOCS_P;2013;920300837;920001005;N9999;8;;7.74;;
BLOCS_P;2013;920300936;920006848;M100H;;15;;0;1
BLOCS_P;2013;920300936;920006848;M1030;;5;3;1;1
BLOCS_P;2013;920300936;920006848;M200H;;33;;0;
BLOCS_P;2013;920300936;920006848;N2200;6;2;6.81;0;1
BLOCS_P;2013;920300936;920006848;N2310;3;2;4;0;1
BLOCS_P;2013;920300936;920006848;N2320;1;1;1;0;1
BLOCS_P;2013;920300936;920006848;N4160;1;;1;0;1
BLOCS_P;2013;920300936;920006848;NAUT;10;;9.98;0;0
BLOCS_P;2013;920300936;920006848;N9999;20;5;21.79;;
BLOCS_P;2013;920803798;920002037;M100H;;2;0.5;0;0
BLOCS_P;2013;920803798;920002037;M1030;3;1;2.5;0;0
BLOCS_P;2013;920803798;920002037;M200H;;15;2.8;0;0
BLOCS_P;2013;920803798;920002037;N2200;4;2;5.59;0;1
BLOCS_P;2013;920803798;920002037;N2320;1;;0.99;0;1
BLOCS_P;2013;920803798;920002037;N2510;3;;3;0;0
BLOCS_P;2013;920803798;920002037;N9999;8;2;9.58;;
BLOCS_P;2013;930000286;930021480;M100H;19;20;11.46;1;1
BLOCS_P;2013;930000286;930021480;M1030;11;0;8.72;1;0
BLOCS_P;2013;930000286;930021480;M200H;19;16;16;1;1
BLOCS_P;2013;930000286;930021480;N2200;20;2;21.55;;
BLOCS_P;2013;930000286;930021480;N2310;1;;0.33;;
BLOCS_P;2013;930000286;930021480;N2320;9;;8.64;;
BLOCS_P;2013;930000286;930021480;N2510;15;1;15.2;;
BLOCS_P;2013;930000286;930021480;NAUT;47;7;43.46;;
BLOCS_P;2013;930000286;930021480;N9999;92;10;89.18;;
BLOCS_P;2013;930000302;930110036;M100H;5;0;2.75;1;0
BLOCS_P;2013;930000302;930110036;M1030;9;2;11.52;1;0
BLOCS_P;2013;930000302;930110036;M200H;14;24;21.73;1;1
BLOCS_P;2013;930000302;930110036;N2200;8;1;9.84;0;0
BLOCS_P;2013;930000302;930110036;N2310;10;1;12.68;1;0
BLOCS_P;2013;930000302;930110036;N2320;7;0;7;;
BLOCS_P;2013;930000302;930110036;N2510;9;0;9.67;;
BLOCS_P;2013;930000302;930110036;NAUT;10;0;10.37;;
BLOCS_P;2013;930000302;930110036;N9999;44;2;49.56;;
BLOCS_P;2013;930000328;930110051;M1030;12;14;15.4;1;
BLOCS_P;2013;930000328;930110051;M200H;17;17;21.6;1;1
BLOCS_P;2013;930000328;930110051;N2200;22;;20.07;0;0
BLOCS_P;2013;930000328;930110051;N2310;16;1;15.37;1;0
BLOCS_P;2013;930000328;930110051;N2320;8;1;7.99;1;0
BLOCS_P;2013;930000328;930110051;N2510;14;1;15.86;0;0
BLOCS_P;2013;930000328;930110051;N4160;2;;1.14;0;0
BLOCS_P;2013;930000328;930110051;NAUT;20;;16.87;0;
BLOCS_P;2013;930000328;930110051;N9999;80;3;76.16;;
BLOCS_P;2013;930000336;930110069;N2200;12;;11.8;;
BLOCS_P;2013;930000336;930110069;N2310;21;;20.3;;
BLOCS_P;2013;930000336;930110069;N2320;11;;11;;
BLOCS_P;2013;930000336;930110069;N4160;1;;1;;
BLOCS_P;2013;930000336;930110069;N9999;44;;43.1;;
BLOCS_P;2013;930100037;750712184;M100H;6;6;6.7;1;1
BLOCS_P;2013;930100037;750712184;M1030;13;3;14.5;1;0
BLOCS_P;2013;930100037;750712184;M200H;24;9;18.7;1;1
BLOCS_P;2013;930100037;750712184;N2200;25;1;25.8;0;0
BLOCS_P;2013;930100037;750712184;N2310;16;;16;1;0
BLOCS_P;2013;930100037;750712184;N2320;10;1;10.8;0;0
BLOCS_P;2013;930100037;750712184;N2510;29;2;30.6;0;0
BLOCS_P;2013;930100037;750712184;N4160;2;;2;0;0
BLOCS_P;2013;930100037;750712184;NAUT;5;;5;0;0
BLOCS_P;2013;930100037;750712184;N9999;85;4;88.2;;
BLOCS_P;2013;930100045;750712184;M100H;;;;1;1
BLOCS_P;2013;930100045;750712184;M1030;;;;1;1
BLOCS_P;2013;930100045;750712184;M200H;9;2;6.7;1;1
BLOCS_P;2013;930100045;750712184;N2200;25;2;27;1;1
BLOCS_P;2013;930100045;750712184;N2310;;;;1;1
BLOCS_P;2013;930100045;750712184;N2320;2;1;3;1;1
BLOCS_P;2013;930100045;750712184;N2510;19;2;21;1;1
BLOCS_P;2013;930100045;750712184;N4130;;;;1;1
BLOCS_P;2013;930100045;750712184;N4160;4;;4;1;1
BLOCS_P;2013;930100045;750712184;NAUT;;;;1;1
