,IRIS1,IRIS2,TIME
36067,60880204,60570000,26.733334
42655,60880902,60570000,22.433332
43117,60880904,60570000,20.483334
574,60190000,60570000,8.683333
50892,60881506,60570000,28.85
46431,60881203,60570000,29.366667
78277,61590103,60570000,29.333334
3774,60910000,60570000,24.316668
35428,60880201,60570000,25.166666
47819,60881305,60570000,26.733334
45155,60881103,60570000,26.883333
42891,60880903,60570000,20.366667
39473,60880505,60570000,23.783333
58072,60882303,60570000,29.766666
56974,60882201,60570000,28.683332
2981,61500000,60570000,29.183332
47120,60881302,60570000,29.366667
40135,60880508,60570000,23.1
37618,60880305,60570000,27.183332
42409,60880901,60570000,22.566668
3993,61140000,60570000,22.716667
73874,61490103,60570000,21.9
45872,60881201,60570000,26.666666
35658,60880202,60570000,29.7
5050,61340000,60580000,10.733334
810,60280000,60580000,10.766666
1348,60370000,60580000,25.733334
5550,61540000,60580000,10.733334
5087,61370000,60580000,29.816668
4296,61180000,60580000,29.0
2076,60580000,60580000,0.0
18,60030000,60580000,16.9
739,60260000,60580000,26.7
4992,61300000,60580000,16.116667
45151,60881103,60590000,19.066668
70050,61230101,60590000,27.083334
64275,60882904,60590000,27.266666
54036,60881803,60590000,22.133333
40823,60880602,60590000,18.3
46889,60881301,60590000,21.45
1041,60320000,60590000,12.133333
44905,60881102,60590000,19.416666
53548,60881801,60590000,19.516666
62772,60882804,60590000,26.616667
54538,60881805,60590000,24.283333
11963,60120102,60590000,18.7
827,60310000,60590000,22.616667
63273,60882901,60590000,27.616667
32538,60830202,60590000,27.9
32371,60830103,60590000,28.833334
32326,60830102,60590000,29.0
40132,60880508,60590000,15.883333
63939,60882903,60590000,25.283333
48065,60881306,60590000,23.266666
32292,60830101,60590000,27.816668
47815,60881305,60590000,18.9
32639,60830205,60590000,29.55
53772,60881802,60590000,20.183332
48274,60881307,60590000,22.75
32680,60830206,60590000,26.916666
54279,60881804,60590000,21.25
63605,60882902,60590000,26.8
40358,60880509,60590000,17.25
78274,61590103,60590000,8.533334
55019,60881902,60590000,23.883333
46158,60881202,60590000,17.45
47116,60881302,60590000,21.533333
40590,60880601,60590000,20.283333
39913,60880507,60590000,20.366667
4407,61210000,60590000,15.483334
68785,60883801,60590000,21.883333
54763,60881901,60590000,22.433332
63030,60882805,60590000,29.816668
49761,60881501,60590000,20.783333
74079,61490104,60590000,25.166666
67769,60883403,60590000,29.133333
49331,60881403,60590000,24.383333
3772,60910000,60590000,21.733334
50888,60881506,60590000,21.216667
66340,60883102,60590000,25.066668
70695,61230103,60590000,26.466667
42651,60880902,60590000,20.166666
66050,60883101,60590000,26.25
49103,60881402,60590000,23.133333
51116,60881601,60590000,19.966667
73871,61490103,60590000,19.45
51335,60881602,60590000,21.05
39690,60880506,60590000,15.35
69497,61040101,60590000,28.083334
69526,61040102,60590000,23.5
44001,60881003,60590000,22.566668
42888,60880903,60590000,21.366667
47556,60881304,60590000,18.066668
50669,60881505,60590000,22.5
73690,61490102,60590000,26.716667
43577,60881001,60590000,20.833334
12184,60120104,60590000,14.066667
67341,60883401,60590000,29.783333
49993,60881502,60590000,21.083334
50216,60881503,60590000,21.8
43351,60880905,60590000,19.083334
44224,60881004,60590000,21.016666
43793,60881002,60590000,24.033333
2977,61500000,60590000,7.0333333
43113,60880904,60590000,19.283333
67551,60883402,60590000,27.75
71034,61230104,60590000,29.783333
12297,60120105,60590000,13.066667
4326,61130000,60590000,25.883333
49546,60881404,60590000,26.7
50437,60881504,60590000,23.116667
71343,61230105,60590000,26.4
5338,61470000,60590000,29.883333
42405,60880901,60590000,17.65
52473,60881701,60590000,19.516666
41525,60880605,60590000,17.2
52688,60881702,60590000,19.45
44663,60881101,60590000,19.833334
64879,60882906,60590000,28.816668
47342,60881303,60590000,23.333334
41297,60880604,60590000,18.916666
12031,60120103,60590000,11.483334
45868,60881201,60590000,15.1
52900,60881703,60590000,21.3
64585,60882905,60590000,25.783333
41067,60880603,60590000,18.95
68587,60883701,60590000,26.166666
53116,60881704,60590000,19.816668
53334,60881705,60590000,20.2
79389,61610104,60590000,29.983334
69721,61040105,60590000,26.0
73482,61490101,60590000,19.666666
41763,60880701,60590000,18.95
1847,60540000,60590000,22.066668
51588,60881603,60590000,20.966667
44448,60881005,60590000,24.15
45645,60881105,60590000,22.366667
65760,60883003,60590000,25.966667
42216,60880801,60590000,11.533334
51818,60881604,60590000,21.666666
69563,61040103,60590000,17.433332
65465,60883002,60590000,25.533333
11836,60120101,60590000,14.116667
41989,60880702,60590000,17.25
68380,60883602,60590000,28.0
52046,60881605,60590000,20.783333
48642,60881309,60590000,19.95
69647,61040104,60590000,18.833334
52267,60881606,60590000,24.216667
48882,60881401,60590000,22.916666
65156,60883001,60590000,28.0
45399,60881104,60590000,19.016666
37830,60880401,60590000,13.766666
3989,61140000,60590000,17.816668
56971,60882201,60590000,22.466667
39470,60880505,60590000,17.333334
13784,60270103,60590000,29.116667
59679,60882504,60590000,23.683332
36707,60880301,60590000,16.566668
58962,60882501,60590000,26.0
35655,60880202,60590000,15.55
58527,60882401,60590000,23.366667
58305,60882304,60590000,23.85
70384,61230102,60590000,29.35
36500,60880206,60590000,14.916667
38806,60880502,60590000,16.283333
2087,60590000,60590000,0.0
60905,60882702,60590000,24.433332
46427,60881203,60590000,21.55
57407,60882203,60590000,21.5
58069,60882303,60590000,23.35
61180,60882703,60590000,24.85
38187,60880403,60590000,10.533334
61898,60882801,60590000,25.1
38585,60880501,60590000,14.15
59426,60882503,60590000,22.583334
62204,60882802,60590000,27.066668
60163,60882602,60590000,25.716667
37615,60880305,60590000,15.7
2270,60600000,60590000,27.616667
35240,60880103,60590000,21.083334
72009,61230107,60590000,28.966667
305,60110000,60590000,12.7
56225,60882102,60590000,23.95
39254,60880504,60590000,17.716667
35425,60880201,60590000,15.3
35052,60880102,60590000,24.733334
36936,60880302,60590000,16.633333
78110,61590102,60590000,12.833333
36283,60880205,60590000,14.5
46654,60881204,60590000,20.466667
37995,60880402,60590000,14.916667
58740,60882402,60590000,25.2
37171,60880303,60590000,15.983334
55706,60882002,60590000,22.0
36064,60880204,60590000,16.166666
55480,60882001,60590000,25.233334
71687,61230106,60590000,28.583334
59198,60882502,60590000,24.4
34846,60880101,60590000,22.85
55254,60881903,60590000,24.683332
59912,60882601,60590000,23.983334
57846,60882302,60590000,25.083334
56489,60882103,60590000,25.183332
57620,60882301,60590000,24.016666
77934,61590101,60590000,10.833333
61428,60882704,60590000,29.333334
61658,60882705,60590000,27.55
35857,60880203,60590000,16.533333
55961,60882101,60590000,23.966667
56741,60882104,60590000,26.633333
38376,60880404,60590000,12.766666
62489,60882803,60590000,27.433332
60382,60882603,60590000,22.316668
60636,60882701,60590000,25.65
37394,60880304,60590000,15.283334
39034,60880503,60590000,14.45
57191,60882202,60590000,24.2
41068,60880603,60600000,17.033333
46655,60881204,60600000,15.233334
36284,60880205,60600000,21.7
44225,60881004,60600000,12.2
38807,60880502,60600000,19.55
1176,60340000,60600000,23.483334
45869,60881201,60600000,12.333333
52474,60881701,60600000,23.066668
67976,60883501,60600000,26.716667
47557,60881304,60600000,13.85
37172,60880303,60600000,20.65
66882,60883202,60600000,28.866667
53773,60881802,60600000,19.933332
65761,60883003,60600000,25.733334
37996,60880402,60600000,26.933332
38377,60880404,60600000,22.616667
43578,60881001,60600000,14.916667
70696,61230103,60600000,23.7
56226,60882102,60600000,23.7
2271,60600000,60600000,0.0
1848,60540000,60600000,19.166666
48643,60881309,60600000,15.566667
26397,60330101,60600000,27.516666
43352,60880905,60600000,17.666666
68381,60883602,60600000,20.833334
52901,60881703,60600000,20.6
51589,60881603,60600000,19.183332
73691,61490102,60600000,23.2
42217,60880801,60600000,25.683332
55962,60882101,60600000,23.733334
71688,61230106,60600000,25.816668
72010,61230107,60600000,26.2
49762,60881501,60600000,18.766666
48883,60881401,60600000,17.516666
68188,60883601,60600000,19.583334
35426,60880201,60600000,19.583334
44449,60881005,60600000,10.833333
28138,60480101,60600000,28.3
35858,60880203,60600000,22.766666
63940,60882903,60600000,22.5
51336,60881602,60600000,20.416666
64586,60882905,60600000,25.533333
55707,60882002,60600000,21.766666
57847,60882302,60600000,24.85
36065,60880204,60600000,21.15
67342,60883401,60600000,29.483334
3567,60750000,60600000,28.333334
44002,60881003,60600000,14.5
59680,60882504,60600000,23.433332
74080,61490104,60600000,25.333334
73483,61490101,60600000,20.8
2088,60590000,60600000,27.016666
64276,60882904,60600000,25.266666
52689,60881702,60600000,22.483334
37395,60880304,60600000,21.216667
58070,60882303,60600000,23.116667
53335,60881705,60600000,20.816668
49547,60881404,60600000,22.416666
43794,60881002,60600000,18.033333
47343,60881303,60600000,18.666666
42406,60880901,60600000,14.366667
64880,60882906,60600000,26.983334
71344,61230105,60600000,23.616667
5339,61470000,60600000,14.116667
61659,60882705,60600000,27.3
67552,60883402,60600000,24.466667
40824,60880602,60600000,17.533333
41526,60880605,60600000,15.666667
59913,60882601,60600000,23.733334
41298,60880604,60600000,16.55
49104,60881402,60600000,17.733334
47117,60881302,60600000,16.866667
42889,60880903,60600000,17.85
60906,60882702,60600000,24.183332
50217,60881503,60600000,17.35
49994,60881502,60600000,17.933332
828,60310000,60600000,19.1
39035,60880503,60600000,19.083334
58306,60882304,60600000,23.616667
40591,60880601,60600000,19.916666
53549,60881801,60600000,19.283333
15761,60270109,60600000,28.666666
35053,60880102,60600000,27.283333
67770,60883403,60600000,22.666666
50670,60881505,60600000,16.5
53117,60881704,60600000,20.416666
61429,60882704,60600000,29.083334
56742,60882104,60600000,26.8
46428,60881203,60600000,16.316668
67102,60883301,60600000,27.633333
49332,60881403,60600000,20.0
1502,60390000,60600000,25.216667
61899,60882801,60600000,24.866667
3990,61140000,60600000,9.75
57408,60882203,60600000,23.7
57621,60882301,60600000,23.783333
78275,61590103,60600000,25.766666
68786,60883801,60600000,8.316667
61181,60882703,60600000,24.6
40,60060000,60600000,18.283333
36501,60880206,60600000,23.383333
52047,60881605,60600000,17.833334
15107,60270107,60600000,28.85
73185,61230111,60600000,28.516666
39914,60880507,60600000,20.183332
55255,60881903,60600000,22.616667
572,60190000,60600000,28.016666
39471,60880505,60600000,18.183332
79390,61610104,60600000,27.2
48066,60881306,60600000,18.866667
66051,60883101,60600000,23.483334
54539,60881805,60600000,19.6
70385,61230102,60600000,26.566668
58963,60882501,60600000,25.75
46159,60881202,60600000,13.633333
72620,61230109,60600000,27.266666
13785,60270103,60600000,26.35
36708,60880301,60600000,19.933332
35656,60880202,60600000,24.1
2978,61500000,60600000,23.216667
38188,60880403,60600000,26.966667
48275,60881307,60600000,18.933332
43114,60880904,60600000,15.766666
38586,60880501,60600000,20.9
1590,60460000,60600000,24.283333
56490,60882103,60600000,24.933332
71035,61230104,60600000,27.0
72323,61230108,60600000,28.116667
14767,60270106,60600000,29.45
26642,60330102,60600000,29.666666
39691,60880506,60600000,18.183332
55020,60881902,60600000,22.883333
45646,60881105,60600000,14.3
45400,60881104,60600000,11.933333
47816,60881305,60600000,14.666667
51819,60881604,60600000,17.533333
62773,60882804,60600000,26.383333
65466,60883002,60600000,25.3
62490,60882803,60600000,27.2
13128,60270101,60600000,28.35
66341,60883102,60600000,22.3
79731,61610105,60600000,27.433332
41990,60880702,60600000,17.183332
26860,60330103,60600000,28.116667
42652,60880902,60600000,15.616667
60637,60882701,60600000,25.4
63031,60882805,60600000,29.583334
45152,60881103,60600000,10.983334
59199,60882502,60600000,24.166666
54764,60881901,60600000,22.2
56972,60882201,60600000,28.066668
34847,60880101,60600000,29.783333
54037,60881803,60600000,20.75
36937,60880302,60600000,19.3
58528,60882401,60600000,26.0
68588,60883701,60600000,13.933333
57192,60882202,60600000,24.2
60164,60882602,60600000,25.466667
51117,60881601,60600000,21.0
17678,60270116,60600000,28.733334
63606,60882902,60600000,24.016666
48487,60881308,60600000,21.283333
70051,61230101,60600000,24.3
13455,60270102,60600000,28.95
41764,60880701,60600000,17.55
39255,60880504,60600000,19.25
1042,60320000,60600000,29.433332
44664,60881101,60600000,13.366667
12032,60120103,60600000,28.766666
62205,60882802,60600000,26.383333
50889,60881506,60600000,15.216666
40359,60880509,60600000,16.6
4246,61170000,60600000,26.916666
58741,60882402,60600000,24.7
60383,60882603,60600000,22.066668
63274,60882901,60600000,24.833334
79058,61610103,60600000,29.166666
37616,60880305,60600000,21.583334
35241,60880103,60600000,27.266666
40133,60880508,60600000,17.716667
44906,60881102,60600000,12.95
55481,60882001,60600000,20.483334
46890,60881301,60600000,17.05
65157,60883001,60600000,26.816668
50438,60881504,60600000,17.7
59427,60882503,60600000,22.333334
73872,61490103,60600000,19.433332
54280,60881804,60600000,20.816668
52268,60881606,60600000,18.216667
715,60220000,60610000,8.733334
1787,60470000,60610000,9.183333
3963,61060000,60610000,24.6
27272,60330105,60610000,29.233334
1814,60500000,60610000,25.016666
3287,60250000,60610000,21.666666
563,60170000,60610000,18.95
3471,60610000,60610000,0.0
5157,61630000,60620000,18.283333
722,60230000,60620000,11.1
2449,60620000,60620000,0.0
5039,61320000,60620000,4.5333333
2725,61620000,60620000,15.2
5030,61310000,60630000,18.033333
730,60240000,60630000,13.516666
4235,61160000,60630000,27.15
2739,60930000,60630000,28.566668
5064,61350000,60630000,27.2
8,60020000,60630000,10.516666
1578,60450000,60630000,11.466666
2456,60630000,60630000,0.0
3477,60870000,60630000,12.316667
65467,60883002,60640000,24.65
71036,61230104,60640000,22.083334
56227,60882102,60640000,27.916666
55963,60882101,60640000,27.95
67103,60883301,60640000,19.9
65158,60883001,60640000,23.45
2466,60640000,60640000,0.0
26643,60330102,60640000,9.083333
4247,61170000,60640000,25.833334
77673,61570106,60640000,17.416666
5587,60040101,60640000,26.733334
46656,60881204,60640000,27.5
66677,60883201,60640000,25.883333
66883,60883202,60640000,25.0
47558,60881304,60640000,25.116667
1177,60340000,60640000,20.35
77196,61570102,60640000,17.4
61182,60882703,60640000,28.95
5470,61480000,60640000,24.016666
16640,60270112,60640000,20.45
27092,60330104,60640000,15.733334
16372,60270111,60640000,25.85
64881,60882906,60640000,22.966667
16858,60270113,60640000,23.166666
79059,61610103,60640000,24.733334
43115,60880904,60640000,28.466667
14122,60270104,60640000,26.916666
60384,60882603,60640000,29.016666
17679,60270116,60640000,24.316668
71689,61230106,60640000,20.833334
78758,61610102,60640000,27.05
2942,61090000,60640000,26.266666
45647,60881105,60640000,29.416666
41991,60880702,60640000,29.883333
80385,61610107,60640000,25.633333
46160,60881202,60640000,24.5
61430,60882704,60640000,24.233334
15108,60270107,60640000,24.416666
72923,61230110,60640000,12.95
66052,60883101,60640000,18.383333
17139,60270114,60640000,22.283333
62206,60882802,60640000,22.383333
48276,60881307,60640000,29.783333
44907,60881102,60640000,26.466667
73186,61230111,60640000,21.283333
80069,61610106,60640000,27.7
50890,60881506,60640000,28.266666
63275,60882901,60640000,21.466667
54281,60881804,60640000,28.983334
59428,60882503,60640000,29.283333
70386,61230102,60640000,22.133333
4614,61260000,60640000,16.25
70052,61230101,60640000,19.883333
72621,61230109,60640000,16.583334
13786,60270103,60640000,21.916666
77827,61570107,60640000,16.55
54038,60881803,60640000,29.85
15444,60270108,60640000,27.0
44665,60881101,60640000,26.883333
27933,60440103,60640000,28.55
27678,60440102,60640000,27.116667
58964,60882501,60640000,29.883333
41,60060000,60640000,26.85
6356,60040104,60640000,27.683332
1591,60460000,60640000,20.416666
72324,61230108,60640000,19.916666
14768,60270106,60640000,25.016666
60638,60882701,60640000,26.633333
4531,61220000,60640000,8.216666
62491,60882803,60640000,24.366667
62774,60882804,60640000,24.65
47817,60881305,60640000,25.933332
27442,60440101,60640000,24.933332
45401,60881104,60640000,26.05
27268,60330105,60640000,8.783334
63607,60882902,60640000,19.583334
13129,60270101,60640000,24.283333
66342,60883102,60640000,17.866667
7728,60040109,60640000,29.633333
26861,60330103,60640000,7.8333335
42653,60880902,60640000,28.316668
63032,60882805,60640000,25.35
45153,60881103,60640000,26.1
54765,60881901,60640000,29.2
77448,61570105,60640000,17.983334
77107,61570101,60640000,14.766666
68787,60883801,60640000,28.933332
2607,60660000,60640000,28.216667
79732,61610105,60640000,23.0
40360,60880509,60640000,29.083334
14429,60270105,60640000,25.683332
77359,61570104,60640000,20.666666
79391,61610104,60640000,22.766666
44003,60881003,60640000,29.616667
40825,60880602,60640000,29.6
50671,60881505,60640000,29.55
64277,60882904,60640000,20.833334
77293,61570103,60640000,20.216667
47118,60881302,60640000,28.583334
4782,61280000,60640000,27.116667
42407,60880901,60640000,27.066668
71345,61230105,60640000,18.583334
61660,60882705,60640000,28.966667
46429,60881203,60640000,28.583334
17413,60270115,60640000,26.25
59914,60882601,60640000,28.883333
713,60220000,60640000,25.416666
60907,60882702,60640000,26.05
45870,60881201,60640000,22.933332
64587,60882905,60640000,24.933332
65762,60883003,60640000,23.0
16068,60270110,60640000,25.65
18000,60270117,60640000,26.883333
61900,60882801,60640000,24.05
15762,60270109,60640000,24.233334
28426,60650102,60640000,16.583334
44226,60881004,60640000,29.983334
26398,60330101,60640000,8.766666
48884,60881401,60640000,29.966667
63941,60882903,60640000,18.066668
3991,61140000,60640000,29.033333
67977,60883501,60640000,25.983334
51337,60881602,60640000,29.6
48644,60881309,60640000,26.983334
53774,60881802,60640000,27.916666
13456,60270102,60640000,24.516666
28331,60650101,60640000,11.083333
46891,60881301,60640000,28.483334
55708,60882002,60640000,28.766666
56491,60882103,60640000,29.15
78448,61610101,60640000,29.166666
72011,61230107,60640000,16.566668
5925,60040102,60640000,29.066668
70697,61230103,60640000,19.266666
60975,60882702,60650101,26.9
71130,61230104,60650101,19.6
65843,60883003,60650101,25.7
13565,60270102,60650101,25.35
17488,60270115,60650101,21.733334
60704,60882701,60650101,27.483334
66455,60883102,60650101,21.85
26918,60330103,60650101,17.683332
78854,61610102,60650101,25.8
17222,60270114,60650101,15.733334
26690,60330102,60650101,19.233334
60444,60882603,60650101,29.6
79844,61610105,60650101,24.983334
16938,60270113,60650101,16.166666
65549,60883002,60650101,25.5
72414,61230108,60650101,15.833333
77145,61570101,60650101,12.85
15548,60270108,60650101,23.033333
14541,60270105,60650101,24.733334
71792,61230106,60650101,17.85
4662,61260000,60650101,24.55
63716,60882902,60650101,22.366667
27995,60440103,60650101,26.616667
61991,60882801,60650101,24.9
80176,61610106,60650101,29.683332
71461,61230105,60650101,18.05
13898,60270103,60650101,22.1
53838,60881802,60650101,28.5
59486,60882503,60650101,29.866667
77724,61570106,60650101,15.483334
56549,60882103,60650101,29.733334
64053,60882903,60650101,22.066668
72714,61230109,60650101,14.65
28364,60650101,60650101,0.0
77324,61570103,60650101,18.283333
77512,61570105,60650101,15.5
63383,60882901,60650101,22.05
70810,61230103,60650101,18.833334
27752,60440102,60650101,25.183332
62566,60882803,60650101,26.033333
13237,60270101,60650101,17.75
27305,60330105,60650101,19.116667
14881,60270106,60650101,22.716667
72991,61230110,60650101,15.35
54826,60881901,60650101,29.783333
62837,60882804,60650101,28.566668
73271,61230111,60650101,14.266666
79503,61610104,60650101,24.566668
1622,60460000,60650101,28.733334
27508,60440101,60650101,23.0
4561,61220000,60650101,9.6
6467,60040104,60650101,29.466667
72109,61230107,60650101,16.316668
15221,60270107,60650101,20.25
70162,61230101,60650101,20.8
62282,60882802,60650101,25.933332
77396,61570104,60650101,18.733334
54343,60881804,60650101,29.566668
15856,60270109,60650101,21.033333
26462,60330101,60650101,17.083334
45946,60881201,60650101,28.65
77235,61570102,60650101,15.466666
79168,61610103,60650101,24.916666
67163,60883301,60650101,28.2
28462,60650102,60650101,10.05
14217,60270104,60650101,23.883333
64670,60882905,60650101,25.516666
56028,60882101,60650101,28.533333
1204,60340000,60650101,28.65
16450,60270111,60650101,18.883333
77868,61570107,60650101,14.066667
5699,60040101,60650101,28.516666
59972,60882601,60650101,29.75
2502,60640000,60650101,11.85
64950,60882906,60650101,26.55
17784,60270116,60650101,21.883333
5498,61480000,60650101,22.083334
61239,60882703,60650101,29.8
56291,60882102,60650101,28.5
65249,60883001,60650101,24.3
16697,60270112,60650101,13.433333
16166,60270110,60650101,19.1
27128,60330104,60650101,24.033333
66131,60883101,60650101,26.683332
80496,61610107,60650101,27.633333
78554,61610101,60650101,29.483334
70480,61230102,60650101,23.166666
64370,60882904,60650101,24.833334
18110,60270117,60650101,20.35
4840,61280000,60650101,24.1
55769,60882002,60650101,29.35
4841,61280000,60650102,22.916666
26919,60330103,60650102,22.766666
7837,60040109,60650102,28.6
79504,61610104,60650102,21.316668
4663,61260000,60650102,29.633333
72415,61230108,60650102,21.5
27509,60440101,60650102,24.733334
28365,60650101,60650102,9.75
27306,60330105,60650102,24.216667
66456,60883102,60650102,24.633333
79845,61610105,60650102,21.2
17785,60270116,60650102,17.316668
77725,61570106,60650102,20.583334
7337,60040107,60650102,29.95
27129,60330104,60650102,29.133333
79169,61610103,60650102,21.783333
71793,61230106,60650102,20.466667
27996,60440103,60650102,26.65
75115,61550101,60650102,29.7
18111,60270117,60650102,16.566668
27753,60440102,60650102,24.116667
70811,61230103,60650102,23.716667
17489,60270115,60650102,17.966667
13899,60270103,60650102,18.333334
72715,61230109,60650102,20.316668
66132,60883101,60650102,28.9
70481,61230102,60650102,20.583334
13566,60270102,60650102,21.566668
73272,61230111,60650102,19.65
4562,61220000,60650102,14.683333
77869,61570107,60650102,19.166666
28463,60650102,60650102,0.0
71131,61230104,60650102,20.466667
77513,61570105,60650102,20.583334
2503,60640000,60650102,16.95
78555,61610101,60650102,25.966667
77146,61570101,60650102,17.933332
15549,60270108,60650102,19.25
16698,60270112,60650102,19.1
14542,60270105,60650102,20.95
10247,60040119,60650102,29.466667
80497,61610107,60650102,23.866667
65550,60883002,60650102,26.916666
64371,60882904,60650102,27.416666
78855,61610102,60650102,24.1
63384,60882901,60650102,24.65
12945,60180103,60650102,29.716667
63717,60882902,60650102,24.95
26463,60330101,60650102,22.166666
15857,60270109,60650102,18.45
80177,61610106,60650102,25.916666
77325,61570103,60650102,23.366667
64054,60882903,60650102,24.65
16939,60270113,60650102,18.35
6035,60040102,60650102,28.033333
26691,60330102,60650102,24.316668
62567,60882803,60650102,27.45
60976,60882702,60650102,28.316668
61992,60882801,60650102,26.316668
7051,60040106,60650102,28.333334
71462,61230105,60650102,22.65
77236,61570102,60650102,20.55
64951,60882906,60650102,29.133333
13238,60270101,60650102,13.983334
14882,60270106,60650102,18.95
5700,60040101,60650102,25.7
72992,61230110,60650102,21.016666
16451,60270111,60650102,15.533334
64671,60882905,60650102,28.1
6468,60040104,60650102,26.65
72110,61230107,60650102,21.983334
65844,60883003,60650102,27.316668
14218,60270104,60650102,22.233334
15222,60270107,60650102,16.466667
9449,60040116,60650102,29.533333
17223,60270114,60650102,11.966666
65250,60883001,60650102,25.716667
60705,60882701,60650102,28.9
77397,61570104,60650102,23.833334
5499,61480000,60650102,27.166666
16167,60270110,60650102,15.333333
70163,61230101,60650102,25.016666
62283,60882802,60650102,28.533333
695,60210000,60660000,10.616667
1178,60340000,60660000,25.716667
71346,61230105,60660000,29.516666
27093,60330104,60660000,17.55
26644,60330102,60660000,24.15
2943,61090000,60660000,21.05
26399,60330101,60660000,22.0
5527,61510000,60660000,26.683332
3927,61000000,60660000,11.366667
63942,60882903,60660000,28.4
3961,61060000,60660000,28.733334
2467,60640000,60660000,28.283333
66053,60883101,60660000,28.716667
5313,61450000,60660000,15.133333
70698,61230103,60660000,29.583334
4615,61260000,60660000,13.983334
2608,60660000,60660000,0.0
66343,60883102,60660000,28.183332
63608,60882902,60660000,29.9
3891,60970000,60660000,15.983334
5239,61410000,60660000,19.95
27269,60330105,60660000,26.816668
3284,60250000,60660000,26.683332
26862,60330103,60660000,22.6
69722,61040105,60670000,20.633333
69527,61040102,60670000,19.433332
11964,60120102,60670000,25.683332
69648,61040104,60670000,16.083334
2979,61500000,60670000,24.816668
12033,60120103,60670000,24.966667
69498,61040101,60670000,16.85
2625,60670000,60670000,0.0
32327,60830102,60670000,19.166666
12185,60120104,60670000,28.033333
32414,60830104,60670000,19.716667
32479,60830106,60670000,23.933332
32539,60830202,60670000,15.4
32447,60830105,60670000,21.466667
69564,61040103,60670000,20.15
4327,61130000,60670000,12.083333
32293,60830101,60670000,15.133333
32505,60830201,60670000,13.266666
11837,60120101,60670000,21.466667
12298,60120105,60670000,24.233334
32614,60830204,60670000,28.183332
32681,60830206,60670000,28.783333
32372,60830103,60670000,17.116667
32591,60830203,60670000,29.583334
1546,60410000,60680000,24.766666
69748,61050101,60680000,24.616667
29085,60690105,60680000,22.933332
78449,61610101,60680000,29.466667
19,60030000,60680000,29.583334
28637,60690102,60680000,26.766666
33078,60840103,60680000,25.166666
74239,61520101,60680000,22.233334
2652,60680000,60680000,0.0
2693,60700000,60680000,21.416666
28898,60690104,60680000,25.2
3298,61120000,60680000,15.933333
28510,60690101,60680000,20.066668
69834,61050102,60680000,24.083334
2757,61070000,60680000,21.45
74599,61520103,60680000,29.45
1377,60380000,60680000,12.966666
34219,60850105,60680000,28.5
3638,60890000,60680000,16.166666
740,60260000,60680000,28.85
33272,60840104,60680000,24.516666
29899,60690110,60680000,18.6
28740,60690103,60680000,21.633333
29745,60690109,60680000,20.9
30736,60690116,60680000,15.166667
30056,60690111,60680000,22.6
29406,60690107,60680000,23.9
30570,60690114,60680000,28.05
30860,60690117,60680000,17.0
4993,61300000,60680000,24.466667
1349,60370000,60680000,12.816667
30191,60690112,60680000,22.4
3213,60100000,60680000,16.333334
29577,60690108,60680000,26.083334
1796,60490000,60680000,16.966667
30380,60690113,60680000,27.4
5471,61480000,60680000,29.516666
1810,60500000,60680000,28.833334
74825,61520104,60680000,24.566668
29247,60690106,60680000,22.066668
238,60070000,60690101,17.35
19800,60290110,60690101,29.816668
5120,61370000,60690101,14.383333
32200,60790109,60690101,26.116667
75399,61550102,60690101,28.05
34327,60850105,60690101,19.283333
30130,60690111,60690101,5.733333
30291,60690112,60690101,13.55
74705,61520103,60690101,24.566668
1435,60380000,60690101,10.366667
30650,60690114,60690101,9.716666
76068,61550105,60690101,28.4
25939,60300115,60690101,27.1
23423,60300102,60690101,28.366667
32018,60790108,60690101,27.066668
19127,60290106,60690101,28.9
69910,61050102,60690101,21.466667
12946,60180103,60690101,26.9
24541,60300108,60690101,23.2
23945,60300105,60690101,24.666666
769,60260000,60690101,10.516666
25753,60300114,60690101,25.533333
33951,60850103,60690101,22.933332
32840,60840101,60690101,19.633333
19291,60290107,60690101,25.916666
24754,60300109,60690101,24.233334
33179,60840103,60690101,17.3
9450,60040116,60690101,29.116667
23255,60300101,60690101,26.6
69213,60900102,60690101,25.566668
22531,60290128,60690101,27.383333
23761,60300104,60690101,27.566668
25138,60300111,60690101,24.666666
4301,61180000,60690101,25.85
22194,60290126,60690101,28.533333
34133,60850104,60690101,19.516666
25342,60300112,60690101,22.4
74528,61520102,60690101,26.683332
33010,60840102,60690101,18.416666
29670,60690108,60690101,9.083333
3708,60890000,60690101,13.55
22033,60290125,60690101,28.933332
26300,60300117,60690101,26.566668
3433,61400000,60690101,17.2
2660,60680000,60690101,19.933332
29502,60690107,60690101,11.166667
30480,60690113,60690101,12.35
30718,60690115,60690101,20.25
75643,61550103,60690101,28.25
1361,60370000,60690101,26.016666
2862,61080000,60690101,21.783333
6036,60040102,60690101,26.4
5003,61300000,60690101,14.283334
21697,60290123,60690101,29.9
20728,60290116,60690101,29.8
74922,61520104,60690101,21.95
24133,60300106,60690101,28.433332
24948,60300110,60690101,26.133333
23590,60300103,60690101,28.016666
33558,60850101,60690101,21.966667
6469,60040104,60690101,24.5
20410,60290114,60690101,27.616667
22710,60290130,60690101,25.933332
5500,61480000,60690101,29.483334
75846,61550104,60690101,28.033333
31091,60790101,60690101,24.516666
75116,61550101,60690101,28.116667
24315,60300107,60690101,22.8
