,IRIS1,IRIS2,TIME
31286,60790102,60690101,24.5
26118,60300116,60690101,26.266666
21022,60290118,60690101,28.716667
28997,60690104,60690101,8.7
69086,60900101,60690101,18.066668
10248,60040119,60690101,29.066668
19646,60290109,60690101,29.5
20081,60290112,60690101,26.166666
20256,60290113,60690101,29.883333
5701,60040101,60690101,25.416666
29830,60690109,60690101,4.85
3351,61120000,60690101,13.333333
21856,60290124,60690101,26.983334
3236,60100000,60690101,13.95
34751,60850108,60690101,27.0
29173,60690105,60690101,6.116667
33755,60850102,60690101,24.283333
69311,60950101,60690101,14.3
18949,60290105,60690101,26.883333
31667,60790106,60690101,29.283333
69783,61050101,60690101,22.0
33370,60840104,60690101,16.166666
28578,60690101,60690101,0.0
19474,60290108,60690101,27.416666
31837,60790107,60690101,26.85
30799,60690116,60690101,8.016666
28685,60690102,60690101,8.416667
74342,61520101,60690101,18.75
69452,60950103,60690101,15.2
7838,60040109,60690101,29.083334
34553,60850107,60690101,22.8
22361,60290127,60690101,27.95
22884,60290131,60690101,26.75
25563,60300113,60690101,25.233334
29987,60690110,60690101,7.9
29335,60690106,60690101,6.0333333
79846,61610105,60690101,29.366667
69376,60950102,60690101,19.566668
28827,60690103,60690101,3.3
78556,61610101,60690101,26.866667
30930,60690117,60690101,2.9
23062,60290132,60690101,22.583334
6470,60040104,60690102,26.75
33756,60850102,60690102,26.516666
23063,60290132,60690102,23.316668
24542,60300108,60690102,25.433332
29831,60690109,60690102,10.366667
18950,60290105,60690102,29.116667
29988,60690110,60690102,14.316667
34134,60850104,60690102,21.75
33952,60850103,60690102,25.166666
32841,60840101,60690102,21.866667
19475,60290108,60690102,29.666666
20082,60290112,60690102,28.416666
30131,60690111,60690102,10.016666
74529,61520102,60690102,29.95
33559,60850101,60690102,24.2
33371,60840104,60690102,21.666666
69087,60900101,60690102,18.8
26119,60300116,60690102,28.5
74343,61520101,60690102,25.15
5121,61370000,60690102,7.5833335
22885,60290131,60690102,27.483334
69453,60950103,60690102,9.0
2661,60680000,60690102,29.433332
33011,60840102,60690102,21.866667
26301,60300117,60690102,28.8
25754,60300114,60690102,27.766666
33180,60840103,60690102,23.716667
3352,61120000,60690102,22.816668
25940,60300115,60690102,29.333334
69377,60950102,60690102,13.366667
29336,60690106,60690102,11.5
30292,60690112,60690102,19.966667
25564,60300113,60690102,27.466667
31838,60790107,60690102,29.083334
28579,60690101,60690102,11.333333
69214,60900102,60690102,26.3
28686,60690102,60690102,0.0
23946,60300105,60690102,26.9
1436,60380000,60690102,19.85
34554,60850107,60690102,25.033333
30800,60690116,60690102,16.283333
22362,60290127,60690102,28.716667
28828,60690103,60690102,6.75
30931,60690117,60690102,12.4
74923,61520104,60690102,29.016666
24949,60300110,60690102,28.366667
20411,60290114,60690102,29.85
22711,60290130,60690102,26.716667
31287,60790102,60690102,25.233334
24316,60300107,60690102,25.033333
28998,60690104,60690102,12.166667
3237,60100000,60690102,23.45
31092,60790101,60690102,25.25
5702,60040101,60690102,27.816668
69312,60950101,60690102,6.633333
21857,60290124,60690102,27.716667
29174,60690105,60690102,8.75
34752,60850108,60690102,29.233334
770,60260000,60690102,9.833333
30651,60690114,60690102,9.533334
29503,60690107,60690102,15.75
32019,60790108,60690102,28.916666
74706,61520103,60690102,29.983334
2863,61080000,60690102,23.466667
22034,60290125,60690102,29.666666
22532,60290128,60690102,28.116667
239,60070000,60690102,18.083334
25139,60300111,60690102,26.9
23762,60300104,60690102,29.8
23256,60300101,60690102,27.366667
25343,60300112,60690102,24.65
22195,60290126,60690102,29.266666
3709,60890000,60690102,20.433332
4302,61180000,60690102,17.983334
3434,61400000,60690102,9.316667
29671,60690108,60690102,12.533334
34328,60850105,60690102,21.516666
24755,60300109,60690102,26.466667
30481,60690113,60690102,14.766666
19292,60290107,60690102,28.166666
5004,61300000,60690102,18.3
32201,60790109,60690102,28.35
6037,60040102,60690102,28.633333
11718,60040126,60690103,29.916666
26302,60300117,60690103,23.866667
69454,60950103,60690103,11.916667
20257,60290113,60690103,27.183332
69378,60950102,60690103,16.266666
1362,60370000,60690103,28.8
25941,60300115,60690103,24.4
19647,60290109,60690103,26.8
69313,60950101,60690103,11.0
19293,60290107,60690103,23.216667
23064,60290132,60690103,19.283333
25565,60300113,60690103,22.533333
26120,60300116,60690103,23.566668
20412,60290114,60690103,24.916666
79847,61610105,60690103,26.666666
69784,61050101,60690103,24.483334
69911,61050102,60690103,23.95
25755,60300114,60690103,22.833334
19476,60290108,60690103,24.716667
1437,60380000,60690103,14.616667
69215,60900102,60690103,22.266666
76686,61550108,60690103,29.9
4303,61180000,60690103,23.55
19801,60290110,60690103,27.116667
19128,60290106,60690103,26.2
24950,60300110,60690103,23.433332
69088,60900101,60690103,14.766666
31839,60790107,60690103,24.15
80498,61610107,60690103,29.15
771,60260000,60690103,8.6
12947,60180103,60690103,26.916666
32020,60790108,60690103,24.883333
32202,60790109,60690103,23.416666
78557,61610101,60690103,29.35
24756,60300109,60690103,21.533333
6038,60040102,60690103,23.7
22196,60290126,60690103,25.25
23763,60300104,60690103,24.866667
21174,60290119,60690103,28.983334
32842,60840101,60690103,16.933332
75644,61550103,60690103,25.55
9451,60040116,60690103,26.416666
33012,60840102,60690103,15.7
31668,60790106,60690103,25.983334
21023,60290118,60690103,26.016666
240,60070000,60690103,14.066667
3710,60890000,60690103,14.9
10006,60040118,60690103,29.416666
30482,60690113,60690103,9.65
30652,60690114,60690103,6.4166665
30719,60690115,60690103,25.233334
31288,60790102,60690103,21.2
30801,60690116,60690103,10.75
30932,60690117,60690103,7.15
23591,60300103,60690103,25.316668
75847,61550104,60690103,25.333334
31093,60790101,60690103,21.233334
5703,60040101,60690103,22.883333
9739,60040117,60690103,27.366667
20874,60290117,60690103,28.683332
22533,60290128,60690103,24.1
2662,60680000,60690103,24.183332
33181,60840103,60690103,18.183332
34753,60850108,60690103,24.3
3353,61120000,60690103,15.816667
74707,61520103,60690103,25.033333
20083,60290112,60690103,23.466667
8144,60040110,60690103,29.15
21858,60290124,60690103,23.7
34555,60850107,60690103,20.083334
75117,61550101,60690103,26.033333
21557,60290122,60690103,27.916666
24134,60300106,60690103,25.733334
3435,61400000,60690103,14.9
21698,60290123,60690103,26.633333
7839,60040109,60690103,26.383333
74924,61520104,60690103,23.483334
24317,60300107,60690103,20.1
21309,60290120,60690103,28.583334
23947,60300105,60690103,21.966667
75400,61550102,60690103,25.35
15223,60270107,60690103,28.466667
6471,60040104,60690103,21.8
33372,60840104,60690103,15.516666
74344,61520101,60690103,19.616667
33560,60850101,60690103,19.266666
14883,60270106,60690103,28.55
34329,60850105,60690103,16.583334
33757,60850102,60690103,21.583334
33953,60850103,60690103,20.233334
74530,61520102,60690103,25.0
34135,60850104,60690103,16.816668
14543,60270105,60690103,29.2
22035,60290125,60690103,25.633333
6794,60040105,60690103,28.85
24543,60300108,60690103,20.5
2864,61080000,60690103,19.083334
22363,60290127,60690103,24.7
29175,60690105,60690103,2.8166666
5122,61370000,60690103,12.466666
3238,60100000,60690103,18.2
28580,60690101,60690103,6.1
76069,61550105,60690103,25.7
20576,60290115,60690103,27.316668
25140,60300111,60690103,21.966667
77030,61550110,60690103,29.2
28687,60690102,60690103,6.516667
23257,60300101,60690103,23.333334
25344,60300112,60690103,19.7
29337,60690106,60690103,5.3333335
29672,60690108,60690103,6.383333
29504,60690107,60690103,9.6
23424,60300102,60690103,25.666666
76259,61550106,60690103,28.183332
28829,60690103,60690103,0.0
18796,60290104,60690103,28.216667
10975,60040122,60690103,28.916666
5005,61300000,60690103,17.066668
18951,60290105,60690103,24.183332
30132,60690111,60690103,4.766667
79505,61610104,60690103,28.016666
10533,60040120,60690103,29.183332
29989,60690110,60690103,8.783334
22712,60290130,60690103,22.683332
28999,60690104,60690103,6.0
29832,60690109,60690103,4.2
22886,60290131,60690103,23.466667
30293,60690112,60690103,14.433333
10249,60040119,60690103,26.366667
20729,60290116,60690103,27.1
74531,61520102,60690104,20.816668
69216,60900102,60690104,18.8
14544,60270105,60690104,25.0
34136,60850104,60690104,12.616667
75401,61550102,60690104,21.15
28581,60690101,60690104,9.183333
28830,60690103,60690104,5.3
14884,60270106,60690104,24.35
26121,60300116,60690104,19.366667
28688,60690102,60690104,11.35
33954,60850103,60690104,16.033333
10534,60040120,60690104,24.983334
18112,60270117,60690104,26.366667
11719,60040126,60690104,25.733334
33561,60850101,60690104,15.066667
13239,60270101,60690104,28.233334
33758,60850102,60690104,17.383333
19648,60290109,60690104,22.6
25942,60300115,60690104,20.2
74345,61520101,60690104,18.2
34556,60850107,60690104,15.9
19802,60290110,60690104,22.933332
18952,60290105,60690104,19.983334
74925,61520104,60690104,22.066668
7840,60040109,60690104,22.183332
79506,61610104,60690104,23.833334
13900,60270103,60690104,27.1
25756,60300114,60690104,18.633333
7595,60040108,60690104,26.25
18797,60290104,60690104,24.016666
18664,60290103,60690104,28.716667
75118,61550101,60690104,21.833334
10976,60040122,60690104,24.716667
19943,60290111,60690104,26.766666
79848,61610105,60690104,22.466667
8145,60040110,60690104,24.966667
76869,61550109,60690104,27.983334
7338,60040107,60690104,28.05
13567,60270102,60690104,27.45
8372,60040111,60690104,25.816668
74708,61520103,60690104,20.85
18530,60290102,60690104,26.7
8586,60040112,60690104,26.333334
34754,60850108,60690104,20.1
1438,60380000,60690104,15.383333
7052,60040106,60690104,28.183332
9048,60040114,60690104,27.05
10770,60040121,60690104,26.45
18408,60290101,60690104,29.316668
34330,60850105,60690104,12.383333
76260,61550106,60690104,23.983334
6795,60040105,60690104,24.65
33373,60840104,60690104,13.766666
30294,60690112,60690104,13.0
79170,61610103,60690104,28.183332
29673,60690108,60690104,5.7
78558,61610101,60690104,28.683332
31669,60790106,60690104,21.5
69785,61050101,60690104,26.6
66457,60883102,60690104,28.466667
16168,60270110,60690104,29.683332
31494,60790104,60690104,26.216667
31289,60790102,60690104,17.733334
12754,60180102,60690104,29.05
76070,61550105,60690104,21.5
76478,61550107,60690104,26.083334
9740,60040117,60690104,23.166666
11213,60040123,60690104,27.35
5704,60040101,60690104,18.683332
69089,60900101,60690104,10.166667
10250,60040119,60690104,22.166666
5123,61370000,60690104,14.366667
75848,61550104,60690104,21.133333
19129,60290106,60690104,22.0
30933,60690117,60690104,9.3
30802,60690116,60690104,12.583333
30720,60690115,60690104,28.333334
69455,60950103,60690104,13.133333
30653,60690114,60690104,7.0666666
29833,60690109,60690104,6.0333333
30483,60690113,60690104,5.633333
29990,60690110,60690104,8.7
10007,60040118,60690104,25.233334
12526,60180101,60690104,27.55
30133,60690111,60690104,7.85
31094,60790101,60690104,17.766666
31840,60790107,60690104,19.95
29505,60690107,60690104,8.1
772,60260000,60690104,13.916667
6472,60040104,60690104,17.616667
70164,61230101,60690104,28.333334
15224,60270107,60690104,24.266666
33182,60840103,60690104,14.433333
29000,60690104,60690104,0.0
2865,61080000,60690104,14.883333
29176,60690105,60690104,5.0833335
2663,60680000,60690104,25.166666
76687,61550108,60690104,25.7
33013,60840102,60690104,14.2
17786,60270116,60690104,28.866667
26303,60300117,60690104,19.666666
63385,60882901,60690104,28.666666
32843,60840101,60690104,12.733334
75645,61550103,60690104,21.35
69314,60950101,60690104,12.216666
15550,60270108,60690104,28.816668
4304,61180000,60690104,24.766666
12948,60180103,60690104,22.733334
69912,61050102,60690104,25.666666
5006,61300000,60690104,22.383333
32021,60790108,60690104,20.166666
32203,60790109,60690104,19.216667
19477,60290108,60690104,20.533333
64055,60882903,60690104,28.666666
69379,60950102,60690104,17.483334
29338,60690106,60690104,4.6666665
19294,60290107,60690104,19.033333
6039,60040102,60690104,19.5
63718,60882902,60690104,28.966667
77031,61550110,60690104,25.0
9452,60040116,60690104,22.233334
20084,60290112,60690104,19.283333
11551,60040125,60690104,29.95
23425,60300102,60690104,21.466667
24757,60300109,60690104,17.333334
21175,60290119,60690104,24.783333
20413,60290114,60690104,20.716667
20875,60290117,60690104,24.483334
24951,60300110,60690104,19.233334
23592,60300103,60690104,21.116667
24135,60300106,60690104,21.55
25141,60300111,60690104,17.766666
22197,60290126,60690104,21.783333
21699,60290123,60690104,23.0
23764,60300104,60690104,20.666666
22364,60290127,60690104,21.05
71794,61230106,60690104,29.083334
25345,60300112,60690104,15.516666
3354,61120000,60690104,17.933332
72111,61230107,60690104,29.466667
3711,60890000,60690104,14.816667
22887,60290131,60690104,20.0
80178,61610106,60690104,27.166666
25566,60300113,60690104,18.333334
20730,60290116,60690104,22.916666
3239,60100000,60690104,19.166666
23948,60300105,60690104,17.766666
80499,61610107,60690104,24.966667
241,60070000,60690104,10.6
23258,60300101,60690104,19.7
21558,60290122,60690104,24.283333
71463,61230105,60690104,26.9
22713,60290130,60690104,19.05
24318,60300107,60690104,15.9
20577,60290115,60690104,23.116667
70812,61230103,60690104,27.716667
22534,60290128,60690104,20.633333
21434,60290121,60690104,27.266666
3436,61400000,60690104,16.116667
21024,60290118,60690104,21.816668
24544,60300108,60690104,16.3
23065,60290132,60690104,15.816667
22036,60290125,60690104,22.166666
20258,60290113,60690104,22.983334
21859,60290124,60690104,20.233334
21310,60290120,60690104,24.383333
30484,60690113,60690105,7.2166667
75402,61550102,60690105,22.733334
33759,60850102,60690105,18.983334
10771,60040121,60690105,28.033333
15225,60270107,60690105,25.85
2664,60680000,60690105,22.983334
28582,60690101,60690105,6.983333
14885,60270106,60690105,25.933332
2866,61080000,60690105,16.483334
3712,60890000,60690105,14.55
75646,61550103,60690105,22.95
11214,60040123,60690105,28.933332
13901,60270103,60690105,28.683332
24545,60300108,60690105,17.9
28689,60690102,60690105,9.4
32022,60790108,60690105,21.766666
23426,60300102,60690105,23.066668
18531,60290102,60690105,28.3
74709,61520103,60690105,22.433332
7339,60040107,60690105,29.633333
7841,60040109,60690105,23.783333
76688,61550108,60690105,27.283333
34557,60850107,60690105,17.483334
26122,60300116,60690105,20.95
21311,60290120,60690105,25.966667
77032,61550110,60690105,26.583334
242,60070000,60690105,11.683333
773,60260000,60690105,12.05
31841,60790107,60690105,21.533333
21700,60290123,60690105,24.25
30803,60690116,60690105,10.4
30654,60690114,60690105,4.5833335
80500,61610107,60690105,26.55
22198,60290126,60690105,22.866667
69315,60950101,60690105,9.166667
21860,60290124,60690105,21.316668
12949,60180103,60690105,24.316668
9453,60040116,60690105,23.816668
31095,60790101,60690105,18.833334
74346,61520101,60690105,19.283333
25943,60300115,60690105,21.783333
69380,60950102,60690105,14.433333
5705,60040101,60690105,20.266666
33374,60840104,60690105,15.166667
22714,60290130,60690105,20.3
31495,60790104,60690105,27.816668
10535,60040120,60690105,26.583334
6473,60040104,60690105,19.2
4305,61180000,60690105,21.7
19803,60290110,60690105,24.516666
21025,60290118,60690105,23.4
31670,60790106,60690105,23.6
19130,60290106,60690105,23.583334
33183,60840103,60690105,16.016666
30934,60690117,60690105,7.116667
8587,60040112,60690105,27.916666
74926,61520104,60690105,23.15
30721,60690115,60690105,26.133333
20414,60290114,60690105,22.3
23949,60300105,60690105,19.35
3240,60100000,60690105,17.0
22888,60290131,60690105,21.083334
33562,60850101,60690105,16.65
3355,61120000,60690105,15.466666
9741,60040117,60690105,24.766666
76261,61550106,60690105,25.566668
19944,60290111,60690105,28.366667
22365,60290127,60690105,22.316668
23765,60300104,60690105,22.25
79849,61610105,60690105,24.05
78559,61610101,60690105,29.0
69456,60950103,60690105,10.066667
7053,60040106,60690105,29.766666
24952,60300110,60690105,20.816668
20876,60290117,60690105,26.066668
25346,60300112,60690105,17.1
76479,61550107,60690105,27.666666
33955,60850103,60690105,17.616667
30295,60690112,60690105,14.083333
24136,60300106,60690105,23.133333
29177,60690105,60690105,0.0
