;DIALLO SALL NDEYE;MAGATTE;;;;;14000;CAEN;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;GARCON;FRANCOISE;;;;;18000;BOURGES;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;PAPAPIETRO;ISABELLE;;;;;17200;ROYAN;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;DURQUET PERELMAN;CLAIRE;;;;;6300;NICE;;60;;;c2;;;;;;23;73;;;;;;;;;;;;
;SCHOUMAN;PATRICK;;;;;14000;CAEN;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;BASTARD;THIERRY;;;;;17000;LA ROCHELLE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;TOMMASI;CAMILLE;;;;;6135;GRASSE CEDEX;;60;;;c2;;;;;;50;55;;;;;;;;;;;;
;EL MOUSSAOUI;HUSSEIN;;;;;18020;BOURGES CEDEX;;60;;;c2;;;;;;40;50;;;;;;;;;;;;
;SOUWEINE;ELISABETH;;;;;17100;SAINTES;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;DEMANT;GERARD;;;;;14000;CAEN;;60;;;c2;;;;;;35;50;;;;;;;;;;;;
;MULLER JEAN;MICHEL;;;;;6000;NICE;;60;;;c2;;;;;;40;43;;;;;;;;;;;;
;SCHMIDT DE LA BRELIE;NICOLE;;;;;18000;BOURGES;;60;;;c2;;;;;;33;45;;;;;;;;;;;;
;MARCHALOT;ANDRE;;;;;14500;VIRE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;DUPERIER;PATRICIA;;;;;6110;LE CANNET;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;ZOFOUN;MICHEL;;;;;18200;ST AMAND MONTROND;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;SCHMIDT;SILKE;;;;;13001;MARSEILLE;;60;;;c2;;;;;;25;40;;;;;;;;;;;;
;LE HOUEZEC;DOMINIQUE;;;;;14000;CAEN;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;LAZARTIGUES;DOMINIQUE;;;;;6370;MOUANS SARTOUX;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;WERNERT;FRANCOIS;;;;;13002;MARSEILLE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;DELFOUR JEAN;LUC;;;;;14000;CAEN;;60;;;c2;;;;;;38;50;;;;;;;;;;;;
;BOUGLE;JACKY;;;;;6140;VENCE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;AL MHANA;THAER;;;;;13400;AUBAGNE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;BENSOUSSAN AMBACHER;CATHERINE;;;;;6140;VENCE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;DELORME;JACQUES;;;;;13500;MARTIGUES;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;MERCANTI GIORDANO;ISABELLE;;;;;6300;NICE;;60;;;c2;;;;;;25;50;;;;;;;;;;;;
;MORTEMARD DE BOISSE;PATRICK;;;;;13001;MARSEILLE;;60;;;c2;;;;;;45;65;;;;;;;;;;;;
;GHEZ;STEPHANE;;;;;13008;MARSEILLE;;60;;;c2;;;;;;40;53;;;;;;;;;;;;
;GIROUSSE CHEVALLIER;MIREILLE;;;;;6000;NICE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;FOUCQUETEAU;PHILIPPE;;;;;13001;MARSEILLE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;RAISIN JEAN;CLAUDE;;;;;2400;CHATEAU THIERRY;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;BUISSON;GILLES;;;;;22000;ST BRIEUC;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;BARTOLI JEAN;MICHEL;;;;;13008;MARSEILLE;;60;;;c1;;;;;;;;;;;;;;;;;;;
;ROSSANT;LYONEL;;;;;6000;NICE;;60;;;c2;;;;;;55;60;;;;;;;;;;;;
;HONGRE JEAN;FRANCOIS;;;;;2300;CHAUNY;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;SALAUN JEAN;FRANCOIS;;;;;22000;ST BRIEUC;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;FRANCESCHINI JEAN;CLAUDE;;;;;13006;MARSEILLE;;60;;;c2;;;;;28;;;;;;;;;;;;;;
;BOHE;BERNARD;;;;;6150;CANNES LA BOCCA;;60;;;c2;;;;;;25;50;;;;;;;;;;;;
;DE FRESNOYE;PATRICIA;;;;;2000;LAON;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;MAGAGI;JOSEPH;;;;;22000;ST BRIEUC;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;DISPA;CHRISTIAN;;;;;13011;MARSEILLE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;MADAR PROTAT;HELENE;;;;;6600;ANTIBES;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;RETORNAZ;GERARD;;;;;2200;SOISSONS;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;MOREIGNE;MICHEL;;;;;6600;ANTIBES;;60;;;c1;;;;;;;;;;;;;;;;;;;
;HAMON;HELENE;;;;;22000;ST BRIEUC;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;BAKOUCH;NELLY;;;;;13008;MARSEILLE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;TELLAI;LEILA;;;;;2300;CHAUNY;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;POLITANO TIMSIT;SABINE;;;;;6200;NICE;;60;;;c2;;;;;55;;;;;;;;;;;;;;
;JABES;JUDY;;;;;13011;MARSEILLE;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;NASSIF;FADLALLAH;;;;;2100;ST QUENTIN;;60;;;c1;;;;;28;;;;;;;;;;;;;;
;DE PAZ;GILBERT;;;;;6300;NICE;;60;;;c2;;;;;;25;54;;;;;;;;;;;;
