origin_id,destination_id,origin_city,destination_city,latitude,longitude,distance,duration
190010000,191410000,Affieux (commune non irisée),Monestier-Merlines (commune non irisée),45.517646,1.76851499999998,92364.8,4864.4
190010000,191420000,Affieux (commune non irisée),Monestier-Port-Dieu (commune non irisée),45.517646,1.76851499999998,97100.5,5416.4
190010000,191430000,Affieux (commune non irisée),Montaignac-sur-Doustre (commune non irisée),45.517646,1.76851499999998,38640.3,2623.9
190010000,191440000,Affieux (commune non irisée),Montgibaud (commune non irisée),45.517646,1.76851499999998,40281.6,2786.9
190010000,191450000,Affieux (commune non irisée),Moustier-Ventadour (commune non irisée),45.517646,1.76851499999998,40364.0,2772.4
190010000,191460000,Affieux (commune non irisée),Naves (commune non irisée),45.517646,1.76851499999998,31477.0,2133.8
190010000,191470000,Affieux (commune non irisée),Nespouls (commune non irisée),45.517646,1.76851499999998,72528.2,3710.0
190010000,191480000,Affieux (commune non irisée),Neuvic (commune non irisée),45.517646,1.76851499999998,60950.2,4109.6
190010000,191490000,Affieux (commune non irisée),Neuville (commune non irisée),45.517646,1.76851499999998,61259.6,4109.3
190010000,191500000,Affieux (commune non irisée),Noailhac (commune non irisée),45.517646,1.76851499999998,78518.6,4228.4
190010000,191510000,Affieux (commune non irisée),Noailles (commune non irisée),45.517646,1.76851499999998,66936.3,3484.0
190010000,191520000,Affieux (commune non irisée),Nonards (commune non irisée),45.517646,1.76851499999998,70157.3,4502.4
190010000,191530000,Affieux (commune non irisée),Objat (commune non irisée),45.517646,1.76851499999998,53969.9,3669.8
190010000,191540000,Affieux (commune non irisée),Orgnac-sur-Vézère (commune non irisée),45.517646,1.76851499999998,44637.7,3111.7
190010000,191550000,Affieux (commune non irisée),Orliac-de-Bar (commune non irisée),45.517646,1.76851499999998,24739.6,1804.1
190010000,191560000,Affieux (commune non irisée),Palazinges (commune non irisée),45.517646,1.76851499999998,58015.5,3954.2
190010000,191570000,Affieux (commune non irisée),Palisse (commune non irisée),45.517646,1.76851499999998,57318.7,3812.4
190010000,191580000,Affieux (commune non irisée),Pandrignes (commune non irisée),45.517646,1.76851499999998,46415.1,3341.0
190010000,191590000,Affieux (commune non irisée),Péret-Bel-Air (commune non irisée),45.517646,1.76851499999998,38642.0,2632.6
190010000,191600000,Affieux (commune non irisée),Pérols-sur-Vézère (commune non irisée),45.517646,1.76851499999998,26462.9,1838.2
190010000,191610000,Affieux (commune non irisée),Perpezac-le-Blanc (commune non irisée),45.517646,1.76851499999998,76136.3,4167.6
190010000,191620000,Affieux (commune non irisée),Perpezac-le-Noir (commune non irisée),45.517646,1.76851499999998,39264.0,2407.1
190010000,191640000,Affieux (commune non irisée),Peyrelevade (commune non irisée),45.517646,1.76851499999998,40305.0,2957.3
190010000,191650000,Affieux (commune non irisée),Peyrissac (commune non irisée),45.517646,1.76851499999998,6957.8,490.4
190010000,191660000,Affieux (commune non irisée),Pierrefitte (commune non irisée),45.517646,1.76851499999998,20520.0,1503.0
190010000,191680000,Affieux (commune non irisée),Pradines (commune non irisée),45.517646,1.76851499999998,17748.0,1432.7
190010000,191690000,Affieux (commune non irisée),Puy-d'Arnac (commune non irisée),45.517646,1.76851499999998,74856.6,4841.7
